gene_symbol,sex,nAcc_Female_directions,min_p_across_regions,meta_higher_in_MDD_pvalue,meta_lower_in_MDD_pvalue,meta_direction,meta_p
RP11-687F6.4,female,+,0.8689658775538891,0.43448293877694455,0.5655170612230555,1,0.8689658775538891
RP11-688D15.1,female,+,0.82134870380883,0.410674351904415,0.5893256480955851,1,0.82134870380883
RP11-688D15.2,female,-,0.45399831441264554,0.7730008427936772,0.22699915720632277,-1,0.45399831441264554
RP11-688H10.1,female,+,0.8247771928547275,0.41238859642736375,0.5876114035726363,1,0.8247771928547275
RP11-689E3.2,female,+,0.82134870380883,0.410674351904415,0.5893256480955851,1,0.82134870380883
RP11-689J19.1,female,-,0.0789099873144007,0.9605450063427997,0.03945499365720035,-1,0.0789099873144007
RP11-68D16.1,female,+,0.3624763666069911,0.18123818330349556,0.8187618166965045,1,0.3624763666069911
RP11-68D16.2,female,+,0.6099246637027128,0.3049623318513564,0.6950376681486437,1,0.6099246637027128
RP11-68E19.1,female,-,0.31352121019728896,0.8432393949013555,0.15676060509864448,-1,0.31352121019728896
RP11-68I18.2,female,-,0.32045309052252813,0.8397734547387359,0.16022654526126406,-1,0.32045309052252813
RP11-68L18.2,female,-,0.7093343591255661,0.645332820437217,0.35466717956278304,-1,0.7093343591255661
RP11-690C23.3,female,-,0.3258017997931687,0.8370991001034156,0.16290089989658435,-1,0.3258017997931687
RP11-690C23.4,female,+,0.8644553403102607,0.43222767015513036,0.5677723298448696,1,0.8644553403102607
RP11-690C23.5,female,-,0.8536073939859707,0.5731963030070146,0.42680369699298537,-1,0.8536073939859707
RP11-690D19.1,female,+,0.82134870380883,0.410674351904415,0.5893256480955851,1,0.82134870380883
RP11-690D19.4,female,+,0.82134870380883,0.410674351904415,0.5893256480955851,1,0.82134870380883
RP11-690G19.4,female,-,0.26361307207083845,0.8681934639645807,0.13180653603541923,-1,0.26361307207083845
RP11-690I21.1,female,-,0.9996903910475916,0.5001548044762042,0.4998451955237958,-1,0.9996903910475916
RP11-690I21.3,female,+,0.5334519216139171,0.26672596080695854,0.7332740391930415,1,0.5334519216139171
RP11-691F15.1,female,-,0.20513500906355017,0.8974324954682249,0.10256750453177509,-1,0.20513500906355017
RP11-691N7.6,female,-,0.03807740037499892,0.9809612998125005,0.01903870018749946,-1,0.03807740037499892
RP11-692C23.1,female,+,0.45269718101948286,0.22634859050974143,0.7736514094902586,1,0.45269718101948286
RP11-692C24.3,female,-,0.8194809000507802,0.5902595499746099,0.4097404500253901,-1,0.8194809000507802
RP11-692E14.1,female,-,0.6893989684623485,0.6553005157688258,0.34469948423117425,-1,0.6893989684623485
RP11-692M12.5,female,+,0.7852546417378778,0.3926273208689389,0.6073726791310611,1,0.7852546417378778
RP11-692N5.2,female,-,0.6524185981580202,0.6737907009209899,0.3262092990790101,-1,0.6524185981580202
RP11-693I21.1,female,+,0.0989749930552275,0.04948749652761375,0.9505125034723862,1,0.0989749930552275
RP11-693J15.3,female,+,0.2438244685308419,0.12191223426542094,0.878087765734579,1,0.2438244685308419
RP11-693N9.1,female,+,0.82134870380883,0.410674351904415,0.5893256480955851,1,0.82134870380883
RP11-693N9.2,female,-,0.5304772992852889,0.7347613503573556,0.26523864964264443,-1,0.5304772992852889
RP11-694I15.7,female,+,0.04984569360416594,0.02492284680208297,0.9750771531979171,1,0.04984569360416594
RP11-694O4.1,female,+,0.82134870380883,0.410674351904415,0.5893256480955851,1,0.82134870380883
RP11-696F10.1,female,-,0.38687936230687886,0.8065603188465605,0.19343968115343943,-1,0.38687936230687886
RP11-696L21.2,female,-,0.14346490322557587,0.928267548387212,0.07173245161278793,-1,0.14346490322557587
RP11-696N14.3,female,+,0.5296482097844528,0.2648241048922264,0.7351758951077736,1,0.5296482097844528
RP11-697E2.10,female,-,0.29382901491094415,0.8530854925445279,0.14691450745547208,-1,0.29382901491094415
RP11-697E2.12,female,-,0.19606600429091284,0.9019669978545436,0.09803300214545642,-1,0.19606600429091284
RP11-697E2.6,female,-,0.18570678650813077,0.9071466067459346,0.09285339325406539,-1,0.18570678650813077
RP11-697E2.7,female,+,0.33139414079826457,0.16569707039913228,0.8343029296008677,1,0.33139414079826457
RP11-697E2.9,female,-,0.22128722077174862,0.8893563896141257,0.11064361038587431,-1,0.22128722077174862
RP11-697E23.1,female,+,0.5722226955370632,0.2861113477685316,0.7138886522314685,1,0.5722226955370632
RP11-697G4.4,female,-,0.09147375153836798,0.9542631242308159,0.04573687576918399,-1,0.09147375153836798
RP11-697H10.1,female,+,0.6518534247225971,0.32592671236129855,0.6740732876387014,1,0.6518534247225971
RP11-697H9.5,female,-,0.2046937544431439,0.8976531227784281,0.10234687722157194,-1,0.2046937544431439
RP11-697N18.1,female,-,0.25848338016961414,0.870758309915193,0.12924169008480707,-1,0.25848338016961414
RP11-697N18.2,female,-,0.09879852314342226,0.9506007384282888,0.04939926157171113,-1,0.09879852314342226
RP11-697N18.3,female,+,0.917356395121641,0.4586781975608205,0.5413218024391795,1,0.917356395121641
RP11-698E18.1,female,+,0.612853475117515,0.3064267375587575,0.6935732624412425,1,0.612853475117515
RP11-699A7.1,female,-,0.8536073939859707,0.5731963030070146,0.42680369699298537,-1,0.8536073939859707
RP11-69A21.2,female,+,0.6664207414597271,0.33321037072986354,0.6667896292701365,1,0.6664207414597271
RP11-69H14.9,female,-,0.7944825585929118,0.6027587207035441,0.3972412792964559,-1,0.7944825585929118
RP11-69H7.2,female,+,0.8032946068931246,0.4016473034465623,0.5983526965534377,1,0.8032946068931246
RP11-69H7.4,female,+,0.38777488397057236,0.19388744198528618,0.8061125580147138,1,0.38777488397057236
RP11-69I13.1,female,-,0.683140728554116,0.658429635722942,0.341570364277058,-1,0.683140728554116
RP11-69L16.3,female,+,0.036183536051176524,0.018091768025588262,0.9819082319744117,1,0.036183536051176524
RP11-69L16.5,female,+,0.837442966563741,0.4187214832818705,0.5812785167181296,1,0.837442966563741
RP11-69L16.6,female,+,0.6611430142631449,0.33057150713157246,0.6694284928684275,1,0.6611430142631449
RP11-69M1.1,female,-,0.28595682900985203,0.857021585495074,0.14297841450492602,-1,0.28595682900985203
RP11-69M1.3,female,+,0.8108303370089704,0.4054151685044852,0.5945848314955148,1,0.8108303370089704
RP11-69M1.4,female,-,0.15509219769163918,0.9224539011541804,0.07754609884581959,-1,0.15509219769163918
RP11-6B19.3,female,+,0.2073431123243121,0.10367155616215605,0.8963284438378439,1,0.2073431123243121
RP11-6B6.3,female,-,0.5088845173998362,0.7455577413000819,0.2544422586999181,-1,0.5088845173998362
RP11-6C10.1,female,+,0.2592871036262335,0.12964355181311674,0.8703564481868833,1,0.2592871036262335
RP11-6F2.3,female,-,0.8536073939859707,0.5731963030070146,0.42680369699298537,-1,0.8536073939859707
RP11-6J24.3,female,+,0.9521477584573709,0.47607387922868544,0.5239261207713146,1,0.9521477584573709
RP11-6K23.1,female,-,0.12800742997819556,0.9359962850109022,0.06400371498909778,-1,0.12800742997819556
RP11-6L6.2,female,+,0.2720148047175397,0.13600740235876985,0.8639925976412302,1,0.2720148047175397
RP11-700E23.3,female,-,0.6640006305902642,0.6679996847048679,0.3320003152951321,-1,0.6640006305902642
RP11-700F16.2,female,+,0.3663684278533682,0.1831842139266841,0.8168157860733158,1,0.3663684278533682
RP11-700P18.1,female,-,0.537209412851851,0.7313952935740745,0.2686047064259255,-1,0.537209412851851
RP11-700P18.2,female,-,0.6512934299164383,0.6743532850417808,0.3256467149582192,-1,0.6512934299164383
RP11-701B6.1,female,-,0.9997669321734146,0.5001165339132927,0.4998834660867073,-1,0.9997669321734146
RP11-701H24.9,female,-,0.6221130059609945,0.6889434970195027,0.31105650298049725,-1,0.6221130059609945
RP11-701I24.1,female,-,0.5910197630481756,0.7044901184759123,0.2955098815240878,-1,0.5910197630481756
RP11-701P16.3,female,-,0.8536073939859707,0.5731963030070146,0.42680369699298537,-1,0.8536073939859707
RP11-702C7.1,female,+,0.560380318625723,0.2801901593128615,0.7198098406871385,1,0.560380318625723
RP11-702C7.2,female,-,0.9609959896529705,0.5195020051735147,0.48049799482648525,-1,0.9609959896529705
RP11-702F3.2,female,-,0.2222420991977229,0.8888789504011386,0.11112104959886145,-1,0.2222420991977229
RP11-702H23.2,female,+,0.46650961559048887,0.23325480779524443,0.7667451922047556,1,0.46650961559048887
RP11-702L6.1,female,+,0.9679964399534476,0.4839982199767238,0.5160017800232761,1,0.9679964399534476
RP11-702M1.2,female,-,0.38687936230687886,0.8065603188465605,0.19343968115343943,-1,0.38687936230687886
RP11-703I16.2,female,+,0.82134870380883,0.410674351904415,0.5893256480955851,1,0.82134870380883
RP11-703I16.3,female,+,0.39336153142699604,0.19668076571349802,0.803319234286502,1,0.39336153142699604
RP11-703P11.1,female,-,0.7944825585929118,0.6027587207035441,0.3972412792964559,-1,0.7944825585929118
RP11-704M14.2,female,+,0.18401397019027418,0.09200698509513709,0.9079930149048628,1,0.18401397019027418
RP11-705C15.2,female,-,0.36106444966842616,0.819467775165787,0.18053222483421308,-1,0.36106444966842616
RP11-706C16.13,female,+,0.82134870380883,0.410674351904415,0.5893256480955851,1,0.82134870380883
RP11-706O15.8,female,+,0.7697327186839998,0.3848663593419999,0.6151336406580001,1,0.7697327186839998
RP11-707E21.1,female,-,0.9890376538855761,0.505481173057212,0.49451882694278804,-1,0.9890376538855761
RP11-707G14.8,female,-,0.23142127168855695,0.8842893641557215,0.11571063584427847,-1,0.23142127168855695
RP11-707M1.1,female,+,0.1524264694479878,0.0762132347239939,0.9237867652760061,1,0.1524264694479878
RP11-707M1.7,female,+,0.3648091017470644,0.1824045508735322,0.8175954491264679,1,0.3648091017470644
RP11-707M1.9,female,-,0.5402562650540171,0.7298718674729914,0.27012813252700857,-1,0.5402562650540171
RP11-707O23.5,female,+,0.8589252762952145,0.42946263814760727,0.5705373618523928,1,0.8589252762952145
RP11-708H21.1,female,+,0.292120239282147,0.1460601196410735,0.8539398803589265,1,0.292120239282147
RP11-708J19.3,female,-,0.10803182470623707,0.9459840876468815,0.054015912353118534,-1,0.10803182470623707
RP11-708L7.7,female,+,0.6986101379986431,0.34930506899932157,0.6506949310006784,1,0.6986101379986431
RP11-708L7.9,female,-,0.657210681370086,0.671394659314957,0.328605340685043,-1,0.657210681370086
RP11-709A23.2,female,+,0.33005326827958475,0.16502663413979238,0.8349733658602077,1,0.33005326827958475
RP11-709P2.1,female,+,0.8196095666206175,0.40980478331030873,0.5901952166896913,1,0.8196095666206175
RP11-70F11.2,female,-,0.44115419353554003,0.77942290323223,0.22057709676777001,-1,0.44115419353554003
RP11-70K10.2,female,+,0.16629474655962478,0.08314737327981239,0.9168526267201876,1,0.16629474655962478
RP11-710E1.1,female,-,0.4941829315683408,0.7529085342158296,0.2470914657841704,-1,0.4941829315683408
RP11-710M11.1,female,-,0.17239749686127587,0.9138012515693621,0.08619874843063793,-1,0.17239749686127587
RP11-710N8.3,female,-,0.20482388894436723,0.8975880555278164,0.10241194447218362,-1,0.20482388894436723
RP11-712B9.5,female,+,0.2035963739785583,0.10179818698927914,0.8982018130107209,1,0.2035963739785583
RP11-712B9.6,female,-,0.8720321393178306,0.5639839303410847,0.4360160696589153,-1,0.8720321393178306
RP11-712C19.1,female,-,0.30856739051881105,0.8457163047405944,0.15428369525940552,-1,0.30856739051881105
RP11-712C7.2,female,+,0.3271372840080575,0.16356864200402876,0.8364313579959712,1,0.3271372840080575
RP11-712L6.8,female,+,0.01464612603930841,0.007323063019654205,0.9926769369803459,1,0.01464612603930841
RP11-713C19.1,female,-,0.7746888653970222,0.6126555673014888,0.3873444326985111,-1,0.7746888653970222
RP11-713C19.2,female,+,0.5175189699515155,0.25875948497575774,0.7412405150242423,1,0.5175189699515155
RP11-713H12.1,female,-,0.34592574742015225,0.8270371262899239,0.17296287371007613,-1,0.34592574742015225
RP11-713H12.2,female,-,0.46228580922250495,0.7688570953887475,0.23114290461125248,-1,0.46228580922250495
RP11-713P14.1,female,+,0.47630998524175394,0.23815499262087697,0.761845007379123,1,0.47630998524175394
RP11-715F10.6,female,+,0.8532305221004323,0.42661526105021613,0.5733847389497839,1,0.8532305221004323
RP11-715F3.1,female,+,0.24084808286888312,0.12042404143444156,0.8795759585655584,1,0.24084808286888312
RP11-715G15.2,female,-,0.8477267134566001,0.5761366432716999,0.42386335672830006,-1,0.8477267134566001
RP11-715I4.1,female,-,0.8188060375575417,0.5905969812212292,0.40940301877877083,-1,0.8188060375575417
RP11-715J22.1,female,-,0.39588331606516197,0.802058341967419,0.19794165803258099,-1,0.39588331606516197
RP11-715L17.1,female,-,0.8772224378021893,0.5613887810989053,0.43861121890109467,-1,0.8772224378021893
RP11-716A19.3,female,+,0.06409683696341921,0.032048418481709605,0.9679515815182904,1,0.06409683696341921
RP11-716D19.1,female,+,0.8435630255686446,0.4217815127843223,0.5782184872156777,1,0.8435630255686446
RP11-717A5.1,female,+,0.5215918511100484,0.2607959255550242,0.7392040744449758,1,0.5215918511100484
RP11-717K11.2,female,-,0.08255172102691141,0.9587241394865442,0.041275860513455706,-1,0.08255172102691141
RP11-718B12.1,female,-,0.777260089760582,0.6113699551197089,0.388630044880291,-1,0.777260089760582
RP11-718B12.5,female,-,0.4617042054097453,0.7691478972951273,0.23085210270487266,-1,0.4617042054097453
RP11-718L23.1,female,-,0.38687936230687886,0.8065603188465605,0.19343968115343943,-1,0.38687936230687886
RP11-718M20.5,female,-,0.7840385220756181,0.607980738962191,0.39201926103780904,-1,0.7840385220756181
RP11-719C20.1,female,+,0.47630998524175394,0.23815499262087697,0.761845007379123,1,0.47630998524175394
RP11-719K4.3,female,+,0.82134870380883,0.410674351904415,0.5893256480955851,1,0.82134870380883
RP11-719K4.7,female,-,0.519364301330681,0.7403178493346595,0.2596821506653405,-1,0.519364301330681
RP11-719L21.1,female,-,0.785377237110614,0.607311381444693,0.392688618555307,-1,0.785377237110614
RP11-719N22.1,female,+,0.82134870380883,0.410674351904415,0.5893256480955851,1,0.82134870380883
RP11-71B7.1,female,+,0.22690296061944337,0.11345148030972169,0.8865485196902783,1,0.22690296061944337
RP11-71C5.2,female,+,0.6333191655855978,0.3166595827927989,0.6833404172072011,1,0.6333191655855978
RP11-71H17.1,female,+,0.6287056824701811,0.31435284123509055,0.6856471587649094,1,0.6287056824701811
RP11-720N19.1,female,+,0.581736650291852,0.290868325145926,0.709131674854074,1,0.581736650291852
RP11-722G7.1,female,+,0.5899736577667477,0.29498682888337385,0.7050131711166261,1,0.5899736577667477
RP11-723C11.2,female,-,0.6618353311609162,0.6690823344195419,0.3309176655804581,-1,0.6618353311609162
RP11-723O4.3,female,-,0.1630837946363329,0.9184581026818335,0.08154189731816645,-1,0.1630837946363329
RP11-723O4.6,female,+,0.2972224785860304,0.1486112392930152,0.8513887607069848,1,0.2972224785860304
RP11-724O16.1,female,+,0.82134870380883,0.410674351904415,0.5893256480955851,1,0.82134870380883
RP11-725G5.3,female,-,0.2986442563958357,0.8506778718020822,0.14932212819791785,-1,0.2986442563958357
RP11-726G1.1,female,+,0.9919944076843703,0.49599720384218515,0.5040027961578148,1,0.9919944076843703
RP11-726G23.10,female,-,0.6640006305902642,0.6679996847048679,0.3320003152951321,-1,0.6640006305902642
RP11-726G23.11,female,+,0.07337929481738169,0.036689647408690844,0.9633103525913091,1,0.07337929481738169
RP11-726G23.12,female,+,0.3788006848268166,0.1894003424134083,0.8105996575865917,1,0.3788006848268166
RP11-726G23.2,female,+,0.5294024827488444,0.2647012413744222,0.7352987586255778,1,0.5294024827488444
RP11-726G23.3,female,-,0.3258017997931687,0.8370991001034156,0.16290089989658435,-1,0.3258017997931687
RP11-726G23.6,female,-,0.8714799449850896,0.5642600275074552,0.4357399724925448,-1,0.8714799449850896
RP11-726G23.8,female,+,0.82134870380883,0.410674351904415,0.5893256480955851,1,0.82134870380883
RP11-727A23.1,female,+,0.8622160786661286,0.4311080393330643,0.5688919606669357,1,0.8622160786661286
RP11-727A23.8,female,+,0.15740517151689845,0.07870258575844923,0.9212974142415508,1,0.15740517151689845
RP11-727F15.14,female,-,0.16398260802397432,0.9180086959880128,0.08199130401198716,-1,0.16398260802397432
RP11-728C8.1,female,+,0.1275461088137094,0.0637730544068547,0.9362269455931452,1,0.1275461088137094
RP11-728D14.6,female,+,0.2898857045606269,0.14494285228031345,0.85505714771968655,1,0.2898857045606269
RP11-728K20.1,female,+,0.21986001573015287,0.10993000786507644,0.8900699921349235,1,0.21986001573015287
RP11-728L1.1,female,-,0.5427299605032496,0.7286350197483752,0.2713649802516248,-1,0.5427299605032496
RP11-729L2.2,female,+,0.8499301440006277,0.42496507200031386,0.5750349279996861,1,0.8499301440006277
RP11-72B4.2,female,-,0.7982182143375987,0.6008908928312007,0.3991091071687993,-1,0.7982182143375987
RP11-72H11.1,female,+,0.8435630255686446,0.4217815127843223,0.5782184872156777,1,0.8435630255686446
RP11-72I18.1,female,+,0.09827778182388511,0.049138890911942554,0.9508611090880574,1,0.09827778182388511
RP11-72I2.1,female,-,0.5131921810149307,0.7434039094925347,0.25659609050746535,-1,0.5131921810149307
RP11-72I8.2,female,+,0.82134870380883,0.410674351904415,0.5893256480955851,1,0.82134870380883
RP11-72J9.1,female,-,0.2222420991977229,0.8888789504011386,0.11112104959886145,-1,0.2222420991977229
RP11-72K17.1,female,-,0.8536073939859707,0.5731963030070146,0.42680369699298537,-1,0.8536073939859707
RP11-72K17.2,female,+,0.13148615653988185,0.06574307826994093,0.9342569217300591,1,0.13148615653988185
RP11-72M10.2,female,+,0.4917215767469777,0.24586078837348885,0.7541392116265111,1,0.4917215767469777
RP11-72M10.4,female,+,0.2810356212491629,0.14051781062458146,0.8594821893754185,1,0.2810356212491629
RP11-72M10.5,female,-,0.19607945086001535,0.9019602745699924,0.09803972543000768,-1,0.19607945086001535
RP11-72M10.7,female,-,0.21747044496178683,0.8912647775191066,0.10873522248089341,-1,0.21747044496178683
RP11-72M10.8,female,+,0.13245805342902237,0.06622902671451118,0.9337709732854887,1,0.13245805342902237
RP11-730A19.5,female,-,0.2058128955018997,0.8970935522490501,0.10290644775094986,-1,0.2058128955018997
RP11-730A19.7,female,+,0.8475680569144435,0.42378402845722174,0.5762159715427783,1,0.8475680569144435
RP11-730A19.9,female,+,0.46412686322013097,0.23206343161006548,0.7679365683899345,1,0.46412686322013097
