gene_symbol,sex,nAcc_Male_directions,min_p_across_regions,meta_higher_in_MDD_pvalue,meta_lower_in_MDD_pvalue,meta_direction,meta_p
RP11-446H18.1,male,-,0.534493361237405,0.7327533193812975,0.2672466806187025,-1,0.534493361237405
RP11-446P9.1,male,+,0.8898502828557469,0.4449251414278734,0.5550748585721266,1,0.8898502828557469
RP11-447E20.1,male,+,0.5139342892918096,0.2569671446459048,0.7430328553540952,1,0.5139342892918096
RP11-447G11.1,male,-,0.8553893713160494,0.5723053143419753,0.4276946856580247,-1,0.8553893713160494
RP11-447H19.1,male,+,0.23485852769892757,0.11742926384946378,0.8825707361505362,1,0.23485852769892757
RP11-447H19.2,male,+,0.2617697584852493,0.13088487924262465,0.8691151207573753,1,0.2617697584852493
RP11-447H19.3,male,+,0.11380033814271234,0.05690016907135617,0.9430998309286438,1,0.11380033814271234
RP11-447H19.4,male,+,0.8455441774737975,0.42277208873689875,0.5772279112631012,1,0.8455441774737975
RP11-447L10.1,male,+,0.27998686978990317,0.13999343489495158,0.8600065651050484,1,0.27998686978990317
RP11-448G4.2,male,-,0.4025287416911546,0.7987356291544228,0.2012643708455773,-1,0.4025287416911546
RP11-448K10.1,male,-,0.6951542897386247,0.6524228551306877,0.34757714486931235,-1,0.6951542897386247
RP11-448N11.1,male,-,0.5923120584415809,0.7038439707792096,0.29615602922079043,-1,0.5923120584415809
RP11-448N11.2,male,+,0.8361302998097115,0.41806514990485577,0.5819348500951442,1,0.8361302998097115
RP11-448N11.3,male,+,0.9484773725800402,0.4742386862900201,0.5257613137099799,1,0.9484773725800402
RP11-448N3.1,male,+,0.42465821495936706,0.21232910747968353,0.7876708925203164,1,0.42465821495936706
RP11-449D8.3,male,+,0.8033096658315907,0.40165483291579535,0.5983451670842046,1,0.8033096658315907
RP11-449H3.1,male,+,0.5347163148371968,0.2673581574185984,0.7326418425814016,1,0.5347163148371968
RP11-449H3.2,male,+,0.20106936431813974,0.10053468215906987,0.8994653178409302,1,0.20106936431813974
RP11-449H3.3,male,+,0.9046180710333205,0.45230903551666024,0.5476909644833398,1,0.9046180710333205
RP11-449I17.9,male,+,0.5155577770801834,0.2577788885400917,0.7422211114599083,1,0.5155577770801834
RP11-449J3.3,male,-,0.6360011948709602,0.68199940256452,0.3180005974354801,-1,0.6360011948709602
RP11-449L13.2,male,+,0.5546017006187021,0.27730085030935103,0.722699149690649,1,0.5546017006187021
RP11-44D5.1,male,+,0.27989290415148166,0.13994645207574083,0.8600535479242591,1,0.27989290415148166
RP11-44F14.1,male,+,0.12442794816163905,0.06221397408081952,0.9377860259191805,1,0.12442794816163905
RP11-44F14.4,male,+,0.5390725615291051,0.26953628076455255,0.7304637192354475,1,0.5390725615291051
RP11-44F21.4,male,-,0.7073486678360602,0.6463256660819698,0.3536743339180301,-1,0.7073486678360602
RP11-44I10.5,male,+,0.7411713266314482,0.3705856633157241,0.6294143366842759,1,0.7411713266314482
RP11-44K6.5,male,+,0.5390458705317676,0.2695229352658838,0.7304770647341162,1,0.5390458705317676
RP11-44M6.3,male,+,0.028017137559964544,0.014008568779982272,0.9859914312200178,1,0.028017137559964544
RP11-44N12.4,male,-,0.529236585239598,0.7353817073802009,0.264618292619799,-1,0.529236585239598
RP11-44N17.1,male,-,0.6927885470250188,0.6536057264874906,0.3463942735125094,-1,0.6927885470250188
RP11-44N17.2,male,-,0.4442235429075221,0.777888228546239,0.22211177145376104,-1,0.4442235429075221
RP11-44N21.2,male,+,0.9484773725800402,0.4742386862900201,0.5257613137099799,1,0.9484773725800402
RP11-450H5.3,male,+,0.4426455513499442,0.2213227756749721,0.778677224325028,1,0.4426455513499442
RP11-450H5.4,male,+,0.3872495809726204,0.1936247904863102,0.8063752095136898,1,0.3872495809726204
RP11-451F14.1,male,+,0.7279979977654146,0.3639989988827073,0.6360010011172927,1,0.7279979977654146
RP11-451F20.1,male,-,0.07044044801625615,0.9647797759918719,0.035220224008128076,-1,0.07044044801625615
RP11-451G4.2,male,+,0.012827091303093221,0.006413545651546611,0.9935864543484534,1,0.012827091303093221
RP11-451H23.1,male,+,0.4975909142265903,0.24879545711329515,0.7512045428867049,1,0.4975909142265903
RP11-451H23.2,male,-,0.4253330429878418,0.787333478506079,0.2126665214939209,-1,0.4253330429878418
RP11-451J24.1,male,-,0.8452325114925988,0.5773837442537006,0.4226162557462994,-1,0.8452325114925988
RP11-451M19.2,male,+,0.7747901206186993,0.38739506030934967,0.6126049396906503,1,0.7747901206186993
RP11-451O13.1,male,-,0.9104386482297799,0.54478067588511,0.45521932411488997,-1,0.9104386482297799
RP11-451O18.1,male,-,0.6464157679249853,0.6767921160375073,0.32320788396249267,-1,0.6464157679249853
RP11-452D12.1,male,+,0.18343619305291245,0.09171809652645622,0.9082819034735438,1,0.18343619305291245
RP11-452D2.1,male,-,0.3325292202826048,0.8337353898586977,0.1662646101413024,-1,0.3325292202826048
RP11-452D2.2,male,+,0.8524180676207409,0.42620903381037045,0.5737909661896295,1,0.8524180676207409
RP11-452G18.1,male,-,0.9484595604441803,0.5257702197779098,0.47422978022209017,-1,0.9484595604441803
RP11-452G18.2,male,+,0.6873453878262252,0.3436726939131126,0.6563273060868874,1,0.6873453878262252
RP11-452J6.2,male,-,0.19723400819651837,0.9013829959017408,0.09861700409825919,-1,0.19723400819651837
RP11-452K12.6,male,-,0.45759851059744205,0.771200744701279,0.22879925529872103,-1,0.45759851059744205
RP11-452K20.1,male,+,0.7271465096760061,0.36357325483800307,0.6364267451619969,1,0.7271465096760061
RP11-452N17.1,male,+,0.14786158327184473,0.07393079163592237,0.9260692083640776,1,0.14786158327184473
RP11-453D16.1,male,+,0.22860602706797895,0.11430301353398947,0.8856969864660105,1,0.22860602706797895
RP11-453D16.2,male,+,0.8427396846197188,0.4213698423098594,0.5786301576901406,1,0.8427396846197188
RP11-453D21.1,male,+,0.2190202084720665,0.10951010423603325,0.8904898957639668,1,0.2190202084720665
RP11-453E17.3,male,-,0.01025522593973741,0.9948723870301314,0.005127612969868705,-1,0.01025522593973741
RP11-453E17.4,male,-,0.8134408479307123,0.5932795760346439,0.4067204239653561,-1,0.8134408479307123
RP11-453N18.1,male,+,0.21388787677743196,0.10694393838871598,0.893056061611284,1,0.21388787677743196
RP11-453N3.1,male,+,0.6251463207341372,0.3125731603670686,0.6874268396329314,1,0.6251463207341372
RP11-453N3.7,male,+,0.397286099730234,0.198643049865117,0.801356950134883,1,0.397286099730234
RP11-453O22.1,male,+,0.3776699222999099,0.18883496114995496,0.8111650388500451,1,0.3776699222999099
RP11-454F8.2,male,+,0.6628009258549594,0.3314004629274797,0.6685995370725203,1,0.6628009258549594
RP11-454H13.1,male,-,0.3209358643399904,0.8395320678300048,0.1604679321699952,-1,0.3209358643399904
RP11-454K7.2,male,+,0.9369032730961284,0.4684516365480642,0.5315483634519358,1,0.9369032730961284
RP11-454L9.2,male,+,0.66636183900739,0.333180919503695,0.666819080496305,1,0.66636183900739
RP11-454P7.1,male,+,0.955893954132458,0.477946977066229,0.522053022933771,1,0.955893954132458
RP11-454P7.3,male,-,0.07914577236291183,0.9604271138185441,0.039572886181455914,-1,0.07914577236291183
RP11-455B2.9,male,+,0.3806248691997631,0.19031243459988156,0.8096875654001184,1,0.3806248691997631
RP11-455G16.1,male,+,0.8067329213086015,0.40336646065430076,0.5966335393456992,1,0.8067329213086015
RP11-455J15.1,male,+,0.6507552330522794,0.3253776165261397,0.6746223834738603,1,0.6507552330522794
RP11-456A14.1,male,+,0.8221487534500637,0.41107437672503183,0.5889256232749682,1,0.8221487534500637
RP11-456J20.1,male,+,0.19041417676519262,0.09520708838259631,0.9047929116174037,1,0.19041417676519262
RP11-456J20.2,male,-,0.12311156526284478,0.9384442173685776,0.06155578263142239,-1,0.12311156526284478
RP11-456N14.6,male,+,0.3365902104875709,0.16829510524378544,0.8317048947562146,1,0.3365902104875709
RP11-456P18.2,male,-,0.985205112000074,0.507397443999963,0.492602556000037,-1,0.985205112000074
RP11-457D20.1,male,-,0.8225777097214382,0.5887111451392809,0.4112888548607191,-1,0.8225777097214382
RP11-457D20.2,male,+,0.6491628249842719,0.32458141249213596,0.675418587507864,1,0.6491628249842719
RP11-457I16.4,male,-,0.7847003583611925,0.6076498208194038,0.3923501791805962,-1,0.7847003583611925
RP11-457K10.2,male,+,0.9392918109297996,0.4696459054648998,0.5303540945351002,1,0.9392918109297996
RP11-457M11.6,male,+,0.7453520405049403,0.37267602025247015,0.6273239797475298,1,0.7453520405049403
RP11-457P14.6,male,+,0.7549132267180585,0.37745661335902925,0.6225433866409708,1,0.7549132267180585
RP11-458D21.5,male,-,0.009637338416841213,0.9951813307915793,0.0048186692084206065,-1,0.009637338416841213
RP11-458F8.1,male,-,0.10413847226077136,0.9479307638696144,0.05206923613038568,-1,0.10413847226077136
RP11-458F8.3,male,+,0.8288745793242199,0.41443728966210996,0.58556271033789,1,0.8288745793242199
RP11-458I4.2,male,-,0.5072298253749383,0.7463850873125308,0.25361491268746916,-1,0.5072298253749383
RP11-458I7.1,male,+,0.48301072396932665,0.24150536198466332,0.7584946380153367,1,0.48301072396932665
RP11-459A10.1,male,+,0.5070627965665919,0.25353139828329596,0.746468601716704,1,0.5070627965665919
RP11-459D20.1,male,-,0.9503266112888346,0.5248366943555827,0.4751633056444173,-1,0.9503266112888346
RP11-459D22.1,male,+,0.2837117144822814,0.1418558572411407,0.8581441427588593,1,0.2837117144822814
RP11-459O16.7,male,-,0.7702632867533673,0.6148683566233164,0.38513164337668365,-1,0.7702632867533673
RP11-45D17.1,male,+,0.7598836215214418,0.3799418107607209,0.6200581892392791,1,0.7598836215214418
RP11-45H22.1,male,+,0.3481326440740452,0.1740663220370226,0.8259336779629773,1,0.3481326440740452
RP11-45H22.2,male,+,0.5082410943981015,0.25412054719905075,0.7458794528009492,1,0.5082410943981015
RP11-45J1.1,male,-,0.4880612306971984,0.7559693846514008,0.2440306153485992,-1,0.4880612306971984
RP11-45M22.4,male,-,0.6421062572366638,0.6789468713816681,0.3210531286183319,-1,0.6421062572366638
RP11-45P15.2,male,-,0.7290393300008751,0.6354803349995625,0.36451966500043753,-1,0.7290393300008751
RP11-45P22.2,male,+,0.747248866672947,0.3736244333364735,0.6263755666635265,1,0.747248866672947
RP11-460B17.1,male,+,0.6915470791566151,0.34577353957830753,0.6542264604216925,1,0.6915470791566151
RP11-460E7.8,male,-,0.2607177572479233,0.8696411213760383,0.13035887862396164,-1,0.2607177572479233
RP11-460E7.9,male,-,0.5932793167081193,0.7033603416459404,0.29663965835405964,-1,0.5932793167081193
RP11-460G11.2,male,+,0.4444761947350273,0.22223809736751365,0.7777619026324863,1,0.4444761947350273
RP11-460I13.6,male,+,0.1777478896238297,0.08887394481191485,0.9111260551880851,1,0.1777478896238297
RP11-460N11.2,male,-,0.23113157093939007,0.884434214530305,0.11556578546969504,-1,0.23113157093939007
RP11-460N20.3,male,+,0.4021487065990732,0.2010743532995366,0.7989256467004634,1,0.4021487065990732
RP11-460N20.4,male,+,0.8844359204607821,0.44221796023039106,0.5577820397696089,1,0.8844359204607821
RP11-460N20.7,male,+,0.767360473212774,0.383680236606387,0.616319763393613,1,0.767360473212774
RP11-461G12.2,male,+,0.2592696920990345,0.12963484604951725,0.8703651539504828,1,0.2592696920990345
RP11-461O14.3,male,-,0.320485139355984,0.839757430322008,0.160242569677992,-1,0.320485139355984
RP11-462B18.1,male,+,0.9848197900903062,0.4924098950451531,0.5075901049548469,1,0.9848197900903062
RP11-462B18.3,male,+,0.9087860851140943,0.45439304255704716,0.5456069574429528,1,0.9087860851140943
RP11-462D18.2,male,+,0.33963468663312335,0.16981734331656168,0.8301826566834383,1,0.33963468663312335
RP11-462H3.2,male,-,0.661757766578948,0.669121116710526,0.330878883289474,-1,0.661757766578948
RP11-462L8.2,male,+,0.2693025458861414,0.1346512729430707,0.8653487270569293,1,0.2693025458861414
RP11-463C14.1,male,+,0.31437251260153376,0.15718625630076688,0.8428137436992331,1,0.31437251260153376
RP11-463C8.4,male,-,0.28069458536482716,0.8596527073175864,0.14034729268241358,-1,0.28069458536482716
RP11-463C8.5,male,-,0.4631868410593404,0.7684065794703299,0.2315934205296702,-1,0.4631868410593404
RP11-463D19.2,male,+,0.2236628392717625,0.11183141963588125,0.8881685803641187,1,0.2236628392717625
RP11-463H24.1,male,+,0.5319825609422144,0.2659912804711072,0.7340087195288928,1,0.5319825609422144
RP11-463J7.1,male,+,0.5473003752405081,0.27365018762025406,0.7263498123797459,1,0.5473003752405081
RP11-463J7.3,male,+,0.48946240746889136,0.24473120373444568,0.7552687962655543,1,0.48946240746889136
RP11-463M14.1,male,+,0.5185452828323368,0.2592726414161684,0.7407273585838317,1,0.5185452828323368
RP11-463M16.5,male,-,0.7323730091965905,0.6338134954017047,0.36618650459829527,-1,0.7323730091965905
RP11-463O9.1,male,-,0.14009348863795412,0.9299532556810229,0.07004674431897706,-1,0.14009348863795412
RP11-464D20.2,male,-,0.21564364462385638,0.8921781776880718,0.10782182231192819,-1,0.21564364462385638
RP11-464I4.1,male,+,0.43054199329054355,0.21527099664527177,0.7847290033547283,1,0.43054199329054355
RP11-465B22.3,male,+,0.214186928256176,0.107093464128088,0.8929065358719119,1,0.214186928256176
RP11-465I4.3,male,-,0.7885135052942114,0.6057432473528943,0.3942567526471057,-1,0.7885135052942114
RP11-465K4.4,male,-,0.6618796720441307,0.6690601639779347,0.33093983602206534,-1,0.6618796720441307
RP11-465N4.2,male,-,0.3673467616041295,0.8163266191979353,0.18367338080206475,-1,0.3673467616041295
RP11-466C23.5,male,+,0.8102156325336365,0.40510781626681824,0.5948921837331818,1,0.8102156325336365
RP11-466F5.3,male,-,0.1955810810106687,0.9022094594946656,0.09779054050533435,-1,0.1955810810106687
RP11-466F5.4,male,-,0.7636145483329317,0.6181927258335341,0.38180727416646587,-1,0.7636145483329317
RP11-466F5.6,male,+,0.36870346298208345,0.18435173149104173,0.8156482685089583,1,0.36870346298208345
RP11-466F5.9,male,+,0.4266891564373141,0.21334457821865704,0.786655421781343,1,0.4266891564373141
RP11-466G12.2,male,-,0.1468528293455835,0.9265735853272082,0.07342641467279175,-1,0.1468528293455835
RP11-466G12.3,male,-,0.36811563261485714,0.8159421836925714,0.18405781630742857,-1,0.36811563261485714
RP11-466H18.1,male,+,0.127239147804507,0.0636195739022535,0.9363804260977465,1,0.127239147804507
RP11-466J24.1,male,+,0.8514401671988847,0.42572008359944236,0.5742799164005576,1,0.8514401671988847
RP11-466P24.5,male,+,0.9484773725800402,0.4742386862900201,0.5257613137099799,1,0.9484773725800402
RP11-467D10.2,male,-,0.08691919234942372,0.9565404038252882,0.04345959617471186,-1,0.08691919234942372
RP11-467H10.1,male,+,0.5486624088060059,0.27433120440300296,0.725668795596997,1,0.5486624088060059
RP11-467I20.3,male,+,0.7399414696633602,0.3699707348316801,0.6300292651683199,1,0.7399414696633602
RP11-467I20.4,male,+,0.24607046798651097,0.12303523399325549,0.8769647660067444,1,0.24607046798651097
RP11-467I20.5,male,-,0.5636351282258387,0.7181824358870806,0.28181756411291936,-1,0.5636351282258387
RP11-467J12.2,male,+,0.8476539858660754,0.4238269929330377,0.5761730070669623,1,0.8476539858660754
RP11-467J12.3,male,-,0.8265864521287151,0.5867067739356424,0.41329322606435753,-1,0.8265864521287151
RP11-467J12.4,male,+,0.9861546352375357,0.49307731761876783,0.5069226823812322,1,0.9861546352375357
RP11-467L13.4,male,+,0.15279804400496663,0.07639902200248332,0.9236009779975166,1,0.15279804400496663
RP11-467L13.5,male,-,0.9007093240511694,0.5496453379744153,0.4503546620255847,-1,0.9007093240511694
RP11-467L19.11,male,+,0.672932778249862,0.336466389124931,0.663533610875069,1,0.672932778249862
RP11-467L19.6,male,+,0.611588109876964,0.305794054938482,0.694205945061518,1,0.611588109876964
RP11-467L19.8,male,+,0.48945148185828025,0.24472574092914012,0.7552742590708599,1,0.48945148185828025
RP11-467M13.2,male,+,0.9484773725800402,0.4742386862900201,0.5257613137099799,1,0.9484773725800402
RP11-467M13.3,male,-,0.8539715051713727,0.5730142474143136,0.42698575258568633,-1,0.8539715051713727
RP11-467N20.11,male,+,0.46844200255751356,0.23422100127875678,0.7657789987212432,1,0.46844200255751356
RP11-467N20.6,male,+,0.6544764590159696,0.3272382295079848,0.6727617704920152,1,0.6544764590159696
RP11-467N20.7,male,+,0.9827189479646193,0.49135947398230967,0.5086405260176903,1,0.9827189479646193
RP11-467N20.8,male,+,0.9484773725800402,0.4742386862900201,0.5257613137099799,1,0.9484773725800402
RP11-467P22.5,male,+,0.950572491558723,0.4752862457793615,0.5247137542206385,1,0.950572491558723
RP11-468E2.1,male,+,0.6491938737022812,0.3245969368511406,0.6754030631488595,1,0.6491938737022812
RP11-468E2.2,male,+,0.6358109151087328,0.3179054575543664,0.6820945424456336,1,0.6358109151087328
RP11-468E2.4,male,+,0.11484574713213692,0.05742287356606846,0.9425771264339315,1,0.11484574713213692
RP11-468E2.6,male,+,0.15180259322934167,0.07590129661467084,0.9240987033853292,1,0.15180259322934167
RP11-468H14.1,male,+,0.46414497594108994,0.23207248797054497,0.7679275120294551,1,0.46414497594108994
RP11-468N14.09,male,+,0.55532533774343,0.277662668871715,0.722337331128285,1,0.55532533774343
RP11-468N14.1,male,-,0.7405929384128559,0.6297035307935721,0.37029646920642795,-1,0.7405929384128559
RP11-468N14.10,male,+,0.9677639480412282,0.4838819740206141,0.5161180259793858,1,0.9677639480412282
RP11-468N14.11,male,+,0.34487414561708474,0.17243707280854237,0.8275629271914576,1,0.34487414561708474
RP11-468N14.12,male,-,0.6188751517342691,0.6905624241328654,0.30943757586713455,-1,0.6188751517342691
RP11-468N14.3,male,+,0.9484773725800402,0.4742386862900201,0.5257613137099799,1,0.9484773725800402
RP11-468N14.4,male,+,0.3850821619770335,0.19254108098851674,0.8074589190114833,1,0.3850821619770335
RP11-468N14.5,male,-,0.33714031449650395,0.831429842751748,0.16857015724825197,-1,0.33714031449650395
RP11-468N14.6,male,-,0.5843520361330871,0.7078239819334564,0.29217601806654353,-1,0.5843520361330871
RP11-468N14.7,male,+,0.397286099730234,0.198643049865117,0.801356950134883,1,0.397286099730234
RP11-468N14.8,male,+,0.9484773725800402,0.4742386862900201,0.5257613137099799,1,0.9484773725800402
RP11-468O2.1,male,+,0.42284761267084414,0.21142380633542207,0.7885761936645779,1,0.42284761267084414
RP11-46A10.6,male,-,0.41073716325884113,0.7946314183705794,0.20536858162942057,-1,0.41073716325884113
RP11-46A10.8,male,-,0.068401762445474,0.965799118777263,0.034200881222737,-1,0.068401762445474
RP11-46B11.2,male,+,0.35455474614939064,0.17727737307469532,0.8227226269253047,1,0.35455474614939064
RP11-46D6.4,male,-,0.527134864770862,0.736432567614569,0.263567432385431,-1,0.527134864770862
RP11-46D6.5,male,-,0.8350583751519172,0.5824708124240414,0.4175291875759586,-1,0.8350583751519172
RP11-46H11.2,male,-,0.6209790748408305,0.6895104625795847,0.31048953742041524,-1,0.6209790748408305
RP11-46I1.2,male,-,0.40648964220534956,0.7967551788973253,0.20324482110267478,-1,0.40648964220534956
RP11-46I8.1,male,+,0.6791288504928696,0.3395644252464348,0.6604355747535652,1,0.6791288504928696
RP11-46I8.4,male,+,0.9300967557903315,0.46504837789516573,0.5349516221048343,1,0.9300967557903315
RP11-46P12.1,male,+,0.4599088778870305,0.22995443894351525,0.7700455610564847,1,0.4599088778870305
RP11-470B22.1,male,-,0.8812346739434791,0.5593826630282605,0.44061733697173955,-1,0.8812346739434791
RP11-471B18.1,male,+,0.12406054013338623,0.062030270066693115,0.937969729933307,1,0.12406054013338623
RP11-471G13.2,male,+,0.6895151891612797,0.34475759458063987,0.6552424054193602,1,0.6895151891612797
RP11-471G13.5,male,+,0.9891839990773948,0.4945919995386974,0.5054080004613026,1,0.9891839990773948
RP11-471J7.1,male,-,0.7591010383613483,0.6204494808193258,0.3795505191806742,-1,0.7591010383613483
RP11-471L13.3,male,-,0.44316311769263195,0.7784184411536841,0.22158155884631597,-1,0.44316311769263195
RP11-471M2.4,male,-,0.4433469647639583,0.7783265176180209,0.22167348238197915,-1,0.4433469647639583
RP11-471N19.1,male,-,0.9483691348820373,0.5258154325589813,0.47418456744101867,-1,0.9483691348820373
RP11-472B18.1,male,-,0.360370775214242,0.819814612392879,0.180185387607121,-1,0.360370775214242
RP11-472E5.3,male,+,0.6678451774037824,0.3339225887018912,0.6660774112981088,1,0.6678451774037824
RP11-472F14.4,male,-,0.5234133487633599,0.7382933256183201,0.26170667438167994,-1,0.5234133487633599
RP11-472F19.1,male,+,0.7296306881392305,0.36481534406961524,0.6351846559303848,1,0.7296306881392305
RP11-472F21.1,male,+,0.7337025893552076,0.3668512946776038,0.6331487053223962,1,0.7337025893552076
RP11-472G23.3,male,-,0.8905456310474222,0.5547271844762889,0.4452728155237111,-1,0.8905456310474222
RP11-472I20.5,male,+,0.23882187541179462,0.11941093770589731,0.8805890622941027,1,0.23882187541179462
RP11-472I20.6,male,-,0.1729425657707503,0.9135287171146249,0.08647128288537514,-1,0.1729425657707503
RP11-473E1.1,male,+,0.263665251336062,0.131832625668031,0.868167374331969,1,0.263665251336062
RP11-473O4.1,male,-,0.8784907039808554,0.5607546480095723,0.4392453519904277,-1,0.8784907039808554
RP11-473P24.2,male,+,0.37089351713912977,0.18544675856956488,0.8145532414304351,1,0.37089351713912977
RP11-474C8.3,male,+,0.9779382652738604,0.4889691326369302,0.5110308673630698,1,0.9779382652738604
RP11-474C8.5,male,+,0.5118315525045664,0.2559157762522832,0.7440842237477168,1,0.5118315525045664
RP11-474D14.2,male,-,0.5038812337789638,0.7480593831105181,0.2519406168894819,-1,0.5038812337789638
RP11-474G23.1,male,-,0.9567920481100202,0.52160397594499,0.4783960240550101,-1,0.9567920481100202
RP11-474L11.3,male,+,0.3582128923527258,0.1791064461763629,0.820893553823637,1,0.3582128923527258
RP11-474L11.5,male,-,0.4575926773244128,0.7712036613377936,0.2287963386622064,-1,0.4575926773244128
RP11-474L23.3,male,-,0.21564050758416822,0.892179746207916,0.10782025379208411,-1,0.21564050758416822
RP11-474N8.9,male,-,0.2586747982437677,0.8706626008781162,0.12933739912188386,-1,0.2586747982437677
RP11-474O21.2,male,+,0.2469232850855568,0.1234616425427784,0.8765383574572215,1,0.2469232850855568
RP11-475C16.1,male,+,0.07304516969661758,0.03652258484830879,0.9634774151516913,1,0.07304516969661758
RP11-475D10.5,male,-,0.8690113501371516,0.5654943249314242,0.4345056750685758,-1,0.8690113501371516
RP11-475E11.2,male,-,0.0964627833070066,0.9517686083464967,0.0482313916535033,-1,0.0964627833070066
RP11-475E11.9,male,-,0.2726145766301049,0.8636927116849475,0.13630728831505246,-1,0.2726145766301049
RP11-475F14.1,male,+,0.4865417779823933,0.24327088899119664,0.7567291110088034,1,0.4865417779823933
RP11-475I24.1,male,+,0.9484773725800402,0.4742386862900201,0.5257613137099799,1,0.9484773725800402
RP11-475I24.7,male,-,0.5114149517670135,0.7442925241164933,0.25570747588350673,-1,0.5114149517670135
RP11-475I24.9,male,+,0.09576691296351805,0.047883456481759026,0.952116543518241,1,0.09576691296351805
RP11-476B13.2,male,+,0.3000945696356716,0.1500472848178358,0.8499527151821642,1,0.3000945696356716
RP11-476C8.2,male,-,0.6157182844445437,0.6921408577777282,0.30785914222227184,-1,0.6157182844445437
RP11-476I15.5,male,-,0.40055472693007643,0.7997226365349618,0.20027736346503822,-1,0.40055472693007643
RP11-476I15.6,male,+,0.14053801289957435,0.07026900644978717,0.9297309935502128,1,0.14053801289957435
RP11-476J6.1,male,-,0.30354247925486016,0.8482287603725699,0.15177123962743008,-1,0.30354247925486016
RP11-476M19.1,male,-,0.9711962571866567,0.5144018714066716,0.48559812859332835,-1,0.9711962571866567
RP11-477E3.2,male,+,0.27918449953864327,0.13959224976932164,0.8604077502306784,1,0.27918449953864327
RP11-477G18.1,male,+,0.9559347536715433,0.4779673768357717,0.5220326231642283,1,0.9559347536715433
RP11-477G18.2,male,+,0.1046938674025657,0.05234693370128285,0.9476530662987172,1,0.1046938674025657
RP11-477J21.2,male,+,0.6917070850870092,0.3458535425435046,0.6541464574564955,1,0.6917070850870092
RP11-477L16.2,male,-,0.16811275180575935,0.9159436240971204,0.08405637590287968,-1,0.16811275180575935
RP11-478B11.2,male,+,0.7722786375330628,0.3861393187665314,0.6138606812334686,1,0.7722786375330628
RP11-478B9.2,male,+,0.16498320545602918,0.08249160272801459,0.9175083972719854,1,0.16498320545602918
RP11-478B9.3,male,+,0.7614033632217392,0.3807016816108696,0.6192983183891304,1,0.7614033632217392
RP11-478C1.8,male,+,0.6343613867914382,0.3171806933957191,0.6828193066042809,1,0.6343613867914382
RP11-478C6.1,male,-,0.25468574257715665,0.8726571287114216,0.12734287128857832,-1,0.25468574257715665
RP11-478C6.2,male,-,0.07655099350531223,0.9617245032473438,0.03827549675265612,-1,0.07655099350531223
RP11-478C6.4,male,-,0.51475349564962,0.74262325217519,0.25737674782481,-1,0.51475349564962
RP11-478C6.5,male,+,0.6253255383973608,0.3126627691986804,0.6873372308013196,1,0.6253255383973608
RP11-478C6.6,male,+,0.4552972314419381,0.22764861572096906,0.7723513842790309,1,0.4552972314419381
RP11-478H13.4,male,+,0.3464229983596112,0.1732114991798056,0.8267885008201944,1,0.3464229983596112
RP11-478H16.1,male,-,0.32588781261193045,0.8370560936940348,0.16294390630596522,-1,0.32588781261193045
RP11-478L17.1,male,+,0.9164794327415463,0.45823971637077315,0.5417602836292268,1,0.9164794327415463
RP11-479A21.1,male,+,0.47226592412280644,0.23613296206140322,0.7638670379385968,1,0.47226592412280644
RP11-479F13.1,male,-,0.4308459980403436,0.7845770009798282,0.2154229990201718,-1,0.4308459980403436
RP11-479G22.7,male,+,0.8712164749596938,0.4356082374798469,0.5643917625201531,1,0.8712164749596938
RP11-479I16.2,male,+,0.5678499847620346,0.2839249923810173,0.7160750076189827,1,0.5678499847620346
RP11-479O9.3,male,+,0.9367575232509615,0.46837876162548076,0.5316212383745192,1,0.9367575232509615
RP11-47A17.2,male,+,0.4570470250622568,0.2285235125311284,0.7714764874688715,1,0.4570470250622568
RP11-47F1.1,male,+,0.896797069926796,0.448398534963398,0.551601465036602,1,0.896797069926796
RP11-47G11.2,male,-,0.3514674090681821,0.824266295465909,0.17573370453409104,-1,0.3514674090681821
RP11-47G4.1,male,-,0.8349982429151301,0.5825008785424349,0.41749912145756507,-1,0.8349982429151301
RP11-47I22.4,male,-,0.7773130261644174,0.6113434869177913,0.3886565130822087,-1,0.7773130261644174
RP11-480D4.4,male,-,0.443166320836626,0.7784168395816871,0.221583160418313,-1,0.443166320836626
RP11-480D4.5,male,-,0.8972902026398898,0.5513548986800552,0.4486451013199449,-1,0.8972902026398898
RP11-480G3.1,male,-,0.5784307188953693,0.7107846405523153,0.2892153594476847,-1,0.5784307188953693
RP11-480G7.2,male,-,0.0252106636141487,0.9873946681929257,0.01260533180707435,-1,0.0252106636141487
RP11-480G7.3,male,+,0.9113589429277584,0.4556794714638792,0.5443205285361208,1,0.9113589429277584
RP11-480I12.2,male,-,0.8108527833755864,0.5945736083122068,0.4054263916877932,-1,0.8108527833755864
RP11-480I12.5,male,+,0.31053009748557603,0.15526504874278801,0.844734951257212,1,0.31053009748557603
RP11-480I12.9,male,+,0.25351051842042605,0.12675525921021302,0.873244740789787,1,0.25351051842042605
RP11-480N24.4,male,+,0.23326233474287175,0.11663116737143588,0.8833688326285641,1,0.23326233474287175
RP11-480O10.2,male,+,0.7328006761865913,0.36640033809329564,0.6335996619067044,1,0.7328006761865913
RP11-481A20.10,male,-,0.09859588014668827,0.9507020599266558,0.049297940073344135,-1,0.09859588014668827
