gene_symbol,AnCg_DLPFC_Male_directions,min_p_across_regions,meta_higher_in_MDD_pvalue,meta_lower_in_MDD_pvalue,meta_direction,meta_p
ADCY8,++,0.8658913019716139,0.507734166839894,0.6805717618262866,1,1.015468333679788
ADCY9,+-,0.4464756616010197,0.393021932710318,0.693835327482227,1,0.786043865420636
ADCYAP1,++,0.05372499245410335,0.034032918168567114,0.9724070224437114,1,0.06806583633713423
ADCYAP1R1,++,0.5487035809133292,0.2803526390378008,0.8573014170628293,1,0.5607052780756016
ADD1,+-,0.1931836933569067,0.19801306559228282,0.8022904928691694,1,0.39602613118456564
ADD2,++,0.3847837459777338,0.16974883143732444,0.9249083911927833,1,0.3394976628746489
ADD3,--,0.2774336683911202,0.8521820743157293,0.2199126943073249,-1,0.4398253886146498
ADGB,-+,0.5544334773783449,0.456327641870495,0.6626022785920074,1,0.91265528374099
ADGRA1,+-,0.31340760928815653,0.3696667936828501,0.5370499402259191,1,0.7393335873657002
ADGRA2,+-,0.4391737370878115,0.4131704319258125,0.6447729770108975,1,0.826340863851625
ADGRA3,-+,0.7551648732785519,0.6228589040078133,0.5440889495419038,-1,1.0881778990838076
ADGRB1,+-,0.7272694407091848,0.6482243488864657,0.5190986296258062,-1,1.0381972592516124
ADGRB2,+-,0.5694282371700435,0.5227896152953523,0.5399436039451181,1,1.0455792305907046
ADGRB3,++,0.20867887894627432,0.10810402080916211,0.9503792382604589,1,0.21620804161832421
ADGRD1,++,0.1462203117079081,0.03346334623743098,0.9895180967732936,1,0.06692669247486197
ADGRD2,-+,0.2602751231794792,0.7193135797404177,0.2757226999837965,-1,0.551445399967593
ADGRE1,--,0.4200507911063154,0.8569385704230799,0.2641393485374314,-1,0.5282786970748627
ADGRE2,--,0.14940142166034484,0.9226246651267664,0.11190097323218087,-1,0.22380194646436175
ADGRE3,++,0.08189238494717865,0.036912947194579604,0.9822350657876517,1,0.07382589438915921
ADGRE5,--,0.1362925840677743,0.9784364385912115,0.05451770804556183,-1,0.10903541609112366
ADGRF1,-+,0.5526753634014054,0.5330842041225965,0.5174915607587762,-1,1.0349831215175525
ADGRF2,--,0.4755296764622322,0.8486925655542961,0.28417922871618695,-1,0.5683584574323739
ADGRF3,+-,0.6819260220514312,0.6131743513807083,0.530375137036763,-1,1.060750274073526
ADGRF4,++,0.10770542064059593,0.0552626534093731,0.972147505095547,1,0.1105253068187462
ADGRF5,++,0.243460946934305,0.1261412602720715,0.9423374952569477,1,0.252282520544143
ADGRG1,+-,0.77942493568929,0.6417652655974302,0.5349509832740122,-1,1.0699019665480245
ADGRG3,++,0.290153014982367,0.10516607143550193,0.9586339004400048,1,0.21033214287100385
ADGRG5,++,0.48429356957223624,0.3159064538972402,0.8203885933218718,1,0.6318129077944804
ADGRG6,++,0.601426004499555,0.3465025784087305,0.8093968265100533,1,0.693005156817461
ADGRG7,++,0.27633021269544855,0.13333823148003168,0.9414766368706876,1,0.26667646296006337
ADGRL1,+-,0.39038440243821937,0.40580016718969436,0.5927088322214934,1,0.8116003343793887
ADGRL2,++,0.0892677022800143,0.026604404900507694,0.990839413888505,1,0.05320880980101539
ADGRL3,++,0.35584225052426965,0.28395695968845264,0.808498107878802,1,0.5679139193769053
ADGRL4,+-,0.4715581749296658,0.3715965541144953,0.7472874583964714,1,0.7431931082289907
ADGRV1,-+,0.6462172396654823,0.48985871977306933,0.6591906025062132,1,0.9797174395461387
ADH1A,-+,0.16625721087425116,0.6049720936750284,0.22854604840672066,-1,0.4570920968134413
ADH1B,++,0.35347798778777806,0.17627255885385418,0.9192033695712761,1,0.35254511770770836
ADH1C,--,0.7407932556112355,0.7247762745005477,0.4538341053980877,-1,0.9076682107961754
ADH4,++,0.6512185876316762,0.4460720336781083,0.7185087264679704,1,0.8921440673562167
ADH5,+-,0.2662505814982001,0.3333286473409845,0.5330248425312215,1,0.666657294681969
ADH6,+-,0.48696486362215397,0.6444182283547798,0.437081337542074,-1,0.874162675084148
ADH7,-+,0.5006722463585557,0.6737070527077209,0.4281456903259568,-1,0.8562913806519136
ADHFE1,++,0.1909075594417838,0.12190903973439018,0.9323618435631694,1,0.24381807946878037
ADI1,++,0.6332933013666061,0.33335732117361455,0.8207761592220855,1,0.6667146423472291
ADIG,-+,0.629510940586975,0.6982769718743891,0.4571762250078239,-1,0.9143524500156478
ADIPOQ,--,0.2603696116552807,0.934964990924086,0.1391763844460705,-1,0.278352768892141
ADIPOR1,+-,0.555428241505842,0.5886735105366303,0.4950792005190567,-1,0.9901584010381134
ADIPOR2,--,0.33629363853605787,0.8865928789071609,0.21245140446099642,-1,0.42490280892199284
ADIRF,+-,0.9220394500677069,0.6027130940941561,0.5872914402051309,-1,1.1745828804102618
ADK,+-,0.5424683458014649,0.6040988294349079,0.4820240372869085,-1,0.964048074573817
ADM2,+-,0.16666700382097502,0.8122043573225473,0.1754454406394719,-1,0.3508908812789438
ADM5,--,0.5415264673409927,0.7955609784250998,0.35265235483081275,-1,0.7053047096616255
ADNP,++,0.2947136837727612,0.11557941403172994,0.9533587449726639,1,0.2311588280634599
ADNP2,-+,0.8789697927930793,0.5734780925452485,0.6134841489010007,1,1.146956185090497
ADO,+-,0.5456816608376593,0.5001996491425669,0.5670066467507928,1,1.0003992982851337
ADORA1,+-,0.014338858206298714,0.8015683641777296,0.026025840889774363,-1,0.05205168177954873
ADORA2A,+-,0.35671232794510344,0.4165873241841599,0.47752813400232863,1,0.8331746483683198
ADORA2B,++,0.2618790012973321,0.20467570009935787,0.8641323864316586,1,0.40935140019871574
ADORA3,--,0.6775536014447683,0.7285728713784325,0.4419923201681452,-1,0.8839846403362904
ADPGK,+-,0.5401390683512453,0.5385005169217841,0.5091625641389037,-1,1.0183251282778074
ADPRH,+-,0.3246540938415514,0.31771326757490803,0.7168256328192786,1,0.6354265351498161
ADPRHL1,+-,0.25199331901964883,0.3364905196510486,0.45585723458430777,1,0.6729810393020972
ADPRHL2,+-,0.14653402660821327,0.768014605422874,0.1735990342854197,-1,0.3471980685708394
ADPRM,+-,0.2612662416310901,0.3016091888510867,0.6420689707852474,1,0.6032183777021733
ADRA1A,-+,0.06524889288514917,0.6293757669536008,0.11114347277195302,-1,0.22228694554390604
ADRA1B,+-,0.546556443664325,0.5802335589382442,0.49484519452403053,-1,0.9896903890480611
ADRA1D,+-,0.1858311895274347,0.2187502459231747,0.7235374646502093,1,0.4375004918463494
ADRA2A,++,0.06571043193296847,0.03987897111116146,0.9717782250871947,1,0.07975794222232292
ADRA2B,--,0.34610571404037327,0.9250462898471005,0.16679348858699816,-1,0.3335869771739963
ADRA2C,++,0.37274777705091944,0.2964592119752044,0.800522550742345,1,0.5929184239504088
ADRB1,+-,0.7552210719745279,0.5155448259900245,0.6602267808672676,1,1.031089651980049
ADRB2,--,0.36914846746483265,0.8860208276584491,0.22114201161732944,-1,0.4422840232346589
ADRB3,--,0.7529698396941121,0.744490606536663,0.4327048168654658,-1,0.8654096337309316
ADRM1,+-,0.45293573206341753,0.6015079322265823,0.43877760759233825,-1,0.8775552151846765
ADSL,-+,0.652150915541845,0.49997116526955787,0.6466623923964623,1,0.9999423305391157
ADSS,++,0.48320667034534914,0.35495347418558837,0.775587874071624,1,0.7099069483711767
ADSSL1,--,0.2329670241071407,0.8590399100939042,0.19414261366580357,-1,0.38828522733160714
ADTRP,--,0.22507164331312496,0.834128579830058,0.20382105425431887,-1,0.40764210850863775
AEBP1,--,0.23124514351825526,0.9562568290658039,0.10442297037819942,-1,0.20884594075639884
AEBP2,+-,0.4781548032526045,0.38729899095978065,0.7272278109764192,1,0.7745979819195613
AEN,+-,0.12066763390341599,0.7311979554626664,0.15899671504899582,-1,0.31799343009799164
AES,+-,0.398194236401211,0.44248416879145774,0.48967866909829444,1,0.8849683375829155
AFAP1,-+,0.6790863526019567,0.4875892430349123,0.6748785955075131,1,0.9751784860698246
AFAP1L1,+-,0.054309560307759755,0.10780061454715495,0.4666425385493632,1,0.2156012290943099
AFAP1L2,++,0.21196860520882593,0.13355424277635414,0.9277906511356431,1,0.2671084855527083
AFF1,-+,0.7729580382336616,0.5538890805016674,0.6148768006618438,1,1.1077781610033348
AFF3,++,0.5472440773533088,0.27335700551363906,0.8620413165099439,1,0.5467140110272781
AFF4,-+,0.5815947172807084,0.49306748633346315,0.6154977647182536,1,0.9861349726669263
AFG3L2,+-,0.09838610534081896,0.11933406083965302,0.8144755549682396,1,0.23866812167930604
AFM,++,0.30419859973932634,0.17367457339522102,0.9146237532114407,1,0.34734914679044204
AFMID,--,0.11482985664825172,0.9564709053477134,0.0719100513455558,-1,0.1438201026911116
AFP,++,0.3907194765672033,0.2586264161654703,0.8550689009946968,1,0.5172528323309405
AFTPH,++,0.12323168101867428,0.07958396491783572,0.9511449325202501,1,0.15916792983567143
AGA,--,0.16674223658640902,0.9746232943355801,0.0656171200198572,-1,0.1312342400397144
AGAP1,++,0.4404277885977653,0.3283200598568365,0.7917722222642826,1,0.656640119713673
AGAP2,++,0.7315279867779128,0.4259652892835356,0.7495504884512719,1,0.8519305785670712
AGAP3,+-,0.558072934877361,0.4596695518753184,0.6592657700153984,1,0.9193391037506368
AGAP5,-+,0.04540152339174768,0.8203142052524945,0.06473015374886222,-1,0.12946030749772444
AGBL1,-+,0.2466916700569791,0.6105557768707695,0.2987823935718117,-1,0.5975647871436234
AGBL2,--,0.7372182514180997,0.724104904860343,0.4541969276555137,-1,0.9083938553110275
AGBL3,-+,0.18518368161961243,0.21731154770926858,0.726723858494139,1,0.43462309541853716
AGBL4,++,0.5562148249417274,0.28819878545603306,0.8519773573544697,1,0.5763975709120661
AGBL5,+-,0.17708108117558488,0.25552541261296935,0.5109424206606474,1,0.5110508252259387
AGER,--,0.2195175849226151,0.8329012780290364,0.20121878913542673,-1,0.40243757827085347
AGFG1,++,0.4636897795882805,0.28840065026510203,0.8428894374201213,1,0.5768013005302041
AGFG2,+-,0.23659280822407242,0.7155261106478246,0.26033558978134236,-1,0.5206711795626847
AGGF1,-+,0.6301778780001402,0.644745312939823,0.494197352142423,-1,0.988394704284846
AGK,+-,0.2634281975682181,0.3555768973056972,0.40499333730883036,1,0.7111537946113944
AGL,-+,0.4059865789905718,0.42105722528008915,0.5763053021801333,1,0.8421144505601783
AGMAT,+-,0.4100917004893272,0.6639417671904121,0.3892270648292049,-1,0.7784541296584098
AGMO,-+,0.10373983371664677,0.54665539273745,0.16896713299385663,-1,0.33793426598771326
AGO1,++,0.8532716944718532,0.4998898035644445,0.6875329766899269,1,0.999779607128889
AGO2,-+,0.4034044388045407,0.4472199236601561,0.4850858626037756,1,0.8944398473203122
AGO3,-+,0.03234694521205829,0.6346685477718154,0.06326782570326814,-1,0.12653565140653628
AGO4,++,0.2908080193483113,0.19706678327013452,0.8881716687540602,1,0.39413356654026904
AGPAT1,+-,0.14024919395898747,0.16376066736647754,0.7842744239815655,1,0.3275213347329551
AGPAT2,+-,0.0882831875220833,0.11203455125005526,0.8050790624426851,1,0.22406910250011053
AGPAT3,+-,0.25540954037763736,0.2573551638077225,0.758216467590821,1,0.514710327615445
AGPAT4,--,0.05273968768040243,0.9821066147370799,0.027432157232467117,-1,0.054864314464934234
AGPAT5,++,0.7815061794915537,0.46684524741558614,0.7153685604502527,1,0.9336904948311723
AGPS,++,0.846302925670587,0.4968836394090125,0.6901460201330323,1,0.993767278818025
AGR2,++,0.5428324422997537,0.40392254696675395,0.7359628962219826,1,0.8078450939335079
AGR3,+-,0.12642596193965805,0.40326448702973244,0.2121183668766085,-1,0.424236733753217
AGRN,--,0.26295472706147854,0.9238270672105545,0.15300099248963456,-1,0.3060019849792691
AGRP,-+,0.07285799730062023,0.5085903069788283,0.1322964272333235,-1,0.264592854466647
AGT,+-,0.7671586925757143,0.5728072835566859,0.5847170833879607,1,1.1456145671133717
AGTPBP1,-+,0.6014594945051117,0.696996315032332,0.45021257200466136,-1,0.9004251440093227
AGTR1,+-,0.4938507524446767,0.46346997400967205,0.5936140531866098,1,0.9269399480193441
AGTRAP,--,0.25518752953386153,0.9427029010000212,0.12800247873483783,-1,0.25600495746967566
AGXT,--,0.607766600120321,0.7455085889661907,0.4132375083248803,-1,0.8264750166497606
AGXT2,++,0.2210557635274311,0.18374488789800753,0.8661171006331119,1,0.36748977579601505
AHCTF1,-+,0.3727692392688441,0.37826442947110533,0.6387998805297966,1,0.7565288589422107
AHCY,+-,0.16198069526540215,0.22432499984044488,0.6050418760828207,1,0.44864999968088976
AHCYL1,--,0.7482512044504301,0.6967131667650872,0.48245775520375395,-1,0.9649155104075079
AHCYL2,++,0.4355263380134248,0.3288173998262664,0.7888869035664738,1,0.6576347996525328
AHDC1,+-,0.7730330858030848,0.6360446651965119,0.5381998679426678,-1,1.0763997358853357
AHI1,-+,0.18499999375245957,0.7429320352183179,0.21238435775767814,-1,0.4247687155153563
AHNAK,++,0.8113453859776214,0.4851149921921091,0.6998759229237702,1,0.9702299843842181
AHNAK2,+-,0.7968607623420597,0.573265434702855,0.5950360430709268,1,1.14653086940571
AHR,-+,0.3713673655705544,0.6590457973475238,0.36949415211429143,-1,0.7389883042285829
AHRR,--,0.4208866368826827,0.8167472080640805,0.30186297308843246,-1,0.6037259461768649
AHSA1,+-,0.12099859293845112,0.20685587197100586,0.38723528729568585,1,0.4137117439420117
AHSA2,--,0.18261582177876734,0.8384109965548869,0.1758727929804223,-1,0.3517455859608446
AHSG,--,0.4149860160117177,0.8105504978013143,0.30496190154986724,-1,0.6099238030997345
AHSP,++,0.7487342995431043,0.4566669375820958,0.7227394092385309,1,0.9133338751641916
AIDA,--,0.7710187861571239,0.7351737282001082,0.4441237001243386,-1,0.8882474002486772
AIF1L,--,0.07678449607524662,0.862944607948871,0.08810625384608499,-1,0.17621250769216998
AIFM2,++,0.5467626219601511,0.3988536939170183,0.7441366729013675,1,0.7977073878340366
AIFM3,+-,0.2555975394955455,0.3452559837875098,0.424294801536921,1,0.6905119675750196
AIG1,+-,0.3776015274877642,0.5674855791962679,0.4060460372890499,-1,0.8120920745780998
AIM1,-+,0.21142302067996105,0.2804323798874863,0.5575536518477605,1,0.5608647597749726
AIM1L,++,0.38280818472389533,0.24680475412771133,0.8649441070242678,1,0.49360950825542266
AIM2,-+,0.6251620908950137,0.6649012846076263,0.47959935885394167,-1,0.9591987177078833
AIMP1,--,0.8507986362981248,0.6850136396472503,0.5025982955084364,-1,1.0051965910168728
AIMP2,+-,0.2084785084979805,0.7008229540695409,0.2435237830501173,-1,0.4870475661002346
AIP,+-,0.22746204334939843,0.2976421758939241,0.5439960905108956,1,0.5952843517878482
AIPL1,+-,0.5064886895632719,0.5296417391022487,0.4950942509133245,-1,0.990188501826649
AIRE,--,0.5428539261882753,0.8624610155464888,0.27267049716575137,-1,0.5453409943315027
AJAP1,++,0.3129484778607304,0.22168520899192146,0.8687686328768602,1,0.4433704179838429
AJUBA,+-,0.5611534270660978,0.5058069552261429,0.5707116774421352,1,1.0116139104522859
AK1,+-,0.20567544008448999,0.2758740867578796,0.5538179386568578,1,0.5517481735157592
AK2,--,0.5447826722482147,0.849088552675904,0.291674471779394,-1,0.583348943558788
AK3,++,0.7544514080521306,0.49049764424541925,0.6889688565304659,1,0.9809952884908385
AK4,++,0.4235412257860457,0.28144447389436705,0.8405140978422521,1,0.5628889477887341
AK5,+-,0.11552846112667614,0.14948316360723352,0.7526270470580294,1,0.29896632721446703
AK7,++,0.10293925852557058,0.10814603137081993,0.8680920186330512,1,0.21629206274163987
AK8,--,0.3643082809032613,0.8973401547512666,0.20691951502071312,-1,0.41383903004142625
AK9,--,0.061279864423336355,0.9951595461077252,0.01498711273914152,-1,0.02997422547828304
AKAIN1,+-,0.4346276861701769,0.369757480339695,0.7261510546598583,1,0.73951496067939
AKAP1,++,0.22909610874675723,0.15979768387107163,0.9052291990981021,1,0.31959536774214325
AKAP10,++,0.16842922179784814,0.09729608839634986,0.9499992748581364,1,0.19459217679269972
AKAP11,++,0.29804133881564593,0.200679260266233,0.8868613784952174,1,0.401358520532466
AKAP12,--,0.6902483658690785,0.78658443350372,0.379536572975181,-1,0.759073145950362
AKAP13,-+,0.6264770072181804,0.4764097074703687,0.6702551397821307,1,0.9528194149407374
AKAP2,+-,0.14700614131921252,0.5213421761277807,0.22218376596029524,-1,0.4443675319205905
AKAP3,--,0.018608578411236216,0.9948841554634651,0.006834609116917795,-1,0.01366921823383559
AKAP5,++,0.5297572553601632,0.3176085802769025,0.8268585160640487,1,0.635217160553805
AKAP6,-+,0.9057491632103567,0.5743622723999608,0.6156182247258697,1,1.1487245447999217
AKAP7,-+,0.22036429520135473,0.6146498651760731,0.27590948362926615,-1,0.5518189672585323
AKAP8,--,0.46268152559648856,0.7903209507115649,0.336765869830262,-1,0.673531739660524
AKAP8L,--,0.4803379801012485,0.8819817980571232,0.24166569614345473,-1,0.48333139228690947
AKAP9,--,0.3715351239885938,0.8104730340764221,0.2890124840282033,-1,0.5780249680564066
AKIP1,--,0.22201336024173507,0.8553545271728376,0.19058876159892635,-1,0.3811775231978527
AKIRIN1,-+,0.7211457764325317,0.5420100836163834,0.6131179365171532,1,1.0840201672327667
AKIRIN2,--,0.7233428712823293,0.688339284122206,0.4860920192990876,-1,0.9721840385981751
AKNA,--,0.6432809361009645,0.7968745330050866,0.3648370346648081,-1,0.7296740693296162
AKNAD1,++,0.09033582550602641,0.07068520179803889,0.939918284966758,1,0.14137040359607778
AKR1A1,+-,0.09858882292887572,0.3172396888259202,0.1826812622893727,-1,0.3653625245787454
AKR1B1,+-,0.0021270338041326905,0.006232414113705728,0.6405637132361449,1,0.012464828227411457
AKR1B10,--,0.35659466713602994,0.8322236842936499,0.2671116668809715,-1,0.534223333761943
AKR1B15,-+,0.16312770895635403,0.4315239238749702,0.2518343292094678,-1,0.5036686584189356
AKR1C1,+-,0.09858883649786455,0.1343430129839962,0.7445794727163885,1,0.2686860259679924
AKR1C2,+-,0.10206036908187265,0.16195096039999327,0.5883323843469662,1,0.32390192079998653
AKR1C3,--,0.4753501242932616,0.884787047349736,0.23726087057517511,-1,0.47452174115035023
AKR1C4,--,0.32420318271612814,0.8394166975040729,0.24902063283339645,-1,0.4980412656667929
AKR1D1,--,0.6311086012737331,0.7202022053602523,0.4401792406682695,-1,0.880358481336539
AKR1E2,+-,0.7194849927963844,0.671564321288173,0.49932739201461807,-1,0.9986547840292361
AKR7A2,+-,0.3111042294227894,0.7308735213689453,0.3035283732239475,-1,0.607056746447895
AKR7A3,-+,0.33291756174770115,0.7643272066672814,0.29957265582818576,-1,0.5991453116563715
AKT1,++,0.33148554752916815,0.26287314217586233,0.8241805931216333,1,0.5257462843517247
AKT1S1,+-,0.36677539514931634,0.7308822315837226,0.33452524209772955,-1,0.6690504841954591
AKT2,--,0.3554580075141244,0.8387870586845685,0.2615611188742111,-1,0.5231222377484221
AKT3,++,0.22388662221548883,0.13930288579274627,0.9259458738706984,1,0.27860577158549255
AKTIP,++,0.029582200718871222,0.027861932940862352,0.948666705674994,1,0.055723865881724705
ALAD,+-,0.15671922881267333,0.750590425415261,0.18700655280746276,-1,0.3740131056149255
ALAS1,+-,0.07754557189799868,0.11088488434053695,0.7511821815069861,1,0.2217697686810739
ALB,-+,0.5108814306951626,0.4025663961113837,0.7227345757848145,1,0.8051327922227673
ALCAM,--,0.41046694194689903,0.7922406729980563,0.31719896768036754,-1,0.6343979353607351
ALDH16A1,--,0.07519913390221959,0.9931260022771939,0.0205521033854385,-1,0.041104206770877
