gene_symbol,male_Anterior_Insula_male_BA11_male_BA25_male_BA8/9_male_Nac_male_Subic,min_p_across_regions,meta_higher_in_MDD_pvalue,meta_lower_in_MDD_pvalue,meta_direction,meta_p,meta_Up,meta_Down,empirical_meta_p
IFITM10,-+++-+,0.080296911,0.01993782308681892,0.9884832930624808,1,0.03987564617363784,0.12546313112967672,0.8678532509989103,0.25092626225935344
AKAP8L,++++++,0.103051013,0.019967263505436345,0.9977108031154694,1,0.03993452701087269,0.12553577915001815,0.935125317835089,0.2510715583000363
C11orf1,++-+++,0.026686949,0.019969832397518886,0.9931344619800953,1,0.03993966479503777,0.1256084271703596,0.8948056665455867,0.2512168543407192
TRMT2A,+++++-,0.048696301,0.020008121927364883,0.94062052932949,1,0.040016243854729766,0.12568107519070104,0.7468942971304032,0.2513621503814021
RHOQ,----+-,0.009223331,0.9655346904817467,0.02002585461989223,-1,0.04005170923978446,0.8672720668361787,0.071558300036324,0.143116600072648
GAPDH,-+++-+,0.004582047,0.020038037849323197,0.7602483870350298,1,0.04007607569864639,0.1257537232110425,0.563966581910643,0.251507446422085
ZNF507,+---++,0.003923871,0.8744152183703425,0.0200444396386972,-1,0.0400888792773944,0.769197239375227,0.07163094805666545,0.1432618961133309
ANGPTL6,+++-+-,0.040851155,0.020047229711754804,0.9282889931668319,1,0.04009445942350961,0.12582637123138393,0.7269887395568471,0.25165274246276786
MYB,++-++-,0.001149129,0.02006914155215501,0.8383074359884473,1,0.04013828310431002,0.1258990192517254,0.6240464947330185,0.2517980385034508
RMI2,------,0.089053063,0.9987520772256108,0.020077023695647615,-1,0.04015404739129523,0.9701416636396658,0.0717035960770069,0.1434071921540138
FAM126A,---+--,0.042286755,0.9900521322973168,0.020109486912884337,-1,0.040218973825768674,0.9220486741736288,0.07177624409734834,0.14355248819469668
IGFBP2,--+++-,7.57555e-4,0.020110048619435914,0.6788998993286983,1,0.04022009723887183,0.12597166727206682,0.5094079186342172,0.25194333454413365
ST8SIA3,------,0.086592444,0.9965784832490423,0.020125137465127677,-1,0.040250274930255354,0.9514711224119142,0.0718488921176898,0.1436977842353796
CDH11,----+-,0.036770933,0.974351952157757,0.020184613727834276,-1,0.04036922745566855,0.8837631674536869,0.07192154013803125,0.1438430802760625
FMN1,++++-+,0.026397633,0.02018951376886714,0.9461701154858734,1,0.04037902753773428,0.12604431529240828,0.7563385397747912,0.25208863058481656
CNR1,+++-+-,0.00504474,0.46164672858575273,0.020209617700029745,-1,0.04041923540005949,0.5095532146749001,0.07199418815837269,0.14398837631674538
TRA2B,------,0.11275252,0.998002069841118,0.020222910587503126,-1,0.04044582117500625,0.9616418452597166,0.07206683617871414,0.14413367235742827
TMEM30A,------,0.037765402000000003,0.9972795037107823,0.020229183541220712,-1,0.040458367082441424,0.95662913185615694,0.07213948419905558,0.14427896839811116
SEC24D,--+--+,0.041284345,0.8814177462695281,0.020235891666251855,-1,0.04047178333250371,0.7744278968398112,0.07221213221939703,0.14442426443879405
COBLL1,++++++,0.089376513,0.02024819430054506,0.9971393819978858,1,0.04049638860109012,0.12611696331274974,0.9282237559026516,0.2522339266254995
IPPK,----+-,0.021612048,0.9598186368894223,0.020273485029216855,-1,0.04054697005843371,0.8573192880494006,0.07228478023973847,0.14456956047947694
RAPGEF6,----++,0.013791342,0.8770466636443415,0.020293133253346463,-1,0.040586266506692927,0.771304031965129,0.07235742826007992,0.14471485652015983
CDK6,----++,0.03465912,0.9134294339048613,0.020311451214882554,-1,0.04062290242976511,0.8038503450780966,0.07243007628042136,0.14486015256084273
SIAH3,+-+---,0.064713894,0.736014651816336,0.020354566335003998,-1,0.040709132670007996,0.6708318198329095,0.07250272430076281,0.14500544860152562
GOLM1,+-----,0.055124757,0.994551607574566,0.02036469534167438,-1,0.04072939068334876,0.9397021431166,0.07257537232110425,0.1451507446422085
RASL10B,++++-+,0.039690273,0.020364841207890692,0.9104202027321328,1,0.040729682415781385,0.12618961133309117,0.701053396294951,0.25237922266618235
EEF1A2,++++-+,0.028744677,0.020368469255748436,0.9822364351766004,1,0.04073693851149687,0.12626225935343263,0.8424264438794042,0.25252451870686526
OPCML,------,0.04765443,0.9971174627766292,0.020381396376975964,-1,0.04076279275395193,0.9551035234289865,0.0726480203414457,0.1452960406828914
ZNF175,----+-,0.02696763,0.9879013265542905,0.020396472970253324,-1,0.04079294594050665,0.9144932800581184,0.07272066836178714,0.1454413367235743
SVIL,++-+-+,0.012375355,0.0203978383646182,0.9607008954329307,1,0.0407956767292364,0.12633490737377406,0.7851071558300037,0.2526698147475481
TP53AIP1,+++-++,0.015203446,0.020468265924573292,0.9902049097140402,1,0.040936531849146585,0.12640755539411552,0.8786778060297857,0.25281511078823105
PYGO1,------,0.024158024,0.9892749236320237,0.020472021060806995,-1,0.04094404212161399,0.9194333454413367,0.07279331638212859,0.14558663276425718
KATNBL1,----+-,0.027970977,0.9675345642138377,0.02049316481772013,-1,0.04098632963544026,0.8703959317108608,0.07286596440247003,0.14573192880494007
GOPC,------,0.089515615,0.9991326112924256,0.020493939941267855,-1,0.04098787988253571,0.974573192880494,0.07293861242281148,0.14587722484562296
P2RX4,++++++,0.061778752,0.020505516112528255,0.9977228003713363,1,0.04101103222505651,0.12648020341445695,0.9354159099164547,0.2529604068289139
MRPS7,+++++-,0.024733594,0.020512140123687836,0.9943353864120452,1,0.04102428024737567,0.1265528514347984,0.9040319651289502,0.2531057028695968
CDH4,++++-+,0.020852332,0.020517771893012682,0.9904417469793454,1,0.041035543786025364,0.12662549945513984,0.8793316382128586,0.2532509989102797
OLFML3,++++-+,0.05092242,0.020530977209971404,0.9968009635126143,1,0.04106195441994281,0.1266981474754813,0.9245913548855794,0.2533962949509626
MSMO1,------,0.090244135,0.9980673010402665,0.020531562585309745,-1,0.04106312517061949,0.9622956774427897,0.07301126044315293,0.14602252088630585
CRELD1,+++++-,0.033941281,0.020531897587657028,0.9802473671985654,1,0.041063795175314055,0.12677079549582274,0.8349436977842354,0.25354159099164547
SULT1B1,++-+++,0.013340363,0.020535799988290887,0.9853788798466843,1,0.041071599976581774,0.1268434435161642,0.852815110788231,0.2536868870323284
SLC44A3,+-----,0.056975844,0.9945464150673218,0.020555396155440407,-1,0.041110792310880814,0.9395568470759171,0.07308390846349437,0.14616781692698874
RNASEK,++++++,0.025010658,0.02057594896761313,0.9937917940284744,1,0.04115189793522626,0.12691609153650563,0.8989466037050491,0.25383218307301125
LRRC75A,-+----,0.01164026,0.9784917290435818,0.020590107259243363,-1,0.041180214518486725,0.8928441699963676,0.07315655648383582,0.14631311296767163
LIPC,++++++,0.075591687,0.02061110494011301,0.9969113564653704,1,0.04122220988022602,0.12698873955684709,0.9256810751907011,0.25397747911369417
CDIP1,++++++,0.007231683,0.020628292016152402,0.9813017547784822,1,0.041256584032304804,0.12706138757718852,0.8390119869233563,0.25412277515437703
DNAJC9,+-+++-,0.006951694,0.020694511978118134,0.918725626191075,1,0.04138902395623627,0.12713403559752998,0.7138394478750454,0.25426807119505995
DDX43,++++++,0.075911753,0.020713723682793388,0.99879951229403,1,0.041427447365586775,0.1272066836178714,0.9510352342898656,0.2544133672357428
CEP295,+++-++,0.032649956,0.02071748427324488,0.9842081596110497,1,0.04143496854648976,0.12727933163821287,0.8475118053033055,0.25455866327642573
RAD51C,+++++-,0.053952817,0.02072468575591462,0.9888350153091343,1,0.04144937151182924,0.1273519796585543,0.8698873955684707,0.2547039593171086
ALKBH7,-+++++,0.005841703,0.020731480291180805,0.8919769265576443,1,0.04146296058236161,0.12742462767889576,0.6786051580094442,0.2548492553577915
MARCH10,++-++-,0.017448756,0.02074312632134105,0.6912446697358596,1,0.0414862526426821,0.1274972756992372,0.5173265528514348,0.2549945513984744
NRCAM,------,0.029363758,0.9927038318788115,0.020754153554582756,-1,0.04150830710916551,0.9309843806756266,0.07322920450417726,0.14645840900835452
ABAT,++-+-+,0.010951783,0.020773709865110273,0.83233081565249,1,0.041547419730220546,0.12756992371957865,0.6194696694515075,0.2551398474391573
AKAP11,------,0.138235386,0.9993490484547335,0.020775001434938052,-1,0.041550002869876104,0.977188521612786,0.073301852524518707,0.14660370504903741
ZNF236,++-+++,0.112504926,0.02078240590239487,0.994591389845154,1,0.04156481180478974,0.12764257173992008,0.9061387577188521,0.25528514347984016
ZBTB20,------,0.089585353,0.9983289537974683,0.02079381913905359,-1,0.04158763827810718,0.965928078459862,0.07337450054486015,0.1467490010897203
AFF4,+-----,0.03495474,0.9796315047156439,0.020807110174293614,-1,0.04161422034858723,0.8949509625862695,0.0734471485652016,0.1468942971304032
MARCH3,------,0.082475085,0.9988740169374598,0.02081103597016564,-1,0.04162207194033128,0.9712313839447875,0.07351979658554304,0.14703959317108609
ATP8B2,++++++,0.085333141,0.020836157230781447,0.9977787260989316,1,0.041672314461562894,0.12771521976026154,0.9361423901198692,0.2554304395205231
HPS1,++++++,0.01601915,0.02085215305694954,0.9941641123988542,1,0.04170430611389908,0.12778786778060297,0.9027243007628042,0.25557573556120594
BACE1,----+-,0.051510604,0.9858928333427577,0.020903210679081186,-1,0.04180642135816237,0.9091899745731928,0.07359244460588449,0.14718488921176898
DCLK3,++-++-,0.001350074,0.020910094931823435,0.9008653922387062,1,0.04182018986364687,0.12786051580094443,0.6894297130403196,0.25572103160188886
SLC25A11,+++++-,0.006577035,0.020989309613403503,0.9526710061646484,1,0.041978619226807005,0.12793316382128586,0.7673810388666908,0.2558663276425717
LEF1,++++++,0.104837609,0.020991802064473642,0.9983074732715314,1,0.041983604128947284,0.12800581184162732,0.9436251362150382,0.25601162368325464
ZNF331,------,0.18336803,0.9995487928314788,0.020994822406612632,-1,0.041989644813225264,0.9811115147112242,0.07366509262622593,0.14733018525245187
ETS2,--+--+,0.024906232,0.5962146849444959,0.02099957449080985,-1,0.0419991489816197,0.5880857246640029,0.07373774064656738,0.14747548129313476
FAM71F2,++++++,0.077215379,0.021023298212834066,0.9982346232756563,1,0.04204659642566813,0.12807845986196875,0.9420995277878678,0.2561569197239375
KIDINS220,----+-,0.109469245,0.9882107959903287,0.021033021917085726,-1,0.04206604383417145,0.9158735924446059,0.07381038866690882,0.14762077733381765
SULF2,---+--,0.022119771,0.8908436461126159,0.02107056348409899,-1,0.04214112696819798,0.7824191790773701,0.07388303668725027,0.14776607337450054
PSMA7,+++++-,0.065551225,0.02107832535154176,0.932153010527841,1,0.04215665070308352,0.1281511078823102,0.7326552851434799,0.2563022157646204
ARHGAP45,++++++,0.075570099,0.02108698881299597,0.9977168188601201,1,0.04217397762599194,0.12822375590265164,0.9353432618961133,0.2564475118053033
FKBP14,+-----,0.038486496,0.9898590735244067,0.021088560508981984,-1,0.04217712101796397,0.9215401380312387,0.07395568470759172,0.14791136941518343
EML2,++++++,0.009434949,0.021101398892226626,0.9929202875778281,1,0.04220279778445325,0.1282964039229931,0.8935706501997821,0.2565928078459862
S100A6,+++++-,0.040141011,0.021133388669839593,0.9854243931041237,1,0.042266777339679186,0.12836905194333453,0.8530330548492554,0.25673810388666907
ASB1,++++++,0.095609266,0.021169833442364446,0.9983344516543422,1,0.04233966688472889,0.128441699963676,0.943770432255721,0.256883399927352
ZFP3,------,0.052671765,0.9969892337687098,0.02118300109316665,-1,0.0423660021863333,0.9546676353069379,0.07402833272793316,0.14805666545586632
ENPP5,------,0.124551507,0.9993068982453412,0.021217907759494864,-1,0.04243581551898973,0.9763893933890302,0.0741009807482746,0.1482019614965492
DIAPH3,-----+,0.090258921,0.9958550765198547,0.021240458412296888,-1,0.042480916824593776,0.9474028332727933,0.07417362876861605,0.1483472575372321
KIAA1522,++++++,0.022012698,0.021288036319857765,0.9942012073343338,1,0.04257607263971553,0.12851434798401742,0.9031601888848528,0.25702869596803485
CLASRP,++++++,0.119424737,0.021295580318806445,0.9989921899204692,1,0.04259116063761289,0.12858699600435888,0.9540138031238649,0.25717399200871777
SMARCA2,+++-++,0.012904847,0.021334703586397972,0.9566116684746337,1,0.042669407172795944,0.12865964402470031,0.7760988013076644,0.25731928804940063
ZNF131,----++,0.012177772,0.9605892123285481,0.02134580066236063,-1,0.04269160132472126,0.858844896476571,0.0742462767889575,0.148492553577915
NR2F1,++++++,0.03264997,0.021346015347954047,0.9971120637334405,1,0.042692030695908094,0.12873229204504177,0.9278605158009444,0.25746458409008355
ZDHHC17,----+-,0.082316402,0.9963551990489604,0.021349575866309534,-1,0.04269915173261907,0.9500908100254268,0.07431892480929894,0.14863784961859788
F13A1,+++++-,0.11582851,0.02140462369640772,0.9725354693210111,1,0.04280924739281544,0.1288049400653832,0.8140937159462405,0.2576098801307664
SUV39H2,------,0.004990957,0.9763041488210923,0.021415584118326,-1,0.042831168236652,0.8885579367962223,0.07439157282964039,0.14878314565928077
TBC1D16,++++++,0.152442493,0.02144361577609583,0.9993041530994181,1,0.04288723155219166,0.12887758808572466,0.9615691972393752,0.25775517617144933
MYH3,+-++++,0.088935488,0.0214453479072465,0.9818953388871207,1,0.042890695814493,0.1289502361060661,0.8406828913912096,0.2579004722121322
VASN,++++++,0.081879334,0.021470195126274468,0.9951775067352169,1,0.042940390252548935,0.12902288412640756,0.9104976389393389,0.2580457682528151
TBC1D13,++++-+,0.019085501,0.02147333820079827,0.9874820996090138,1,0.04294667640159654,0.12909553214674901,0.8631311296767163,0.25819106429349803
LMBRD2,------,0.145409316,0.9983346020010335,0.021492483048701397,-1,0.042984966097402794,0.9660007264802034,0.07446422084998183,0.14892844169996367
BIRC6,+-----,0.035979742,0.9879530273682144,0.02152665154155277,-1,0.04305330308310554,0.9150018162005086,0.07453686887032328,0.14907373774064656
EIF4EBP2,-----+,0.061799895,0.9761108652605809,0.02153981552059965,-1,0.0430796310411993,0.8879041046131493,0.07460951689066472,0.14921903378132945
PPP5C,++++-+,0.015985972,0.021545821039785,0.9893463319824974,1,0.04309164207957,0.12916818016709045,0.87286596440247,0.2583363603341809
ZCCHC7,++++++,0.110438212,0.021559374738623176,0.9986424546994059,1,0.04311874947724635,0.1292408281874319,0.9488557936796223,0.2584816563748638
SETD1A,+-++++,0.083691339,0.021577118703475624,0.9886979269804563,1,0.04315423740695125,0.12931347620777334,0.868942971304032,0.2586269524155467
IL1B,------,0.059446437,0.9977750466961206,0.021577386356877254,-1,0.04315477271375451,0.9600435888122049,0.07468216491100617,0.14936432982201234
PRPF39,+---+-,0.006082985,0.31352943685092227,0.021591470780195292,-1,0.043182941560390584,0.4175808209226299,0.07475481293134761,0.14950962586269523
NDUFB8,++++--,0.008755108,0.021629556326707457,0.8263654412049913,1,0.043259112653414915,0.1293861242281148,0.6145296040682892,0.2587722484562296
GNB1,++++-+,0.061484211,0.02165093127815052,0.9605735718667602,1,0.04330186255630104,0.12945877224845623,0.7845259716672721,0.25891754449691246
TOP3B,+-++++,0.072575139,0.021658669073203855,0.9952179363332461,1,0.04331733814640771,0.1295314202687977,0.9110788231020704,0.2590628405375954
ACTR3,------,0.05030862,0.9957045660089955,0.021664607218918608,-1,0.043329214437837216,0.9463131129676716,0.07482746095168907,0.14965492190337815
MCHR2,++++-+,0.029510997,0.021669329107027097,0.9054556109906807,1,0.04333865821405419,0.12960406828913912,0.6956047947693426,0.25920813657827824
BMP2K,------,0.072142622,0.9969695485004955,0.021669953333036816,-1,0.04333990666607363,0.9543770432255722,0.07490010897203052,0.14980021794406104
FAM171A2,-+++++,0.004741488,0.021676498028527138,0.9323208678440303,1,0.043352996057054276,0.12967671630948058,0.7328732292045042,0.25935343261896115
GNG11,++++++,0.042537385,0.021694834664501846,0.995400457016042,1,0.04338966932900369,0.129749364329822,0.9123864874682165,0.259498728659644
PHKG2,+++++-,0.030135921,0.02169855769871768,0.9364642091352732,1,0.04339711539743536,0.12982201235016347,0.7389756629131856,0.25964402470032694
DCXR,-+++--,0.010846915,0.021707960720343384,0.5768602696873117,1,0.04341592144068677,0.1298946603705049,0.4457682528151108,0.2597893207410098
PEX6,++++++,0.098320847,0.021715689841887525,0.9992876997588135,1,0.04343137968377505,0.12996730839084636,0.9610606610969851,0.2599346167816927
BOD1,+++++-,0.106310971,0.02174526442162334,0.9966538806624704,1,0.04349052884324668,0.1300399564111878,0.9232110424990919,0.2600799128223756
PON2,-----+,0.050971887,0.9879321662756927,0.021747769663439928,-1,0.043495539326879856,0.9147838721394842,0.07497275699237196,0.14994551398474393
ZKSCAN2,---+-+,0.065656813,0.9038078809841246,0.02180258873266965,-1,0.0436051774653393,0.7955684707591718,0.07504540501271341,0.15009081002542682
JRK,+-++++,0.014212968,0.021816682433045225,0.9701852093021859,1,0.04363336486609045,0.13011260443152925,0.807991282237559,0.2602252088630585
RNF180,-+----,0.011012149,0.9693252952873174,0.021824850187834127,-1,0.04364970037566825,0.8740283327279331,0.07511805303305485,0.1502361060661097
ATP8A1,----+-,0.073406143,0.973047394659188,0.021863422975636974,-1,0.04372684595127395,0.8815110788231021,0.0751907010533963,0.1503814021067926
ARHGAP11A,----+-,0.01707776,0.9649503405464203,0.02188237452525539,-1,0.04376474905051078,0.8660370504903742,0.07526334907373775,0.1505266981474755
KCTD2,++++++,0.039941516,0.02189930527279259,0.9958644936941,1,0.04379861054558518,0.13018525245187068,0.9165274246276789,0.26037050490374136
NCOA2,-+----,0.01832289,0.5339797811897018,0.021909070986639342,-1,0.043818141973278685,0.5521249545949873,0.07533599709407919,0.15067199418815838
PDLIM3,------,0.065954003,0.9956680566827437,0.021918598647830516,-1,0.04383719729566103,0.9460951689066472,0.07540864511442064,0.15081729022884127
CD37,++++++,0.053478723,0.021930780387933335,0.9980073640861938,1,0.04386156077586667,0.13025790047221214,0.939048310933527,0.2605158009444243
SPART,----+-,0.07218282,0.9959788010071745,0.02194998304445546,-1,0.04389996608891092,0.9481293134762078,0.07548129313476208,0.15096258626952416
CDC73,-----+,0.056184618,0.9811822505539427,0.02197815499940852,-1,0.04395630999881704,0.8980021794406102,0.07555394115510353,0.15110788231020705
KCNN3,-----+,0.074497295,0.9835831425053888,0.021980717648821063,-1,0.043961435297642126,0.9027243007628042,0.07562658917544497,0.15125317835088994
CSNK1E,++++++,0.025623476,0.021985132997016866,0.9965538714835757,1,0.04397026599403373,0.13033054849255357,0.9221213221939702,0.26066109698510714
ANKRD36,++--++,0.027481493,0.022009452435251452,0.9589259441876633,1,0.044018904870502903,0.13040319651289503,0.7809662186705413,0.26080639302579006
ENKUR,------,0.065529993,0.9917130619424374,0.02201117810764079,-1,0.04402235621528158,0.9274972756992372,0.07569923719578642,0.15139847439157283
STRN,----+-,0.039209365,0.9609987070349687,0.022025633745180375,-1,0.04405126749036075,0.8595713766799855,0.07577188521612786,0.15154377043225573
SLC14A1,----+-,0.044610798,0.9946132709613534,0.022036841312597026,-1,0.04407368262519405,0.9399927351979659,0.07584453323646931,0.15168906647293862
DNAH1,++++++,0.050567164,0.022039912994204543,0.9984993082031453,1,0.04407982598840909,0.13047584453323646,0.9464584090083545,0.2609516890664729
BACH2,-----+,0.040867062,0.9837780425297681,0.022064872241242962,-1,0.044129744482485925,0.9033054849255358,0.07591718125681075,0.1518343625136215
FBLN2,+++--+,0.019158835,0.02206799150465531,0.9502997071696809,1,0.04413598300931062,0.13054849255357792,0.7639665819106429,0.26109698510715584
HINT1,+++++-,0.024554014,0.022068385525826264,0.9753156727693083,1,0.04413677105165253,0.13062114057391935,0.8219397021431166,0.2612422811478387
DHX36,+---++,0.011720982,0.7872637299594238,0.022095536753999924,-1,0.04419107350799985,0.7040319651289503,0.0759898292771522,0.1519796585543044
PCM1,+---+-,0.012699286,0.7835524971534571,0.022103213000564812,-1,0.044206426001129624,0.7012713403559753,0.07606247729749364,0.1521249545949873
CINP,+-++++,0.0037615,0.022125160808823915,0.9673505178003393,1,0.04425032161764783,0.1306937885942608,0.8005085361423901,0.2613875771885216
TSPAN12,-----+,0.038873235,0.8634951967019721,0.02214159937796059,-1,0.04428319875592118,0.7600435888122049,0.07613512531783509,0.15227025063567018
PPP2R5E,------,0.101163338,0.9982125341684855,0.022145840827648332,-1,0.044291681655296664,0.9641118779513258,0.07620777333817653,0.15241554667635307
EXTL1,++++-+,0.013202234,0.02215256389092335,0.949504866093954,1,0.0443051277818467,0.13076643661460224,0.7620050853614239,0.2615328732292045
ARID2,----++,0.046287792,0.8696718692369232,0.02218408103677108,-1,0.04436816207354216,0.7655648383581547,0.07628042135851798,0.15256084271703596
ARRB1,-+++-+,0.091340819,0.022196584971089475,0.9811316939951035,1,0.04439316994217895,0.1308390846349437,0.8379949146385761,0.2616781692698874
CCDC82,++-+++,0.024738643,0.02220570839756058,0.8637680015659628,1,0.04441141679512116,0.13091173265528513,0.6492553577915002,0.26182346531057027
MYT1,++++++,0.062900258,0.022240356780570965,0.998078671441455,1,0.04448071356114193,0.1309843806756266,0.9402833272793316,0.2619687613512532
PROS1,+---+-,0.030886329,0.6204438267206598,0.02227413982172802,-1,0.04454827964345604,0.6015982564475119,0.07635306937885943,0.15270613875771885
FIZ1,++++++,0.033297339,0.022277905671691915,0.9975773694049401,1,0.04455581134338383,0.13105702869596803,0.9332364693062114,0.26211405739193605
RIC8A,++++++,0.005762335,0.02228709998967471,0.97720608034064,1,0.04457419997934942,0.13112967671630948,0.8271703596077007,0.26225935343261897
RFC5,+++++-,0.045716659,0.022288283663030685,0.9629275617651503,1,0.04457656732606137,0.13120232473665092,0.7907010533962949,0.26240464947330183
ARV1,-+-+--,0.008470619,0.9522380504561988,0.02229985174068045,-1,0.0445997034813609,0.8459861968761351,0.07642571739920087,0.15285143479840174
CCDC117,------,0.143920301,0.9981971715792897,0.02233421794957648,-1,0.04466843589915296,0.9637486378496186,0.07649836541954232,0.15299673083908463
DTX1,++++++,0.014879487,0.022339145696352834,0.9947466514316139,1,0.04467829139270567,0.13127497275699238,0.9073737740646567,0.26254994551398475
PLCG2,++++++,0.144682296,0.02236051700824413,0.9994896417673031,1,0.04472103401648826,0.1313476207773338,0.9675989829277152,0.2626952415546676
SNORC,++++++,0.053012944,0.02236733344037531,0.9988182886769342,1,0.04473466688075062,0.13142026879767527,0.9513258263712314,0.26284053759535053
YDJC,++++++,0.032728614,0.022387293161594202,0.9911145514398384,1,0.044774586323188405,0.1314929168180167,0.8830366872502724,0.2629858336360334
ZNF555,------,0.150760825,0.998501015819468,0.022401087676380924,-1,0.04480217535276185,0.9673083908463495,0.07657101343988376,0.15314202687976752
GPRC5B,-----+,0.05911143,0.9955380020532696,0.02240131534748319,-1,0.04480263069496638,0.9454413367235743,0.07664366146022521,0.15328732292045041
MAN1A2,++++++,0.151488059,0.022411532824991077,0.9985928642833126,1,0.044823065649982154,0.13156556483835816,0.9476934253541591,0.2631311296767163
NADK,++++++,0.081161206,0.022436120256250483,0.9920869091135792,1,0.044872240512500966,0.1316382128586996,0.8879767526334907,0.2632764257173992
CD276,++++++,0.133059663,0.022467333124836786,0.9991705037539294,1,0.04493466624967357,0.13171086087904105,0.9580094442426443,0.2634217217580821
DAPK3,-+++++,0.041168117,0.02249309097609248,0.9703041854671298,1,0.04498618195218496,0.13178350889938248,0.8082818743189248,0.26356701779876496
CRLS1,-+----,0.109379964,0.9923582785493822,0.02249937751972299,-1,0.04499875503944598,0.9296767163094806,0.07671630948056665,0.1534326189611333
C1QBP,+++++-,0.040082512,0.022524469774803973,0.9180488624293714,1,0.045048939549607946,0.13185615691972394,0.7123864874682165,0.2637123138394479
RASSF2,---+-+,0.036480475,0.9760364057753049,0.02252922065324097,-1,0.04505844130648194,0.8876861605521249,0.0767889575009081,0.1535779150018162
AMDHD2,--++++,0.018792157,0.022537431370426787,0.9561622784128951,1,0.04507486274085357,0.13192880494006537,0.775227025063567,0.26385760988013074
GHRHR,+++-++,0.023187844,0.022538461451754532,0.9650569039188067,1,0.045076922903509065,0.13200145296040683,0.7950599346167817,0.26400290592081366
AHCYL2,------,0.083170292,0.9986407342117779,0.022546789325036228,-1,0.045093578650072456,0.9688339992735198,0.07686160552124954,0.15372321104249909
TET1,-----+,0.006580502,0.9657204543990433,0.02254736531726498,-1,0.04509473063452996,0.8675626589175445,0.07693425354159099,0.15386850708318198
CCDC57,++++++,0.169376754,0.022548184478429132,0.9993232141046401,1,0.045096368956858264,0.1320741009807483,0.9623683254631311,0.2641482019614966
RNF167,+-++++,0.029868849,0.022566075534375035,0.9447206880366802,1,0.04513215106875007,0.13214674900108972,0.7543043952052306,0.26429349800217944
ARMC2,++-+++,0.076592922,0.02258454982448186,0.9836044634170411,1,0.04516909964896372,0.13221939702143118,0.8457682528151108,0.26443879404286236
TOM1L1,++++++,0.040297288,0.02260317520775471,0.9943490282489801,1,0.04520635041550942,0.1322920450417726,0.9042499091899746,0.2645840900835452
GPD1L,++++++,0.068923672,0.02262915441777318,0.9979964546123209,1,0.04525830883554636,0.13236469306211407,0.9389030148928442,0.26472938612422814
GLIS2,++++++,0.011930123,0.022637043453651494,0.9922311947466138,1,0.04527408690730299,0.1324373410824555,0.8893570650199782,0.264874682164911
RHOB,------,0.024236379,0.9936049318502371,0.02264393633401366,-1,0.04528787266802732,0.9350526698147476,0.07700690156193243,0.15401380312386487
SLF2,-----+,0.051773651,0.984378744124728,0.02264617487964328,-1,0.04529234975928656,0.9050490374137304,0.07707954958227388,0.15415909916454776
CLTB,++++--,0.007674689,0.022648201159765433,0.8835083295301078,1,0.04529640231953087,0.13250998910279696,0.6697420995277878,0.2650199782055939
MAPK14,----+-,0.017154421,0.9842206812969658,0.022673855192155177,-1,0.045347710384310354,0.9046857973120233,0.07715219760261532,0.15430439520523065
ABCC8,++++++,0.086623583,0.022681327314114087,0.9975239917417941,1,0.04536265462822817,0.1325826371231384,0.9324373410824555,0.2651652742462768
SEC61B,-++++-,0.045513805,0.022692923756915007,0.6776952716846882,1,0.04538584751383001,0.13265528514347985,0.5086087904104614,0.2653105702869597
MDH1B,++-++-,0.045794979,0.022707702525332493,0.9488518451454963,1,0.045415405050664985,0.13272793316382128,0.7608427170359607,0.26545586632764256
PMP22,------,0.032104424,0.9929600325807396,0.022717593441603522,-1,0.045435186883207045,0.9321467490010897,0.07722484562295677,0.15444969124591354
RRAS2,----+-,0.134760294,0.9973640074714859,0.02272322901977917,-1,0.04544645803955834,0.9569197239375227,0.07729749364329822,0.15459498728659643
FNDC4,++++-+,0.05088798,0.02272780241702986,0.9644169705181552,1,0.04545560483405972,0.13280058118416274,0.7936069742099527,0.2656011623683255
EQTN,+---+-,0.035228488,0.6727417619324749,0.02275114275320971,-1,0.04550228550641942,0.6329822012350164,0.07737014166363966,0.15474028332727932
ZNF865,++++++,0.034343297,0.022798184982982927,0.9951714839383433,1,0.045596369965965854,0.13287322920450417,0.9104249909189974,0.26574645840900835
CD47,------,0.089403017,0.9974620728484238,0.02282934373226317,-1,0.04565868746452634,0.957936796222303,0.0774427896839811,0.1548855793679622
SMARCAD1,+---+-,0.012535231,0.8375664330106777,0.02284834762225672,-1,0.04569669524451344,0.7389030148928442,0.07751543770432255,0.1550308754086451
GASK1B,------,0.090214845,0.99526817133999,0.022889425029392084,-1,0.04577885005878417,0.9438430802760625,0.077588085724664,0.155176171449328
MGLL,-+++-+,0.017153355,0.02289708293584488,0.8905472755287048,1,0.04579416587168976,0.13294587722484563,0.676934253541591,0.26589175444969126
TRERF1,++++++,0.04239734,0.0229231889513646,0.9978444185067289,1,0.0458463779027292,0.13301852524518706,0.9373047584453323,0.2660370504903741
NAP1L5,++++--,0.014492999,0.022927593478395448,0.5943947863716691,1,0.045855186956790896,0.13309117326552852,0.4549945513984744,0.26618234653105705
DOCK5,----++,0.030495825,0.950670022180658,0.022945372061490506,-1,0.04589074412298101,0.8435888122048674,0.07766073374500544,0.15532146749001088
PRELID1,-+++-+,0.01061611,0.02296579642891486,0.8483220194937758,1,0.04593159285782972,0.13316382128586995,0.6335633853977479,0.2663276425717399
