gene_symbol,female_Anterior_Insula_female_BA11_female_BA25_female_BA8/9_male_Anterior_Insula_male_BA11_male_BA25_male_BA8/9,min_p_across_regions,meta_higher_in_MDD_pvalue,meta_lower_in_MDD_pvalue,meta_direction,meta_p
RP11-227D13.1,++++-+++,3.11017e-4,4.6186439193479356e-5,0.9949144986963487,1,9.237287838695871e-5
SOCS5,--------,0.013140496,0.9999658534003527,4.672029013343543e-5,-1,9.344058026687086e-5
ELOB,++++++++,1.7197e-4,4.6816275028823175e-5,0.9997194614893001,1,9.363255005764635e-5
TSTA3,-++-++++,9.53332e-5,4.6849969960107884e-5,0.9914966079138873,1,9.369993992021577e-5
CCNT1,++++----,3.6569e-4,0.6209001415066511,4.6948266669336554e-5,-1,9.389653333867311e-5
AP2S1,+++-++++,0.001044232,4.730035832456998e-5,0.999250520384766,1,9.460071664913996e-5
HINT2,++++++++,0.00703562,4.794289780724092e-5,0.9999979482873577,1,9.588579561448184e-5
HECTD2,--------,0.003155724,0.9999719868076993,4.836282081230918e-5,-1,9.672564162461836e-5
AC009245.3,+-++-+++,3.72407e-5,4.8600786870357835e-5,0.3639354145458363,1,9.720157374071567e-5
MALAT1,----+---,5.3868e-4,0.9978709183291175,4.877802711932275e-5,-1,9.75560542386455e-5
LINC00667,++++++-+,0.013248688,4.9103491936188895e-5,0.9999845145200239,1,9.820698387237779e-5
SMIM29,++++++++,4.0053e-5,4.959177503723136e-5,0.9998340563758131,1,9.918355007446272e-5
IL32,++++++++,0.006278171,4.9891527727529774e-5,0.9999686398910655,1,9.978305545505955e-5
ZNF571,--------,0.016304298,0.9999973050585069,4.9902211835342485e-5,-1,9.980442367068497e-5
CLUL1,--------,0.011649265,0.9999997372512409,5.073853955439194e-5,-1,1.0147707910878389e-4
LDHAL6DP,----+---,0.014805939,0.99965804795962665,5.118525210789201e-5,-1,1.0237050421578402e-4
MAP3K10,+---++++,8.37482e-4,5.132263466912369e-5,0.8968291447164503,1,1.0264526933824737e-4
ENDOG,++++++++,6.07061e-5,5.170947999912519e-5,0.9998813765956116,1,1.0341895999825039e-4
RNVU1-13,----++++,0.003867281,5.213903010181929e-5,0.24013347436829546,1,1.0427806020363858e-4
ZNF25,++++++++,0.001383087,5.2371743266346694e-5,0.9999648876305145,1,1.0474348653269339e-4
VPS37B,------++,0.002284135,0.9826797326857188,5.2612858704688075e-5,-1,1.0522571740937615e-4
ZNF415P1,----+---,2.8794e-4,0.9559451578412714,5.2630892237009274e-5,-1,1.0526178447401855e-4
STK17A,+++-----,0.002774788,0.8528058835410692,5.2987548587868965e-5,-1,1.0597509717573793e-4
SFPQ,----+---,0.001122515,0.9871493815911411,5.324304205105318e-5,-1,1.0648608410210637e-4
NDUFC1,++++++++,0.004787397,5.406110137900051e-5,0.999863822802277,1,1.0812220275800101e-4
RPL9,++++++++,0.012730986,5.535528366301913e-5,0.9999980460291528,1,1.1071056732603825e-4
SESN3,--------,0.001293481,0.9997719772914982,5.5399480089121306e-5,-1,1.1079896017824261e-4
PAXX,++-+++++,0.001766646,5.628775202956803e-5,0.9981268175107401,1,1.1257550405913606e-4
RN7SL3,--+-++++,0.001306509,5.6329543332734993e-5,0.9887328893004682,1,1.1265908666546999e-4
IRF2BP2,-+------,0.012098605,0.9996197398188524,5.6558391102727735e-5,-1,1.1311678220545547e-4
FOS,--------,0.021513142,0.9999988287404236,5.745567540531665e-5,-1,1.149113508106333e-4
SNORD113-8,--------,1.16075e-4,0.9999529875520922,5.810500536988761e-5,-1,1.1621001073977523e-4
PEX16,++++++++,0.00680415,5.982862855778415e-5,0.9998625600040395,1,1.196572571155683e-4
RP11-667K14.4,-----+++,0.00110034,0.9324658009547147,6.0454973711402694e-5,-1,1.2090994742280539e-4
RP11-22H5.2,--------,0.002438099,0.9998113909086858,6.0877669762899316e-5,-1,1.2175533952579863e-4
AES,+--+++++,2.76229e-4,6.136334918476535e-5,0.7560820996094394,1,1.227266983695307e-4
NUDT22,+++-++++,0.011660379,6.15383636763361e-5,0.9964858392266466,1,1.230767273526722e-4
CD27-AS1,++++++++,0.001944034,6.157904663006336e-5,0.9998382340987461,1,1.2315809326012673e-4
WDR45,+++-++++,0.007230036,6.202766791168257e-5,0.9831159781219933,1,1.2405533582336513e-4
VPS51,-+++-+++,4.71832e-4,6.215730721383358e-5,0.9812163221521247,1,1.2431461442766715e-4
AC007256.5,--------,0.010838012,0.9999948907966655,6.230261196786004e-5,-1,1.2460522393572008e-4
CISD3,++++-+++,0.002021408,6.270764754256863e-5,0.9998291507210273,1,1.2541529508513727e-4
ASB4,++++----,0.001065553,6.295834699882993e-5,0.3085546221995772,1,0.00012591669399765986
PGGHG,+-++++++,0.003961934,6.304304764486493e-5,0.9996694041771116,1,1.2608609528972985e-4
TUG1,--------,0.004429352,0.9998298303043588,6.326774115949725e-5,-1,1.265354823189945e-4
MCL1,--------,0.02754266,0.9999960025013895,6.375324130801496e-5,-1,1.2750648261602993e-4
RNU1-11P,+++-++++,0.003020155,6.446943612708639e-5,0.9996881085847449,1,1.2893887225417277e-4
THNSL1,++++++--,0.003251169,6.48700247290694e-5,0.9211295297914189,1,1.297400494581388e-4
ACAP2-IT1,--------,0.001596929,0.999982538401471,6.500066449476086e-5,-1,1.3000132898952172e-4
RPL32,+---++++,8.79551e-4,6.500993373930511e-5,0.9429382456491578,1,1.3001986747861023e-4
RPL13,-++-++++,0.001804768,6.527627687838471e-5,0.982879174944082,1,1.3055255375676942e-4
LINC01085,-----+--,6.9533e-4,0.99732958475712,6.533132762054732e-5,-1,1.3066265524109465e-4
FIG4,+++++++-,3.96231e-4,6.555950045124528e-5,0.9947334567288336,1,1.3111900090249056e-4
DDX41,+--+++++,0.005890925,6.638934694807867e-5,0.907967041688635,1,1.3277869389615734e-4
EGR3,----+---,0.006875591,0.9980469656199165,6.650724485851865e-5,-1,1.330144897170373e-4
TCFL5,++++---+,0.003414279,6.687537922611748e-5,0.8431210666478796,1,1.3375075845223496e-4
MIR503HG,+++-++++,0.003687713,6.789636849176777e-5,0.9994774266292797,1,1.3579273698353554e-4
RPL27A,+-+-++++,0.001389884,6.795292522776311e-5,0.9982862406256656,1,1.3590585045552623e-4
HIST1H2BC,++++++++,0.004833612,6.80436405039175e-5,0.999933000027948,1,1.36087281007835e-4
PFDN5,+++-++++,0.007159913,6.854128940466155e-5,0.9939515753394844,1,1.370825788093231e-4
RPL4,+++-++++,0.00471706,6.926865297891598e-5,0.9960151048371414,1,1.3853730595783195e-4
RP3-354N19.3,----+---,0.001229971,0.9113881912564407,7.086883664627433e-5,-1,1.4173767329254866e-4
ZNF654,-+-+----,1.10049e-4,0.8573343510747269,7.098307282392031e-5,-1,1.4196614564784062e-4
RP11-120K24.3,++++----,8.97775e-4,0.2642929331961455,7.190990255897834e-5,-1,1.4381980511795668e-4
COX14,+++-++++,0.014486708,7.227206037351683e-5,0.9909945509737246,1,1.4454412074703366e-4
TCEANC,++++-++-,9.60066e-4,7.237644463663112e-5,0.9850593393668101,1,1.4475288927326223e-4
DPP10-AS1,+++++++-,0.00599349,7.32510702075092e-5,0.9978147986453414,1,1.465021404150184e-4
SLC2A3,--------,0.00435446,0.9998360169900942,7.331000060213674e-5,-1,1.4662000120427347e-4
PLCB1-IT1,--------,0.001428101,0.9999119912174718,7.418683152461518e-5,-1,1.4837366304923036e-4
AC005789.11,--------,0.010013097,0.9999297722935713,7.48122209877405e-5,-1,1.49624441975481e-4
PTPA,++++++++,0.001868699,7.4855434062718e-5,0.9989504998985855,1,1.49710868125436e-4
BACH2,--------,0.032856399,0.9999986213021528,7.497875722910569e-5,-1,1.4995751445821137e-4
SLC37A4,++++++++,2.43543e-4,7.575890403548746e-5,0.9996288621583399,1,1.5151780807097493e-4
CTNNAL1,----+-+-,0.001753674,0.9890417875623855,7.63556369963991e-5,-1,1.527112739927982e-4
DUSP6,------+-,0.00841003,0.999619568512335,7.636957770118313e-5,-1,1.5273915540236626e-4
GPR19,-----+--,0.00199779,0.9797873785600604,7.681430703492059e-5,-1,1.5362861406984117e-4
MIR4804,---+----,0.001455585,0.9865066905147054,7.721317304090689e-5,-1,1.5442634608181378e-4
ZNF603P,++++----,0.001626167,0.9361600985696183,7.763704256010357e-5,-1,1.5527408512020714e-4
RP11-712P20.2,--------,0.005371968,0.9999788990691364,7.767221024821424e-5,-1,1.5534442049642847e-4
RP11-350N15.6,--+-----,6.0015e-4,0.9995722513031929,7.780419797643118e-5,-1,1.5560839595286235e-4
MIDN,--------,0.007308294,0.9996630343011671,7.801698718635601e-5,-1,1.5603397437271202e-4
SUMO3,++++++++,0.00247721,7.828192526756938e-5,0.9999290924879357,1,1.5656385053513876e-4
CYTH4,++++++++,0.012005701,7.872266271150027e-5,0.9999934759001099,1,1.5744532542300054e-4
C12orf10,+-++++++,8.0994e-4,7.985431473053986e-5,0.9938890822973317,1,1.5970862946107972e-4
DUSP4,--------,0.025164388,0.9999949912139634,8.078106775341483e-5,-1,1.6156213550682966e-4
NGRN,++++-+++,0.003617638,8.21809118610253e-5,0.997931641788802,1,1.643618237220506e-4
MRPS10,++++++++,0.008497192,8.325556477716003e-5,0.999998747809409,1,1.6651112955432006e-4
RP4-630C24.3,++++----,0.002103501,8.333041324458677e-5,0.5704677118901698,1,1.6666082648917355e-4
APOBEC3G,++++++++,0.005256815,8.453437978774029e-5,0.9999667351504768,1,1.6906875957548059e-4
GAREM1,--+-----,5.08029e-4,0.9991573231599423,8.518691142809311e-5,-1,1.7037382285618621e-4
RPL6,+++-++++,0.00453247,8.649684964145877e-5,0.9921941118439377,1,1.7299369928291754e-4
SNRNP25,++++++++,0.005229586,8.663205772577383e-5,0.9999719026007268,1,1.7326411545154767e-4
DBP,++++++++,0.03491466,8.680047363191393e-5,0.9999982461544972,1,1.7360094726382786e-4
CNOT6,-+------,0.00113535,0.9998975669959488,8.733884737193196e-5,-1,1.7467769474386393e-4
HSD11B1,++++-+++,0.003603646,8.777182352052084e-5,0.9892421701516245,1,1.755436470410417e-4
RP11-627G23.1,----+---,0.00891979,0.9957349653638883,8.811640192857444e-5,-1,1.7623280385714888e-4
RPS4X,+++-++++,0.008248253,8.866525828169496e-5,0.9934354949075384,1,1.7733051656338992e-4
TRIB2,------+-,0.031778741,0.9995681800921931,8.866683713240603e-5,-1,1.7733367426481207e-4
STARD10,+++-++++,0.016346946,8.888279482385396e-5,0.9992807627561358,1,1.7776558964770791e-4
CASC7,--------,0.031398166,0.999999586045038,8.914292710314619e-5,-1,1.7828585420629237e-4
CLDN1,--------,0.002607686,0.999989766299079,8.918361173573797e-5,-1,1.7836722347147594e-4
PEX19,+++++++-,0.004385952,8.960247363774938e-5,0.982582024889007,1,1.7920494727549876e-4
EDF1,+-++++++,2.97582e-4,9.006260442130369e-5,0.9938818256695907,1,1.8012520884260738e-4
TUSC2,++-+++++,0.005430023,9.023245504825712e-5,0.9997961024608011,1,1.8046491009651424e-4
ITGB2-AS1,++++++++,0.001172534,9.118587817791964e-5,0.9998828944058278,1,1.8237175635583928e-4
BTN2A3P,+-++++++,8.1132e-4,9.162726215520693e-5,0.9927581098618671,1,1.8325452431041387e-4
RP11-507K2.3,+++-+++-,0.00358908,9.279814800764053e-5,0.9302024026032718,1,1.8559629601528106e-4
CTA-29F11.1,++++++-+,0.003743975,9.339939972779177e-5,0.9993862669173588,1,1.8679879945558353e-4
C19orf66,+++-++++,8.22176e-5,9.423685298019067e-5,0.9969908072760394,1,1.8847370596038134e-4
SMKR1,++++++++,0.01230879,9.762822649771133e-5,0.9997499262085653,1,1.9525645299542266e-4
RPS23,++++++++,0.036034323,9.784938585491043e-5,0.999999361962247,1,1.9569877170982087e-4
CPEB4,--------,0.001845536,0.9995834885197478,9.810323600462622e-5,-1,1.9620647200925244e-4
PPA1,++++++++,0.002445574,9.952286064354069e-5,0.9997821616557049,1,1.9904572128708138e-4
CFL1,++++-+++,0.001180058,9.965313317005219e-5,0.9988575468618336,1,1.9930626634010438e-4
SNX17,++++++++,4.20871e-4,1.0095077846289415e-4,0.9998599819314725,1,2.019015569257883e-4
MYBBP1A,----++++,9.25225e-4,1.0126667665831597e-4,0.7021187385474155,1,2.0253335331663194e-4
SNORD113-2,--------,0.040742575,0.9999996300179241,1.0245740595609177e-4,-1,2.0491481191218353e-4
PPARG,+++-++++,0.002468306,1.0347736318655583e-4,0.9994829671939574,1,2.0695472637311167e-4
CTC-304I17.4,--------,0.026263444,0.9999892002761216,1.0350011573853492e-4,-1,2.0700023147706984e-4
RP11-110G21.1,++++++++,0.004750169,1.0356124103848601e-4,0.999935670233428,1,2.0712248207697202e-4
GXYLT1,--------,0.008893693,0.9999521358685787,1.0358526450896656e-4,-1,2.0717052901793312e-4
SIK2,--------,0.040528431,0.9999970521077641,1.0389879761556001e-4,-1,2.0779759523112002e-4
RNU6-522P,--------,0.009794185,0.9999539389323729,1.0439421291641658e-4,-1,2.0878842583283317e-4
GPNMB,++++++++,0.014694136,1.0514823390459777e-4,0.9998706446748938,1,2.1029646780919555e-4
NAA15,+--+----,0.002721547,0.9718818592230084,1.0608823901306577e-4,-1,2.1217647802613155e-4
NME3,++++-+++,0.00277571,1.0682921990533707e-4,0.9995979278461132,1,2.1365843981067413e-4
IFRD1,----+---,0.005809309,0.9996805016639804,1.078399317911075e-4,-1,2.15679863582215e-4
CITED2,-----+++,0.004709407,0.553260498398326,1.0859038269822134e-4,-1,2.1718076539644268e-4
RP11-553P9.1,+-++++++,0.016768435,1.0877343942972932e-4,0.9996703133288296,1,2.1754687885945865e-4
WBP2,----++++,1.74752e-4,1.0962927933991564e-4,0.7248043099578294,1,2.1925855867983127e-4
CLSPN,++++++++,0.008813029,1.097001573501043e-4,0.9999861862253532,1,2.194003147002086e-4
RP6-99M1.3,----+---,0.002296133,0.9988094988389452,1.1010398983498873e-4,-1,2.2020797966997745e-4
C9orf16,+---++++,8.81537e-5,1.1030315620259543e-4,0.8938226692858261,1,2.2060631240519086e-4
RN7SL381P,+-+-++++,1.7006e-4,1.1052281978365003e-4,0.8371430084015,1,2.2104563956730006e-4
RPL39P29,--------,0.021085494,0.9999835944024885,1.1096870340892627e-4,-1,2.2193740681785253e-4
RNASEH1,++++++++,0.018804261,1.11756567908706e-4,0.9999906108476868,1,2.23513135817412e-4
ERRFI1,-----+--,0.022911471,0.999908311971678,1.1258005550082825e-4,-1,2.251601110016565e-4
TRIR,+++--+++,1.34628e-4,1.1359474148556411e-4,0.9891584969666377,1,2.2718948297112822e-4
CYP2C19,++-+++++,0.008150806,1.1381464017532359e-4,0.9998731933660724,1,2.2762928035064718e-4
RP11-459O16.1,--------,0.014507823,0.9999993677636312,1.1619276024265813e-4,-1,2.3238552048531627e-4
INO80E,+-+-++++,0.003972043,1.1630019886962107e-4,0.9316969889863067,1,2.3260039773924214e-4
C14orf119,++++++++,0.005437918,1.1709650302984704e-4,0.9997836664087248,1,2.341930060596941e-4
PCYOX1,++++-+--,3.21724e-4,1.177719153978662e-4,0.9173937184181259,1,2.355438307957324e-4
C1QBP,++++++++,0.010447673,1.1782479568409443e-4,0.9999978750929821,1,2.3564959136818887e-4
FBXL19,----++++,6.51407e-4,1.1825458005378903e-4,0.6325244861406365,1,2.3650916010757806e-4
GABARAPL1,+-++++++,0.002866568,1.1970048932044606e-4,0.9996798909470863,1,2.394009786408921e-4
PWRN1,--------,0.016572066,0.9999591494585219,1.2155717476680474e-4,-1,2.4311434953360947e-4
AC092620.2,--------,9.62741e-4,0.9999267648787398,1.2202627504267284e-4,-1,2.4405255008534568e-4
DNAJA3,++++++++,0.014704913,1.22912992420747e-4,0.999998458078653,1,2.45825984841494e-4
UBB,++++++++,0.00864579,1.23775091372761e-4,0.9997443938868426,1,2.47550182745522e-4
RN7SL752P,---+++++,8.0012e-5,1.238559836908719e-4,0.7608518822326077,1,2.477119673817438e-4
PHLDB2,----++++,0.001950897,0.7500800783074608,1.243830605074208e-4,-1,2.487661210148416e-4
RP11-369K16.1,--+-+---,0.004657989,0.9942317928446348,1.244833434903496e-4,-1,2.489666869806992e-4
RNF149,--------,0.010158729,0.999838860244457,1.2454288991291693e-4,-1,2.4908577982583386e-4
SNORA60,+-+-++++,1.44106e-4,1.2578391605253079e-4,0.5944365668199585,1,2.5156783210506157e-4
TRPV3,--+-----,0.00358548,0.9986324186248834,1.2722611119836817e-4,-1,2.5445222239673634e-4
MAST4-IT1,----+---,0.01099722,0.9997232194689087,1.2745468445646483e-4,-1,2.5490936891292966e-4
ARHGAP9,++++++++,0.001920827,1.276448115161619e-4,0.9999616306630787,1,2.552896230323238e-4
NDUFA1,++++++++,0.002383619,1.28804559909635e-4,0.9998101128649579,1,2.5760911981927e-4
OSER1-DT,++++++++,0.005227772,1.288941166270911e-4,0.9999699285941217,1,2.577882332541822e-4
IER2,--------,0.003913232,0.9998690576508603,1.2924638588810472e-4,-1,2.5849277177620943e-4
PIN1,++++++++,0.001866494,1.2926195357476877e-4,0.9989346576849939,1,2.5852390714953754e-4
CTSC,++++++++,0.002916914,1.292697950966399e-4,0.9999262260565718,1,2.585395901932798e-4
RPS15,+-++++++,2.56133e-4,1.2929293734809295e-4,0.9137405783113761,1,2.585858746961859e-4
SAMD5,--------,0.001158159,0.9990131873934636,1.3000685400907104e-4,-1,2.6001370801814207e-4
DPY30,++++++++,0.001835391,1.3021688404274697e-4,0.9995053693356981,1,2.6043376808549393e-4
LIN7B,+++-++++,0.00293599,1.3028174087076385e-4,0.9980332017134352,1,2.605634817415277e-4
SHISA4,++++-+++,0.00157563,1.3034921515443835e-4,0.998186993135768,1,2.606984303088767e-4
EIF3L,-++-++++,6.37128e-4,1.3052228504608962e-4,0.9723231810067298,1,2.6104457009217924e-4
RP11-44N11.1,--------,0.023341219,0.9999990295788111,1.3202822776152868e-4,-1,2.6405645552305735e-4
ARID4A,+--+----,0.001366282,0.8747163693680879,1.3235831946780216e-4,-1,2.647166389356043e-4
BOD1,+++-++++,0.010078063,1.3378987215287847e-4,0.9995973168678105,1,2.6757974430575694e-4
MPND,----++++,4.67658e-4,1.3412105048448986e-4,0.26998538863587507,1,2.6824210096897973e-4
RP11-30B1.1,----+---,0.002587343,0.990239519776206,1.354490550118491e-4,-1,2.708981100236982e-4
H1FX,+-++++++,2.25414e-4,1.3607128087526476e-4,0.9705471295035878,1,2.721425617505295e-4
RNU6ATAC10P,--------,0.001350055,0.9994585665402864,1.3610278282656614e-4,-1,2.7220556565313227e-4
MRPL2,+-+-++++,0.003019543,1.3886458590664074e-4,0.7458717202102985,1,2.777291718132815e-4
CROCCP2,+-+-++++,0.001635012,1.389419023333529e-4,0.9901238803412876,1,2.778838046667058e-4
PSMB5,++++++++,0.01768336,1.3945945114235178e-4,0.9999920359369621,1,2.7891890228470356e-4
ZNF81,+++-----,1.07546e-4,0.7772581893698556,1.3996645759496956e-4,-1,2.799329151899391e-4
ISCU,++++++++,0.004181203,1.410773926542944e-4,0.9999949960515552,1,2.821547853085888e-4
KCNJ14,--------,0.001196596,0.9999819691275341,1.4145992819974336e-4,-1,2.829198563994867e-4
IRF3,++++++++,0.00722052,1.4175148372589768e-4,0.9999577914688613,1,2.8350296745179536e-4
STX18-IT1,+----+--,0.006832843,0.9971665321937171,1.4254403377592675e-4,-1,2.850880675518535e-4
MDGA1,----+--+,0.001472792,0.9398845067294871,1.4322606177708457e-4,-1,2.8645212355416915e-4
RGS2,-----++-,0.005417929,0.9827222846780408,1.4349138177129008e-4,-1,2.8698276354258015e-4
NR4A2,--------,0.021954785,0.999998589769136,1.438772165741284e-4,-1,2.877544331482568e-4
LY6H,++++++++,0.014418012,1.4402529729666053e-4,0.9999678653785475,1,2.8805059459332107e-4
HORMAD2-AS1,+-------,0.001028911,0.9845430809606579,1.4445451013597214e-4,-1,2.889090202719443e-4
RN7SL5P,--+++-++,0.001921688,1.44641129518953e-4,0.8428035599179012,1,2.89282259037906e-4
SEC24D,------+-,0.025471058,0.9998255470842305,1.450658801325568e-4,-1,2.901317602651136e-4
MRPS16,++++-+++,0.016584161,1.4632181753541308e-4,0.9997385801320156,1,2.9264363507082615e-4
ALKBH5,++++++++,0.005376104,1.4635750561307567e-4,0.9999341182061905,1,2.9271501122615133e-4
RP11-77O7.1,----+---,0.011250288,0.9997492934025541,1.4694403648466794e-4,-1,2.938880729693359e-4
PHPT1,++++++++,0.01749805,1.4708935451002134e-4,0.9999759925920122,1,2.941787090200427e-4
C9orf163,-+++++-+,0.002001976,1.4747582699788938e-4,0.9896169077763162,1,2.9495165399577876e-4
ADIRF,++++++++,0.024215671,1.4809316255151236e-4,0.9999976537870631,1,2.9618632510302473e-4
NTMT1,+-++++++,0.019692206,1.486992454014087e-4,0.9937854169340387,1,2.973984908028174e-4
RPL26,+-++++++,0.001198507,1.491022935835608e-4,0.9150515139089052,1,2.982045871671216e-4
RP11-768G7.1,--------,0.012684005,0.999997978447938,1.4920377811685647e-4,-1,2.9840755623371294e-4
PRDM1,-----+--,0.005110793,0.9985749529214529,1.5092783045687422e-4,-1,3.0185566091374844e-4
RP11-348P10.2,--------,0.022191726,0.9999813975479035,1.5115361583135754e-4,-1,3.023072316627151e-4
SLC44A5,------+-,0.004353812,0.9981810861764916,1.5130932861114068e-4,-1,3.0261865722228137e-4
RP1-86D1.2,--------,0.009390709,0.9999973753078201,1.5195380775923363e-4,-1,3.0390761551846727e-4
ALYREF,++-+++++,0.002014843,1.5198971974811207e-4,0.9952055861050879,1,3.0397943949622415e-4
RGPD1,+++-++++,0.036956918,1.5394123459523486e-4,0.9999497315833314,1,3.078824691904697e-4
RP11-118B22.4,++++-+-+,2.00048e-4,1.5530700228691147e-4,0.9128251372805141,1,3.1061400457382295e-4
DVL1,++--++++,8.1806e-4,1.5533323083827998e-4,0.9701730141360894,1,3.1066646167655996e-4
FAM58A,++++++++,0.002597791,1.5536178957334702e-4,0.9999600206270752,1,3.1072357914669403e-4
MRPL21,-++-++++,6.72138e-4,1.5800347225090097e-4,0.915105094713856,1,3.1600694450180193e-4
MPI,++++-+++,0.008880714,1.5821184811341688e-4,0.9968388931106316,1,3.1642369622683376e-4
ARHGDIG,+-+--+++,3.807e-4,1.59020140182289e-4,0.9848477562473901,1,3.18040280364578e-4
PPP1R3F,++--++++,8.75792e-4,1.5933670833213507e-4,0.9864023078736422,1,3.1867341666427015e-4
CDC37,++-+++++,6.95878e-4,1.6058557261585407e-4,0.998948339370459,1,3.2117114523170815e-4
NUDT2,++++++++,0.007359374,1.6182021474009476e-4,0.9999356251682419,1,3.236404294801895e-4
PDZD4,-+--++++,0.001776573,1.6204440073809984e-4,0.7827764358201247,1,3.240888014761997e-4
HABP4,+-++++++,0.002030734,1.6256350418826442e-4,0.9958772136664288,1,3.2512700837652883e-4
RP11-324I22.3,--------,0.025101386,0.9999724197418915,1.6256691135230024e-4,-1,3.251338227046005e-4
PRDX2,++++-+++,0.008544984,1.6393492848328016e-4,0.9995747920602389,1,3.278698569665603e-4
PPIAP9,++++++++,0.004653853,1.681984208890196e-4,0.9998158551363904,1,3.363968417780392e-4
ADRA2A,------++,2.68278e-4,0.5275291879766514,1.6975853382669414e-4,-1,3.3951706765338827e-4
