gene_symbol,female_Anterior_Insula_female_BA11_female_BA25_female_BA8/9_female_Nac_female_Subic,min_p_across_regions,meta_higher_in_MDD_pvalue,meta_lower_in_MDD_pvalue,meta_direction,meta_p
PTGIS,--+-++,0.054672401,0.41556408125235605,0.36402352728132986,-1,0.7280470545626597
AP4B1,+++--+,0.052924557,0.3640258944584207,0.4561391314566687,1,0.7280517889168414
ZNF702P,++---+,0.133368224,0.7140437116126475,0.36414685280490405,-1,0.7282937056098081
RAB35,++++--,0.121324669,0.3641557931044262,0.8193318762610027,1,0.7283115862088524
ATAD3A,+-+---,0.133964478,0.7849147624400461,0.36423047470196684,-1,0.7284609494039337
JAKMIP3,------,0.339439082,0.9369112339491856,0.3642357594277633,-1,0.7284715188555266
CTD-2325A15.5,-+-+++,0.226161224,0.36430694781531,0.9156168586460802,1,0.72861389563062
AJUBA,-++-+-,0.100564142,0.36441690035026986,0.6813440185831999,1,0.7288338007005397
EIF4E3,++-+-+,0.220065197,0.36442146990912744,0.8374634605991621,1,0.7288429398182549
TUBA4A,+-++-+,0.222429359,0.36449303084782914,0.7557264129643071,1,0.7289860616956583
RNU6-564P,+-+-++,0.19901033,0.3645079217915029,0.6568582558812575,1,0.7290158435830058
RP11-415F23.2,-++-+-,0.10069001,0.364730137408506,0.784248731715049,1,0.729460274817012
GORAB,+-+--+,0.148190732,0.4790818030458562,0.36486700908487424,-1,0.7297340181697485
SCN9A,+++---,0.073171994,0.49060748117132885,0.36488422333811166,-1,0.7297684466762233
FAM210A,++++++,0.376861608,0.36488900291756887,0.9424515887566524,1,0.7297780058351377
RNU6ATAC24P,+++---,0.175582577,0.6494851180586716,0.36489402478371336,-1,0.7297880495674267
RP11-16E18.3,++---+,0.26542966,0.6898663923633734,0.36494179785944497,-1,0.7298835957188899
NBPF14,+-+--+,0.194793015,0.7451195609610375,0.3649549281745005,-1,0.729909856349001
PDSS1,+++-+-,0.16661702,0.3649571002757126,0.7575853006805368,1,0.7299142005514252
MNDA,-++--+,0.280289421,0.36495794264604103,0.8387112072045838,1,0.7299158852920821
MT-ND5,+--++-,0.17077884,0.6427090784217275,0.3649940071292539,-1,0.7299880142585078
ZNF786,+----+,0.284223983,0.9277991848881162,0.36503684634514755,-1,0.7300736926902951
LINC01700,-++--+,0.10198106,0.3650439534408263,0.4456683585742321,1,0.7300879068816526
SIPA1,--++++,0.235378442,0.3651256434206908,0.9008651576057085,1,0.7302512868413816
HIST1H4C,++++-+,0.300923959,0.3652037504043878,0.8545725517496515,1,0.7304075008087756
TMEM150A,+++---,0.084150549,0.3652235432327978,0.6253058010361308,1,0.7304470864655956
DIS3L2,--+-+-,0.259364735,0.7999301898250022,0.3652308351809351,-1,0.7304616703618702
MAGI2-AS3,-++-++,0.060587356,0.36524508396596495,0.515490390216896,1,0.7304901679319299
AC007461.1,+++-+-,0.201456232,0.7272222734739788,0.3652765453578533,-1,0.7305530907157066
TSPAN4,+-+-+-,0.090471779,0.5199823009779344,0.36529145502298865,-1,0.7305829100459773
MIR3142HG,+-----,0.337607393,0.9246142848195358,0.36533562162001343,-1,0.7306712432400269
AKR1B1,-++---,0.121491129,0.365337005850594,0.5726034982668118,1,0.730674011701188
RP11-197M22.2,--+-++,0.10371536,0.36545210376835435,0.37574527939198077,1,0.7309042075367087
SPIN3,+++---,0.068101194,0.36545863290267816,0.4745262936392369,1,0.7309172658053563
RRN3P2,--+-++,0.205408455,0.36550085622834455,0.682601945923964,1,0.7310017124566891
SYNRG,+++-++,0.317347541,0.3655017666584302,0.9224060431492811,1,0.7310035333168604
HIST1H1C,-++-+-,0.132885511,0.36554027731070676,0.8290345981561522,1,0.7310805546214135
GHc-362H12.3,-++--+,0.105983566,0.809243257091412,0.365583350475944,-1,0.731166700951888
NID1,--+-+-,0.277609861,0.9086846651857926,0.3656584600599971,-1,0.7313169201199942
RP11-489O18.1,+-+--+,0.071022021,0.3656619399850873,0.48551985366512423,1,0.7313238799701746
RPL21P28,---++-,0.416478408,0.9293651066616163,0.3657047484341228,-1,0.7314094968682456
DBI,+-+-++,0.180221559,0.3657478492795452,0.7426337266161871,1,0.7314956985590904
RP1-257A7.4,----+-,0.29975646,0.8881379919804141,0.36577929428979844,-1,0.7315585885795969
ARHGEF12,++----,0.350139032,0.8915944897956246,0.3658142420390392,-1,0.7316284840780783
RASGEF1C,+--+-+,0.185130313,0.8865782636906494,0.36584275536673017,-1,0.7316855107334603
ZNF518B,-+---+,0.119434407,0.7893589782029775,0.36584715749288144,-1,0.7316943149857629
C2orf80,++-+-+,0.07468895,0.7361590181187593,0.3658720243211796,-1,0.7317440486423592
C9orf43,+-+-++,0.118473704,0.36592948671430003,0.6152748055325857,1,0.7318589734286001
KCTD16,-+-+--,0.096284145,0.366048646932373,0.5231451993117914,1,0.732097293864746
NDUFB8,+-+--+,0.137025706,0.7091975025372477,0.3660614353390276,-1,0.7321228706780551
RP11-571M6.7,+---+-,0.106695595,0.7243565582269196,0.3661540838846256,-1,0.7323081677692512
RP11-421M1.8,++++--,0.34815791,0.36626606409423856,0.8954393142009944,1,0.7325321281884771
TANGO2,+++--+,0.254711497,0.36627544385790556,0.8669909792580204,1,0.7325508877158111
RN7SL648P,-++-+-,0.124549375,0.8134677138721876,0.3662810691288849,-1,0.7325621382577698
SLC24A1,+++-++,0.344643672,0.36628684929476013,0.941752863885677,1,0.7325736985895203
TIPRL,-+++-+,0.077969769,0.3663124816060088,0.4734916847007823,1,0.7326249632120176
RIN1,+--+--,0.225616387,0.8204674757841942,0.3664472335995752,-1,0.7328944671991504
WNT8A,+++-+-,0.172081033,0.36646525547812375,0.8975617244827335,1,0.7329305109562475
RGS16,--+-++,0.138789978,0.8297667532749678,0.36646869659947884,-1,0.7329373931989577
ASS1,-+++--,0.104873123,0.3665592675150258,0.5765801988633014,1,0.7331185350300516
EPHA4,-+-+-+,0.099637587,0.3665692043314048,0.6884622088687377,1,0.7331384086628095
LMO3,-+-+-+,0.111162849,0.3665704464862209,0.549055207564039,1,0.7331408929724418
RN7SL329P,+-+-+-,0.12399111,0.6307258781362046,0.3665938411297437,-1,0.7331876822594874
ANKRD12,++-++-,0.116943359,0.36666212654699387,0.7541681287222519,1,0.7333242530939877
RPS6KA6,++---+,0.103067013,0.39580845404270903,0.3666768137217799,-1,0.7333536274435598
OAZ2,-+--++,0.050384386,0.3954706187371044,0.36669588499954314,-1,0.7333917699990863
APTR,++++++,0.403428658,0.36670367563443207,0.9506317772955453,1,0.7334073512688641
OSTC,+++--+,0.23046307,0.36671371713737194,0.8351045592024269,1,0.7334274342747439
PHYHIPL,--+++-,0.319801431,0.3667188673568296,0.8676702417019427,1,0.7334377347136593
GLB1L2,+++---,0.210469149,0.7248828487224026,0.36672161478763365,-1,0.7334432295752673
RP11-196G18.24,-++++-,0.104391416,0.36673886667165845,0.8229541902977621,1,0.7334777333433169
ZNF209P,+--+--,0.234351993,0.8483478153598194,0.36682986172729937,-1,0.7336597234545987
DGKI,-+-++-,0.059361507,0.3668372552776365,0.6226637864400215,1,0.733674510555273
RP11-160H12.2,----++,0.151394706,0.6362002456735862,0.36691265146559715,-1,0.7338253029311943
RP11-498D10.6,-+++--,0.125510422,0.3669859254110806,0.86141071950194,1,0.7339718508221612
RP11-367J11.2,++-+++,0.021813985,0.4440382604411871,0.3670759416894571,-1,0.7341518833789142
ATF4P3,+---+-,0.067753305,0.36709243429262556,0.47750651021877505,1,0.7341848685852511
RP11-415J8.7,+---++,0.137973385,0.49624253140343705,0.36712755458890967,-1,0.7342551091778193
CTD-2308L22.1,-++-+-,0.06631641,0.6101552327446838,0.36714984224782393,-1,0.7342996844956479
TOP3A,++----,0.077552804,0.7067441699017247,0.3671709845359312,-1,0.7343419690718624
KIF6,--++++,0.206363531,0.36721425620151416,0.8150692044904413,1,0.7344285124030283
FOXC1,-++-+-,0.212117674,0.36725113818502625,0.7353299947139014,1,0.7345022763700525
MEMO1,----+-,0.217159761,0.751733217657219,0.3672929627254166,-1,0.7345859254508332
SEMA6A-AS1,--+-++,0.0957065,0.367308789917685,0.48824297394580773,1,0.73461757983537
IL1R1,+-----,0.320047984,0.9289951321981197,0.3673407313446112,-1,0.7346814626892224
CCDC50,-+--++,0.082859567,0.36744404182299806,0.5287813159535231,1,0.7348880836459961
GPAT3,-++---,0.3065672,0.8683770709413661,0.36753221952229026,-1,0.7350644390445805
PPM1D,--+-+-,0.298253674,0.9249538584263597,0.3676236005009627,-1,0.7352472010019254
RP11-272P10.2,--+-++,0.044219458,0.36768526888234615,0.36778937564666325,1,0.7353705377646923
PNRC2,+++--+,0.2183297,0.3677322646641281,0.8715946609625723,1,0.7354645293282562
PCYT1A,+-+-++,0.238271277,0.3677337451951109,0.7606326152218946,1,0.7354674903902217
DDX10,+--+--,0.030840237,0.3677945898670078,0.5253951908428685,1,0.7355891797340156
RP11-242C19.2,---++-,0.274359529,0.8781795256239395,0.3678846076707779,-1,0.7357692153415558
MFSD9,---+++,0.145364057,0.3679107921460685,0.48537742246542354,1,0.735821584292137
C3orf33,++-+-+,0.309947681,0.3679409398032074,0.868646815243941,1,0.7358818796064148
PCYT1B,++++--,0.229560756,0.3679758668335115,0.5761821101199145,1,0.735951733667023
BFSP1,-+---+,0.214530788,0.8119997553514731,0.36802534090702554,-1,0.7360506818140511
PPM1J,++---+,0.098023877,0.3680900443817872,0.4314384172175109,1,0.7361800887635744
RP11-124N2.1,+-+-++,0.109944992,0.36811028512471766,0.5656290818809682,1,0.7362205702494353
COASY,+-+-+-,0.19285921,0.36811694212437074,0.6376880687017259,1,0.7362338842487415
SNORA2,---++-,0.309365411,0.8142807723745195,0.36819187866272746,-1,0.7363837573254549
UTRN,+-+---,0.090189274,0.7830280970714781,0.36821732553286957,-1,0.7364346510657391
SEPT11,++----,0.320448349,0.7805394632682965,0.3682531827012434,-1,0.7365063654024868
ZMYM4-AS1,++--++,0.194914029,0.36834850125970353,0.6660541328183788,1,0.7366970025194071
AC097467.2,++---+,0.202843516,0.36835351775455316,0.7806072765167283,1,0.7367070355091063
RN7SL230P,+-++-+,0.058245481,0.36850255175933644,0.507246648219851,1,0.7370051035186729
RN7SKP173,---+--,0.211876639,0.9120700341751019,0.36851109701834345,-1,0.7370221940366869
ARHGAP22,--+-++,0.161676051,0.3685268823485075,0.8091546539684138,1,0.737053764697015
ENTPD4,-+++++,0.27188416,0.36853851372489865,0.8705717181637543,1,0.7370770274497973
ERHP1,-+--+-,0.212092573,0.8234137454939601,0.36854504962114487,-1,0.7370900992422897
RGCC,-+--++,0.25662345,0.368555809183681,0.849525779544127,1,0.737111618367362
PPP1R17,+----+,0.364905515,0.9139986014658729,0.3686387545203277,-1,0.7372775090406554
YIF1B,+++++-,0.132916224,0.36866005616245623,0.683453248293623,1,0.7373201123249125
ATP13A4,+++--+,0.191827777,0.3687644050823878,0.7863163109925473,1,0.7375288101647756
SLK,-+-+--,0.253843504,0.8114652081624328,0.3687738883929507,-1,0.7375477767859014
LINC02223,+++---,0.329432816,0.3687975728663864,0.8881224323727551,1,0.73759514573277285
ZNRD1ASP,--+-+-,0.094620719,0.7644556054597883,0.3688017711735678,-1,0.7376035423471357
NSA2,++++-+,0.319402949,0.3688553916701714,0.9381674996901177,1,0.7377107833403428
OR3A2,-----+,0.327759856,0.934684132471841,0.36888878793807744,-1,0.7377775758761549
RNF26,------,0.231337419,0.930515623840883,0.3689866759337168,-1,0.7379733518674336
TDRKH,++--++,0.242668403,0.36899612638301854,0.912469335390912,1,0.7379922527660371
TVP23B,-+++--,0.085640427,0.36908452907908934,0.6785150933658584,1,0.7381690581581787
ZNF521,+-+---,0.111040449,0.7812372956196292,0.36914084399202834,-1,0.7382816879840567
TIMP2,--++-+,0.070583889,0.7653384540283946,0.36921213996285046,-1,0.7384242799257009
SLC35E4,-+--++,0.124053369,0.3692677314552471,0.818464704949772,1,0.7385354629104942
DLGAP1-AS5,++---+,0.248637959,0.8003288964688305,0.3692741569710502,-1,0.7385483139421004
ZNF627,--++-+,0.165886762,0.3692890662331685,0.8594132977929212,1,0.738578132466337
RNF175,-+-+-+,0.170383063,0.3694856431346171,0.6117765333071542,1,0.7389712862692343
FBLL1,++++-+,0.455795643,0.3694986309631167,0.8920795659406483,1,0.7389972619262334
RCOR2,++-+--,0.052782392,0.3695763069715149,0.48871537673222515,1,0.7391526139430298
TGS1,++----,0.116058846,0.6241603356033356,0.3695794539262579,-1,0.7391589078525158
ZNF276,--+-+-,0.166647468,0.7471124061616139,0.369612971084589,-1,0.739225942169178
KLF11,+-+++-,0.196028654,0.3696744721328352,0.6552044085060393,1,0.7393489442656704
DTYMK,--+-++,0.181886187,0.3697004246904578,0.7504752294608921,1,0.7394008493809155
GORASP1,--+-++,0.121670548,0.369742823481757,0.7495186644508887,1,0.739485646963514
YIPF2,+++-+-,0.189229969,0.3697809257907193,0.6868611178155734,1,0.7395618515814386
RP11-447H19.3,+-+-++,0.117834517,0.5994106383730389,0.36987928150230603,-1,0.7397585630046121
MAP2K4P1,+++-+-,0.250517819,0.3698895562259637,0.8129222855503655,1,0.7397791124519274
RAB40AL,+++-++,0.411299064,0.36991333977940616,0.8720550895006287,1,0.7398266795588123
ZFYVE21,++---+,0.149168748,0.7942871722981912,0.36994710404314185,-1,0.7398942080862837
LINC01089,--+-+-,0.155838992,0.7339983394235581,0.36994710470080566,-1,0.7398942094016113
DUSP19,-+-+-+,0.058065565,0.45656876436665794,0.36996055048042664,-1,0.7399211009608533
EPHA5,++++++,0.2504785,0.37000419255485645,0.9335389464205629,1,0.7400083851097129
PAXIP1-AS2,+++-++,0.437545463,0.3700109563656067,0.9373522994090181,1,0.7400219127312134
RN7SL127P,+--+-+,0.177213412,0.7212984726492773,0.37001131056168735,-1,0.7400226211233747
RP11-450H6.3,-++-+-,0.096026981,0.8063301465643536,0.3700329331999298,-1,0.7400658663998596
KB-1043D8.6,+--+-+,0.046834994,0.3701294517605974,0.44591509915107536,1,0.7402589035211948
AC069257.6,+-+--+,0.049473667,0.37014038684694633,0.5792023359155236,1,0.7402807736938927
CARMIL1,++----,0.199718105,0.8677855869357112,0.370173281500565,-1,0.74034656300113
WARS,--++-+,0.104987571,0.3701787022948808,0.621816868906756,1,0.7403574045897616
VSX1,+++--+,0.262145203,0.3702464561455,0.7821645213218998,1,0.740492912291
ERAL1,+-++++,0.2412356,0.37029578643595357,0.8251473627943424,1,0.7405915728719071
LINC02043,++---+,0.075783567,0.3704948746084266,0.5920701680026702,1,0.7409897492168532
GEMIN8,+-+++-,0.237278678,0.3705215950575585,0.8866474996986079,1,0.741043190115117
AP5Z1,--+-+-,0.169258277,0.8726783386674963,0.3705991943364011,-1,0.7411983886728022
RP11-160A9.3,-+--+-,0.079476751,0.3706139332331259,0.47874763947492227,1,0.7412278664662518
CNOT11,-+++-+,0.373635965,0.37064849288904245,0.915141913783841,1,0.7412969857780849
INTS11,--+-+-,0.294249941,0.8318551424294717,0.3706887211101394,-1,0.7413774422202788
GRK4,-+----,0.451979839,0.9334989080697571,0.37069771683330355,-1,0.7413954336666071
MT-RNR2,++-+--,0.068022448,0.37074965292860607,0.4841952596947645,1,0.7414993058572121
POLR1A,--+-++,0.174208319,0.3708006399716549,0.6960077696507097,1,0.7416012799433098
MXI1,-+--+-,0.10144402,0.3708788016219054,0.6355169842059138,1,0.7417576032438108
FLJ00418,++---+,0.199920396,0.7662381712491595,0.37093522256852246,-1,0.7418704451370449
RP11-298C3.2,-++--+,0.170247694,0.37093771589120805,0.7577372880274419,1,0.7418754317824161
BMS1,+-+---,0.336484144,0.9181819960224189,0.37113351238068404,-1,0.7422670247613681
LINC01507,+---++,0.042691351,0.511198491190433,0.3711531078402135,-1,0.742306215680427
RP11-64J4.2,+++--+,0.170323537,0.3712576506468017,0.6381656996250975,1,0.7425153012936034
KB-431C1.5,+++-+-,0.31684349,0.3713031311706902,0.8791050562741669,1,0.7426062623413804
ATP6V1E2,-+++++,0.297003457,0.3713324081485325,0.85770668086969315,1,0.742664816297065
THADA,+++--+,0.144341762,0.3714047267721923,0.6889595660398096,1,0.7428094535443845
PTGES3L,+---++,0.206550826,0.7974153541246232,0.3715445516668119,-1,0.7430891033336238
RP11-166B2.3,+-+-+-,0.301867325,0.8714259573924379,0.37163933077744393,-1,0.7432786615548879
ZNF710,--+-++,0.224497726,0.8588089165294694,0.3716521310236369,-1,0.7433042620472738
PDZD7,----+-,0.282278181,0.8686854662684669,0.371716704515041,-1,0.743433409030082
C1GALT1C1L,++++++,0.263911835,0.3717616291891902,0.9287883384902682,1,0.7435232583783804
RN7SKP80,+--+--,0.106823424,0.3718022347658123,0.5173624232657985,1,0.7436044695316246
RP11-102L12.2,-+--++,0.236118785,0.7535787893177522,0.37180830021527306,-1,0.7436166004305461
CTD-2124B8.2,+---++,0.132466858,0.3718172077797544,0.727176960325872,1,0.7436344155595088
CDC14B,-++-++,0.103317297,0.5330546221258328,0.3719349887644355,-1,0.743869977528871
RP3-337H4.6,--+---,0.032974671,0.37205780462935634,0.5820939371286317,1,0.7441156092587127
CRYZL2P-SEC16B,----++,0.213951527,0.6717142000920432,0.3721687670968821,-1,0.7443375341937642
RP11-762I7.4,+-+-++,0.110015451,0.3721875679729913,0.6818875267906839,1,0.7443751359459826
PMS2P7,+++-++,0.352828199,0.3722486711617447,0.9368627934797698,1,0.7444973423234894
CLDN16,+-----,0.419084251,0.9208575763394052,0.3722889521512769,-1,0.7445779043025538
CXorf38,-+++++,0.196367089,0.37230973636614273,0.8157201706913557,1,0.7446194727322855
POLR2J3,--+-++,0.158469805,0.8037037277219895,0.3725874113188852,-1,0.7451748226377704
KCNH6,--+---,0.289340902,0.9285263807335695,0.37260341053081325,-1,0.7452068210616265
PYDC1,-+-+--,0.162945394,0.8109323189908799,0.37262070152902366,-1,0.7452414030580473
LMF2,+-+-+-,0.186896683,0.5286413869535111,0.3726717365055438,-1,0.7453434730110876
HSPG2,--+-+-,0.161330735,0.734777965738771,0.3726767672450841,-1,0.7453535344901682
RP11-378A13.1,++-+-+,0.2441191,0.3728360905622664,0.7397093375191495,1,0.7456721811245328
AC015987.2,+-++-+,0.389648894,0.3728381384943302,0.923254687422693,1,0.7456762769886603
ZWINT,++++++,0.405883438,0.3729185315177088,0.9432688234376082,1,0.7458370630354176
LCMT1,+++--+,0.039908628,0.37292638502538394,0.3806421392821334,1,0.7458527700507679
PPP4R1,++--+-,0.052864967,0.4720805467650732,0.37299081342720186,-1,0.7459816268544037
RNU6-322P,----++,0.276255974,0.8541762205789958,0.37300839408415415,-1,0.7460167881683083
ZNF557,-+++--,0.179528017,0.37303393932013856,0.8177260056587454,1,0.7460678786402771
RP11-38L15.2,-++-++,0.246018556,0.37304869261451673,0.8232200039606613,1,0.7460973852290335
RP11-6N17.4,+-+---,0.288148215,0.827684098902074,0.3731240635940647,-1,0.7462481271881294
DCC,----++,0.216416082,0.858570395413988,0.373170497863087,-1,0.746340995726174
TMEM117,+++---,0.049798307,0.6224992750883379,0.37317340049629205,-1,0.7463468009925841
RP11-66B24.4,++-+--,0.137948251,0.5762934021964885,0.373230109106593,-1,0.746460218213186
FAAH2,+-----,0.130159935,0.8755857600892586,0.3732733979722017,-1,0.7465467959444034
RP4-673D20.6,++--+-,0.174088722,0.8388814956099544,0.3733320685729773,-1,0.7466641371459546
RASSF4,+++-++,0.253219102,0.37334826381399056,0.8180602240236354,1,0.7466965276279811
HFM1,-----+,0.17790095,0.8679067575593022,0.37339025020902256,-1,0.7467805004180451
ZFHX4-AS1,++++-+,0.435512837,0.3734205243261123,0.9354458910065744,1,0.7468410486522246
ENO1-IT1,-+--+-,0.277072026,0.7605322405534659,0.3735093316973936,-1,0.7470186633947872
VPS33B-DT,--+-++,0.219226377,0.373514739852123,0.5294371179857791,1,0.747029479704246
DPEP2,++--++,0.385225722,0.3735161853987069,0.9110787945715203,1,0.7470323707974138
LYVE1,+++---,0.21382884,0.8683301056906899,0.3735308972678399,-1,0.7470617945356798
MT1G,++---+,0.127667574,0.8332985089735576,0.3736309738530778,-1,0.7472619477061556
CYP4A22-AS1,-++++-,0.133844241,0.3736882834376624,0.6063035476809427,1,0.7473765668753248
LINC00970,---+--,0.320964972,0.8967152169754866,0.3736927205066123,-1,0.7473854410132246
DNAJC28,-+++-+,0.111458094,0.37373259518292856,0.7320038685533585,1,0.7474651903658571
RP11-519G16.2,+---++,0.141143571,0.44706575471065946,0.37377846564541245,-1,0.7475569312908249
KCNA1,-+++-+,0.053601209,0.6781395862587005,0.373825832537889,-1,0.747651665075778
RP11-797D24.3,--+-++,0.117434351,0.37386993250797773,0.7165441499023499,1,0.7477398650159555
TMEM183B,-++--+,0.104271561,0.4663451666711095,0.37387202845298206,-1,0.7477440569059641
NLE1,+-+---,0.198053146,0.8972418430734755,0.3739212667103256,-1,0.7478425334206512
GPR39,+--+-+,0.140140294,0.3740433919497611,0.6953402620796048,1,0.7480867838995222
ZNF691,-++-+-,0.121977779,0.37408025259574507,0.8210571174634572,1,0.7481605051914901
KIF5B,-++---,0.259885835,0.880103975608553,0.3740905298450749,-1,0.7481810596901498
SUV39H1,+++++-,0.44414101,0.37413827412542217,0.9418519900498838,1,0.7482765482508443
RPARP-AS1,+++---,0.157574531,0.7233887454139483,0.37422770010467354,-1,0.7484554002093471
TMEM257,-+----,0.323898357,0.8510631291024244,0.37423323108343404,-1,0.7484664621668681
NR2C2AP,++-+--,0.058206738,0.3742409772988255,0.6181744932568005,1,0.748481954597651
SEC24A,-++++-,0.109100919,0.3743647802474735,0.8333375917646182,1,0.748729560494947
E2F1,-++++-,0.362120942,0.3743892448180923,0.7531966990614085,1,0.7487784896361847
PALLD,-++-++,0.116304883,0.37439859773722955,0.6365285767287625,1,0.7487971954744591
IL20RB,--+-+-,0.17522627,0.8452162209581844,0.3744435918209407,-1,0.7488871836418814
AF127936.7,++++-+,0.027632264,0.42576582176488803,0.3746040422545204,-1,0.7492080845090408
AC000120.7,++--+-,0.101054335,0.3746220036362783,0.8039913153080483,1,0.7492440072725566
FAM81A,++-+--,0.108286916,0.37467723729906716,0.5125751299673902,1,0.7493544745981343
IDH3G,++-+--,0.075761939,0.5981588086476172,0.37469543200301414,-1,0.7493908640060283
RP11-262D11.2,+--+-+,0.120506495,0.5492572964456819,0.3746997871423201,-1,0.7493995742846402
ZNF487,+++-++,0.463653192,0.3747180304151005,0.9245022871699431,1,0.749436060830201
ZNF749,-++-++,0.135078146,0.37473023124244453,0.6778122838372641,1,0.7494604624848891
ISM1,--+++-,0.182960065,0.8176157032629466,0.37473847569996316,-1,0.7494769513999263
LONP1,----+-,0.231772352,0.8806585529034046,0.37474989853683294,-1,0.7494997970736659
LINC00174,-++---,0.360049409,0.9075209620341087,0.37491629228729745,-1,0.7498325845745949
URB1,++-+++,0.339028539,0.3749263002193327,0.9288893612937597,1,0.7498526004386654
ERCC5,+-+++-,0.050427443,0.3750282288814025,0.4626653195009437,1,0.750056457762805
NUTM2A-AS1,--+-+-,0.084120269,0.5410899598243045,0.3751238214344471,-1,0.7502476428688942
NPTN,-+-+-+,0.153383176,0.3753213990298965,0.5621939612952774,1,0.750642798059793
KB-1639H6.2,+--+--,0.136116589,0.37539709401293003,0.55110179297366,1,0.7507941880258601
TMEM70,-+-+-+,0.054390611,0.5870218199472798,0.37540114654589596,-1,0.7508022930917919
FLRT3,-+---+,0.154102908,0.7086059332348731,0.37540459453168257,-1,0.7508091890633651
RP11-379K17.12,+-+-+-,0.354170946,0.37542203640642047,0.9043085099186862,1,0.7508440728128409
HSPA12A,---+--,0.309934776,0.8763812429230773,0.37544188949270335,-1,0.7508837789854067
NPHS1,-++-+-,0.239812451,0.813021194373321,0.3755783125571843,-1,0.7511566251143686
SH3BGRL3,+-++++,0.028584054,0.5338332565692838,0.3755860036229818,-1,0.7511720072459636
DNAH9,+-+-++,0.304360792,0.375629269944771,0.8100884196217948,1,0.751258539889542
snoZ5,----++,0.090621953,0.5511798457690094,0.3757564655148281,-1,0.7515129310296562
TLR5,+++--+,0.335202121,0.37583830975822685,0.8209779569740916,1,0.7516766195164537
USP21,+-+-+-,0.117689958,0.37585172918999166,0.3973531290554871,1,0.7517034583799833
NUDT4,-+-+--,0.112910584,0.38825910859850254,0.37600897528425264,-1,0.7520179505685053
ZNF561,+++--+,0.156106513,0.3760159752831178,0.6452807659238659,1,0.7520319505662356
CMTM1,--+---,0.275864775,0.8861446951049105,0.37610221612338907,-1,0.7522044322467781
RP11-473I1.9,-+-+-+,0.127644042,0.7728287346092526,0.37612489527484216,-1,0.7522497905496843
ASPN,++++--,0.214160814,0.7771601631849292,0.37621283042167947,-1,0.7524256608433589
MAX,+-+---,0.130563005,0.753781621964452,0.37632834366487733,-1,0.7526566873297547
MAN1A2P1,-++-++,0.333373923,0.3763765240554983,0.8034809340164322,1,0.7527530481109966
SMIM13,-+-+-+,0.203087842,0.3764355800120791,0.5578261334267894,1,0.7528711600241582
RP5-882C2.2,+-++++,0.495179528,0.3764643058334874,0.937414065756404,1,0.7529286116669748
C10orf105,++++++,0.491677086,0.37650752345537797,0.9519195662969173,1,0.7530150469107559
ALG9-IT1,------,0.347948547,0.9437470457914328,0.3765291414021751,-1,0.7530582828043502
CTC-498J12.3,-++++-,0.15102535,0.376564839338269,0.7343287806612737,1,0.753129678676538
ANKRD36B,+---+-,0.181316517,0.8021186920447405,0.37661339663823057,-1,0.7532267932764611
EEF1DP7,++--+-,0.094912164,0.3766167614141788,0.6496865576709969,1,0.7532335228283576
UBE2K,-+-+-+,0.125409446,0.37664572421101367,0.6706527719213375,1,0.7532914484220273
DAPK3,-++++-,0.335710545,0.37666067647101553,0.904121058340712,1,0.7533213529420311
FBXO32,-+-++-,0.04037665,0.561074988777357,0.37675251321291386,-1,0.7535050264258277
AP4S1,++---+,0.195242986,0.3767645116906048,0.7174832180385458,1,0.7535290233812096
AL031663.2,--+-++,0.205361279,0.5044099066515646,0.37676735966258823,-1,0.7535347193251765
C10orf131,---+++,0.175445966,0.37684784202217825,0.7499148195331149,1,0.7536956840443565
FTL,-++---,0.050761144,0.37685629644991564,0.4127280221953515,1,0.7537125928998313
YY2,+-+-+-,0.164652666,0.782904410979471,0.376911647112619,-1,0.753823294225238
SNORD114-3,+---++,0.184007232,0.37693626846524564,0.6908962019887104,1,0.7538725369304913
RP11-305O6.3,+-+-+-,0.099891499,0.3769573986738707,0.6988058507118521,1,0.7539147973477414
RP11-64B16.2,--+-+-,0.075564181,0.38234137191491996,0.3771355902454057,-1,0.7542711804908114
SEC24C,-++++-,0.317099789,0.3772766005020652,0.9142886704035472,1,0.7545532010041304
CUZD1,+++--+,0.13138822,0.3772780930410118,0.8112465472788637,1,0.7545561860820236
TMEM41A,-+++++,0.298342622,0.37730674767046346,0.8283078721661468,1,0.7546134953409269
PLCD1,-++-++,0.337420042,0.37731274848381363,0.8550921152090061,1,0.7546254969676273
RP11-395N3.1,++-+++,0.522349083,0.377313352708661,0.9407331202342362,1,0.754626705417322
TRDMT1,-++--+,0.086173172,0.7042949592676193,0.37746003342846896,-1,0.7549200668569379
RP1-63G5.5,+-+-+-,0.202217373,0.7121633559942353,0.3774986079161574,-1,0.7549972158323148
SETP3,+-+---,0.218637849,0.7800439217580362,0.3774999450417484,-1,0.7549998900834968
ZNF185,+-+---,0.268089658,0.8648719224415347,0.3775575799167436,-1,0.7551151598334872
ZNF654,-+-++-,0.167742147,0.3776490808446391,0.8148596754817476,1,0.7552981616892782
CDK11A,+-++--,0.101228902,0.7016888364738681,0.3777157088676507,-1,0.7554314177353014
TCTN1,+++---,0.059178115,0.4668829020436893,0.37780236591903027,-1,0.7556047318380605
DDAH1,++++++,0.526122184,0.37790010604850766,0.95078380591346,1,0.7558002120970153
