gene_symbol,female_Anterior_Insula_female_BA11_female_BA25_female_BA8/9_female_Nac_female_Subic,min_p_across_regions,meta_higher_in_MDD_pvalue,meta_lower_in_MDD_pvalue,meta_direction,meta_p,meta_Up,meta_Down,empirical_meta_p
CARS2,+++-++,0.252801677,0.2887495501578099,0.853714058602478,1,0.5774991003156198,0.41314929168180164,0.29514746476826964,0.5902949295365393
AP2S1,+++--+,0.114438256,0.28882199650795376,0.679628768985064,1,0.5776439930159075,0.4132219397021431,0.29514746476826964,0.5902949295365393
NEGR1,-+-+-+,0.038353483,0.5736094952980836,0.2888454867449439,-1,0.5776909734898878,0.4132645648699695,0.29516890664729384,0.5903378132945877
CNIH1,-+-+--,0.04978717,0.2891541230972153,0.41867935791521704,1,0.5783082461944306,0.41329458772248456,0.2952201075112596,0.5904402150225192
KCTD10,-+----,0.157711704,0.9215218705976953,0.28931096381860827,-1,0.5786219276372165,0.41333720761295945,0.2952415546676353,0.5904831093352706
LMAN2L,+++--+,0.086681009,0.28940419016330765,0.7050148210023811,1,0.5788083803266153,0.413367235742826,0.2952927502542496,0.5905855005084992
C4orf33,-----+,0.258563427,0.9188954715493629,0.2895803351514675,-1,0.579160670302935,0.41340985035594946,0.29531420268797676,0.5906284053759535
CRNKL1,++-+-+,0.160614588,0.28959117357064285,0.9272263484076853,1,0.5791823471412857,0.4134398837631674,0.2953653929972396,0.5907307859944791
MMP28,+++--+,0.126157224,0.2896125917746952,0.5215375990364016,1,0.5792251835493905,0.4135125317835089,0.2953653929972396,0.5907307859944791
DIP2C,--+-+-,0.187967981,0.9083220924205443,0.28969830571135174,-1,0.5793966114227035,0.4135551358419294,0.2953868507083182,0.5907737014166364
ASGR1,+---+-,0.15015039,0.9044241886578943,0.2898530714394118,-1,0.5797061428788236,0.4135551358419294,0.2954594987286596,0.5909189974573192
NCBP1,+-+--+,0.055312457,0.7545031298189168,0.28995241341490013,-1,0.5799048268298003,0.4135551358419294,0.2955321467490011,0.5910642934980022
LAMB2,+++-++,0.169437221,0.2899711186825575,0.7662681851168426,1,0.579942237365115,0.41358517980385034,0.2955833212262095,0.591166642452419
MEF2C,++-+--,0.048153752,0.2900000139494573,0.3255094088935773,1,0.5800000278989146,0.4136578278241918,0.2955833212262095,0.591166642452419
ADAM22,++-+-+,0.171281677,0.2900015987869708,0.8601594941624654,1,0.5800031975739416,0.41373047584453326,0.2955833212262095,0.591166642452419
THY1,--++-+,0.057757174,0.6291298088002288,0.290003079260995,-1,0.58000615852199,0.4137730640708993,0.29560479476934254,0.5912095895386851
FBXO11,-+-+-+,0.06532613,0.2900810462921902,0.6574277532973098,1,0.5801620925843805,0.41380312386487467,0.29565596396919946,0.5913119279383989
DOHH,-++-+-,0.156037163,0.2903369378472255,0.7909417223785931,1,0.580673875694451,0.4138757718852161,0.29565596396919946,0.5913119279383989
AKAP8L,+++-+-,0.112071835,0.29038911862883493,0.8162724607605663,1,0.5807782372576699,0.4139484199055576,0.29565596396919946,0.5913119279383989
ARMC12,+++-++,0.017152119,0.29039846185818263,0.4121583790375054,1,0.5807969237163653,0.41402106792589904,0.29565596396919946,0.5913119279383989
MLST8,+-----,0.216079665,0.9340203116040264,0.29041543849456053,-1,0.5808308769891211,0.4140636350428592,0.295677442789684,0.591354885579368
RIPOR3,-++-++,0.185573773,0.2904637499291146,0.8407719415760772,1,0.5809274998582292,0.41409371594624045,0.2957286067121895,0.591457213424379
RASL10B,+++--+,0.20499846,0.2906327598208789,0.89049683287757,1,0.5812655196417578,0.4141663639665819,0.2957286067121895,0.591457213424379
EZR,+++-++,0.355029101,0.2908319142868364,0.9249247365639347,1,0.5816638285736728,0.41423901198692337,0.2957286067121895,0.591457213424379
MAPKAPK3,-++-++,0.252899972,0.2908486331148197,0.8539427566095177,1,0.5816972662296394,0.4143116600072648,0.2957286067121895,0.591457213424379
TBL1XR1,-+-+-+,0.090134269,0.29089911254316825,0.8401839257707852,1,0.5817982250863365,0.41438430802760623,0.2957286067121895,0.591457213424379
ATP6V0E1,+++--+,0.371320507,0.290997891680039,0.9372159234378145,1,0.581995783360078,0.4144569560479477,0.2957286067121895,0.591457213424379
ZNF454,-----+,0.33274623,0.934430079543749,0.2911851479695189,-1,0.5823702959390378,0.41449949150079907,0.2957500908100254,0.5915001816200508
MRM2,++++--,0.168106154,0.291223163860563,0.9123681905334801,1,0.582446327721126,0.41452960406828915,0.29580124945517944,0.5916024989103589
TMED2,-+-+-+,0.073386964,0.291265961454866,0.6356652634846096,1,0.582531922909732,0.4146022520886306,0.29580124945517944,0.5916024989103589
RBM4B,+++-+-,0.245847403,0.29128910375935313,0.9379160997810279,1,0.5825782075187063,0.414674900108972,0.29580124945517944,0.5916024989103589
PYGO2,------,0.243725235,0.9579407388439003,0.2913429219400617,-1,0.5826858438801235,0.414717419729769,0.29582273883036686,0.5916454776607337
ZNF253,++++++,0.449994762,0.2913538218968883,0.9720446246872225,1,0.5827076437937766,0.41474754812931347,0.2958738921981694,0.5917477843963388
WWC2,+---+-,0.097245217,0.5885525212912603,0.2913748777710274,-1,0.5827497555420548,0.41479006247275896,0.2958953868507083,0.5917907737014166
HAS2,+++-+-,0.143911312,0.2913887444037643,0.5326418725669905,1,0.5827774888075286,0.41482019614965493,0.29594653494115936,0.5918930698823187
TRIM72,----++,0.21746209,0.8454659742110724,0.2914761590533627,-1,0.5829523181067254,0.414862705215749,0.2959680348710498,0.5919360697420996
PAPLN,------,0.252181151,0.9577820696546371,0.29152034052620257,-1,0.5830406810524051,0.414862705215749,0.2960406828913912,0.5920813657827824
TMEM45B,++--+-,0.154758074,0.6869049696538307,0.29160409879907295,-1,0.5832081975981459,0.414862705215749,0.29611333091173264,0.5922266618234653
SLC17A5,++++-+,0.296662401,0.2916416922622,0.8653827994268544,1,0.5832833845244,0.4148928441699964,0.2961644631701293,0.5923289263402586
RASA1,++-+--,0.181530432,0.2916611646279876,0.8752308294120964,1,0.5833223292559752,0.4149654921903378,0.2961644631701293,0.5923289263402586
CLTA,-+++--,0.1635988,0.2916632233840521,0.9006122076901717,1,0.5833264467681042,0.41503814021067925,0.2961644631701293,0.5923289263402586
PRMT6,++++-+,0.212047582,0.2916915494624131,0.8097363110570027,1,0.5833830989248262,0.4151107882310207,0.2961644631701293,0.5923289263402586
FAM49A,-+-+--,0.112804434,0.7958072385192261,0.29170807757988737,-1,0.5834161551597747,0.41515327618770886,0.2961859789320741,0.5923719578641482
ZNF140,-++-++,0.082482603,0.7516391298438634,0.29181054962796854,-1,0.5836210992559371,0.41515327618770886,0.29625862695241556,0.5925172539048311
RPL26L1,+++---,0.031648647,0.42474088842938124,0.2918359734098106,-1,0.5836719468196212,0.41515327618770886,0.296331274972757,0.592662549945514
KLHL9,++++-+,0.124289941,0.2918873844684339,0.8148131291363787,1,0.5837747689368677,0.41518343625136217,0.2963823913990992,0.5927647827981984
YTHDC1,+-++++,0.041244892,0.2919062012735841,0.5327092637941513,1,0.5838124025471682,0.4152560842717036,0.2963823913990992,0.5927647827981984
MCRS1,-++-+-,0.036601423,0.2919167148785204,0.40730787842406735,1,0.5838334297570408,0.41532873229204503,0.2963823913990992,0.5927647827981984
FRZB,+++++-,0.200874604,0.29208831932055296,0.860546267426129,1,0.5841766386411059,0.4154013803123865,0.2963823913990992,0.5927647827981984
GAS2L3,+----+,0.241997024,0.861940336551881,0.2922065869820746,-1,0.5844131739641492,0.41544384715966876,0.2964039229930984,0.5928078459861968
KATNBL1,+++-+-,0.279764946,0.29244595076780416,0.8393376657327696,1,0.5848919015356083,0.41547402833272795,0.2964550341420892,0.5929100682841784
ZBTB5,+-++++,0.300799614,0.292580816972937,0.936023921112435,1,0.585161633945874,0.41554667635306936,0.2964550341420892,0.5929100682841784
ZNF418,+-+---,0.230311182,0.9283854618511573,0.2925935456772982,-1,0.5851870913545963,0.4155891326456487,0.2964765710134399,0.5929531420268798
IGFBP3,-+-+--,0.182752151,0.8108463899709564,0.29259976371418484,-1,0.5851995274283697,0.4155891326456487,0.29654921903378134,0.5930984380675627
TPGS1,+-+-+-,0.072971256,0.8395021273386005,0.2926657163445637,-1,0.5853314326891274,0.4155891326456487,0.2966218670541228,0.5932437341082456
PRX,+++-++,0.291010602,0.292710506410931,0.9267614152068341,1,0.585421012821862,0.4156193243734108,0.2966729623710591,0.5933459247421182
RDH5,--+-++,0.150645617,0.292793785223257,0.7407700730766684,1,0.585587570446514,0.4156919723937523,0.2966729623710591,0.5933459247421182
LRRC34,-++-++,0.320968813,0.29280934637905576,0.9283663901424236,1,0.5856186927581115,0.41576462041409373,0.2966729623710591,0.5933459247421182
RAB6B,++-+-+,0.214316671,0.29283448559339825,0.8963757877359197,1,0.5856689711867965,0.41583726843443514,0.2966729623710591,0.5933459247421182
AAMDC,+-++++,0.020284531,0.639280802378343,0.2928491389265608,-1,0.5856982778531216,0.4158797036176086,0.2966945150744642,0.5933890301489284
PEF1,-++---,0.075573714,0.2930071654325983,0.4024165909721208,1,0.5860143308651966,0.4159099164547766,0.2967456051140491,0.5934912102280983
GABPA,++++++,0.245569217,0.29304217255725323,0.9349404739278379,1,0.5860843451145065,0.41598256447511806,0.2967456051140491,0.5934912102280983
TTC29,+++-++,0.1387715,0.29313888925881754,0.8995400586577788,1,0.5862777785176351,0.4160552124954595,0.2967456051140491,0.5934912102280983
KLHL24,+++---,0.061648791,0.2932647673320072,0.8245807255110202,1,0.5865295346640144,0.4161278605158009,0.2967456051140491,0.5934912102280983
GABARAP,+--+++,0.066459016,0.39499530533522714,0.29329024695688427,-1,0.5865804939137685,0.4161702745895685,0.29676716309480566,0.5935343261896113
MKNK1,+++-++,0.173558886,0.29335240321466294,0.7535168286949228,1,0.5867048064293259,0.4162005085361424,0.2968182478570391,0.5936364957140782
GNAI2,+-++++,0.368483898,0.2933806963815191,0.9280385806902078,1,0.5867613927630382,0.41627315655648384,0.2968182478570391,0.5936364957140782
BIRC3,++++-+,0.242927493,0.29338696271171655,0.9158605518935842,1,0.5867739254234331,0.4163458045768253,0.2968182478570391,0.5936364957140782
CHAF1A,--+++-,0.162792681,0.8992272145979953,0.29340177675278506,-1,0.5868035535055701,0.41638820281853844,0.2968398111151471,0.5936796222302942
FAM20B,++-+-+,0.026614358,0.2935599441236259,0.36412703884517067,1,0.5871198882472518,0.4164184525971667,0.29689089060002904,0.5937817812000581
COX20,+++--+,0.175373268,0.29364263679673824,0.893584438969067,1,0.5872852735934765,0.41649110061750816,0.29689089060002904,0.5937817812000581
EIF4G1,---++-,0.070969063,0.8191213103667059,0.2936931189761557,-1,0.5873862379523114,0.41653348830451836,0.2969124591354886,0.5938249182709772
HOMER3,+-++++,0.09655865,0.29372025392819945,0.8492070329526284,1,0.5874405078563989,0.4165637486378496,0.29696353334301906,0.5939270666860381
ARPP19,++++--,0.180651571,0.29376328250734224,0.8970363488297887,1,0.5875265650146845,0.4166363966581911,0.29696353334301906,0.5939270666860381
MDH1B,++++-+,0.245937716,0.2939091955618232,0.9494412319416803,1,0.5878183911236464,0.41670904467853254,0.29696353334301906,0.5939270666860381
RAB5IF,--++-+,0.078135151,0.29402015529535735,0.8466704044462041,1,0.5880403105907147,0.41678169269887394,0.29696353334301906,0.5939270666860381
SPTBN1,+---+-,0.139116683,0.6222924917910517,0.29404040624889394,-1,0.5880808124977879,0.41682405927647825,0.29698510715583,0.59397021431166
EIF3F,--+--+,0.197623114,0.8281438767774927,0.2941428804291216,-1,0.5882857608582432,0.41682405927647825,0.29705775517617145,0.5941155103523429
MYEF2,+-+--+,0.056783425,0.48672405153390236,0.2942337423903216,-1,0.5884674847806431,0.41682405927647825,0.2971304031965129,0.5942608063930258
VWDE,++++++,0.387809226,0.2942630251863,0.9587936705498764,1,0.5885260503726,0.4168543407192154,0.29718146157198894,0.5943629231439779
DNAJC15,--+--+,0.13235986,0.9054862915306996,0.2942694831905523,-1,0.5885389663811046,0.41689670201946827,0.29720305121685436,0.5944061024337087
MYRIP,++-+--,0.173189781,0.5365673317813935,0.2942723208359908,-1,0.5885446416719816,0.41689670201946827,0.29727569923719577,0.5945513984743915
GBP2,++-+--,0.128004335,0.29432493898633333,0.8962796720646695,1,0.5886498779726667,0.41692698873955686,0.2973267470579689,0.5946534941159378
ARPC5,++++-+,0.33029984,0.2944173969601549,0.8821170490738226,1,0.5888347939203098,0.4169996367598983,0.2973267470579689,0.5946534941159378
CIDEB,+++---,0.166117703,0.6448429776895408,0.2946158987634435,-1,0.589231797526887,0.4170419875054482,0.2973483472575372,0.5946966945150745
CNTN4,++-+--,0.11505492,0.29490809674615187,0.6915529863506387,1,0.5898161934923037,0.4170722847802397,0.29739938980095887,0.5947987796019177
ABCB8,--+-+-,0.202526976,0.7237562914287459,0.2949237478771858,-1,0.5898474957543716,0.4171146302484382,0.2974209952778787,0.5948419905557574
CD52,------,0.327533066,0.9548985687031777,0.2950912223255152,-1,0.5901824446510304,0.4171146302484382,0.29749364329822015,0.5949872865964403
OTUD7A,----+-,0.046849978,0.5572761685228814,0.29513856749109507,-1,0.5902771349821901,0.4171146302484382,0.29756629131856155,0.5951325826371231
TAS2R46,--+-++,0.080102529,0.4199163020700537,0.2951766622932442,-1,0.5903533245864884,0.4171146302484382,0.297638939338903,0.595277878677806
MED22,-++---,0.068231715,0.29520513812529753,0.7491683515934322,1,0.5904102762505951,0.4171449328005812,0.29768996077291876,0.5953799215458375
SPAG6,-++-+-,0.092045377,0.29541485787264155,0.7274451596085181,1,0.5908297157452831,0.41721758082092264,0.29768996077291876,0.5953799215458375
ACAD8,+++-+-,0.161137983,0.29544946252593535,0.8298908996817158,1,0.5908989250518707,0.4172902288412641,0.29768996077291876,0.5953799215458375
F11R,--+-+-,0.074556808,0.642508358675162,0.2954600599600001,-1,0.5909201199200002,0.41733255847740813,0.29771158735924447,0.5954231747184889
ZNF420,-++--+,0.023226341,0.2954941735903775,0.4745914436621947,1,0.590988347180755,0.4173628768616055,0.2977626035159088,0.5955252070318175
VPS33A,-+++--,0.10749194,0.5257628556600663,0.29560719380662914,-1,0.5912143876132583,0.4174052012203981,0.2977842353795859,0.5955684707591719
CCDC87,+-++--,0.044335928,0.2957751257455262,0.8172142471612257,1,0.5915502514910524,0.41743552488194696,0.29783524625889873,0.5956704925177975
RPL13A,+-+---,0.167415704,0.8113022745617228,0.29578490606958047,-1,0.5915698121391609,0.41747784396338805,0.29785688339992733,0.5957137667998547
GLI1,+-+---,0.107755925,0.8502610694419581,0.29580117328314454,-1,0.5916023465662891,0.41747784396338805,0.2979295314202688,0.5958590628405376
DPY19L1,-++++-,0.238415971,0.2958597859524112,0.9288507203047998,1,0.5917195719048224,0.4175081729022884,0.2979805317448787,0.5959610634897574
DGAT1,--+---,0.181337816,0.7880649858735425,0.295869870741322,-1,0.591739741482644,0.417550486706378,0.29800217944061025,0.5960043588812205
NAMPT,-+++++,0.215261463,0.2958710783201207,0.9113831453733903,1,0.5917421566402414,0.4175808209226299,0.29805317448786867,0.5961063489757373
KDM4A,-++---,0.068610853,0.7583316558026718,0.29596788225148346,-1,0.5919357645029669,0.417623129449368,0.2980748274609517,0.5961496549219034
CATSPER2,--+-++,0.124731886,0.6183228967206822,0.29605379361187795,-1,0.5921075872237559,0.417623129449368,0.2981474754812931,0.5962949509625862
MICALL2,--+-++,0.060096126,0.45557450674390026,0.29609771512261407,-1,0.5921954302452281,0.417623129449368,0.29822012350163457,0.5964402470032691
BEND3,--+-++,0.123969861,0.5592033900285247,0.2962727182883905,-1,0.592545436576781,0.417623129449368,0.29829277152197603,0.5965855430439521
ABCG4,----+-,0.340149652,0.9491661176548339,0.2962834929389916,-1,0.5925669858779832,0.417623129449368,0.2983654195423175,0.596730839084635
STX4,----+-,0.149637937,0.7590435966829426,0.29635405168574847,-1,0.5927081033714969,0.417623129449368,0.2984380675626589,0.5968761351253178
LRRC43,+++--+,0.146658987,0.2963931320732343,0.8697038938892645,1,0.5927862641464686,0.4176534689429713,0.29848903094580853,0.5969780618916171
HPGD,++++--,0.127053599,0.2963933109632084,0.6296684080675814,1,0.5927866219264168,0.41772611696331274,0.29848903094580853,0.5969780618916171
FMNL3,--+-++,0.113976518,0.6179689260341162,0.29642095157920695,-1,0.5928419031584139,0.41776841493534794,0.29851071558300035,0.5970214311660007
INPP5B,+++-++,0.165256674,0.29645004538670255,0.7685806209774346,1,0.5929000907734051,0.4177987649836542,0.2985616736887985,0.597123347377597
USPL1,-+++-+,0.250808337,0.2964606258506978,0.8980228935598003,1,0.5929212517013956,0.41787141300399566,0.2985616736887985,0.597123347377597
THSD4,++-+--,0.266178172,0.2966303553393045,0.8476278650152118,1,0.593260710678609,0.41794406102433707,0.2985616736887985,0.597123347377597
TRAPPC6A,+-++++,0.120058144,0.2966622611098983,0.9208993414829685,1,0.5933245222197966,0.4180167090446785,0.2985616736887985,0.597123347377597
MARK3,+-+-+-,0.050827598,0.4428077675774341,0.296777055259328,-1,0.593554110518656,0.41805898590730783,0.2985833636033418,0.5971667272066836
PHF19,--+-+-,0.261095672,0.7494063372588307,0.29682735439477814,-1,0.5936547087895563,0.41805898590730783,0.29865601162368327,0.5973120232473665
MRPS18C,++---+,0.116621402,0.43649204319119284,0.2968459594402797,-1,0.5936919188805594,0.41805898590730783,0.2987286596440247,0.5974573192880493
SENP7,+++-++,0.171773415,0.2969619821668721,0.9055379130049263,1,0.5939239643337442,0.41808935706502,0.2987796019177684,0.5975592038355368
CD302,++++-+,0.23861201,0.29698642584664736,0.9278664397590087,1,0.5939728516932947,0.41816200508536144,0.2987796019177684,0.5975592038355368
WDPCP,-+--++,0.075594403,0.29705020637316626,0.7196644526057365,1,0.5941004127463325,0.41823465310570285,0.2987796019177684,0.5975592038355368
PCDHA2,-++-++,0.198720751,0.29710479693872455,0.8166647878538804,1,0.5942095938774491,0.4183073011260443,0.2987796019177684,0.5975592038355368
CLNS1A,+++--+,0.358332688,0.29711953443158573,0.9174257779578991,1,0.5942390688631715,0.41837994914638577,0.2987796019177684,0.5975592038355368
MNS1,+-+++-,0.063135584,0.2971991610231099,0.5971490357383338,1,0.5943983220462198,0.4184525971667272,0.2987796019177684,0.5975592038355368
FAM136A,+++--+,0.214785986,0.2972241178972984,0.7588613502486485,1,0.5944482357945968,0.41852524518706863,0.2987796019177684,0.5975592038355368
ZNF488,----+-,0.023330471,0.4496616460375524,0.29744546174104225,-1,0.5948909234820845,0.4185674851082377,0.29880130766436613,0.5976026153287323
MLX,+++---,0.145547506,0.8503959623987574,0.2974626352654513,-1,0.5949252705309026,0.4185674851082377,0.2988739556847076,0.5977479113694152
ONECUT2,-++-++,0.071357772,0.29748628847696024,0.8269039569670364,1,0.5949725769539205,0.4185978932074101,0.29892488740374834,0.5978497748074967
EPHX4,++++--,0.142794515,0.2975068682361886,0.5617162737616512,1,0.5950137364723772,0.41867054122775155,0.29892488740374834,0.5978497748074967
ABHD5,++--+-,0.157327064,0.7742555784106663,0.2976453876419205,-1,0.595290775283841,0.41871277059421763,0.29894660370504905,0.5978932074100981
PDLIM1,++++--,0.159956548,0.297724319908523,0.8214941144714948,1,0.595448639817046,0.418743189248093,0.29899753014673836,0.5979950602934767
SLC26A8,+-----,0.085373236,0.8326463725534388,0.29778803406784443,-1,0.5955760681356889,0.4187854133372076,0.29901925172539046,0.5980385034507809
DISC1,-++-++,0.201444446,0.29787152901019026,0.9211234302956726,1,0.5957430580203805,0.4188158372684344,0.2990701728897283,0.5981403457794566
SRSF10,+-+--+,0.159513362,0.29787730063195744,0.7260221265554786,1,0.5957546012639149,0.41888848528877587,0.2990701728897283,0.5981403457794566
PITPNA,+-++--,0.075098672,0.8026163847330895,0.2980184170038426,-1,0.5960368340076851,0.41893069882318756,0.2990918997457319,0.5981837994914638
CPNE9,-+--+-,0.150270546,0.8893515213016718,0.29804170855841927,-1,0.5960834171168385,0.41893069882318756,0.2991645477660734,0.5983290955321467
ZFAND2B,+++-+-,0.071612097,0.2981158866708306,0.8457282313883188,1,0.5962317733416612,0.41896113330911733,0.2992154583757083,0.5984309167514166
NRF1,-+--+-,0.054789936,0.5812770761396256,0.2981321372921018,-1,0.5962642745842036,0.4190033415661775,0.29923719578641483,0.5984743915728297
PTPRT,---++-,0.201519607,0.9101623894073223,0.2981390059135374,-1,0.5962780118270748,0.4190033415661775,0.2993098438067563,0.5986196876135126
CREBL2,++++-+,0.22016081,0.2982149772402533,0.8275443546342663,1,0.5964299544805066,0.4190337813294588,0.2993607438616882,0.5987214877233764
ARPC3,++++-+,0.146035535,0.29821716198710535,0.83002110035042,1,0.5964343239742107,0.4191064293498002,0.2993607438616882,0.5987214877233764
EXT2,-+---+,0.020223878,0.2982671352077108,0.4178398608827687,1,0.5965342704154216,0.41917907737014165,0.2993607438616882,0.5987214877233764
TBCA,+--+-+,0.132024989,0.2983179889262077,0.5948502681955115,1,0.5966359778524154,0.4192517253904831,0.2993607438616882,0.5987214877233764
LPIN2,-+++-+,0.043401293,0.29842950555675374,0.711090731077224,1,0.5968590111135075,0.41932437341082457,0.2993607438616882,0.5987214877233764
ANKMY1,+-+-++,0.252168077,0.29848354386629783,0.8491758680081657,1,0.5969670877325957,0.41939702143116603,0.2993607438616882,0.5987214877233764
SPECC1,--+-+-,0.08274236,0.2984864272802104,0.7170530166466295,1,0.5969728545604208,0.41946966945150743,0.2993607438616882,0.5987214877233764
HPCA,----++,0.097887708,0.8522656256103358,0.2985203341767296,-1,0.5970406683534591,0.41951184076710735,0.2993824918270977,0.5987649836541954
CFAP65,+++-++,0.221740787,0.29856275420107464,0.857670061385655,1,0.5971255084021493,0.4195423174718489,0.2994333866046782,0.5988667732093564
SKA3,-+-+-+,0.067297076,0.2986288877567418,0.4615068291266246,1,0.5972577755134836,0.41961496549219035,0.2994333866046782,0.5988667732093564
CEP72,-++---,0.321233641,0.8953080292863419,0.29869065818192914,-1,0.5973813163638583,0.4196571262530873,0.29945513984743916,0.5989102796948783
LEAP2,+++-+-,0.198451298,0.2987161138193448,0.6108901283225988,1,0.5974322276386896,0.4196876135125318,0.2995060293476682,0.5990120586953364
CCDC171,++----,0.265629283,0.7903121059013766,0.29875947154778665,-1,0.5975189430955733,0.4197297689960773,0.2995277878677806,0.5990555757355612
PURG,+---+-,0.219435918,0.8714186836311978,0.29876309434883186,-1,0.5975261886976637,0.4197297689960773,0.2996004358881221,0.5992008717762441
WDR43,-++--+,0.095341368,0.29876984158160547,0.8071207566781562,1,0.5975396831632109,0.4197602615328732,0.2996513148336481,0.5993026296672962
C6orf183,+++-++,0.306578939,0.29878388340292983,0.9339709093020715,1,0.5975677668058597,0.4198329095532147,0.2996513148336481,0.5993026296672962
SPAG16,-++-++,0.169440558,0.2987864164154086,0.8208796394326864,1,0.5975728328308172,0.41990555757355613,0.2996513148336481,0.5993026296672962
GNG3,+-++-+,0.145739038,0.2988262766426874,0.7985457460301228,1,0.5976525532853748,0.4199782055938976,0.2996513148336481,0.5993026296672962
POC1A,-++---,0.043295602,0.29883492067782724,0.7648079364084976,1,0.5976698413556545,0.420050853614239,0.2996513148336481,0.5993026296672962
SRP14,+--+-+,0.070561569,0.29886524540063814,0.5046854765334331,1,0.5977304908012763,0.42012350163458045,0.2996513148336481,0.5993026296672962
NAA15,+--+++,0.148590625,0.2989554562792094,0.7679430708031487,1,0.5979109125584188,0.4201961496549219,0.2996513148336481,0.5993026296672962
TTC39A,+-+---,0.19217958,0.8951566899793986,0.29918300241940377,-1,0.5983660048388075,0.4202382681970071,0.2996730839084635,0.599346167816927
ZIC4,-++--+,0.115674433,0.6543834029224705,0.2991831409712986,-1,0.5983662819425972,0.4202382681970071,0.29974573192880494,0.5994914638576099
STK32C,---++-,0.163127394,0.8803330477667313,0.2992282046299531,-1,0.5984564092599062,0.4202382681970071,0.2998183799491464,0.5996367598982928
ANO5,++-+-+,0.100271443,0.29926190834650507,0.7522846835939067,1,0.5985238166930101,0.4202687976752634,0.29986924306261803,0.5997384861252361
BCAT1,-+++-+,0.21612013,0.29927674818705174,0.8956593564975686,1,0.5985534963741035,0.4203414456956048,0.29986924306261803,0.5997384861252361
CYB5D1,+-++-+,0.221412671,0.2993864614280113,0.753262258832006,1,0.5987729228560226,0.42041409371594624,0.29986924306261803,0.5997384861252361
TMEM80,+++-+-,0.335780901,0.29946462574819316,0.7890015522024151,1,0.5989292514963863,0.4204867417362877,0.29986924306261803,0.5997384861252361
DYM,-+----,0.020378993,0.3864016893811225,0.2995132419894461,-1,0.5990264839788922,0.420528839168967,0.29989102796948786,0.5997820559389757
PHC2,--+-+-,0.144588043,0.8372184932973774,0.2996482076161993,-1,0.5992964152323986,0.420528839168967,0.29996367598982926,0.5999273519796585
PYM1,+++-+-,0.131305637,0.299648740743304,0.6347166730546647,1,0.599297481486608,0.42055938975662915,0.300014528548598,0.600029057097196
WDR17,------,0.320714256,0.9602315728906027,0.29965690486964264,-1,0.5993138097392853,0.420601481911957,0.3000363240101707,0.6000726480203414
HRAS,++++-+,0.233052812,0.29968204282771305,0.9359664926407416,1,0.5993640856554261,0.42063203777697056,0.30008717129158796,0.6001743425831759
CRYZL1,+----+,0.102457095,0.29998390256489166,0.5569621397619142,1,0.5999678051297833,0.420704685797312,0.30008717129158796,0.6001743425831759
TRANK1,+-+---,0.076430627,0.8221256924234753,0.3001012696784297,-1,0.6002025393568594,0.4207467673979369,0.3001089720305122,0.6002179440610244
TXN2,+-+--+,0.053292316,0.3003008584938611,0.6161387605968527,1,0.6006017169877222,0.4207773338176535,0.3001598140345779,0.6003196280691558
CKLF,++--++,0.017525965,0.3737757752505592,0.300370962550005,-1,0.60074192510001,0.42081941014092694,0.30018162005085364,0.6003632401017073
NSUN4,-++++-,0.217385694,0.3003734232954794,0.8997873393369562,1,0.6007468465909588,0.42084998183799494,0.30023245677756794,0.6004649135551359
FNTB,+++-+-,0.22745347,0.30040140951187133,0.9077450299832955,1,0.6008028190237427,0.42092262985833634,0.30023245677756794,0.6004649135551359
CYB5R4,-++--+,0.169688231,0.30047046159587265,0.7165829630586992,1,0.6009409231917453,0.4209952778786778,0.30023245677756794,0.6004649135551359
BID,-++-++,0.15968993,0.30057054095708635,0.6807507837641369,1,0.6011410819141727,0.42106792589901926,0.30023245677756794,0.6004649135551359
GREM1,-++++-,0.132359002,0.3005838346815132,0.8750457164003266,1,0.6011676693630263,0.4211405739193607,0.30023245677756794,0.6004649135551359
GTF3C2,-++-+-,0.137777358,0.5237602123283212,0.30064018504646595,-1,0.6012803700929319,0.4211826238558768,0.30025426807119504,0.6005085361423901
C7orf31,+++++-,0.286435039,0.3006549891546608,0.938696575760354,1,0.6013099783093216,0.4212132219397021,0.3003050995205579,0.6006101990411158
C17orf103,+-+---,0.144734975,0.8035437436144267,0.30069064671056994,-1,0.6013812934211399,0.42125526659886675,0.3003269160915365,0.600653832183073
PAPOLB,+++-++,0.189825795,0.30072818942602275,0.8889222404394436,1,0.6014563788520455,0.4212858699600436,0.30037774226354785,0.6007554845270957
SNRNP35,+-+-+-,0.120535824,0.30073426398378983,0.6134919071164568,1,0.6014685279675797,0.42135851798038504,0.30037774226354785,0.6007554845270957
ZFP41,+---+-,0.036352893,0.43835697192702655,0.3007511070944006,-1,0.6015022141888012,0.4214005520848467,0.30039956411187796,0.6007991282237559
PREB,+++--+,0.069194086,0.30080314712997236,0.50658095673117165,1,0.6016062942599447,0.4214311660007265,0.30045038500653787,0.6009007700130757
COCH,--+---,0.249468511,0.9257914914412418,0.3008517370759744,-1,0.6017034741519488,0.4214731948278367,0.3004722121322194,0.6009444242644388
LHFPL5,----++,0.307024504,0.9298812601915036,0.300886896262867,-1,0.601773792525734,0.4214731948278367,0.3005448601525608,0.6010897203051216
