gene_symbol,female_ACC.1_female_ACC.2_female_AMY_female_DLPFC,min_p_across_regions,meta_higher_in_MDD_pvalue,meta_lower_in_MDD_pvalue,meta_direction,meta_p,meta_Up,meta_Down,empirical_meta_p
MSH6,-++-,0.041935581,0.4045325294831298,0.20233369846517524,-1,0.4046673969303505,0.3264517441269196,0.40520748576078114,0.6529034882538391
PTPN1,+-+-,0.057155431,0.24222396401047602,0.20250513058128597,-1,0.40501026116257194,0.3264517441269196,0.4053091944670464,0.6529034882538391
RBM5,--+-,0.216338202,0.924310997243791,0.20254838929586608,-1,0.40509677859173215,0.3264517441269196,0.40541090317331163,0.6529034882538391
ALKBH1,--++,0.154257116,0.4795522263227364,0.20257598469039717,-1,0.40515196938079434,0.3264517441269196,0.4055126118795769,0.6529034882538391
ZNF418,++++,0.154286891,0.20258627116518768,0.9317589293684052,1,0.40517254233037536,0.32648494711147275,0.4055730702735686,0.6529698942229455
ADC,-+--,0.085100843,0.7312195136068935,0.20260123999427004,-1,0.4052024799885401,0.3265534424895759,0.4056143205858421,0.6531068849791518
DYNC1LI2,--+-,0.221024438,0.8592972204487246,0.20260143358545937,-1,0.40520286717091875,0.3265534424895759,0.4057160292921074,0.6531068849791518
ECH1,++-+,0.174492228,0.20268199554913002,0.910367543023602,1,0.40536399109826005,0.326586655817738,0.4057764669988813,0.653173311635476
CHMP4B,++--,0.16411367,0.6823015612364973,0.20270505990358287,-1,0.40541011980716574,0.3266551408522323,0.4058177379983727,0.6533102817044646
NPAS4,+++-,0.143387921,0.20271351341528593,0.6512263296218759,1,0.40542702683057186,0.32668836452400324,0.4058781653615377,0.6533767290480065
TTC33,-+--,0.267094101,0.8563953772772216,0.20276406531600505,-1,0.4055281306320101,0.32675683921488863,0.4059194467046379,0.6535136784297773
SFRS4,----,0.388973221,0.9637189383174001,0.20285753189650726,-1,0.40571506379301453,0.32675683921488863,0.40602115541090317,0.6535136784297773
RGS19,+-+-,0.064887547,0.20293360094426077,0.44828485952626856,1,0.40586720188852154,0.3267900732302685,0.4060815620868504,0.653580146460537
TIGD7,+-++,0.164007865,0.20299141371135762,0.7623123368734539,1,0.40598282742271524,0.3268917819365338,0.4060815620868504,0.6537835638730676
PCTK3,--++,0.030833146,0.20307183213364685,0.2804161882301403,1,0.4061436642672937,0.32699349064279903,0.4060815620868504,0.6539869812855981
SERPINA3,+-++,0.095873408,0.20312699087709585,0.7896470851169797,1,0.4062539817541917,0.3270951993490643,0.4060815620868504,0.6541903986981286
PIAS3,+-++,0.101182397,0.20314756954597507,0.8852693915758351,1,0.40629513909195014,0.3271969080553295,0.4060815620868504,0.654393816110659
CRABP2,++-+,0.140634644,0.20341789472789953,0.6643909911022761,1,0.40683578945579907,0.3272986167615948,0.4060815620868504,0.6545972335231895
TBKBP1,----,0.249639139,0.9531085034799921,0.20368268229986533,-1,0.40736536459973066,0.3273670293908268,0.4061228641171684,0.6547340587816536
VAMP2,---+,0.03195515,0.20374716689532654,0.6162815476245072,1,0.4074943337906531,0.3274003254678601,0.40618326044950676,0.6548006509357202
CLTB,-+-+,0.047680993,0.20386231749187947,0.49724459873915555,1,0.40772463498375894,0.3275020341741253,0.40618326044950676,0.6550040683482506
TRERF1,+--+,0.097761049,0.20390542985130955,0.2329778011656424,1,0.4078108597026191,0.32760374288039057,0.40618326044950676,0.6552074857607811
C3orf59,++--,0.096936049,0.20390919956291326,0.6309901859427395,1,0.4078183991258265,0.3277054515866558,0.40618326044950676,0.6554109031733116
SLC25A39,----,0.408280899,0.966433474460493,0.20400297947784016,-1,0.4080059589556803,0.32777382284145223,0.40622457282343366,0.6555476456829045
SRCRB4D,++++,0.175984176,0.20416306915875881,0.9351987418048662,1,0.40832613831751763,0.32780716029292106,0.40628495881216314,0.6556143205858421
OXSR1,+++-,0.03533221,0.20417234357254346,0.2519886179479086,1,0.4083446871450869,0.3279088689991863,0.40628495881216314,0.6558177379983726
PER3,+-++,0.169716479,0.20423619318295747,0.6317811393536839,1,0.40847238636591493,0.3280105777054516,0.40628495881216314,0.6560211554109032
MCC,---+,0.130994757,0.8877165113401143,0.20427667905325717,-1,0.40855335810651433,0.32807891792942134,0.40632628152969896,0.6561578358588427
SUMO2,-+--,0.099553839,0.8809617739966376,0.20436935070391213,-1,0.40873870140782426,0.32807891792942134,0.4064279902359642,0.6561578358588427
MLC1,+--+,0.086684644,0.3422160878011585,0.20443931357428663,-1,0.40887862714857326,0.32807891792942134,0.40652969894222946,0.6561578358588427
FBXW2,++--,0.055695225,0.20457789428025583,0.5032125500075627,1,0.40915578856051166,0.32811228641171686,0.4065900539001322,0.6562245728234337
C1orf114,-+-+,0.057486891,0.20461828903408077,0.3727091011441361,1,0.40923657806816155,0.3282139951179821,0.4065900539001322,0.6564279902359642
XPO1,-+-+,0.168451311,0.20474255080403264,0.786444987891086,1,0.4094851016080653,0.32831570382424735,0.4065900539001322,0.6566314076484947
DOHH,+-+-,0.024394007,0.20474382949205594,0.2910020869928445,1,0.4094876589841119,0.3284174125305126,0.4065900539001322,0.6568348250610252
SHCBP1,--++,0.160321161,0.20482872695038096,0.8696487401202418,1,0.4096574539007619,0.32851912123677784,0.4065900539001322,0.6570382424735557
PLEKHA5,---+,0.023206086,0.24460857563880506,0.20498860368188934,-1,0.4099772073637787,0.3285874097427031,0.4066314076484947,0.6571748194854062
BFAR,-+++,0.194075562,0.2051084119045229,0.90672250479655,1,0.4102168238090458,0.32862082994304315,0.4066917522627886,0.6572416598860863
SRGAP1,--++,0.058742697,0.2051723538561926,0.3311905666751096,1,0.4103447077123852,0.3287225386493084,0.4066917522627886,0.6574450772986168
FAM117A,-+++,0.025107116,0.47429295158645907,0.20517714577441998,-1,0.41035429154883996,0.32879080646801584,0.40673311635475995,0.6575816129360317
CDC42EP2,--+-,0.234650468,0.8750012619580823,0.20525914309746546,-1,0.4105182861949309,0.32879080646801584,0.40683482506102525,0.6575816129360317
LAMC1,+++-,0.274955805,0.20547210043127123,0.8420756943155804,1,0.41094420086254246,0.32882424735557364,0.4068951489881013,0.6576484947111473
WWP1,-+--,0.079264419,0.8274710891321543,0.20550147230005503,-1,0.41100294460011005,0.32889250483067223,0.4069365337672905,0.6577850096613445
ASPHD1,+--+,0.046964981,0.6002252427660042,0.20583232833678883,-1,0.41166465667357766,0.32889250483067223,0.40703824247355574,0.6577850096613445
PAK2,--++,0.028286891,0.2059098525920377,0.3171314482815393,1,0.4118197051840754,0.3289259560618389,0.40709854571341403,0.6578519121236778
C11orf61,+-++,0.029191105,0.3771445920634413,0.2060942036713072,-1,0.4121884073426144,0.32899420319332856,0.407139951179821,0.6579884063866571
TNS1,--++,0.040827903,0.20614902992348488,0.3465189539897769,1,0.41229805984696977,0.32902766476810413,0.40720024407607036,0.6580553295362083
SPRY1,-+-+,0.045293258,0.5128463167271445,0.20630627699767773,-1,0.41261255399535546,0.32909590155598495,0.40724165988608624,0.6581918031119699
PLXND1,++++,0.332117603,0.20635212595540403,0.9630213781157432,1,0.41270425191080806,0.3291293734743694,0.40730194243872675,0.6582587469487388
ZNF692,--++,0.08242912,0.2064685011057661,0.7085157127250115,1,0.4129370022115322,0.3292310821806347,0.40730194243872675,0.6584621643612694
UNC84A,++++,0.421169288,0.20647873412226364,0.9654786217767535,1,0.4129574682445273,0.32933279088689993,0.40730194243872675,0.6586655817737999
CNBP,--++,0.046731835,0.27909759890431923,0.20659938464088456,-1,0.41319876928176913,0.32940099664395406,0.4073433685923515,0.6588019932879081
MAFK,+-++,0.036446536,0.6528024880129146,0.2066281952694816,-1,0.4132563905389632,0.32940099664395406,0.4074450772986168,0.6588019932879081
ZNF721,++-+,0.113424532,0.20665667215119743,0.6334689702712917,1,0.41331334430239486,0.3294344995931652,0.40750533916403947,0.6588689991863304
MRPL53,++--,0.04649382,0.20671071650946493,0.5000836695051339,1,0.41342143301892986,0.3295362082994304,0.40750533916403947,0.6590724165988608
KCNJ6,++++,0.314820506,0.20672556926628985,0.9495328415427632,1,0.4134511385325797,0.32963791700569567,0.40750533916403947,0.6592758340113913
BBS1,+++-,0.07968764,0.20676167221735114,0.43027311212216157,1,0.4135233444347023,0.32973962571196097,0.40750533916403947,0.6594792514239219
WDR43,+-++,0.070658989,0.20689978050732835,0.8287858347557705,1,0.4137995610146567,0.3298413344182262,0.40750533916403947,0.6596826688364524
POLR1C,-+-+,0.111448783,0.20693639444039386,0.5904095539093654,1,0.4138727888807877,0.32994304312449146,0.40750533916403947,0.6598860862489829
DAP,++-+,0.17449073,0.20699522426564307,0.8259443193764909,1,0.41399044853128614,0.3300447518307567,0.40750533916403947,0.6600895036615134
LRBA,--++,0.052124625,0.20705050426125804,0.6099141680084975,1,0.4141010085225161,0.33014646053702196,0.40750533916403947,0.6602929210740439
ARL13B,--+-,0.182743071,0.713195477780555,0.20706480576393002,-1,0.41412961152786004,0.33021458354520494,0.40754678600488203,0.6604291670904099
ITPA,-+--,0.282900468,0.8065718432094824,0.2071236546465565,-1,0.414247309293113,0.33021458354520494,0.4076484947111473,0.6604291670904099
SEMA4A,---+,0.225329869,0.7006284526157187,0.20719891026934456,-1,0.4143978205386891,0.33021458354520494,0.4077502034174125,0.6604291670904099
ATP7B,+--+,0.103989139,0.43893217122175404,0.20724719069256892,-1,0.41449438138513783,0.33021458354520494,0.4078519121236778,0.6604291670904099
FHIT,++--,0.05022397,0.529036334898081,0.2073319866198252,-1,0.4146639732396504,0.33021458354520494,0.407953620829943,0.6604291670904099
PPAPDC1A,+-+-,0.062394007,0.20741164254785352,0.3784825414054251,1,0.41482328509570704,0.3302481692432872,0.40801383097732125,0.6604963384865744
ERBB2IP,--++,0.066826217,0.647079725402244,0.20741964940481897,-1,0.41483929880963794,0.3303162819078613,0.4080553295362083,0.6606325638157226
SSB,-+-+,0.139835112,0.20750878155492058,0.4296065353202538,1,0.41501756310984117,0.3303498779495525,0.40811552933997763,0.660699755899105
ZNF668,++-+,0.150056648,0.20764992625241527,0.9071563273170117,1,0.41529985250483054,0.33045158665581775,0.40811552933997763,0.6609031733116355
GBP2,--++,0.03540515,0.20783985903983812,0.45846097110373335,1,0.41567971807967624,0.330553295362083,0.40811552933997763,0.661106590724166
BNIP1,-+-+,0.07427088,0.6773472393929416,0.20786070737609405,-1,0.4157214147521881,0.3306213769958304,0.40815703824247357,0.6612427539916608
FBXO17,++++,0.358926592,0.2078611175305904,0.952770403030346,1,0.4157222350611808,0.33065500406834825,0.40821722770263397,0.6613100081366965
TGFBR3,+-+-,0.099525749,0.7573377871972646,0.20791906982431924,-1,0.41583813964863847,0.3307230753584867,0.4082587469487388,0.6614461507169734
MPHOSPH6,++--,0.133283989,0.4516175589102519,0.20793253755680885,-1,0.4158650751136177,0.3307230753584867,0.40836045565500406,0.6614461507169734
AP2B1,+-+-,0.059497378,0.6614768662986228,0.207933966459754,-1,0.415867932919508,0.3307230753584867,0.4084621643612693,0.6614461507169734
ST6GAL2,+-+-,0.115270225,0.4809915666579873,0.20798104366377948,-1,0.41596208732755896,0.3307230753584867,0.40856387306753456,0.6614461507169734
C6orf120,+-+-,0.039292884,0.37621078767993127,0.20820787851827743,-1,0.41641575703655487,0.3307230753584867,0.40866558177379986,0.6614461507169734
CADPS2,-+--,0.031008801,0.2662694183322273,0.20826743480722398,-1,0.41653486961444797,0.3307230753584867,0.4087672904800651,0.6614461507169734
DNAJC1,--++,0.08388324,0.4170536576443149,0.2082831773560889,-1,0.4165663547121778,0.3307230753584867,0.40886899918633035,0.6614461507169734
ZNF195,+-++,0.032833989,0.6191098712602273,0.2084308863398237,-1,0.4168617726796474,0.3307230753584867,0.4089707078925956,0.6614461507169734
EBAG9,-++-,0.093222753,0.6420888674121081,0.20871980132365034,-1,0.4174396026473007,0.3307230753584867,0.40907241659886084,0.6614461507169734
MANBA,++-+,0.296397753,0.20880880151696152,0.8335923953636024,1,0.41761760303392303,0.3307567127746135,0.40913251296654124,0.661513425549227
ATF5,+-++,0.193931461,0.20880907633932386,0.8454139196999885,1,0.4176181526786477,0.33085842148087874,0.40913251296654124,0.6617168429617575
SH3BP4,--+-,0.019739139,0.20896595610393726,0.24161456225711567,1,0.4179319122078745,0.33096013018714404,0.40913251296654124,0.6619202603742881
ALAD,--+-,0.079489419,0.5405774042164823,0.20912227156059815,-1,0.4182445431211963,0.3310281704464558,0.40917412530512615,0.6620563408929117
AIRE,+++-,0.214651779,0.2091724200369838,0.8678358810630487,1,0.4183448400739676,0.3310618388934093,0.4092342113291976,0.6621236777868186
CP110,+-+-,0.035200468,0.20921232110049723,0.22471189034489678,1,0.41842464220099446,0.33116354759967453,0.4092342113291976,0.6623270951993491
PTAFR,+--+,0.100386423,0.6723962082685525,0.209324906094946,-1,0.418649812189892,0.33123156717176855,0.4092758340113914,0.6624631343435371
TNFSF12,+--+,0.053959644,0.2096566339191323,0.6603791806331405,1,0.4193132678382646,0.3312652563059398,0.40933590969185396,0.6625305126118796
ZNF43,--+-,0.035970693,0.20971295854614797,0.4741964141156679,1,0.41942591709229593,0.33136696501220503,0.40933590969185396,0.6627339300244101
WDR61,---+,0.077969757,0.4463295167241583,0.20978502754182882,-1,0.41957005508365763,0.33143496389708127,0.40937754271765664,0.6628699277941625
KIAA1826,+---,0.109970974,0.84298072102709,0.2097906076013261,-1,0.4195812152026522,0.33143496389708127,0.4094792514239219,0.6628699277941625
RIC8A,++--,0.035938296,0.20979116561214511,0.5111838955381879,1,0.41958233122429023,0.3314686737184703,0.4095393064171667,0.6629373474369405
TSNAXIP1,++++,0.477769007,0.21028516897002422,0.9666326723517846,1,0.42057033794004844,0.3315703824247356,0.4095393064171667,0.6631407648494712
SNX5,+++-,0.016070225,0.22608782046035697,0.2104681021219229,-1,0.4209362042438458,0.331638360622394,0.40958096013018713,0.663276721244788
ATP6V0E2,++-+,0.028833146,0.4948493025142685,0.21053904218884495,-1,0.4210780843776899,0.331638360622394,0.4096826688364524,0.663276721244788
MED22,+++-,0.314926311,0.2106773192345137,0.916146864148229,1,0.4213546384690274,0.3316720911310008,0.4097427031424794,0.6633441822620016
TMEM160,+++-,0.181212828,0.21072519707438178,0.6456425653500009,1,0.42145039414876356,0.33177379983726607,0.4097427031424794,0.6635475996745321
CEP57,---+,0.020861891,0.21077665120223432,0.3899480073682002,1,0.42155330240446864,0.3318755085435313,0.4097427031424794,0.6637510170870626
RAB8A,+-+-,0.080152622,0.21080724903543369,0.6364499974035623,1,0.42161449807086737,0.33197721724979656,0.4097427031424794,0.6639544344995931
ZNF584,----,0.259438015,0.9410663543482055,0.21083975557912854,-1,0.4216795111582571,0.33204515407301943,0.4097843775427177,0.6640903081460389
MT1H,+-+-,0.170103839,0.2108935537767519,0.8507201866187479,1,0.4217871075535038,0.33207892595606187,0.4098444015051358,0.6641578519121237
RNASET2,---+,0.056563296,0.3892924601101962,0.21092740424160436,-1,0.4218548084832087,0.33214685243567577,0.40988608624898293,0.6642937048713515
RPL32,+++-,0.162804494,0.21094400599444485,0.9073667171364883,1,0.4218880119888897,0.3321806346623271,0.4099460998677921,0.6643612693246542
POLR1A,----,0.356255805,0.9566239810456086,0.21094840300829434,-1,0.4218968060165887,0.33224855079833215,0.4099877949552482,0.6644971015966643
EGLN3,+-+-,0.027554963,0.38628818946221893,0.2110717520337696,-1,0.4221435040675392,0.33224855079833215,0.4100895036615134,0.6644971015966643
PRKCI,----,0.148832959,0.9203775509533784,0.21109698838696372,-1,0.42219397677392745,0.33224855079833215,0.41019121236777867,0.6644971015966643
TXLNA,+-++,0.169053652,0.2112746168148947,0.8954929409978792,1,0.4225492336297894,0.33228234336859236,0.41025119495576123,0.6645646867371847
DNAL1,+---,0.068256554,0.8157749276451648,0.21130627042246578,-1,0.42261254084493155,0.3323502491609885,0.4102929210740439,0.664700498321977
TRAPPC6B,-+-+,0.099275,0.48434829539509777,0.21136315357880692,-1,0.42272630715761383,0.3323502491609885,0.4103946297803092,0.664700498321977
IGSF8,--++,0.158577996,0.21138991771651747,0.6948483755174455,1,0.42277983543303493,0.3323840520748576,0.41045459168107395,0.6647681041497152
BBOX1,+---,0.220911142,0.8988330379910356,0.2113972838104081,-1,0.4227945676208162,0.3324519475236449,0.41049633848657446,0.6649038950472898
ZNF768,+-++,0.228786236,0.2114431292205113,0.7279872439015356,1,0.4228862584410226,0.33248576078112285,0.4105562900437303,0.6649715215622457
D2HGDH,++++,0.354372191,0.21156952603762622,0.9542506644740562,1,0.42313905207525243,0.3325874694873881,0.4105562900437303,0.6651749389747762
SMCR7L,++--,0.110093165,0.21172477354492958,0.3155565643915973,1,0.42344954708985916,0.3326891781936534,0.4105562900437303,0.6653783563873068
ZNF318,++++,0.145958801,0.21182332843588564,0.9203295047042888,1,0.4236466568717713,0.33279088689991865,0.4105562900437303,0.6655817737998373
SLC35A3,---+,0.181515543,0.790239805186896,0.21191472957816737,-1,0.42382945915633474,0.3328587409742703,0.4105980471928397,0.6657174819485406
LRFN3,+--+,0.044052996,0.3524424583373957,0.21195069099319527,-1,0.42390138198639055,0.3328587409742703,0.41069975589910496,0.6657174819485406
ZMYND11,+---,0.078793352,0.4488246878587003,0.212083963008641,-1,0.424167926017282,0.3328587409742703,0.4108014646053702,0.6657174819485406
CCKBR,-+--,0.024324906,0.21215263249985739,0.3014418259272032,1,0.42430526499971477,0.3328925956061839,0.4108613851316994,0.6657851912123678
ESF1,-+++,0.273668914,0.2123147005555051,0.8290311000566438,1,0.4246294011110102,0.33299430431244914,0.4108613851316994,0.6659886086248983
COX7A2,++--,0.174395037,0.5653389750888199,0.21241255721628544,-1,0.42482511443257087,0.33306213769958304,0.41090317331163545,0.6661242753991661
RSU1,-+--,0.05129691,0.3850485115735953,0.21243400520612676,-1,0.4248680104122535,0.33306213769958304,0.41100488201790075,0.6661242753991661
ZBTB24,-+-+,0.153934176,0.21253426741119102,0.7560868949972684,1,0.42506853482238205,0.3330960130187144,0.4110647818570121,0.6661920260374288
MMP16,+++-,0.217565075,0.2126608340173562,0.6950799552147257,1,0.4253216680347124,0.33319772172497963,0.4110647818570121,0.6663954434499593
FPGS,+--+,0.086737921,0.21267320061248493,0.8148037721677404,1,0.42534640122496986,0.33329943043124494,0.4110647818570121,0.6665988608624899
GABRA4,-+--,0.216694007,0.8974998635164233,0.21268515636639276,-1,0.4253703127327855,0.33336723278755215,0.411106590724166,0.6667344655751043
ZHX1,-+-+,0.068309738,0.2127555903493882,0.5898563498635584,1,0.4255111806987764,0.3334011391375102,0.41116648021966845,0.6668022782750204
CCNG1,--+-,0.171549438,0.8595947405256823,0.21289081286052283,-1,0.42578162572104566,0.3334689311502085,0.41120829943043125,0.666937862300417
NOL7,----,0.409890262,0.9472084146985403,0.21290286181495585,-1,0.4258057236299117,0.3334689311502085,0.4113100081366965,0.666937862300417
ITCH,--+-,0.248659644,0.769679616573847,0.21296199959054976,-1,0.4259239991810995,0.3334689311502085,0.41141171684296174,0.666937862300417
LAMA2,-++-,0.065098689,0.21297623367252144,0.2491219243541561,1,0.4259524673450429,0.33350284784377543,0.41147157530763756,0.6670056956875509
CACNG2,--+-,0.066694195,0.38383160536546124,0.21301022394835148,-1,0.42602044789670296,0.33357062951286487,0.41151342554922704,0.6671412590257297
PLAC9,+++-,0.350805431,0.21309138588492552,0.9158695799150027,1,0.42618277176985103,0.3336045565500407,0.4115732736702939,0.6672091131000814
RGS11,--++,0.171787453,0.21312523738311828,0.6626274704867111,1,0.42625047476623656,0.3337062652563059,0.4115732736702939,0.6674125305126118
KCNJ12,++-+,0.355069569,0.2132506515539208,0.9187710544901062,1,0.4265013031078416,0.33380797396257117,0.4115732736702939,0.6676159479251423
TPST1,-+++,0.205401592,0.21325230667019845,0.6702093433858767,1,0.4265046133403969,0.33390968266883647,0.4115732736702939,0.6678193653376729
RNF139,+---,0.087249719,0.8595969963371151,0.21334615120121797,-1,0.42669230240243594,0.3339774229634903,0.4116151342554923,0.6679548459269806
HSPA14,+--+,0.094119663,0.5028513322016179,0.21336700537505324,-1,0.4267340107501065,0.3339774229634903,0.41171684296175753,0.6679548459269806
PAN2,--++,0.064022659,0.21354527349280106,0.6345454809127233,1,0.4270905469856021,0.3340113913751017,0.4117766703956066,0.6680227827502034
DSEL,-+++,0.087441948,0.21355621305671665,0.8188979833602342,1,0.4271124261134333,0.33411310008136696,0.4117766703956066,0.6682262001627339
LOC113230,++++,0.343319101,0.21383793518797314,0.9587395371293401,1,0.4276758703759463,0.3342148087876322,0.4117766703956066,0.6684296175752644
LRRC14,++-+,0.221491479,0.2139041505852923,0.9278874767181596,1,0.4278083011705846,0.33431651749389746,0.4117766703956066,0.6686330349877949
UGP2,--++,0.113419569,0.2139948085306692,0.695349199352387,1,0.4279896170613384,0.33441822620016276,0.4117766703956066,0.6688364524003255
AKR7A3,++-+,0.105819007,0.21406372699090695,0.5793354519643302,1,0.4281274539818139,0.334519934906428,0.4117766703956066,0.669039869812856
MAD2L2,-++-,0.039005618,0.44195724758553584,0.21419779894752375,-1,0.4283955978950475,0.3345876131394285,0.4118185516680228,0.669175226278857
CLMN,+--+,0.037561704,0.47059503310727474,0.21427391694266887,-1,0.42854783388533774,0.3345876131394285,0.411920260374288,0.669175226278857
ALS2,+--+,0.113483427,0.8475225550817344,0.21429882103306708,-1,0.42859764206613415,0.3345876131394285,0.4120219690805533,0.669175226278857
C20orf74,+--+,0.062764232,0.214302065118391,0.3986887362621083,1,0.428604130236782,0.33462164361269325,0.4120817654835757,0.6692432872253865
UFSP2,--+-,0.109070412,0.8808872217358027,0.21432810838415914,-1,0.4286562167683183,0.3346893115020848,0.4121236777868186,0.6693786230041696
ZNHIT1,-++-,0.102081554,0.21454045431858568,0.7603072134486314,1,0.42908090863717135,0.3347233523189585,0.41218346384623206,0.669446704637917
DYRK2,+--+,0.107217603,0.24390760156291885,0.21455398663459366,-1,0.4291079732691873,0.3347910098647412,0.4122253864930838,0.6695820197294824
IRF9,--+-,0.214126592,0.6832475333411143,0.21455763521717666,-1,0.4291152704343533,0.3347910098647412,0.41232709519934907,0.6695820197294824
SIDT1,++-+,0.139103745,0.2145597339069987,0.7696349889118066,1,0.4291194678139974,0.33482506102522375,0.4123868605715448,0.6696501220504475
TESC,++--,0.026052715,0.214694317638395,0.27925914407769964,1,0.42938863527679,0.334926769731489,0.4123868605715448,0.669853539462978
PLOD1,++-+,0.210165169,0.21479790189262177,0.9126827189410324,1,0.42959580378524354,0.3350284784377543,0.4123868605715448,0.6700569568755086
WDR82,+++-,0.097080993,0.21482233974481216,0.8462699304842279,1,0.4296446794896243,0.33513018714401954,0.4123868605715448,0.6702603742880391
INPP5F,-+-+,0.072321629,0.27863110095432514,0.2149398346158567,-1,0.4298796692317134,0.33519780331536664,0.4124288039056143,0.6703956066307333
GPHN,++--,0.106417041,0.48087441761584326,0.21495245452337133,-1,0.42990490904674267,0.33519780331536664,0.41253051261187956,0.6703956066307333
ZNF211,++++,0.21804382,0.21504784775198704,0.9441890709372807,1,0.4300956955039741,0.3352318958502848,0.4125902572968575,0.6704637917005696
SLC25A11,+-+-,0.068793258,0.3120446642288798,0.21519661562021994,-1,0.4303932312404399,0.33529950167802297,0.4126322213181448,0.6705990033560459
COX7A1,-+--,0.166829588,0.7698199757901211,0.2153616344486315,-1,0.430723268897263,0.33529950167802297,0.4127339300244101,0.6705990033560459
TCEB2,++-+,0.104890824,0.2154633417052981,0.6491292393750191,1,0.4309266834105962,0.33533360455655004,0.4127936540221702,0.6706672091131001
HDDC3,+---,0.042805243,0.2155614443549888,0.6816068793391401,1,0.4311228887099776,0.3354353132628153,0.4127936540221702,0.6708706265256306
PARP9,+-+-,0.052200281,0.21558804111835192,0.5579668097400737,1,0.43117608223670384,0.33553702196908053,0.4127936540221702,0.6710740439381611
ZNF320,++-+,0.11539794,0.2156062069786499,0.5458455119522645,1,0.4312124139572998,0.33563873067534583,0.4127936540221702,0.6712774613506917
PSMD4,++--,0.119076498,0.21564129921502703,0.6102394995406232,1,0.43128259843005406,0.3357404393816111,0.4127936540221702,0.6714808787632222
SERTAD1,--++,0.100368165,0.2156480814197332,0.6630229862309214,1,0.4312961628394664,0.3358421480878763,0.4127936540221702,0.6716842961757526
CEBPB,++-+,0.155560581,0.2156910289006747,0.8991681721085314,1,0.4313820578013494,0.33594385679414157,0.4127936540221702,0.6718877135882831
TSSK3,++++,0.422102341,0.215747734834879,0.9628610631553617,1,0.431495469669758,0.3360455655004068,0.4127936540221702,0.6720911310008136
OBFC1,-+-+,0.13901236,0.21575089200742742,0.6102138664946303,1,0.43150178401485484,0.33614727420667206,0.4127936540221702,0.6722945484133441
MT1X,+-++,0.217972097,0.21579129270310032,0.9037664861022427,1,0.43158258540620065,0.33624898291293737,0.4127936540221702,0.6724979658258747
SCARB2,--++,0.048293071,0.21587731291234566,0.4914982242099692,1,0.4317546258246913,0.3363506916192026,0.4127936540221702,0.6727013832384052
C3orf19,+---,0.208635393,0.8748876528690018,0.21588189779024686,-1,0.4317637955804937,0.33641818366724296,0.41283563873067536,0.6728363673344859
TTC27,++-+,0.249816011,0.2159004661538025,0.719683102447666,1,0.431800932307605,0.33645240032546786,0.4128953523848266,0.6729048006509357
C20orf103,++-+,0.16482855799999999,0.21590919868939,0.6129865738483459,1,0.43181839737878,0.3365541090317331,0.4128953523848266,0.6731082180634662
NFKB1,+++-,0.142010768,0.21596429207636741,0.610117417789153,1,0.43192858415273483,0.33665581773799835,0.4128953523848266,0.6733116354759967
PHYHD1,+-++,0.071385768,0.21599740675316825,0.7598158189832411,1,0.4319948135063365,0.33675752644426366,0.4128953523848266,0.6735150528885273
C9orf156,-++-,0.043715543,0.5581554465753027,0.21607200179478137,-1,0.43214400358956273,0.3368249771178684,0.4129373474369406,0.6736499542357368
RGS12,--++,0.13233221,0.4949710398854178,0.21619507117745917,-1,0.43239014235491835,0.3368249771178684,0.41303905614320585,0.6736499542357368
PHF19,--++,0.135726592,0.5814847039066942,0.21622803466175972,-1,0.43245606932351943,0.3368249771178684,0.4131407648494711,0.6736499542357368
PHF10,+-+-,0.135105243,0.21625103138560894,0.5280359282165912,1,0.4325020627712179,0.3368592351505289,0.41320044747279566,0.6737184703010578
SLC44A1,--++,0.062073783,0.21626725680811598,0.2808183308206248,1,0.43253451361623196,0.33696094385679415,0.41320044747279566,0.6739218877135883
C5orf32,++--,0.073100936,0.21626813180249715,0.8142677468394653,1,0.4325362636049943,0.3370626525630594,0.41320044747279566,0.6741253051261188
CRAT,----,0.203417135,0.9348660720278713,0.21637006017483146,-1,0.4327401203496629,0.33713007220583746,0.41324247355573634,0.6742601444116749
SEZ6,+-+-,0.042095693000000003,0.2165004268038453,0.23892195936653726,1,0.4330008536076906,0.33716436126932464,0.41330214583545205,0.6743287225386493
WBP11,--+-,0.104786891,0.5012805053177598,0.21651517192252617,-1,0.43303034384505235,0.33723177056849385,0.41334418226200165,0.6744635411369877
PLAGL1,-+++,0.224320131,0.21668413807838957,0.6950071751461646,1,0.43336827615677914,0.3372660699755899,0.4134038441981084,0.6745321399511798
TTC4,---+,0.048630431,0.6084654209675586,0.21675399327049744,-1,0.43350798654099487,0.3373334689311502,0.4134458909682669,0.6746669378623004
RHPN2,+-+-,0.04731264,0.42103308175970955,0.217006563450797,-1,0.434013126901594,0.3373334689311502,0.41354759967453214,0.6746669378623004
KRAS,-+--,0.152552809,0.6116830541079793,0.21705101027888474,-1,0.4341020205577695,0.3373334689311502,0.4136493083807974,0.6746669378623004
KIAA1468,++--,0.105837172,0.6851704369023797,0.21707696842408736,-1,0.4341539368481747,0.3373334689311502,0.41375101708706263,0.6746669378623004
PPFIA3,-+-+,0.030668165,0.2927953350245936,0.21714864921639923,-1,0.43429729843279846,0.3373334689311502,0.41385272579332794,0.6746669378623004
