gene_symbol,male_ACC.1_male_ACC.2_male_AMY_male_DLPFC,min_p_across_regions,meta_higher_in_MDD_pvalue,meta_lower_in_MDD_pvalue,meta_direction,meta_p,meta_Up,meta_Down,empirical_meta_p
CHRD,--+-,0.063446723,0.6297109478942441,0.07402507329523424,-1,0.14805014659046847,0.15825874694873882,0.21116875190723222,0.31651749389747763
FAM108B1,+--+,0.059474532,0.4662960426079902,0.07409404493232671,-1,0.14818808986465343,0.15825874694873882,0.21127047095921067,0.31651749389747763
FBXO16,++++,0.047762172,0.07411598989106317,0.9572301340233761,1,0.14823197978212635,0.15827484487844573,0.2113506916192026,0.31654968975689146
TALDO1,+-++,0.010245599,0.0742233693366092,0.7041103609758075,1,0.1484467386732184,0.15837656393042418,0.2113506916192026,0.31675312786084836
CTSL2,++--,0.013582491,0.4179492625437644,0.07426197961189722,-1,0.14852395922379444,0.15846216436126934,0.2113721900111891,0.3169243287225387
NCKIPSD,--+-,0.069653184,0.9527683385218468,0.07428903896553932,-1,0.14857807793107863,0.15846216436126934,0.21147390906316754,0.3169243287225387
DYRK1B,----,0.228778745,0.9847874945837088,0.07431069261039246,-1,0.1486213852207849,0.15846216436126934,0.21157562811514596,0.3169243287225387
FAM126B,-+++,0.034793914,0.07433232131866757,0.8624207625091753,1,0.14866464263733514,0.1584782829824026,0.21165581773799838,0.3169565659648052
PITRM1,----,0.036851404,0.9392108001889559,0.07435912109377678,-1,0.14871824218755356,0.15856387306753458,0.2116773471671244,0.31712774613506917
DDIT4L,-+++,0.092693352,0.07436975948548069,0.8063346501476296,1,0.14873951897096138,0.15858000203438105,0.21175752644426363,0.3171600040687621
C11orf9,+-++,0.032914045,0.07444812436059943,0.5767696742618565,1,0.14889624872119886,0.15868172108635947,0.21175752644426363,0.31736344217271895
NAT11,---+,0.083570506,0.748939190618753,0.07449562578755199,-1,0.14899125157510398,0.1587672904800651,0.21177906621910284,0.3175345809601302
USP20,--+-,0.210808708,0.9728151286726641,0.07450684226785284,-1,0.14901368453570568,0.1587672904800651,0.21188078527108128,0.3175345809601302
PROS1,++++,0.033567041,0.07453962307609299,0.9390235072667329,1,0.14907924615218598,0.15878344013833792,0.21196094385679415,0.31756688027667584
HSPB8,-+++,0.063809363,0.07456021754558236,0.627202465400333,1,0.1491204350911647,0.15888515919031634,0.21196094385679415,0.3177703183806327
MAP7,++-+,0.031167135,0.0745655579451595,0.909326675687828,1,0.149131115890319,0.1589868782422948,0.21196094385679415,0.3179737564845896
PAK2,++++,0.122745318,0.07458844632188531,0.9588307510327978,1,0.14917689264377063,0.15908859729427322,0.21196094385679415,0.31817719458854643
ARNTL,-+-+,0.011004963,0.07464249988176892,0.19252677530329051,1,0.14928499976353785,0.15919031634625166,0.21196094385679415,0.31838063269250333
FEM1A,--++,0.015395225,0.7417206134963503,0.07470592162241954,-1,0.14941184324483908,0.15927583401139137,0.2119825043230597,0.31855166802278273
WDR26,----,0.07257397,0.9766591531844188,0.0747078580304933,-1,0.1494157160609866,0.15927583401139137,0.21208422337503816,0.31855166802278273
THADA,-+--,0.00920412,0.6412873467834544,0.07474724357859111,-1,0.14949448715718222,0.15927583401139137,0.21218594242701658,0.31855166802278273
C12orf53,-+--,0.041849438,0.7872813314686643,0.07474949371425177,-1,0.14949898742850354,0.15927583401139137,0.21228766147899503,0.31855166802278273
ACP1,--++,0.012288858,0.07475852506059191,0.5485940091225475,1,0.14951705012118383,0.1592920353982301,0.21236777868185516,0.3185840707964602
YPEL4,---+,0.096347940000000007,0.8874663499854243,0.07477047224481975,-1,0.1495409444896395,0.15937754271765664,0.21238938053097345,0.3187550854353133
SBF2,+++-,0.127813015,0.07479067444988452,0.8914891233973649,1,0.14958134889976904,0.15939375445020854,0.2124694873881204,0.31878750890041707
SMYD5,+---,0.043604213,0.9310661366569981,0.07481864787628432,-1,0.14963729575256865,0.15947925142392189,0.2124910995829519,0.31895850284784377
CBX3,++-+,0.073688951,0.0748319263042264,0.9178055883706318,1,0.1496638526084528,0.15949547350218696,0.21257119609438568,0.3189909470043739
TPR,+--+,0.004447097,0.07483198099497068,0.15086932855155805,1,0.14966396198994136,0.1595971925541654,0.21257119609438568,0.3191943851083308
ADHFE1,++++,0.117408801,0.07486748340254915,0.9758667245275704,1,0.1497349668050983,0.15969891160614383,0.21257119609438568,0.31939782321228766
SF3B1,++-+,0.101866011,0.0748882331334769,0.9694119637304639,1,0.1497764662669538,0.15980063065812228,0.21257119609438568,0.31960126131624456
KHSRP,-++-,0.011735206,0.39545936624665484,0.07490484291698278,-1,0.14980968583396556,0.1598860862489829,0.21259281863493032,0.3197721724979658
SUPT6H,-+--,0.012792509,0.21869737396915848,0.07491626115303128,-1,0.14983252230606256,0.1598860862489829,0.21269453768690877,0.3197721724979658
CCDC136,--++,0.027801873,0.3400965574818658,0.074942642620449,-1,0.149885285240898,0.1598860862489829,0.2127962567388872,0.3197721724979658
MTX3,----,0.107190449,0.9760857522928885,0.07501981273800686,-1,0.1500396254760137,0.1598860862489829,0.21289797579086564,0.3197721724979658
WDR5,----,0.145499906,0.9755200800495774,0.07503171092006798,-1,0.15006342184013596,0.1598860862489829,0.21299969484284406,0.3197721724979658
TMEM56,+-++,0.025992416,0.07503780953779979,0.3100229240350293,1,0.15007561907559958,0.1599023497101007,0.21307973962571197,0.3198046994202014
SSBP3,++-+,0.072278464,0.07509378995965385,0.615194417458533,1,0.1501875799193077,0.16000406876207915,0.21307973962571197,0.3200081375241583
ABCF1,----,0.047995131,0.9546738262675764,0.0751242964732935,-1,0.150248592946587,0.16008950366151342,0.2131014138948225,0.32017900732302684
RAB1B,+-+-,0.013379588,0.8469302220525234,0.0751384155341742,-1,0.1502768310683484,0.16008950366151342,0.21320313294680093,0.32017900732302684
