gene_symbol,male_ACC.1_male_ACC.2_male_AMY_male_DLPFC,min_p_across_regions,meta_higher_in_MDD_pvalue,meta_lower_in_MDD_pvalue,meta_direction,meta_p,meta_Up,meta_Down,empirical_meta_p
SDHC,-+++,1.50562e-4,4.827790210107464e-4,0.9742053994363685,1,9.655580420214928e-4,0.0038653239751805513,0.004475183075671277,0.0077306479503611025
CDK10,--+-,0.00687397,0.8932737890142832,4.8424566778200933e-4,-1,9.684913355640187e-4,0.003966639544344996,0.004475638287051165,0.007933279088689993
ALKBH5,+---,0.007643727,0.9782238831994533,4.908894839622504e-4,-1,9.817789679245007e-4,0.003966639544344996,0.0045773573390296,0.007933279088689993
MICAL2,----,0.002482678,0.9995827925367518,4.954940611161053e-4,-1,9.909881222322106e-4,0.003966639544344996,0.004679076391008036,0.007933279088689993
C16orf57,----,0.003853464,0.99969524125336,5.063176265384077e-4,-1,0.0010126352530768154,0.003966639544344996,0.004780795442986471,0.007933279088689993
DNAJB12,----,0.006455243,0.9990091735393107,5.088271316391518e-4,-1,0.0010176542632783037,0.003966639544344996,0.004882514494964907,0.007933279088689993
SPG11,++++,0.004542978,5.259365678883022e-4,0.9986077948152186,1,0.0010518731357766044,0.003967043027158987,0.004983726606997559,0.007934086054317974
KLHL5,++-+,0.008627247,5.289888624063011e-4,0.8929352261109605,1,0.0010579777248126022,0.004068762079137422,0.004983726606997559,0.008137524158274845
CA14,++-+,1.89326e-4,5.390217883012271e-4,0.8504181284476257,1,0.0010780435766024543,0.004170481131115858,0.004983726606997559,0.008340962262231716
ABLIM2,----,0.034016199,0.999964398334045,5.522137782975155e-4,-1,0.001104427556595031,0.004271765663140765,0.004984233546943342,0.00854353132628153
ATF4,----,0.002634363,0.9915083110726233,5.576991697337639e-4,-1,0.0011153983394675277,0.004271765663140765,0.005085952598921778,0.00854353132628153
GAD2,----,0.005391479,0.9998927447091166,5.587028508506794e-4,-1,0.0011174057017013588,0.004271765663140765,0.0051876716509002135,0.00854353132628153
FNDC4,+---,0.001898596,0.9834701832561197,5.7642425873655e-4,-1,0.0011528485174731,0.004271765663140765,0.005289390702878649,0.00854353132628153
TRAF3,----,0.01238427,0.9998154250700253,5.876023421345826e-4,-1,0.0011752046842691652,0.004271765663140765,0.005391109754857085,0.00854353132628153
OPN3,+---,0.003595693,0.9513127955955837,5.915625651377538e-4,-1,0.0011831251302755075,0.004271765663140765,0.00549282880683552,0.00854353132628153
DPP9,----,0.004423689,0.9989968568014076,5.959123859316774e-4,-1,0.0011918247718633549,0.004271765663140765,0.005594547858813956,0.00854353132628153
SF3A2,+++-,0.00341339,6.093434719856191e-4,0.5295685394623122,1,0.0012186869439712383,0.0042722001830942935,0.005695687550854353,0.008544400366188587
KIAA1239,----,0.004092416,0.9971659144906411,6.10813325940585e-4,-1,0.00122162665188117,0.004373474369406021,0.005696266910792391,0.008746948738812042
SHANK3,----,0.004296161,0.9984318833456161,6.16074579115214e-4,-1,0.001232149158230428,0.004373474369406021,0.005797985962770827,0.008746948738812042
METTL9,-+++,0.019618914,6.298594548555805e-4,0.9742973765907627,1,0.001259718909711161,0.004373919235072729,0.0058991049633848654,0.008747838470145458
VEGFA,---+,0.001792509,0.5972101341486048,6.457926140769944e-4,-1,0.0012915852281539888,0.004475183075671277,0.0058997050147492625,0.008950366151342554
PCSK1,----,0.032048876,0.9999739252226982,6.464182261398159e-4,-1,0.0012928364522796318,0.004475183075671277,0.006001424066727698,0.008950366151342554
ZFYVE19,----,0.034851685,0.9998921564808042,6.498362501154948e-4,-1,0.0012996725002309896,0.004475183075671277,0.006103143118706134,0.008950366151342554
NPHP3,++++,0.005308801,6.540203493554202e-4,0.9997697636913615,1,0.0013080406987108404,0.004475638287051165,0.006204231082180635,0.00895127657410233
PRKAA1,-+--,0.002669007,0.42909289189868577,6.711947553328541e-4,-1,0.0013423895106657081,0.004576891781936533,0.006204862170684569,0.009153783563873067
KIAA0182,+---,0.001742509,0.8814770131533971,6.933487797395202e-4,-1,0.0013866975594790405,0.004576891781936533,0.006306581222663005,0.009153783563873067
DHDDS,----,0.01120103,0.9999262327069491,7.074516137860737e-4,-1,0.0014149032275721474,0.004576891781936533,0.00640830027464144,0.009153783563873067
C1QTNF4,----,0.001359551,0.989605759808257,7.081908638921126e-4,-1,0.0014163817277842252,0.004576891781936533,0.006510019326619876,0.009153783563873067
TAF5,----,0.017704588,0.999866665693457,7.122624144787962e-4,-1,0.0014245248289575924,0.004576891781936533,0.006611738378598311,0.009153783563873067
MON2,++-+,0.008146816,7.240928093026492e-4,0.9651342001582067,1,0.0014481856186052983,0.0045773573390296,0.006712774613506917,0.0091547146780592
GUSB,+++-,0.002121816,7.335505283587849e-4,0.9560077959173169,1,0.0014671010567175698,0.004679076391008036,0.006712774613506917,0.009358152782016071
CHP,----,0.023803745,0.999771308264069,7.518355921622594e-4,-1,0.0015036711843245188,0.004780309194467047,0.006713457430576747,0.009560618388934093
MAPK11,----,0.011026311,0.9980571240582062,7.570947189596399e-4,-1,0.0015141894379192798,0.004780309194467047,0.0068151764825551825,0.009560618388934093
SCP2,++++,0.005688858,7.592871700464992e-4,0.9996534298486925,1,0.0015185743400929984,0.004780795442986471,0.006916192026037429,0.009561590885972943
ZMYND8,----,0.023832116,0.9999660276025735,7.593591666280491e-4,-1,0.0015187183332560981,0.004882017900732303,0.006916895534533618,0.009764035801464606
HINT3,++++,0.007417603,7.639669040983148e-4,0.9996013523787836,1,0.0015279338081966296,0.004882514494964907,0.007017900732302685,0.009765028989929814
RIMBP2,----,0.03673324,0.9999593181537321,7.805109062999539e-4,-1,0.0015610218125999078,0.004983726606997559,0.007018614586512054,0.009967453213995118
FAM84B,++-+,0.011284082,7.878248882026258e-4,0.9923483885291213,1,0.0015756497764052517,0.004984233546943342,0.007119609438567941,0.009968467093886685
PNKP,--+-,4.15169e-4,0.9373329606998779,7.9238918503876e-4,-1,0.00158477837007752,0.005085435313262815,0.007120333638490489,0.01017087062652563
MAGI1,----,0.01296339,0.9993165593385844,7.963237816681157e-4,-1,0.0015926475633362314,0.005085435313262815,0.007222052690468925,0.01017087062652563
DAB2IP,----,0.002135581,0.998228874078243,8.038163763800063e-4,-1,0.0016076327527600126,0.005085435313262815,0.00732377174244736,0.01017087062652563
KIF21B,----,0.008784176,0.9998441475194427,8.09526041768483e-4,-1,0.001619052083536966,0.005085435313262815,0.007425490794425796,0.01017087062652563
HNRNPA3,++++,0.001618352,8.25844601811352e-4,0.9989543008727801,1,0.001651689203622704,0.005085952598921778,0.007526444263628967,0.010171905197843556
PTP4A3,----,0.030595225,0.9981034955095147,8.274312575614782e-4,-1,0.0016548625151229564,0.005187144019528071,0.007527209846404231,0.010374288039056143
VSTM2L,----,0.006067509,0.9992450039246394,8.361422294641554e-4,-1,0.0016722844589283107,0.005187144019528071,0.007628928898382667,0.010374288039056143
MEGF8,----,0.01498839,0.9999432877068977,8.363255092519115e-4,-1,0.001672651018503823,0.005187144019528071,0.0077306479503611025,0.010374288039056143
ZBTB41,++++,0.006699719,8.432209952191999e-4,0.9996295451857724,1,0.0016864419904383998,0.0051876716509002135,0.007831570382424735,0.010375343301800427
CADM2,++-+,5.46816e-4,8.461613731318942e-4,0.9044284797135163,1,0.0016923227462637884,0.005289390702878649,0.007831570382424735,0.010578781405757298
ASB2,----,0.028560955,0.9997534808227078,8.490091963607909e-4,-1,0.0016980183927215817,0.0053905614320585845,0.007832367002339538,0.010781122864117169
IPO7,++++,7.86e-5,8.55135130792334e-4,0.9532971084087215,1,0.001710270261584668,0.005391109754857085,0.007933279088689993,0.01078221950971417
MYD88,++++,0.02104485,8.592795162063344e-4,0.9996478984238404,1,0.0017185590324126688,0.00549282880683552,0.007933279088689993,0.01098565761367104
FRYL,++-+,0.008150187,8.635119733146658e-4,0.8461347413200591,1,0.0017270239466293316,0.005594547858813956,0.007933279088689993,0.011189095717627912
TBC1D13,--+-,4.34457e-4,0.9283518500143829,8.645350661451005e-4,-1,0.001729070132290201,0.005695687550854353,0.007934086054317974,0.011391375101708706
SEC62,-+++,0.003736704,8.686095684692275e-4,0.6663102413897232,1,0.001737219136938455,0.005696266910792391,0.008034987794955248,0.011392533821584783
GLT8D4,-+-+,1.82397e-4,0.4337691243556424,8.709806574154652e-4,-1,0.0017419613148309304,0.005797396257119609,0.00803580510629641,0.011594792514239219
TPMT,-+-+,2.40824e-4,8.833299644187413e-4,0.551975360862701,1,0.0017666599288374827,0.005797985962770827,0.008136696501220505,0.011595971925541654
VIPR1,----,0.009292603,0.9992823779231723,8.919140760805707e-4,-1,0.0017838281521611414,0.0058991049633848654,0.008137524158274845,0.011798209926769731
ELOVL5,--+-,0.00106573,0.666730078641417,8.924418616093758e-4,-1,0.0017848837232187515,0.0058991049633848654,0.00823924321025328,0.011798209926769731
TPP2,----,0.008191011,0.999851511864342,8.992322802969093e-4,-1,0.0017984645605938186,0.0058991049633848654,0.008340962262231716,0.011798209926769731
STAT6,----,9.99251e-4,0.995179617788005,9.046203482594456e-4,-1,0.0018092406965188911,0.0058991049633848654,0.008442681314210151,0.011798209926769731
ATP2B2,----,0.006442228,0.9997891292800944,9.053913571208001e-4,-1,0.0018107827142416003,0.0058991049633848654,0.008544400366188587,0.011798209926769731
XRCC6BP1,++++,0.026308333,9.119195437267825e-4,0.9999586119195977,1,0.001823839087453565,0.0058997050147492625,0.008645240032546787,0.011799410029498525
BANP,----,0.026552715,0.9994965976595318,9.126639439691927e-4,-1,0.0018253278879383854,0.006000813669650122,0.008646119418167023,0.012001627339300243
P4HA1,---+,7.94288e-4,0.2389177814707613,9.13445615631565e-4,-1,0.00182689123126313,0.006000813669650122,0.008747838470145458,0.012001627339300243
VWA1,+--+,1.3764e-4,9.142926662619715e-4,0.35147329188584225,1,0.001828585332523943,0.006001424066727698,0.008848657445077299,0.012002848133455396
PGS1,----,0.017551124,0.99903263042678625,9.363737209101438e-4,-1,0.0018727474418202875,0.006102522375915379,0.008849557522123894,0.012205044751830757
KPNA5,++++,0.006969757,9.422961536945339e-4,0.9906343393708115,1,0.0018845923073890678,0.006103143118706134,0.008950366151342554,0.012206286237412267
PM20D2,++++,0.009986891,9.553745066801623e-4,0.9996301313046411,1,0.0019107490133603246,0.006204862170684569,0.008950366151342554,0.012409724341369138
SMAD3,----,0.019988202,0.9999020166299764,9.817438405399803e-4,-1,0.0019634876810799605,0.006305939788445891,0.00895127657410233,0.012611879576891782
MMP17,+---,0.014982772,0.934302782651749,9.820425110769317e-4,-1,0.0019640850221538633,0.006305939788445891,0.009052995626080765,0.012611879576891782
TMEM87B,++++,0.006197846,9.860444099471044e-4,0.9980997654684999,1,0.001972088819894209,0.006306581222663005,0.009153783563873067,0.01261316244532601
SLC25A34,----,0.002468446,0.9985709255236437,9.930996185082126e-4,-1,0.0019861992370164253,0.006407648494711147,0.0091547146780592,0.012815296989422294
DPP3,----,0.007353371,0.9988295494467201,0.0010063722905021661,-1,0.0020127445810043322,0.006407648494711147,0.009256433730037636,0.012815296989422294
H2AFV,++-+,0.001548127,0.0010132489848510237,0.9019802471029337,1,0.0020264979697020473,0.00640830027464144,0.00935720097640358,0.01281660054928288
NAPEPLD,++-+,0.008271723,0.0010285226605046684,0.9459533710449042,1,0.0020570453210093367,0.006510019326619876,0.00935720097640358,0.013020038653239752
PCDH9,++++,0.03246236,0.001045654318139042,0.9999585447870656,1,0.002091308636278084,0.006611738378598311,0.00935720097640358,0.013223476757196623
PCDH17,----,0.011681086,0.9980690164369125,0.0010497635326586086,-1,0.0020995270653172173,0.006712774613506917,0.009358152782016071,0.013425549227013833
ATG7,----,0.030357772,0.9998797125344809,0.0010526706954992469,-1,0.0021053413909984937,0.006712774613506917,0.009459871833994507,0.013425549227013833
RASD1,----,0.028755243,0.9999118451682574,0.001064335873895761,-1,0.002128671747791522,0.006712774613506917,0.009561590885972943,0.013425549227013833
SPTBN4,----,0.045858801,0.9999147282447658,0.0010776206182476343,-1,0.0021552412364952687,0.006712774613506917,0.009663309937951378,0.013425549227013833
DPYSL5,----,0.001886142,0.9987605814282898,0.001082171316583767,-1,0.002164342633167534,0.006712774613506917,0.009765028989929814,0.013425549227013833
RHOQ,++++,0.024033801,0.0010829791010974119,0.9992374563881998,1,0.0021659582021948238,0.006713457430576747,0.00986574450772986,0.013426914861153494
ZMPSTE24,----,0.010631554,0.9988876729700357,0.0010968653170668964,-1,0.002193730634133793,0.006814483319772173,0.00986674804190825,0.013628966639544346
ZNF302,-+++,0.003780899,0.001101638782032506,0.9202471405222938,1,0.002203277564065012,0.0068151764825551825,0.009967453213995118,0.013630352965110365
UGP2,++++,0.002314326,0.0011053593659772637,0.9785221597737378,1,0.0022107187319545273,0.006916895534533618,0.009967453213995118,0.013833791069067236
BCAP29,----,0.004740262,0.9955686660538206,0.0011089392160691903,-1,0.0022178784321383806,0.007017900732302685,0.009968467093886685,0.01403580146460537
MAGEL2,+---,0.001700094,0.9753814723808424,0.0011137336249312623,-1,0.0022274672498625247,0.007017900732302685,0.01007018614586512,0.01403580146460537
KIAA0586,----,0.001547472,0.9967914174796202,0.0011169259948213604,-1,0.002233851989642721,0.007017900732302685,0.010171905197843556,0.01403580146460537
HIGD1A,-+++,6.55805e-4,0.001134131866343627,0.8881273384839871,1,0.002268263732687254,0.007018614586512054,0.010272579332790887,0.014037229173024107
ABCC5,----,0.015487172,0.9986616805261711,0.0011429545164970245,-1,0.002285909032994049,0.007119609438567941,0.010273624249821992,0.014239218877135883
TEX264,--+-,0.013160019,0.9867127297359286,0.0011474972889227155,-1,0.002294994577845431,0.007119609438567941,0.010375343301800427,0.014239218877135883
AAK1,----,0.010378933,0.9998161126172928,0.0011479287722464305,-1,0.002295857544492861,0.007119609438567941,0.010477062353778863,0.014239218877135883
AFTPH,----,0.013908895,0.9997914184936296,0.0011501474705010305,-1,0.002300294941002061,0.007119609438567941,0.010578781405757298,0.014239218877135883
LAYN,++++,0.002894944,0.0011540645277850392,0.9991623993896784,1,0.0023081290555700784,0.007120333638490489,0.010679414157851912,0.014240667276980978
DFFA,++++,0.022202528,0.001172488519009696,0.9994362535073639,1,0.002344977038019392,0.007222052690468925,0.010679414157851912,0.01444410538093785
LAMP1,++++,0.002493539,0.0011749699739166748,0.9989823556153787,1,0.0023499399478333497,0.00732377174244736,0.010679414157851912,0.01464754348489472
RIT1,++-+,0.005969288,0.001192895853496473,0.7018831827041239,1,0.002385791706992946,0.007425490794425796,0.010679414157851912,0.014850981588851592
MAST2,----,0.021258989,0.9995738494391645,0.0011965219561630128,-1,0.0023930439123260256,0.007526444263628967,0.010680500457735734,0.015052888527257934
PPFIA2,---+,2.01124e-4,0.23365885708762021,0.0011977346826730765,-1,0.002395469365346153,0.007526444263628967,0.01078221950971417,0.015052888527257934
TESK2,+-++,0.0096147,0.0012133555973724529,0.2148800664606775,1,0.0024267111947449058,0.007527209846404231,0.010882831570382424,0.015054419692808463
SRC,+---,0.008010487,0.9515680450102706,0.0012270697698577413,-1,0.0024541395397154825,0.007628152969894223,0.010883938561692605,0.015256305939788446
PEA15,-+++,0.009080337,0.001229910585165264,0.8131527836096001,1,0.002459821170330528,0.007628928898382667,0.010984540276647681,0.015257857796765334
MINA,-+++,0.004760019,0.0012398707076669846,0.9428603366699854,1,0.002479741415333969,0.0077306479503611025,0.010984540276647681,0.015461295900722205
SBK1,----,0.008423689,0.9982901498236025,0.001242697835068193,-1,0.002485395670136386,0.007831570382424735,0.01098565761367104,0.01566314076484947
C21orf2,----,0.023985581,0.9963371223762503,0.0012433820676744864,-1,0.0024867641353489727,0.007831570382424735,0.011087376665649476,0.01566314076484947
RIOK3,++++,0.004492322,0.0012450817115891451,0.9993749121274476,1,0.0024901634231782903,0.007832367002339538,0.011187957689178194,0.015664734004679076
SAMD14,-+++,7.85112e-4,0.0012512235225428103,0.816679361279668,1,0.0025024470450856207,0.007934086054317974,0.011187957689178194,0.015868172108635947
PRR18,++-+,0.011580056,0.0012530765631185168,0.9865443712952221,1,0.0025061531262370335,0.00803580510629641,0.011187957689178194,0.01607161021259282
RPL13,++++,0.019391573,0.001253869541109455,0.9995844969474573,1,0.00250773908221891,0.008137524158274845,0.011187957689178194,0.01627504831654969
CMPK1,++++,0.004968258,0.0012569794166506266,0.998336827371856,1,0.0025139588333012533,0.00823924321025328,0.011187957689178194,0.01647848642050656
PAICS,-+++,7.64326e-4,0.001258227111698312,0.7694349063596416,1,0.002516454223396624,0.008340962262231716,0.011187957689178194,0.016681924524463432
MTMR9,----,0.054867228,0.9999575045979414,0.0012604606207088102,-1,0.0025209212414176205,0.008441822620016273,0.011189095717627912,0.016883645240032545
LBR,+-++,0.002485768,0.0012645020364424886,0.20346295599751962,1,0.002529004072884977,0.008442681314210151,0.011289666395443449,0.016885362628420303
ARPP-21,----,0.010642509,0.9996979069146735,0.0012792010335598528,-1,0.0025584020671197056,0.00854353132628153,0.011290814769606347,0.01708706265256306
TSPAN3,++++,0.007786142,0.0012878851881728483,0.9937239955205032,1,0.0025757703763456966,0.008544400366188587,0.011391375101708706,0.017088800732377174
CREB3L2,+++-,0.007079869,0.0012911437812922343,0.9897340463884985,1,0.0025822875625844685,0.008646119418167023,0.011391375101708706,0.017292238836334045
ATCAY,----,0.008240075,0.9971806839459857,0.0013008679623582324,-1,0.002601735924716465,0.008746948738812042,0.011392533821584783,0.017493897477624084
DHX8,--+-,0.007619101,0.9467124639742075,0.001307469366348592,-1,0.002614938732697184,0.008746948738812042,0.011494252873563218,0.017493897477624084
NFIA,++++,0.018825749,0.0013120015734705067,0.9973300874381474,1,0.0026240031469410134,0.008747838470145458,0.011594792514239219,0.017495676940290916
ADIG,----,0.011651592,0.9992618401113278,0.0013231747486318471,-1,0.0026463494972636943,0.008848657445077299,0.011595971925541654,0.017697314890154598
RPL7,++++,0.025922004,0.0013248340573436645,0.9994430673531347,1,0.002649668114687329,0.008849557522123894,0.011696501220504476,0.017699115044247787
HSPB3,----,0.003940075,0.9987834480062752,0.0013363363040294013,-1,0.0026726726080588026,0.008950366151342554,0.01169769097752009,0.01790073230268511
LRRC41,+---,0.006032678,0.7416341938198393,0.0013408844705130607,-1,0.0026817689410261213,0.008950366151342554,0.011799410029498525,0.01790073230268511
TNIK,+++-,0.00128633,0.0013488331770413868,0.6837269887140636,1,0.0026976663540827736,0.00895127657410233,0.011899918633034988,0.01790255314820466
ICMT,----,0.04025103,0.9998877922467151,0.0013663575737230106,-1,0.0027327151474460212,0.009052074857607811,0.01190112908147696,0.018104149715215623
PSEN1,++-+,0.004586236,0.00136643698039021,0.5070214008903675,1,0.00273287396078042,0.009052995626080765,0.012001627339300243,0.01810599125216153
PWP2,----,0.057908146,0.9999591880523891,0.0013889865510618524,-1,0.002777973102123705,0.009153783563873067,0.012002848133455396,0.018307567127746133
HS6ST3,---+,4.72472e-4,0.7708876971031475,0.001396897247885544,-1,0.002793794495771088,0.009153783563873067,0.012104567185433832,0.018307567127746133
GPC1,----,0.013875843,0.9985810892515892,0.0014129568119095198,-1,0.0028259136238190396,0.009153783563873067,0.012206286237412267,0.018307567127746133
HIBCH,++++,0.052143633,0.001418386185456583,0.9999520544307678,1,0.002836772370913166,0.0091547146780592,0.012306753458096013,0.0183094293561184
PREP,+---,0.002276966,0.8349654627390936,0.001423595074561179,-1,0.002847190149122358,0.009255492270138324,0.012308005289390703,0.018510984540276647
C2orf43,---+,0.009952434,0.7766410326984382,0.0014246355089598387,-1,0.0028492710179196775,0.009255492270138324,0.012409724341369138,0.018510984540276647
GAA,----,0.008246816,0.998944128709556,0.0014248440450660921,-1,0.0028496880901321842,0.009255492270138324,0.012511443393347574,0.018510984540276647
OGFRL1,++++,0.011319007,0.0014252593582509358,0.9978214338707975,1,0.0028505187165018715,0.009256433730037636,0.012611879576891782,0.018512867460075272
XPR1,++++,0.003514139,0.0014386376866119624,0.9973927353479004,1,0.0028772753732239247,0.009358152782016071,0.012611879576891782,0.018716305564032143
SENP7,-+++,0.021325,0.0014406205126040884,0.98684342362792,1,0.002881241025208177,0.009459871833994507,0.012611879576891782,0.018919743667989014
RNF146,++++,0.008074438,0.001442484683749452,0.9976091929795505,1,0.002884969367498904,0.009561590885972943,0.012611879576891782,0.019123181771945885
NBR1,++++,0.024106554,0.0014424966205550788,0.9998871210487008,1,0.0028849932411101576,0.009663309937951378,0.012611879576891782,0.019326619875902756
SPHK2,----,0.026874813,0.9996665307151282,0.001449613094593037,-1,0.002899226189186074,0.009764035801464606,0.01261316244532601,0.01952807160292921
MCCC2,++++,0.007487734,0.0014622298512979423,0.9994897822629353,1,0.0029244597025958846,0.009765028989929814,0.012713588283157039,0.019530057979859627
SCN3B,----,0.020096816,0.9995735674864397,0.0014674041754863235,-1,0.002934808350972647,0.00986574450772986,0.012714881497304445,0.01973148901545972
NISCH,----,0.011050281,0.999810390416157,0.0014713539539718868,-1,0.0029427079079437737,0.00986574450772986,0.01281660054928288,0.01973148901545972
ZNF689,+-++,0.001834644,0.0014947229524624802,0.9484690833553883,1,0.0029894459049249603,0.00986674804190825,0.012917005695687551,0.0197334960838165
ZBTB46,----,0.020421348,0.999830145571727,0.0014976741404803457,-1,0.0029953482809606915,0.009967453213995118,0.012918319601261316,0.019934906427990236
EIF4B,++++,0.021609363,0.0015029065164752782,0.9993467866280035,1,0.0030058130329505563,0.009968467093886685,0.013018714401952807,0.01993693418777337
PPFIBP2,+-++,0.001311985,0.0015050409644551562,0.4567063357163026,1,0.0030100819289103123,0.01007018614586512,0.013018714401952807,0.02014037229173024
NUCB2,++++,0.005623783,0.0015053467252624394,0.9993252833608719,1,0.0030106934505248787,0.010171905197843556,0.013018714401952807,0.020343810395687112
ITM2B,++++,0.019641479,0.0015076300766882042,0.9988620043239268,1,0.0030152601533764084,0.010273624249821992,0.013018714401952807,0.020547248499643983
GNAQ,++++,0.004147004,0.001508114431153801,0.9926690227652564,1,0.003016228862307602,0.010375343301800427,0.013018714401952807,0.020750686603600854
TMEM123,++++,0.003692978,0.0015278690255961414,0.9872629074626835,1,0.0030557380511922827,0.010477062353778863,0.013018714401952807,0.020954124707557725
ATG4B,--++,5.07e-5,0.5000292579523334,0.001542253525285051,-1,0.003084507050570102,0.010577705451586655,0.013020038653239752,0.02115541090317331
GPBP1,++++,0.003636985,0.0015515898490673706,0.9960252643552977,1,0.003103179698134741,0.010578781405757298,0.013120423108218064,0.021157562811514596
SEZ6L2,----,0.003710112,0.9982546222001607,0.0015532392258615316,-1,0.0031064784517230632,0.010679414157851912,0.013121757705218187,0.021358828315703824
DNA2,----,0.006696816,0.9985194632410866,0.0015563567342944168,-1,0.0031127134685888336,0.010679414157851912,0.013223476757196623,0.021358828315703824
RFTN1,-+-+,1.22378e-4,0.5632665654115725,0.0015649892792774615,-1,0.003129978558554923,0.010679414157851912,0.013325195809175058,0.021358828315703824
EGR1,----,0.022033895,0.9997920919851258,0.0015695663718440546,-1,0.003139132743688109,0.010679414157851912,0.013426914861153494,0.021358828315703824
FBXL18,--+-,0.00826264,0.9578607300880421,0.0015699734047401074,-1,0.003139946809480215,0.010679414157851912,0.01352863391313193,0.021358828315703824
SNX5,--++,3.98783e-4,0.0015724861859619812,0.1384240500281721,1,0.0031449723719239623,0.010680500457735734,0.013628966639544346,0.021361000915471468
CCDC49,-+--,0.001800562,0.9074629980211084,0.00157464204042436,-1,0.00314928408084872,0.010781122864117169,0.013630352965110365,0.021562245728234338
CECR5,--+-,0.003009363,0.9834445195768032,0.001578532106582808,-1,0.003157064213165616,0.010781122864117169,0.0137320720170888,0.021562245728234338
PIGV,++++,0.046541854,0.0015836932870129015,0.999834634312194,1,0.003167386574025803,0.01078221950971417,0.013832384052074858,0.02156443901942834
SETD5,----,0.027136142,0.9998427068304179,0.0015866306360372623,-1,0.0031732612720745245,0.010882831570382424,0.013833791069067236,0.02176566314076485
GCSH,++++,0.001893914,0.001587962154192883,0.9951481908937687,1,0.003175924308385766,0.010883938561692605,0.013934092758340113,0.02176787712338521
HTR4,----,0.005012828,0.9989311550669328,0.0015932239499114014,-1,0.003186447899822803,0.010984540276647681,0.013935510121045672,0.021969080553295363
BCAN,---+,0.00326236,0.9222205797332776,0.0015956814988874147,-1,0.0031913629977748294,0.010984540276647681,0.014037229173024107,0.021969080553295363
ETV5,--+-,0.001538202,0.49282815380209766,0.0015983701070189707,-1,0.0031967402140379414,0.010984540276647681,0.014138948225002543,0.021969080553295363
MVK,----,0.003691105,0.998509087958914,0.0016076227651070343,-1,0.0032152455302140687,0.010984540276647681,0.014240667276980978,0.021969080553295363
ABHD3,++++,0.002382678,0.0016188819040481163,0.9945264244248613,1,0.0032377638080962326,0.01098565761367104,0.01434092758340114,0.02197131522734208
TTC3,++++,0.030828371,0.0016226341717990942,0.9997180351084829,1,0.0032452683435981885,0.011087376665649476,0.01434092758340114,0.022174753331298952
CCDC88A,+++-,0.001107678,0.0016252122052447253,0.8779261532514387,1,0.0032504244104894506,0.011189095717627912,0.01434092758340114,0.022378191435255823
FSD1,+---,0.00118221,0.8768657500836985,0.001635367806118177,-1,0.003270735612236354,0.011289666395443449,0.014342386328959414,0.022579332790886898
CACNB1,-+--,0.025183614,0.9767854607074951,0.0016399813691566373,-1,0.0032799627383132746,0.011289666395443449,0.01444410538093785,0.022579332790886898
FKBP14,+-++,0.007332959,0.0016505867276581365,0.8181442103169466,1,0.003301173455316273,0.011290814769606347,0.014544344995931652,0.022581629539212694
RFC5,++++,0.015738951,0.0016547385866012368,0.9996241734120274,1,0.0033094771732024735,0.011392533821584783,0.014544344995931652,0.022785067643169565
MRPL55,----,0.018084082,0.9992043359004508,0.0016678907911864727,-1,0.0033357815823729453,0.011493083807973963,0.014545824432916285,0.022986167615947926
GPATCH3,----,9.84363e-4,0.9924679741023832,0.001680147723796589,-1,0.003360295447593178,0.011493083807973963,0.01464754348489472,0.022986167615947926
BAALC,-+++,0.023359082,0.0016916363865406557,0.7726058584536091,1,0.0033832727730813113,0.011494252873563218,0.014747762408462164,0.022988505747126436
POP4,+-++,0.003713015,0.0016956959363261922,0.8292879866507865,1,0.0033913918726523845,0.011595971925541654,0.014747762408462164,0.023191943851083308
DEF8,--+-,8.51498e-4,0.8525593000978909,0.0016957913221376162,-1,0.0033915826442752323,0.011696501220504476,0.014749262536873156,0.02339300244100895
SDCCAG1,++++,0.045398408,0.0017027936632193759,0.999891250286149,1,0.0034055873264387517,0.01169769097752009,0.014849471114727422,0.02339538195504018
SNX13,++++,0.010779213,0.0017086856858912886,0.9994136644773377,1,0.003417371371782577,0.011799410029498525,0.014849471114727422,0.02359882005899705
MSX1,-+++,0.003069663,0.0017204841990122641,0.9444659403874852,1,0.0034409683980245282,0.01190112908147696,0.014849471114727422,0.02380225816295392
DZIP1,++++,0.028342978,0.001726571551925621,0.9998876962099195,1,0.003453143103851242,0.012002848133455396,0.014849471114727422,0.024005696266910792
FOXF2,+++-,1.97753e-4,0.0017305649244844716,0.9257985509592401,1,0.003461129848968943,0.012104567185433832,0.014849471114727422,0.024209134370867663
NCOA1,--++,0.002891292,0.0017936060722937807,0.250177549824008,1,0.0035872121445875613,0.012206286237412267,0.014849471114727422,0.024412572474824534
VGF,----,0.004039232,0.9952194463682427,0.001799329433537176,-1,0.003598658867074352,0.012306753458096013,0.014850981588851592,0.024613506916192025
MACROD2,--++,3.3015e-4,0.0018066822723999073,0.6601661347722141,1,0.0036133645447998146,0.012308005289390703,0.014951179820992677,0.024616010578781405
SYF2,++++,0.008711891,0.0018094727857859737,0.9884614425655576,1,0.0036189455715719475,0.012409724341369138,0.014951179820992677,0.024819448682738277
IER5L,----,0.032090637,0.9998281041633675,0.001813275322434133,-1,0.003626550644868266,0.012510170870626525,0.014952700640830027,0.02502034174125305
