gene_symbol,female_ACC.1_female_ACC.2_female_AMY_female_DLPFC,min_p_across_regions,meta_higher_in_MDD_pvalue,meta_lower_in_MDD_pvalue,meta_direction,meta_p
PRCC,--++,0.208864794,0.5035689647140745,0.37958374458793864,-1,0.7591674891758773
EDN3,-++-,0.142704963,0.4877405839818185,0.37964465107926193,-1,0.7592893021585239
PRRT1,-+-+,0.122101873,0.512864480289575,0.37991491906026564,-1,0.7598298381205313
POLA2,---+,0.220748783,0.8021598023761125,0.3800648398200316,-1,0.7601296796400632
C19orf57,-+--,0.41580206,0.8251597228512769,0.3801042450947774,-1,0.7602084901895548
CHFR,+-++,0.218902341,0.3802660735396899,0.5839490431274384,1,0.7605321470793798
YPEL4,+-++,0.343455899,0.38028349084835567,0.8288308098502788,1,0.7605669816967113
F3,+---,0.328373315,0.7337927333203591,0.38064458423119707,-1,0.7612891684623941
CSMD3,-++-,0.287299906,0.380901562500469,0.6565399152152099,1,0.761803125000938
KIAA0562,+---,0.26133633,0.6992004906829745,0.3813501738695484,-1,0.7627003477390968
SEC61A1,+-++,0.346824064,0.38151235189286714,0.8026849729212981,1,0.7630247037857343
LMBR1L,-+++,0.206540824,0.38154716212163453,0.6136067369254562,1,0.7630943242432691
RPL11,-++-,0.133414513,0.5821377411765855,0.3816378110651869,-1,0.7632756221303738
RTN4RL2,-+--,0.352103933,0.8091146546823615,0.3816557075395602,-1,0.7633114150791204
SLC20A2,+++-,0.367236704,0.3817488859254927,0.8633788132327789,1,0.7634977718509854
RAGE,-+-+,0.245549438,0.8289014539952173,0.3818259339670674,-1,0.7636518679341348
PCDH20,-+-+,0.115200094,0.4855802080228634,0.38189637308226776,-1,0.7637927461645355
HRSP12,+-+-,0.166677622,0.5240049701176144,0.38207335658511604,-1,0.7641467131702321
GTF3A,---+,0.411754401,0.7571506168764407,0.38213907806785274,-1,0.7642781561357055
CIDEC,-+-+,0.248007022,0.38229680918048364,0.6805896438974924,1,0.7645936183609673
FGFR3,+-+-,0.130670506,0.3824192954248124,0.5195680164398112,1,0.7648385908496248
FBXO6,--+-,0.432886049,0.859780485668142,0.3824864687768194,-1,0.7649729375536388
CD63,-+++,0.433464607,0.3826496703324521,0.8785822553215369,1,0.7652993406649042
MDC1,---+,0.218457584,0.5980267695842559,0.3826869221660455,-1,0.765373844332091
DTX4,-+++,0.279249532,0.38275151851465894,0.8413332136980999,1,0.7655030370293179
MAGEF1,-+-+,0.283117697,0.6882748558557403,0.3829298881827218,-1,0.7658597763654436
COMMD6,--++,0.244177434,0.38314746635206454,0.732914438978925,1,0.7662949327041291
MAP4K2,++-+,0.289182491,0.38325510956016695,0.6664168606804088,1,0.7665102191203339
DDX28,+++-,0.1391603,0.38327962288956363,0.5195125630963889,1,0.7665592457791273
KCND2,-+--,0.099866105,0.3833824595379485,0.5470019743604148,1,0.766764919075897
ATP13A2,++-+,0.318258895,0.38339421121514755,0.7031677175256283,1,0.7667884224302951
PLCH2,+---,0.12577397,0.3834314562463438,0.6593503600425978,1,0.7668629124926876
CSPG5,+-+-,0.198180618,0.38354843790304977,0.5614944273146883,1,0.7670968758060995
L3MBTL3,+--+,0.148650655,0.38368554111953423,0.4707564605330163,1,0.7673710822390685
DUS3L,-++-,0.199899532,0.6701758424214657,0.3837201075801897,-1,0.7674402151603794
USP14,-+-+,0.131482491,0.383898777196607,0.3960864895854725,1,0.767797554393214
NINJ1,-+-+,0.212115918,0.38404382531221437,0.7495043744984058,1,0.7680876506244287
ZNF498,++-+,0.357436142,0.3840934739559662,0.7532788653678331,1,0.7681869479119324
GOT2,++--,0.30999691,0.38411316263058864,0.7376960446562403,1,0.7682263252611773
TMEM68,+-+-,0.230973502,0.5298875266870493,0.38416967949494824,-1,0.7683393589898965
IL17RB,+-++,0.34021779,0.38431718243665247,0.6907740986575519,1,0.7686343648733049
RNMTL1,-+-+,0.248588858,0.38434104631739885,0.42217477467256564,1,0.7686820926347977
MAMLD1,+-++,0.405305056,0.3843794191137967,0.8751927494794001,1,0.7687588382275934
KCTD15,-+++,0.287941667,0.3846229931025287,0.6981315545739764,1,0.7692459862050574
CECR5,+--+,0.285284644,0.3848058253799735,0.7337926457659818,1,0.769611650759947
ACSS2,+--+,0.236086142,0.3849011997689386,0.6481946631035418,1,0.7698023995378772
CHAC1,-+++,0.182807397,0.38493177691605956,0.5370269371081479,1,0.7698635538321191
MCHR1,+++-,0.110090918,0.3850077427781477,0.41597865317559674,1,0.7700154855562954
TIMP1,+-++,0.093333989,0.3852006508862489,0.3872284102415667,1,0.7704013017724978
PRRC1,--++,0.210846348,0.38521824838104074,0.4471504111326469,1,0.7704364967620815
KIAA0748,++-+,0.258421161,0.38522733276652205,0.6404670983243776,1,0.7704546655330441
C19orf28,+-++,0.411975468,0.3852441383286936,0.8164557012015045,1,0.7704882766573872
TOM1L1,-+-+,0.194735581,0.3853177010727254,0.5287983923065783,1,0.7706354021454508
SYN3,+--+,0.338677809,0.3853869808989979,0.8092148064395797,1,0.7707739617979958
CYB5R1,++--,0.307466854,0.7834193393065236,0.3856630880088934,-1,0.7713261760177867
CCT8,-+-+,0.125944944,0.5890173047254197,0.38575653786697295,-1,0.7715130757339459
KATNB1,-+--,0.113141105,0.465202141337899,0.38603005430376347,-1,0.7720601086075269
TOM1,+-++,0.078469382,0.4457751758908986,0.38628987547605576,-1,0.7725797509521115
SEC22B,+--+,0.124474064,0.4400803803561129,0.3863451675756598,-1,0.7726903351513196
ELL,+++-,0.359393727,0.38654400346068596,0.8511357270193113,1,0.7730880069213719
NTN4,++--,0.125207772,0.3866330556647429,0.5103777072953806,1,0.7732661113294858
RPL36,-++-,0.090160581,0.39068469429060476,0.38681906719720743,-1,0.7736381343944149
HDAC1,--++,0.106119382,0.3972449572750712,0.38688325610385876,-1,0.7737665122077175
RCOR2,++--,0.336202528,0.38689494469323166,0.802111458663164,1,0.7737898893864633
MGAT4C,--++,0.204471723,0.38694011819507956,0.7009922805865216,1,0.7738802363901591
ARL3,+-+-,0.188150187,0.729987444556583,0.3869403991736633,-1,0.7738807983473266
PTPN18,--++,0.338116573,0.3869562232312147,0.7463952657949646,1,0.7739124464624294
ANKRD11,-+-+,0.326541105,0.38749432534989925,0.7289851462666311,1,0.7749886506997985
MMD,++-+,0.114087828,0.6108085502689335,0.3877106523858982,-1,0.7754213047717964
JAKMIP2,---+,0.269812734,0.7974085440799555,0.3877439951901522,-1,0.7754879903803044
ZCRB1,-+-+,0.323350562,0.3877671736314147,0.69732901701025,1,0.7755343472628294
GYS1,+-++,0.35126161,0.387891971133978,0.7672263210794823,1,0.775783942267956
USP4,---+,0.271533614,0.6500424757871803,0.38793941287711237,-1,0.7758788257542247
SNRPF,+-+-,0.197180993,0.3880741743352881,0.7207152572949969,1,0.7761483486705762
MTMR4,-+--,0.383657397,0.7272494021434942,0.38813726429706097,-1,0.7762745285941219
ADI1,+++-,0.438635487,0.38818724014437617,0.8687803865154378,1,0.7763744802887523
TRPM2,-+-+,0.235795599,0.6345125075040339,0.38829333420936457,-1,0.7765866684187291
HMHA1,+-+-,0.277410674,0.5422670278055178,0.3883516731297659,-1,0.7767033462595317
FAM98A,+--+,0.098082584,0.38849058394384905,0.4048742064759962,1,0.7769811678876981
LHFPL2,+-+-,0.366172004,0.7737696532852248,0.3885322554344656,-1,0.7770645108689312
NEK9,+-++,0.274131367,0.3886138008211589,0.7020798334095295,1,0.7772276016423177
RPL30,-++-,0.124867041,0.388623053927352,0.5846167718752358,1,0.777246107854704
RPL7L1,-+--,0.17505880100000001,0.5146712116016354,0.3886271478911125,-1,0.777254295782225
PEX6,-+++,0.426479213,0.3887151352193549,0.870330869440828,1,0.7774302704387098
SF3B3,++-+,0.45579794,0.3889055247338735,0.7752988263149807,1,0.777811049467747
ZNF281,+-++,0.329157397,0.3892385960645445,0.7737665877171578,1,0.778477192129089
GAS1,-+++,0.256248876,0.3892568796855138,0.7814811753451423,1,0.7785137593710276
TM4SF1,+-+-,0.165662828,0.38928631449828255,0.40579574158549603,1,0.7785726289965651
NMNAT3,+--+,0.287003277,0.6185224933727146,0.38932900568477413,-1,0.7786580113695483
UBA52,+++-,0.079039139,0.4625406909416114,0.3893302837837085,-1,0.778660567567417
SCAF1,---+,0.395239326,0.8423370799292541,0.38953877464943576,-1,0.7790775492988715
FLJ25076,-++-,0.222503652,0.3896236921507012,0.5439796394065954,1,0.7792473843014024
LDB2,++++,0.572941667,0.3897426155449884,0.901670770016746,1,0.7794852310899768
COX5B,++--,0.141972846,0.5503115941486729,0.3897592524526642,-1,0.7795185049053284
ZNF658,--+-,0.417872004,0.7736403001848094,0.3898004227671704,-1,0.7796008455343408
TMEM33,+-+-,0.134890543,0.5499488578831445,0.39002763637908805,-1,0.7800552727581761
SOX9,+-++,0.073032022,0.39007425832215914,0.39917598380110497,1,0.7801485166443183
LRRK1,-+-+,0.335617135,0.7404720975079127,0.39012381364748505,-1,0.7802476272949701
KTI12,++-+,0.455590169,0.39026928660224075,0.8562644825370475,1,0.7805385732044815
ZNF212,+--+,0.318117603,0.6144602537061696,0.3903007738725913,-1,0.7806015477451826
SMAD9,++--,0.149166948,0.3904949306357097,0.6267525557398518,1,0.7809898612714194
STAC,++-+,0.170248689,0.3906652635710647,0.5591227067971326,1,0.7813305271421294
EPB41L5,--++,0.122252809,0.3906901164390683,0.396207752132703,1,0.7813802328781366
PELI2,+-+-,0.173676592,0.3910184731852459,0.6064312569980341,1,0.7820369463704918
AGPAT1,--++,0.137331367,0.3910516123670323,0.409821368242354,1,0.7821032247340646
OXSM,+++-,0.209117884,0.39111399429555677,0.6630623816083977,1,0.7822279885911135
CCL2,--+-,0.267732678,0.6547407887116958,0.3911769369369894,-1,0.7823538738739788
PMS2L11,++--,0.128260768,0.4368352283546608,0.39119557841193686,-1,0.7823911568238737
MON1A,-+-+,0.169001217,0.3912090984539607,0.5098108731085018,1,0.7824181969079214
ERBB4,+--+,0.119499251,0.3912938283391706,0.3964306781273646,1,0.7825876566783412
RAB11FIP3,---+,0.126604307,0.3914914401717042,0.648806467169706,1,0.7829828803434083
SLC2A5,+--+,0.205068539,0.7336902387965665,0.3915321876931403,-1,0.7830643753862806
LOC647979,--++,0.132500843,0.39157946871083077,0.4613922945074764,1,0.7831589374216615
SACS,-+-+,0.207634551,0.3917222819420437,0.5044617094811734,1,0.7834445638840875
SAMD1,+-++,0.088436142,0.3961984767103509,0.39175043316374236,-1,0.7835008663274847
ATP6V0B,++--,0.205149157,0.5105776702955361,0.3917851144079572,-1,0.7835702288159144
TELO2,+-++,0.263349251,0.3918982569182458,0.641026553413373,1,0.7837965138364916
GNAI2,--+-,0.117398783,0.4559180524122144,0.3919664212228548,-1,0.7839328424457096
PAN3,-+++,0.133982959,0.3921449641903415,0.48524432175842463,1,0.784289928380683
APIP,-+++,0.192329588,0.39214623497275297,0.6874705646289869,1,0.7842924699455059
PLK2,-+--,0.235122659,0.6166782934414815,0.39220514121294414,-1,0.7844102824258883
CCDC77,+-+-,0.238114794,0.3922740186263157,0.624810316446662,1,0.7845480372526314
A1BG,-+-+,0.199106929,0.3924388686189786,0.7238437277702909,1,0.7848777372379572
TRAPPC1,+--+,0.252125375,0.6342157598794783,0.39245792480202607,-1,0.7849158496040521
LINGO1,++-+,0.427775749,0.3924655119124822,0.8543226677406096,1,0.7849310238249644
DTWD1,--++,0.124807116,0.4081494664361234,0.3924698388841686,-1,0.7849396777683372
UBA7,---+,0.309934082,0.8312397443501961,0.39254087795798276,-1,0.7850817559159655
RND3,+-+-,0.217011423,0.6222535705289054,0.3927182324958442,-1,0.7854364649916884
GFRA1,---+,0.343233427,0.694297334646013,0.3927539853154362,-1,0.7855079706308724
C7orf43,---+,0.276325375,0.8405448886275861,0.39291643964404144,-1,0.7858328792880829
GPT2,++-+,0.308001685,0.39295230778972,0.7484672092666282,1,0.78590461557944
VPS72,----,0.416779588,0.8805115678218105,0.39320731505848966,-1,0.7864146301169793
KIAA0317,-+++,0.40590515,0.39343571707538316,0.8734467310845146,1,0.7868714341507663
DLGAP1,-++-,0.170127247,0.4450072289338834,0.3935368816828249,-1,0.7870737633656498
FOXRED1,--++,0.122529307,0.3936199197868493,0.4497373868289594,1,0.7872398395736986
MTERFD3,--++,0.242632303,0.7163226182961697,0.39364157666707383,-1,0.7872831533341477
RNF166,+-+-,0.152795318,0.39371463789424527,0.6374545799306606,1,0.7874292757884905
UBA2,-+++,0.444003277,0.39381388620695207,0.7709253259193125,1,0.7876277724139041
ERLIN2,+-+-,0.222891948,0.5397774870198773,0.39416442949867597,-1,0.78832885899735194
KIF7,-+-+,0.259177528,0.5595444503548762,0.39439424188924227,-1,0.7887884837784845
FRAT1,-+-+,0.12878427,0.5872530439710787,0.3944297984225048,-1,0.7888595968450096
RXRA,+-++,0.493605618,0.3947914833172728,0.8494744805877626,1,0.7895829666345456
AGT,+-+-,0.26901236,0.7491843108022369,0.3948128094399499,-1,0.7896256188798998
DNAJC10,--++,0.236198034,0.3948870658265058,0.4121695716457024,1,0.7897741316530116
SSRP1,+-++,0.35453221,0.39508530498265476,0.8125392744629099,1,0.7901706099653095
ADORA2B,+---,0.375092135,0.7998008299654441,0.3953531221701588,-1,0.7907062443403176
TRIP6,--+-,0.175307116,0.5578657712330531,0.39550391454422507,-1,0.7910078290884501
CNO,++--,0.160261236,0.5732466531658895,0.39563615199582725,-1,0.7912723039916545
FAM50A,--++,0.279626217,0.700838300657296,0.39590392641933864,-1,0.7918078528386773
RPL7,-++-,0.161267978,0.3960136413894097,0.6947537364699752,1,0.7920272827788194
SLC26A8,+--+,0.180280431,0.39628287212548674,0.5908838013543042,1,0.7925657442509735
C14orf79,-+++,0.096169944,0.5381710439365063,0.396464598767184,-1,0.792929197534368
PRKCDBP,+++-,0.310542416,0.3966066964311405,0.8126912217703399,1,0.793213392862281
DDX55,-+-+,0.316670131,0.5836502095629309,0.39661585397960786,-1,0.7932317079592157
ACO1,+-++,0.329034363,0.39663616899153725,0.7918307282140828,1,0.7932723379830745
TCOF1,---+,0.208540824,0.5747177934700268,0.39670873176315,-1,0.7934174635263
ANP32A,--++,0.3334103,0.7346678735424925,0.3967518552248865,-1,0.793503710449773
SNAP29,+--+,0.177935393,0.3969290392500323,0.6313289672902719,1,0.7938580785000646
GPR27,-++-,0.178281086,0.6828053828475951,0.39731888998768505,-1,0.7946377799753701
GPX3,+++-,0.241628839,0.39742771587529935,0.6038987972337196,1,0.7948554317505987
HTRA1,+-+-,0.203325749,0.5373680066395011,0.3976395234235389,-1,0.7952790468470778
UBE2D4,++-+,0.296060581,0.3978250059301223,0.7465095816071654,1,0.7956500118602446
RSBN1L,-+-+,0.1582103,0.4312127839206196,0.39795835045859673,-1,0.7959167009171935
FREM3,++--,0.166703558,0.46348827055214525,0.3983541622693543,-1,0.7967083245387085
CCDC112,-+-+,0.179288483,0.49921043665974635,0.3984836962554384,-1,0.7969673925108768
SH3BGRL3,++-+,0.375679869,0.3988541026568068,0.7714662771974201,1,0.7977082053136136
MYL6B,-+-+,0.242404494,0.6061159515725004,0.39918078523870515,-1,0.7983615704774103
ZNF273,++--,0.175764419,0.39933251007545884,0.4983336513436772,1,0.7986650201509177
SLC16A2,-+--,0.128652903,0.46573466629076904,0.3993434469998671,-1,0.7986868939997342
PPT2,+-+-,0.228301685,0.7204624021863018,0.3995205667090876,-1,0.7990411334181752
F13A1,++--,0.161463202,0.6455157568063657,0.3995563370542722,-1,0.7991126741085444
DAG1,--+-,0.109541948,0.41934043626831485,0.3996092816483829,-1,0.7992185632967658
GSG1L,-+-+,0.115184363,0.47024015950165043,0.3997445357305182,-1,0.7994890714610364
ATL3,+--+,0.179473315,0.39976806731304165,0.4456660862839012,1,0.7995361346260833
MX2,--+-,0.443768914,0.8224392483097948,0.39983576984515673,-1,0.7996715396903135
ZNF83,--++,0.273323221,0.39985736752438283,0.6148882202017181,1,0.7997147350487657
BRD9,++-+,0.29076676,0.39991284979536973,0.708178465597141,1,0.7998256995907395
MEN1,-+-+,0.172767041,0.40024617706328547,0.43381177438411245,1,0.8004923541265709
ITPKA,++-+,0.51233661,0.4002843525856111,0.8602901351540835,1,0.8005687051712223
IGFALS,+++-,0.34715,0.4004588473649354,0.7058378886558819,1,0.8009176947298708
COIL,----,0.519240824,0.8916994121178925,0.40062760648493556,-1,0.8012552129698711
NOSIP,+++-,0.346777154,0.4006604416822546,0.7454232803214864,1,0.8013208833645092
ELOF1,--++,0.449533521,0.40140194230890597,0.8597263976783135,1,0.8028038846178119
CCAR1,+--+,0.359365262,0.6684882877321292,0.4015709464964474,-1,0.8031418929928948
ITGAV,-++-,0.249652154,0.7916478299994003,0.40158844380551845,-1,0.8031768876110369
GPR156,++--,0.416002341,0.40181386539876274,0.8556773428980325,1,0.8036277307975255
FARSB,+--+,0.154966573,0.4596640434368947,0.40182791525712386,-1,0.8036558305142477
FAM18B2,-+-+,0.254382397,0.4194002437813645,0.4020869127986011,-1,0.8041738255972022
RPL32P3,-+++,0.219668727,0.4021675486048988,0.5789285641921394,1,0.8043350972097976
SCRG1,+-+-,0.187877247,0.4023118467869928,0.504826827465782,1,0.8046236935739856
CD99,+-+-,0.28911161,0.775562277429191,0.40241425740338166,-1,0.8048285148067633
CCDC115,----,0.510172097,0.8906449474071452,0.40249653010403097,-1,0.8049930602080619
DPF2,--+-,0.333011985,0.6944405373234384,0.4025509818311349,-1,0.8051019636622698
AK5,-+-+,0.181155431,0.6401162223879462,0.4026498367736037,-1,0.8052996735472074
TOE1,-+-+,0.156690075,0.5017561245280325,0.4028728819314567,-1,0.8057457638629134
RILPL2,++--,0.216331554,0.7741761072115019,0.4028961500626737,-1,0.8057923001253474
IWS1,--+-,0.226583614,0.5993709156831917,0.40307621271666366,-1,0.8061524254333273
RRN3,++-+,0.257648502,0.40314652216102465,0.7462121986245414,1,0.8062930443220493
CREB3L1,++-+,0.50389073,0.4032257533795095,0.8253592492355792,1,0.806451506759019
DIABLO,+-+-,0.166959176,0.40341812638834806,0.48595959853985266,1,0.8068362527766961
WASF1,-+--,0.24119073,0.6967734536122923,0.40347577770709964,-1,0.8069515554141993
SMEK1,+---,0.386406835,0.8338727603340865,0.4035445847193389,-1,0.8070891694386778
MRPS16,+-++,0.14984279,0.40360644111476485,0.5290921781043737,1,0.8072128822295297
ADCY7,-+-+,0.147992416,0.4040144567888649,0.5558625233014427,1,0.8080289135777298
REPIN1,++--,0.185788577,0.40411799126278325,0.5157167984859997,1,0.8082359825255665
SH2B3,+-++,0.162835861,0.69534265554606,0.4041880521096624,-1,0.8083761042193248
EPHA5,-+-+,0.280799064,0.6902891815933944,0.40420342044200797,-1,0.8084068408840159
ARPC1B,+---,0.200634738,0.6318993831687253,0.4042590417659182,-1,0.8085180835318364
AMOTL2,+-+-,0.140614326,0.42410121482895463,0.40426493759136367,-1,0.8085298751827273
CCDC82,+-+-,0.189507022,0.40430894254301314,0.5587865264414899,1,0.8086178850860263
DIO3,+++-,0.366012453,0.4045410461715525,0.836392103623506,1,0.809082092343105
SEC22A,+--+,0.203042978,0.40456121835273146,0.6407881475691379,1,0.8091224367054629
PCSK2,-+-+,0.123926498,0.4210343206860089,0.4045807804155747,-1,0.8091615608311494
C11orf74,-++-,0.149922378,0.4373686064270882,0.4047279312446886,-1,0.8094558624893772
MGLL,--++,0.137941854,0.5392846525211356,0.4047796970064821,-1,0.8095593940129642
DDX54,++--,0.30713661,0.4048005543066654,0.674232270575029,1,0.8096011086133308
TARDBP,--++,0.245801124,0.4492858702371314,0.4048179990724047,-1,0.8096359981448094
OAF,+++-,0.361520225,0.40483259303518104,0.8089652935240448,1,0.8096651860703621
ILK,+-+-,0.099651592,0.44596968418728683,0.4048725279628186,-1,0.8097450559256372
KIAA1704,+-++,0.12158736,0.4049361014460697,0.4352796663469092,1,0.8098722028921393
MCRS1,-++-,0.287033521,0.7469733504677425,0.4051682092221834,-1,0.8103364184443668
GNL3,-+-+,0.18706339,0.5950371154361339,0.40528698661331813,-1,0.8105739732266363
NPEPL1,+-+-,0.208110955,0.4067346685859886,0.40580061056993555,-1,0.8116012211398711
GPBP1,---+,0.439012828,0.8660508544187765,0.40589430242801505,-1,0.8117886048560301
RSPO2,-+--,0.21883118,0.7098038901430226,0.4059128128180343,-1,0.8118256256360686
SEPW1,-++-,0.150147378,0.4059706582054092,0.4923223145928821,1,0.8119413164108183
LOC96610,-+--,0.170412172,0.6000521881893244,0.4060315110712998,-1,0.8120630221425996
SHC3,++-+,0.342602903,0.4065593709451202,0.8481462260983382,1,0.8131187418902404
PREP,++--,0.134436517,0.40660616478557704,0.5358207946484606,1,0.8132123295711541
NENF,+-++,0.275182116,0.4066392942995629,0.6476642685619873,1,0.8132785885991258
FGD1,+-++,0.427464794,0.40666577216775174,0.8528741263263677,1,0.8133315443355035
CDC23,+--+,0.397446255,0.4067028565174632,0.8153607581171789,1,0.8134057130349264
CHRNA2,-++-,0.185996348,0.5691833660813597,0.40686533522056806,-1,0.8137306704411361
SMC6,+-++,0.088470693,0.4455349124028871,0.40694814544519636,-1,0.8138962908903927
GREM2,---+,0.108144569,0.4070523048251498,0.4212876730756441,1,0.8141046096502996
PARK7,-+--,0.261087079,0.6357973663509768,0.4070574427802953,-1,0.8141148855605906
GLT25D1,--+-,0.453051779,0.783281464639485,0.40712621747326294,-1,0.8142524349465259
RAB4B,--+-,0.355788296,0.7854092779538707,0.4072564074502215,-1,0.814512814900443
ETFB,-+-+,0.266543633,0.7849637344623465,0.4073897480730036,-1,0.8147794961460072
C17orf85,--++,0.182296255,0.4074135579680619,0.49154177077657607,1,0.8148271159361238
BCL9,---+,0.308138951,0.6763301671463768,0.40757804739213105,-1,0.8151560947842621
GRAMD1A,+--+,0.170875,0.4076855257281396,0.6399368971408653,1,0.8153710514562792
PLEKHG1,+-+-,0.406966667,0.4082343927372902,0.8423858187865735,1,0.8164687854745803
GABRB1,---+,0.119017041,0.408527176728488,0.5823866184681222,1,0.817054353456976
PPP1R3D,+--+,0.127512828,0.565709652213825,0.40867396236877424,-1,0.8173479247375485
SERPINA9,++-+,0.082546067,0.41643007806138427,0.40870358395261347,-1,0.8174071679052269
COX6B1,++--,0.172410112,0.427350990493194,0.408758190712997,-1,0.817516381425994
TCTA,+-+-,0.263270037,0.7395024113446436,0.4088053458725866,-1,0.8176106917451732
WSB2,++--,0.110982772,0.44995960360017967,0.40885838779185035,-1,0.8177167755837007
RGL1,-+-+,0.147518165,0.40889495521614855,0.6276783446094221,1,0.8177899104322971
PDE4A,++--,0.133131367,0.40898543334500304,0.5944305540725002,1,0.8179708666900061
AHR,-+++,0.30936882,0.40901389009445327,0.7519982993304624,1,0.8180277801889065
FBXL7,+-+-,0.326323689,0.6882144335027779,0.4092039362028032,-1,0.8184078724056064
CEBPZ,--++,0.249678839,0.546396679251335,0.40928843091955247,-1,0.8185768618391049
AGXT2L1,+---,0.490630618,0.8519963174262005,0.4093886262830315,-1,0.818777252566063
STMN2,++--,0.176853933,0.4093906067388168,0.5129263052552916,1,0.8187812134776336
CLK2,+-+-,0.226538764,0.40953849967345685,0.7429139665212623,1,0.8190769993469137
HIGD2A,+++-,0.100335393,0.5145061560414559,0.409610368239133,-1,0.819220736478266
CYP2R1,+-+-,0.165448034,0.4550444282465196,0.40961782620187054,-1,0.8192356524037411
RRP1B,+--+,0.130610206,0.4096732335894301,0.4999127409001966,1,0.8193464671788602
NDNL2,++--,0.164371629,0.6856890392160196,0.4098353212728034,-1,0.8196706425456068
ENC1,++--,0.22421882,0.4098857475636785,0.4534004126358638,1,0.819771495127357
KIAA1409,++-+,0.266693352,0.4101226534063708,0.7958237188904955,1,0.8202453068127415
LEMD3,++--,0.118049251,0.4920782290713316,0.4101264057922783,-1,0.8202528115845567
NBPF10,--+-,0.122286891,0.49559759540748094,0.41019780967665587,-1,0.8203956193533117
PFAS,++-+,0.389035955,0.4101982364935472,0.8164666643571036,1,0.8203964729870944
LCP1,-+-+,0.333312734,0.8353212922888178,0.4102491736532614,-1,0.8204983473065228
C9orf119,--+-,0.310743727,0.7758056400979809,0.41048261661659685,-1,0.8209652332331937
RGR,---+,0.082375094,0.4106527421546847,0.4291434670007636,1,0.8213054843093694
SSBP4,-+-+,0.237872191,0.4106636075585295,0.5323570182711087,1,0.821327215117059
SYT5,+--+,0.263914888,0.4106902322122218,0.5205233564870935,1,0.8213804644244436
ENO2,++--,0.353146067,0.41096615080635207,0.7929085774147784,1,0.8219323016127041
OTUD3,+--+,0.129223221,0.4961746377440271,0.41136872012261544,-1,0.8227374402452309
ZNF7,++--,0.339889045,0.41141449231588934,0.7880141586407471,1,0.8228289846317787
HDGFL1,-++-,0.117360674,0.5087223488397218,0.4114448318177852,-1,0.8228896636355704
MTRF1L,--++,0.188609082,0.4114966706694616,0.4219647937950448,1,0.8229933413389232
KIAA0644,----,0.46033867,0.8781915951753982,0.41150471269838745,-1,0.8230094253967749
FBXO33,++-+,0.210825375,0.41171271889079375,0.7261923367940101,1,0.8234254377815875
TBR1,-++-,0.298239888,0.772067479691025,0.4117432009537416,-1,0.8234864019074832
RACGAP1,++--,0.252910674,0.4120521697980559,0.6397120214829662,1,0.8241043395961118
EPHA8,++-+,0.422260955,0.4121582399941432,0.7959701412795102,1,0.8243164799882864
APOL2,+--+,0.219575749,0.4122154292817907,0.5527802430964612,1,0.8244308585635814
SURF2,++-+,0.526904494,0.4123721911568499,0.810294072155761,1,0.8247443823136998
YES1,--++,0.220126498,0.7733188459831435,0.41237597759010247,-1,0.8247519551802049
RNF11,++--,0.215599532,0.41237956859671204,0.5484705444271772,1,0.8247591371934241
DDX10,++-+,0.328270787,0.4124621827577491,0.7227914494909007,1,0.8249243655154982
ZNF800,---+,0.40197603,0.8526019194344339,0.4125164291807171,-1,0.8250328583614343
HEMK1,---+,0.559113483,0.8739386737167917,0.4128334850296258,-1,0.8256669700592516
ADAD2,-+--,0.17580337100000001,0.54397944585948,0.413085012830186,-1,0.826170025660372
PTGER4,++--,0.202105993,0.7495339061683257,0.4131758783518209,-1,0.8263517567036418
ARHGEF16,-+-+,0.443266854,0.845069670628179,0.41326903465966497,-1,0.8265380693193299
PSMD3,+---,0.325539139,0.6833123964776258,0.4136187863104185,-1,0.827237572620837
IER3,--+-,0.387578558,0.8244600762523517,0.4137203503819377,-1,0.8274407007638754
ANKRD32,--++,0.423553371,0.8290067842024085,0.413873193985386,-1,0.827746387970772
DDHD2,-++-,0.273019382,0.413978054429924,0.5514476979420195,1,0.827956108859848
NSUN6,+-++,0.100626498,0.5045251074445509,0.41404058701434304,-1,0.8280811740286861
FAM40A,-+-+,0.258975562,0.5409003496056445,0.41414683420719994,-1,0.8282936684143999
RCE1,--+-,0.131325562,0.41423393574915945,0.4778659678455431,1,0.8284678714983189
BCAR3,+++-,0.223543727,0.41425947980339495,0.5812573805448283,1,0.8285189596067899
LNP1,-++-,0.333998221,0.41462685323252185,0.6521022479816228,1,0.8292537064650437
SHPK,+--+,0.340823408,0.4146315228789757,0.7997736242401107,1,0.8292630457579514
RAB15,-+++,0.343317978,0.41481753780331393,0.703247952894023,1,0.8296350756066279
MPPE1,-+-+,0.24503324,0.414904550507841,0.45918324117811604,1,0.829809101015682
MSX1,--++,0.303056367,0.4150486530168674,0.8147224487155621,1,0.8300973060337348
SLTM,--+-,0.369632865,0.8146999986905514,0.4151359831877529,-1,0.8302719663755058
SMEK2,-+--,0.168746442,0.522497801679692,0.4154769380501064,-1,0.8309538761002128
RNF135,+-+-,0.153199157,0.41558403790776166,0.48936913363517937,1,0.8311680758155233
RAB3IL1,-++-,0.28822294,0.6508795104110937,0.415710121922975,-1,0.83142024384595
EIF3F,-+--,0.470628464,0.8132005042921474,0.41583423921988355,-1,0.8316684784397671
