gene_symbol,RamakerDir,LabonteDir,DingDir,meta_meta_higher_in_MDD_pvalue,meta_meta_lower_in_MDD_pvalue,meta_direction,meta_p,signed_log_meta,minp,Corrected_p,Bonferroni_meta_p
ASIC3,-+-,+--+--,---+,0.8671375603326268,0.5926802424448513,-,1,-0,0.2839980370317322,269,1
GALNT11,+-+,+++-+-,---+,0.6727182094174593,0.5148849547884028,-,1,-0,0.117955805,269,1
XRCC2,-++,----+-,++-+,0.6532022315094094,0.6300217655589065,-,1,-0,0.151043236,269,1
PAXIP1,-++,+---++,-+--,0.6494552169247126,0.6478541895500786,-,1,-0,0.069697007,269,1
SHH,+--,+-++-+,NA,0.6595907220205279,0.6540385556396286,-,1,-0,0.2786682610716815,269,1
VIPR2,++-,--++-+,NA,0.5120176760210123,0.5274707652898638,+,1,-0,0.10545558663903767,269,1
FBXO25,+-+,-+---+,--++,0.5024600701790065,0.5037799557054934,+,1,-0,0.080840075,269,1
MFHAS1,---,++-+--,-+-+,0.6660352918118227,0.861538683519074,+,1,-0,0.247307865,269,1
MSR1,-+-,+-+++-,NA,0.6977465081482607,0.6842538214875833,-,1,-0,0.3166632631028596,269,1
MICU3,+-+,+++---,+-++,0.5210695065638413,0.7600559414647863,+,1,-0,0.13921090664987865,269,1
PDGFRL,+--,+---++,NA,0.8067549600253864,0.5514720609064523,-,1,-0,0.187033658,269,1
SLC18A1,-++,+--++-,+---,0.718030367024336,0.7912681154304937,+,1,-0,0.169750594,269,1
NUDT18,-+-,++++++,+--+,0.7180986600320942,0.6698818637306816,-,1,-0,0.23961457278120105,269,1
PIWIL2,+++,---+--,NA,0.8352550578690954,0.5141938981414723,-,1,-0,0.147710254,269,1
ADAM28,-++,+-++--,NA,0.737286496182486,0.5617220238212187,-,1,-0,0.12069357761500991,269,1
EBF2,+-+,NA,NA,0.5714426789598276,0.611962534845625,+,1,-0,0.5087808395725465,269,1
BNIP3L,+--,-+++--,-+-+,0.6342408017548024,0.6829728708177214,+,1,-0,0.100292697,269,1
GSR,+-+,-+++--,--++,0.6579672875940709,0.5488255545059934,-,1,-0,0.111207491,269,1
NRG1,+--,---+++,+++-,0.6110004156730693,0.7291215207482056,+,1,-0,0.105320225,269,1
BRF2,+-+,-++---,---+,0.8251307736860896,0.5468929237686385,-,1,-0,0.200359892,269,1
ADRB3,---,NA,NA,0.770599439078784,0.5140273952802957,-,1,-0,0.7529698396941121,269,1
LETM2,+++,++--++,NA,0.6468063128930374,0.7697262077382714,+,1,-0,0.193892022,269,1
ADAM32,-++,+-+-+-,NA,0.5035736644576007,0.8052046905918526,+,1,-0,0.159942782,269,1
ADAM18,+-+,NA,NA,0.5109556828407593,0.699419828556896,+,1,-0,0.5127249073478783,269,1
SMIM19,++-,--+-++,--++,0.8465921459584023,0.7096654317921016,-,1,-0,0.147167041,269,1
THAP1,+-+,++----,-+++,0.7487591279297487,0.8716633355519383,+,1,-0,0.333538971,269,1
C8orf22,+-+,NA,NA,0.5924557376459745,0.64380262722813,+,1,-0,0.6226814029077354,269,1
SNTG1,+++,++-++-,--+-,0.6834126425261902,0.7326861788061412,+,1,-0,0.313084925,269,1
SDCBP,+--,++-+--,-+-+,0.7123901394493084,0.5644871853696704,-,1,-0,0.102053426,269,1
PDE7A,--+,+---++,NA,0.7494552306280609,0.5038335856554822,-,1,-0,0.203817842,269,1
MCMDC2,++-,++---+,NA,0.6667693078683792,0.8405143334929193,+,1,-0,0.4593689793298974,269,1
COPS5,++-,+++-+-,---+,0.6820881770892073,0.8572292091992262,+,1,-0,0.11073546,269,1
STAU2,+-+,-+++-+,-+--,0.5421621661754155,0.612383127963558,+,1,-0,0.246248643,269,1
TMEM70,+-+,++++--,---+,0.6784964791584684,0.6481484052035377,-,1,-0,0.166279588,269,1
IMPA1,--+,-+-+--,+--+,0.850623086907814,0.5822199585557515,-,1,-0,0.164936393,269,1
ZFAND1,+-+,++++++,--++,0.583712831414629,0.8215465962718342,+,1,-0,0.1755111998246178,269,1
CA1,-++,NA,NA,0.5072884779274706,0.5444692285076843,+,1,-0,0.3323861843628797,269,1
PSKH2,+--,NA,NA,0.7225537892432043,0.5515091178971742,-,1,-0,0.6869647100391884,269,1
DCAF4L2,-++,NA,NA,0.5320596576199332,0.7555571358039211,+,1,-0,0.7446415891951731,269,1
TMEM55A,+-+,-+++--,++-+,0.5339360911051655,0.8100971303819624,+,1,-0,0.222271873,269,1
CDH17,-++,NA,NA,0.5128065301079014,0.5651081739240507,+,1,-0,0.383042744470956,269,1
C8orf37,--+,++---+,NA,0.8204216547765828,0.6799350271352079,-,1,-0,0.229608035,269,1
POP1,+++,++--+-,+-+-,0.6330751440270708,0.7358373564898121,+,1,-0,0.134802439,269,1
NIPAL2,+-+,+++---,NA,0.8483907204254135,0.5362309306822477,-,1,-0,0.18549876564723436,269,1
TMEM74,-++,--+-+-,---+,0.7261261277457425,0.6450467203273444,-,1,-0,0.120116199,269,1
ENY2,+-+,-+++--,--++,0.5904954862921846,0.5255728763363368,-,1,-0,0.045311731,269,1
SAMD12,+-+,-++--+,--++,0.619785614295046,0.5642210196449892,-,1,-0,0.09229857846160724,269,1
MAL2,+-+,--+---,--++,0.6380394851961323,0.544339220571154,-,1,-0,0.14410028664764568,269,1
DEPTOR,---,---+++,++-+,0.7387324347186531,0.7476109412314449,+,1,-0,0.249808708,269,1
TATDN1,-++,----++,++-+,0.7219643899455297,0.706945536632299,-,1,-0,0.16875197,269,1
NSMCE2,-+-,--+++-,--+-,0.8734945639998863,0.7508835671455916,-,1,-0,0.414434582,269,1
ADCY8,+-+,++---+,-+++,0.6962137069438068,0.8982868652572765,+,1,-0,0.194015535,269,1
OC90,++-,NA,NA,0.5141778754653638,0.6409969242685691,+,1,-0,0.4482325474161559,269,1
WISP1,-++,NA,NA,0.5705301077902295,0.7263974010182287,+,1,-0,0.8065651551755342,269,1
GPIHBP1,-+-,---++-,++-+,0.5609224190618787,0.6886516488419394,+,1,-0,0.12383262629291591,269,1
MAFA,+--,NA,NA,0.6118803719998092,0.5594580217529115,-,1,-0,0.5038883480723915,269,1
ZC3H3,---,+-+-++,---+,0.6055599259150033,0.5031184740338959,-,1,-0,0.097742041,269,1
MROH6,-+-,---+++,NA,0.656632998621631,0.7174534338843976,+,1,-0,0.294020065,269,1
EPPK1,--+,-+++++,NA,0.6431536067449783,0.7906135842516286,+,1,-0,0.368268455,269,1
CYC1,++-,--++++,--+-,0.5597672919785438,0.8138323565605865,+,1,-0,0.165261905,269,1
GPT,-+-,+-+++-,+--+,0.5175086384087632,0.8515491432349713,+,1,-0,0.126080088,269,1
LRRC24,++-,-+++-+,NA,0.5111402472859414,0.7688921507359587,+,1,-0,0.091033713,269,1
C8orf82,++-,+-++--,NA,0.7243625414393784,0.8224492204555232,+,1,-0,0.311504996,269,1
ZNF250,+--,-+++++,NA,0.7896894703141619,0.6158904603157734,-,1,-0,0.314855541273568,269,1
ZNF16,-+-,--+++-,---+,0.7321769777731184,0.6963840178395735,-,1,-0,0.193769569,269,1
KANK1,---,+--+++,NA,0.6943383899468931,0.5811484725433681,-,1,-0,0.177211274,269,1
INSL4,+-+,NA,NA,0.5883202645713989,0.5919113191949675,+,1,-0,0.5081549363343052,269,1
RLN2,++-,NA,NA,0.625808878484118,0.6578094052182745,+,1,-0,0.7769149412377476,269,1
PLGRKT,-++,-+--++,++--,0.924934353679151,0.6687616789065554,-,1,-0,0.358188929,269,1
TPD52L3,-++,NA,NA,0.6692836347286557,0.561375002334136,-,1,-0,0.5524954696953872,269,1
TTC39B,+-+,-++--+,NA,0.8032104592960644,0.6209635670608211,-,1,-0,0.149700913,269,1
BNC2,++-,-+-+-+,NA,0.5983839602642452,0.8328526171628308,+,1,-0,0.325726736,269,1
ACER2,+--,+++--+,NA,0.8926370726616006,0.5445490418503159,-,1,-0,0.387665158421986,269,1
IFNA1,-+-,NA,NA,0.7307401395958772,0.5562994208410813,-,1,-0,0.716638913714366,269,1
IFNE,-++,NA,NA,0.5652783246368479,0.71063266551668125,+,1,-0,0.7571931520170224,269,1
MTAP,+-+,-+--++,NA,0.6935865525693127,0.573461522393097,-,1,-0,0.048581962,269,1
IZUMO3,+--,NA,NA,0.5836413188684214,0.701361408205786,+,1,-0,0.7062947793204768,269,1
TMEM215,+-+,+-----,NA,0.7445964008736927,0.5420417128632687,-,1,-0,0.138928276,269,1
B4GALT1,++-,+---+-,NA,0.8280845866105703,0.6011791069871611,-,1,-0,0.241644915,269,1
SPINK4,+-+,NA,NA,0.5756943527443639,0.6214470901393794,+,1,-0,0.5310513146549154,269,1
AQP7,-+-,NA,NA,0.6625576756632352,0.5615125169692089,-,1,-0,0.5898776685238805,269,1
UBE2R2,+-+,+---+-,--++,0.5462757375312042,0.6462930719900044,+,1,-0,0.083052738,269,1
CNTFR,++-,---+-+,-+--,0.6157426817150952,0.809043029143238,+,1,-0,0.219860674,269,1
FAM214B,+--,-++-++,+-+-,0.7475768836245207,0.5031125820898602,-,1,-0,0.05516161,269,1
MSMP,+-+,NA,NA,0.5590716944778509,0.6984465668847724,+,1,-0,0.6119743541846494,269,1
NPR2,+--,+--++-,+-+-,0.7704185501667923,0.6515095402624721,-,1,-0,0.186785955,269,1
HRCT1,-+-,NA,NA,0.5161579340203224,0.5029182496315561,-,1,-0,0.3243313354299622,269,1
RECK,--+,+---+-,+--+,0.6896616029761633,0.5272755020919973,-,1,-0,0.151139513,269,1
PAX5,+++,NA,NA,0.5139134567558037,0.7730280396360898,+,1,-0,0.7619049151818886,269,1
TRMT10B,-++,+--++-,-+-+,0.620704475898399,0.7993033884065439,+,1,-0,0.21236149481126632,269,1
SLC25A51,--+,-+-+--,++-+,0.8484493124843997,0.5618437091770618,-,1,-0,0.13859120300644143,269,1
FAM189A2,-+-,----+-,NA,0.778008594818071,0.5000550155604606,-,1,-0,0.149030227,269,1
C9orf135,-++,NA,NA,0.5025883940602629,0.7396720718224629,+,1,-0,0.5713635552923997,269,1
C9orf40,+-+,+-++-+,--++,0.6176853017013945,0.7898714882165785,+,1,-0,0.203261704,269,1
C9orf41,+-+,+---+-,NA,0.8845329850004802,0.5745962151337399,-,1,-0,0.202350585,269,1
IDNK,-++,++++++,----,0.5880954442024786,0.8295120809495555,+,1,-0,0.270401277,269,1
SLC28A3,+++,NA,NA,0.5122592948155773,0.7746865387851672,+,1,-0,0.7311132216829044,269,1
C9orf170,NA,++--+-,NA,0.5940212692077568,0.6349771032046287,+,1,-0,0.285143582,269,1
SPIN1,+-+,++++--,---+,0.569967698317726,0.6364481699445534,+,1,-0,0.07535826464757783,269,1
SECISBP2,---,++--++,+-+-,0.6315914115273953,0.7144774454110463,+,1,-0,0.043874278,269,1
NOL8,-+-,+---++,++-+,0.6149197304164212,0.546543248379975,-,1,-0,0.10742431235052738,269,1
CENPP,---,-++-++,NA,0.6487072502657575,0.5810398872687677,-,1,-0,0.28755926,269,1
OMD,++-,-+-+++,NA,0.5733908792819847,0.87766949790297355,+,1,-0,0.27782861425335986,269,1
C9orf89,-+-,++-+--,+-++,0.5075709607418578,0.7894763632166371,+,1,-0,0.127519007,269,1
AAED1,-+-,-+----,NA,0.5111997035522549,0.5301614961578778,+,1,-0,0.09848738151107539,269,1
FOXE1,--+,+---++,NA,0.5477754442904238,0.7635973247165171,+,1,-0,0.17574711,269,1
GALNT12,---,++-++-,NA,0.7210615588592413,0.6557798679742014,-,1,-0,0.29147013,269,1
MSANTD3,++-,--+--+,----,0.8724224598107788,0.510188986321285,-,1,-0,0.183599251,269,1
OR13F1,--+,NA,NA,0.663981623308683,0.5825799527863345,-,1,-0,0.6706044178319173,269,1
OR13C9,--+,NA,NA,0.6534870214954198,0.6136952595938407,-,1,-0,0.7242358264500575,269,1
NIPSNAP3A,-+-,+++++-,-+--,0.57336569449503,0.7276525719870037,+,1,-0,0.133730597,269,1
TAL2,-+-,NA,NA,0.686679476452577,0.56247787544379,-,1,-0,0.7063175158105837,269,1
GNG10,-++,NA,NA,0.5070736700885852,0.7693426150337936,+,1,-0,0.6819296526183298,269,1
SNX30,--+,----++,+-++,0.8883638592708596,0.5667083347687337,-,1,-0,0.068624823,269,1
ZFP37,--+,++-+++,++-+,0.7132548523276843,0.5613243073034209,-,1,-0,0.13281458409638602,269,1
WDR31,-++,----++,---+,0.7734036590623268,0.5007700178876956,-,1,-0,0.160160393,269,1
HDHD3,++-,-+-+++,+---,0.8446297156908745,0.7312667396549665,-,1,-0,0.25818966590239506,269,1
ALAD,++-,---+++,-+++,0.5111446633578985,0.7698621955557888,+,1,-0,0.110343469,269,1
PTGS1,-+-,--+++-,NA,0.6620493559566912,0.7480288923223096,+,1,-0,0.26601496718098683,269,1
OR1N1,+--,NA,NA,0.60072886617287,0.601984304772735,+,1,-0,0.5186555813221105,269,1
OR1N2,++-,NA,NA,0.6262377875049611,0.6212338179538544,-,1,-0,0.6190837818020325,269,1
PDCL,+-+,----+-,++-+,0.5023322741742586,0.7155409834150279,+,1,-0,0.149407116,269,1
NEK6,+-+,+---++,NA,0.8112844200485267,0.5776365155024957,-,1,-0,0.163571784,269,1
ANGPTL2,-+-,---+++,+--+,0.7044003396431635,0.5513070344626386,-,1,-0,0.113361798,269,1
C9orf117,+++,NA,NA,0.6264250394529115,0.6827359909336672,+,1,-0,0.9381327008183971,269,1
SLC27A4,++-,-+++-+,---+,0.58008585087394,0.826830614596807,+,1,-0,0.235142999,269,1
GLE1,+--,+-+++-,+-+-,0.8173964644225287,0.535849550068556,-,1,-0,0.14084897,269,1
CCBL1,++-,+--+++,-+-+,0.5361237289701818,0.8666688492613643,+,1,-0,0.091811798,269,1
PRRX2,-++,NA,--+-,0.7336889287697357,0.6008250997368328,-,1,-0,0.437044944,269,1
GTF3C5,-+-,+++++-,+-+-,0.5105522359251641,0.6395760045161362,+,1,-0,0.147677809,269,1
CEL,-+-,-+--+-,+++-,0.9140233327098319,0.5154827464720623,-,1,-0,0.142238891,269,1
CEL,-+-,------,+++-,0.9140233327098319,0.5154827464720623,-,1,-0,0.142238891,269,1
SARDH,---,---+++,NA,0.8975897008358409,0.5087092051678793,-,1,-0,0.256318004,269,1
RXRA,++-,+-++++,+---,0.80732243042537,0.5781418957081996,-,1,-0,0.127633614,269,1
LCN1,++-,NA,NA,0.6795765705517611,0.5167604065138867,-,1,-0,0.44925583908838973,269,1
CCDC183,---,++--++,NA,0.7690447769462647,0.6756609509153324,-,1,-0,0.392753828,269,1
WDR37,+-+,-+++-+,+-+-,0.5759737150515921,0.6393242237499158,+,1,-0,0.12924257557247715,269,1
SFMBT2,-++,-----+,NA,0.8599272843970598,0.505401798187721,-,1,-0,0.140546359,269,1
TAF3,++-,---+-+,----,0.8725959387332437,0.5279884029055104,-,1,-0,0.24293600521258005,269,1
UCMA,+++,NA,--+-,0.5742627587899072,0.5573658463435199,-,1,-0,0.264432584,269,1
ITGA8,-+-,--++--,NA,0.8536561305230164,0.5733971423534504,-,1,-0,0.31445293,269,1
C1QL3,-++,--+---,NA,0.5826942276315832,0.5146548653534593,-,1,-0,0.130245362,269,1
VIM,++-,+++---,--+-,0.7312516657117212,0.8228689765414816,+,1,-0,0.3197660820154998,269,1
CASC10,--+,---+++,NA,0.9060756104513564,0.5325298709638816,-,1,-0,0.174062008,269,1
SKIDA1,-++,-+---+,NA,0.5788411589676794,0.8814304494483055,+,1,-0,0.302550893,269,1
COMMD3,-++,++--+-,+-++,0.6924737761600425,0.879315651566825,+,1,-0,0.317270131,269,1
SPAG6,+--,++-++-,NA,0.5388937023497833,0.739919382929902,+,1,-0,0.17341929125672784,269,1
C10orf67,-+-,-+--+-,NA,0.5113237272079386,0.6238719282838676,+,1,-0,0.035011895,269,1
ARHGAP21,---,-+--+-,++++,0.6497749571812832,0.6508771952332587,+,1,-0,0.159203184,269,1
MKX,+-+,+++-++,-+-+,0.5210967295824385,0.8569758293714772,+,1,-0,0.158811839,269,1
LYZL1,-+-,NA,NA,0.6240318018732086,0.6045540245378536,-,1,-0,0.618085170145694,269,1
MTPAP,-++,+----+,NA,0.843833641526124,0.5404776026354251,-,1,-0,0.176175851,269,1
LYZL2,-++,NA,NA,0.6708136327183124,0.6335170132517761,-,1,-0,0.859614035684918,269,1
RET,+--,-+---+,-+-+,0.7417671025151853,0.8059267793807663,+,1,-0,0.234669288,269,1
TMEM72,--+,NA,NA,0.6331050200959739,0.5787289237041762,-,1,-0,0.5864115040663749,269,1
ZNF488,-+-,+--++-,NA,0.7299940708731679,0.5755010585547697,-,1,-0,0.163835471,269,1
GDF10,+-+,---++-,+---,0.5044350540684268,0.5702195626263757,+,1,-0,0.08311339,269,1
MAPK8,+-+,+++---,+--+,0.666773930203851,0.5094256199576676,-,1,-0,0.164288285,269,1
C10orf53,-+-,NA,NA,0.6430770464881134,0.5998679001170841,-,1,-0,0.657055552424473,269,1
CSTF2T,---,-+++--,-+-+,0.843108120994541,0.5153660108295843,-,1,-0,0.0755832995530598,269,1
UBE2D1,+-+,-+--+-,NA,0.7106541903198228,0.5049672884968853,-,1,-0,0.22335022733676807,269,1
TFAM,+-+,+++---,+--+,0.5364886982954781,0.8337541428254616,+,1,-0,0.059557303,269,1
BICC1,++-,+++--+,NA,0.61765913325525,0.765900266291758,+,1,-0,0.144667871,269,1
TMEM26,+++,+-+---,NA,0.7361481518750431,0.8100341550350887,+,1,-0,0.492135801,269,1
C10orf107,-+-,+--++-,NA,0.7921627183187392,0.685677072155813,-,1,-0,0.315009347,269,1
RTKN2,+++,+-+--+,NA,0.5575459339884209,0.6960776492320482,+,1,-0,0.140879894,269,1
H2AFY2,+--,--++++,----,0.8253093821063773,0.7686977044953516,-,1,-0,0.173518012,269,1
AIFM2,+++,+---+-,NA,0.669411515060159,0.6833017046166788,+,1,-0,0.240306162,269,1
TYSND1,+-+,++-++-,NA,0.5750665515901512,0.8767844301727257,+,1,-0,0.126783043,269,1
C10orf54,++-,++++-+,-++-,0.5565748310341734,0.8716666004091748,+,1,-0,0.134401404,269,1
MICU1,+--,---++-,--++,0.6209436477408313,0.5325211289349832,-,1,-0,0.0752358950981283,269,1
FAM149B1,+--,-+-+-+,NA,0.6870805845494887,0.7062475902560037,+,1,-0,0.160784879,269,1
MYOZ1,+++,-----+,NA,0.8157548821457047,0.5786649531059044,-,1,-0,0.38567217,269,1
SFTPA1,-++,----+-,-+-+,0.5742167804808779,0.7367546930945251,+,1,-0,0.079419007,269,1
SH2D4B,--+,+-+-+-,NA,0.812390437873349,0.6991125981762072,-,1,-0,0.229238027,269,1
LRIT2,+--,NA,NA,0.5803750553514874,0.5227547784316074,-,1,-0,0.3969931435322993,269,1
CCSER2,---,-+---+,NA,0.9536175092920156,0.5135756604736931,-,1,-0,0.362728764,269,1
FAM35A,+--,++-+++,--++,0.6665752850129648,0.6669802637969746,+,1,-0,0.221043446,269,1
LIPF,+--,NA,NA,0.5895641609271945,0.546316456836987,-,1,-0,0.4315060775973223,269,1
SLC35G1,++-,-+--+-,NA,0.6136708000679267,0.6000278183088296,-,1,-0,0.253794509,269,1
HELLS,-++,++---+,NA,0.6222350235444795,0.5548637776679225,-,1,-0,0.043471225,269,1
CYP2C9,-+-,NA,NA,0.612595313732809,0.5689508893616582,-,1,-0,0.5011161715566377,269,1
ENTPD1,+++,+----+,NA,0.5494087417221214,0.9143654876056951,+,1,-0,0.3353946999382875,269,1
TLL2,--+,--++-+,NA,0.7191548406634948,0.7869647693224097,+,1,-0,0.298220757,269,1
PIK3AP1,-++,+-+++-,NA,0.7183666565530212,0.7755814430946663,+,1,-0,0.290883245,269,1
MMS19,+-+,+++---,NA,0.5588529118256156,0.5240093774752242,-,1,-0,0.09158419274087648,269,1
UBTD1,++-,++++--,+-+-,0.5307748969602089,0.5012314388953873,-,1,-0,0.043156086,269,1
SFRP5,+--,NA,NA,0.6010713110367844,0.505478628661158,-,1,-0,0.416009879942673,269,1
CUTC,+--,+--++-,+-++,0.6527969439181321,0.6456071835590924,-,1,-0,0.120257022,269,1
ELOVL3,--+,NA,NA,0.6745324144754826,0.5596734437188803,-,1,-0,0.6491795420355833,269,1
C10orf32,+++,++-+--,NA,0.6022897560483601,0.8600843165405199,+,1,-0,0.498172249,269,1
MXI1,++-,-+---+,++--,0.8664135966305448,0.5599192311200107,-,1,-0,0.075519455,269,1
PNLIPRP2,-++,NA,NA,0.597757277663996,0.6451078413177703,+,1,-0,0.6361152611816703,269,1
PPAPDC1A,-+-,+---+-,---+,0.9714633839921498,0.5460245999823938,-,1,-0,0.203431525,269,1
NSMCE4A,---,++-++-,+-++,0.564550201597605,0.5824702324486272,+,1,-0,0.088758927,269,1
BCCIP,-++,---+--,+-++,0.8397642032447961,0.6452742774958677,-,1,-0,0.133856228,269,1
CYP2E1,+++,-+--++,---+,0.7383781431016809,0.6712266106418115,-,1,-0,0.162533052,269,1
IRF7,-+-,--++-+,NA,0.7033905410876162,0.6172725493633813,-,1,-0,0.16379213857540662,269,1
PNPLA2,++-,+-++-+,+--+,0.5386277183718108,0.7492331738765552,+,1,-0,0.094615999,269,1
KRTAP5-1,-++,NA,NA,0.5130142805848797,0.736500957790029,+,1,-0,0.5443270410805887,269,1
OR52K1,+--,NA,NA,0.5994667031864946,0.5510888373952972,-,1,-0,0.4806727669502683,269,1
OR52M1,+--,NA,NA,0.6483632785031359,0.6286389715781053,-,1,-0,0.7466661254654641,269,1
OR51S1,+--,NA,NA,0.593887866216204,0.6569661075072374,+,1,-0,0.6065187916084579,269,1
OR51T1,+-+,NA,NA,0.5726323344609758,0.7157392259404094,+,1,-0,0.7241038755826243,269,1
OR52A1,---,NA,NA,0.7596744037617144,0.525451399508222,-,1,-0,0.6983822088766538,269,1
OR51V1,++-,NA,NA,0.5257946192316812,0.6429946193514686,+,1,-0,0.532080348154323,269,1
OR51B4,-++,NA,NA,0.682466922526209,0.52281174979198,-,1,-0,0.45996987478776885,269,1
OR51M1,++-,NA,NA,0.6183746315654384,0.6888695291747089,+,1,-0,0.8973838418596445,269,1
OR51I1,-++,NA,NA,0.563937858095288,0.6461589883380217,+,1,-0,0.5784572994423827,269,1
UBQLNL,-++,NA,NA,0.5722594658574183,0.5384085590125772,-,1,-0,0.3632963716677171,269,1
OR52N2,++-,NA,NA,0.5895813197234997,0.7138925489655328,+,1,-0,0.8739330366369025,269,1
OR52B2,-+-,NA,NA,0.5616370633733961,0.638572098685439,+,1,-0,0.4997199388997473,269,1
CNGA4,+-+,+--++-,NA,0.633248521805962,0.7637761655239335,+,1,-0,0.140643263,269,1
TRIM3,+--,+-+--+,++--,0.7309617088077297,0.5694324715247767,-,1,-0,0.115940637,269,1
ZNF214,+-+,++--+-,NA,0.8771735630535229,0.5181881629615003,-,1,-0,0.219845587,269,1
RBMXL2,-++,NA,NA,0.5714552568449368,0.6986306049890904,+,1,-0,0.6749593789909281,269,1
ST5,-+-,++-+++,----,0.9081692159677512,0.5800503076397329,-,1,-0,0.212546067,269,1
AKIP1,-+-,++++-+,-+-+,0.7964323243356516,0.623364512596498,-,1,-0,0.22201336024173507,269,1
DENND5A,---,-+-+++,NA,0.6936117707268848,0.5593757672903457,-,1,-0,0.168233392,269,1
WEE1,-++,----+-,NA,0.8036067078711999,0.7698274373753727,-,1,-0,0.422621088,269,1
PTH,--+,NA,NA,0.7534940403475078,0.5107974730096673,-,1,-0,0.6006352544925335,269,1
CALCB,-+-,NA,NA,0.620432535647923,0.6236546356771187,+,1,-0,0.6105350848567789,269,1
LDHAL6A,--+,NA,NA,0.6155661338642955,0.6765952396803853,+,1,-0,0.7633858426268085,269,1
MRGPRX1,+-+,NA,NA,0.5198821869900769,0.6342125118801466,+,1,-0,0.43120701385163185,269,1
MUC15,-++,NA,NA,0.5453031300885964,0.6240928156695135,+,1,-0,0.5211617852738151,269,1
CCDC34,++-,+-+++-,--+-,0.5073117900923565,0.5684036075926016,+,1,-0,0.047854374,269,1
KIF18A,-+-,-+-+++,NA,0.811573274192563,0.5965163638134638,-,1,-0,0.22423080988117253,269,1
HIPK3,+--,++-+--,NA,0.805320991931514,0.5304799094852961,-,1,-0,0.15742533848109727,269,1
C11orf91,+--,NA,NA,0.6497094776852309,0.6313668036748478,-,1,-0,0.7528804817101549,269,1
RAG1,+++,+----+,NA,0.6612876559640808,0.8571565872770827,+,1,-0,0.395176501,269,1
ACCS,-++,+---+-,NA,0.8200871922477457,0.6220690875083701,-,1,-0,0.356401542,269,1
GYLTL1B,+-+,NA,NA,0.6269482961981172,0.678746441612017,+,1,-0,0.8826504497940549,269,1
OR4S1,-++,NA,NA,0.5006647552500376,0.7106496452472411,+,1,-0,0.5635679155580039,269,1
TRIM64C,-++,NA,NA,0.5964667102395157,0.7040514437611024,+,1,-0,0.8461732866603264,269,1
OR4A5,+-+,NA,NA,0.6932091102229337,0.5664132133919163,-,1,-0,0.6075747896389885,269,1
TRIM48,+++,NA,++--,0.5021478287476083,0.5442795031354841,+,1,-0,0.180696161,269,1
OR4C16,-+-,NA,NA,0.6470337108232174,0.5245847824797027,-,1,-0,0.5353741138890189,269,1
OR4C6,-+-,NA,NA,0.7260089646481082,0.5044567428745664,-,1,-0,0.5975616616392792,269,1
OR5D18,---,NA,NA,0.7700420600442672,0.5123690439473965,-,1,-0,0.6881916210810315,269,1
TRIM51,++-,NA,NA,0.5200819364343262,0.7589989318823351,+,1,-0,0.6748185884406108,269,1
OR5M9,+++,NA,NA,0.588695541739882,0.716068117941856,+,1,-0,0.8906710987942443,269,1
OR5AK2,+++,NA,NA,0.5044216386561456,0.7762625104100673,+,1,-0,0.70924387628546115,269,1
SLC43A1,++-,+-+---,NA,0.6522904514097712,0.8250260298490517,+,1,-0,0.35031412,269,1
OR1S2,+--,NA,NA,0.5046335479903242,0.5729287290533613,+,1,-0,0.3165454247794624,269,1
FAM111B,-++,NA,NA,0.5736137120773561,0.5996070740400525,+,1,-0,0.5053058459172324,269,1
OR5A2,-++,NA,NA,0.5956117366671244,0.6418144466811889,+,1,-0,0.6223292238386688,269,1
MS4A4A,-++,++++--,NA,0.5747046910913942,0.8807008772578011,+,1,-0,0.337439893,269,1
MS4A14,-+-,+---++,NA,0.7426835741394321,0.6913445245541274,-,1,-0,0.150187573,269,1
MS4A12,+--,NA,NA,0.6231226346541398,0.6012704872116116,-,1,-0,0.6122713956533552,269,1
MS4A18,+-+,NA,NA,0.5524098220561955,0.7356084328241046,+,1,-0,0.7735930067599087,269,1
VWCE,-+-,+--++-,--+-,0.6175079764734743,0.5381636775187605,-,1,-0,0.098244761,269,1
CYB561A3,-+-,----+-,--+-,0.5612228209098484,0.5594936660563422,-,1,-0,0.050093923978721165,269,1
SDHAF2,+--,++-++-,NA,0.9369891387813101,0.5611441582428174,-,1,-0,0.379682318,269,1
FADS3,-+-,+++++-,----,0.513508456632783,0.5027173586135392,-,1,-0,0.100800655,269,1
SCGB1D2,-+-,NA,NA,0.5497446248965989,0.5898241573797441,+,1,-0,0.4041365720774812,269,1
HRASLS5,--+,++----,NA,0.861833196870179,0.5534494947755002,-,1,-0,0.16444791,269,1
SLC22A11,-++,NA,NA,0.5847435433324112,0.5669773768716201,-,1,-0,0.43740210512367383,269,1
KCNK7,-+-,NA,NA,0.531427412955469,0.6210797301390026,+,1,-0,0.40703353366332207,269,1
AP5B1,---,+-++-+,NA,0.8847696537496956,0.5684377583121433,-,1,-0,0.422051226,269,1
EIF1AD,++-,--++--,++--,0.7049610284151877,0.5040136497939776,-,1,-0,0.095935959,269,1
YIF1A,++-,+---+-,---+,0.7153314685430716,0.8996083399132655,+,1,-0,0.343316494,269,1
CD248,++-,-++++-,-++-,0.5327983748794146,0.9319869934046301,+,1,-0,0.18624985,269,1
CTSF,++-,-++-++,+--+,0.5973374126865141,0.8899263234987106,+,1,-0,0.22800152077176133,269,1
