gene_symbol,RamakerDir,LabonteDir,DingDir,meta_meta_higher_in_MDD_pvalue,meta_meta_lower_in_MDD_pvalue,meta_direction,meta_p,signed_log_meta,minp,Corrected_p,Bonferroni_meta_p
SEC14L1,+--,+---+-,-+++,0.06315866538224094,0.6980499255231649,+,0.126,0.8985370600620194,0.024521067,34,1
ATP6V0E1,++-,------,-+--,0.5796634683946139,0.06316455722138943,-,0.126,0.8984965482197854,0.056354682,34,1
DNAJC18,+-+,++++++,-+-+,0.06316716841397688,0.8328209458057083,+,0.126,0.8984785950646872,0.049950562,34,1
NDNF,+++,++--+-,NA,0.06316877725403962,0.3072999669275279,+,0.126,0.8984675339156555,0.01327506,34,1
GOLGA1,--+,+--+++,++++,0.06320345364361185,0.7021112631523304,+,0.126,0.898229194133022,0.049567288,34,1
MROH9,-++,NA,NA,0.06322868797546553,0.7468893036810627,+,0.126,0.8980558342407707,0.027356746052419688,34,1
AP1M2,-++,NA,+++-,0.06325603142845267,0.79715304314502,+,0.127,0.8978680627694113,0.008429494,34,1
P2RY6,-++,++++++,NA,0.0633065267449622,0.9667430430967097,+,0.127,0.8975215173328753,0.08466651900124117,34.1,1
TIMP2,+++,+--++-,++++,0.06336248688096566,0.8788543615657333,+,0.127,0.8971377900240685,0.007327154,34.1,1
FCRLB,+++,+++++-,-+++,0.06337199490280615,0.9771039212593553,+,0.127,0.897072625731466,0.054512326,34.1,1
DENND1A,+-+,++++++,--+-,0.06337317937639149,0.7290176629159183,+,0.127,0.8970645084939457,0.091398876,34.1,1
OR4A15,+++,NA,NA,0.06340392303979091,0.9868293048395951,+,0.127,0.8968538741857761,0.1696097624236887,34.1,1
CC2D2B,-++,-+---+,NA,0.7439642541250282,0.06345996954655429,-,0.127,0.896470144982697,0.012619878925353942,34.1,1
TP53AIP1,-++,+++-++,NA,0.063466683069505,0.9496324518672814,+,0.127,0.896424202764664,0.015203446,34.1,1
ACAD10,-+-,+--+++,+-++,0.06348730670971035,0.5165619870472236,+,0.127,0.8962831007286852,0.017774625,34.2,1
GCM1,-++,NA,NA,0.06353602170088572,0.9293629048495836,+,0.127,0.8959499862818288,0.07699718494102965,34.2,1
NUP37,+++,---+--,++++,0.06357814745700746,0.7909096281482043,+,0.127,0.895662135065546,0.077739888,34.2,1
TTF1,++-,++++++,--++,0.063593438502372715,0.9439509895846215,+,0.127,0.8955576963797097,0.055073034,34.2,1
SAE1,+--,+++++-,+--+,0.0636042129432005,0.8897394191270243,+,0.127,0.8954841214330795,0.029112172,34.2,1
NIPSNAP1,+--,++++--,---+,0.06361305832021592,0.5730164803698449,+,0.127,0.8954237287144464,0.019151618,34.2,1
LYSMD1,---,++++++,+---,0.16543254960346573,0.06373183916936528,-,0.127,0.8946135528327493,0.01593118,34.3,1
GAPDH,++-,-+++-+,----,0.08667002708712969,0.06373244999299246,-,0.127,0.8946093904538989,0.004582047,34.3,1
ST6GAL2,--+,++++-+,+---,0.06374546677781069,0.7909537038134582,+,0.127,0.8945206987340854,0.016379966,34.3,1
ZNF652,---,----++,++--,0.2003750323510552,0.06378018312038755,-,0.128,0.8942842425168854,0.004738483,34.3,1
SLC6A3,++-,NA,NA,0.06378255011385002,0.8472135342946443,+,0.128,0.8942681253928084,0.06854303498246814,34.3,1
DNAAF2,---,------,---+,0.9796054671150622,0.0638308330545666,-,0.128,0.893939491903072,0.078487828,34.3,1
TANGO6,--+,++++++,NA,0.06383230365206334,0.4344932257709298,+,0.128,0.8939294863150152,0.06303304007987584,34.3,1
LY6E,++-,-++++-,-+--,0.06384327788838955,0.6065207117035214,+,0.128,0.893854827555152,0.042458199,34.3,1
MICAL1,-+-,++++++,--+-,0.06385705900486538,0.7838497658262725,+,0.128,0.893761091500749,0.033979579,34.4,1
TMEM133,+--,++----,NA,0.8481325715185781,0.06389321085008655,-,0.128,0.8935152908879266,0.002146939,34.4,1
MTRF1L,++-,-+-+--,----,0.8992638620081657,0.06390657295580947,-,0.128,0.8934244755730583,0.054007772,34.4,1
MARCH11,+--,+++--+,NA,0.06394896971041225,0.8338270427119252,+,0.128,0.8931364524359224,0.043479291,34.4,1
PPCS,++-,+++++-,--++,0.06396113846516892,0.9208318863774907,+,0.128,0.8930538190438664,0.043907865,34.4,1
AMOTL1,+--,-+-+-+,----,0.9444175012843068,0.06397410163976319,-,0.128,0.8929658083408124,0.090767884,34.4,1
DHRS4L2,+++,++++--,NA,0.06404773746636057,0.9886870788828539,+,0.128,0.8924662117577362,0.065891851,34.5,1
TULP3,---,-----+,++--,0.9582022637034898,0.06405820710577968,-,0.128,0.8923952250966168,0.024292627,34.5,1
CUL7,+--,++++++,--+-,0.06407425643811551,0.4163910506013669,+,0.128,0.8922864293033361,0.004198434,34.5,1
ACSL3,+-+,------,++++,0.06407582806181467,0.21962121442348756,+,0.128,0.8922757769888586,0.042315449,34.5,1
TRIP13,-++,-+++--,+-++,0.06407818465012338,0.7293186989428085,+,0.128,0.8922598047492533,0.069091604,34.5,1
RAPGEF6,--+,----++,++++,0.21771513567468415,0.06409335163853905,-,0.128,0.8921570215635712,0.013791342,34.5,1
PSAT1,---,-----+,--++,0.9899256645408707,0.06410332265434675,-,0.128,0.8920894635371736,0.013084831,34.5,1
GPR68,++-,NA,----,0.3629975924504103,0.0641210547597933,-,0.128,0.8919693466646668,0.013318539,34.5,1
LHX6,+++,+-++--,--++,0.06415364045210827,0.8889048326933108,+,0.128,0.8917486985213612,0.024536236,34.5,1
COX7A2L,+++,+++++-,NA,0.06415515976836271,0.9863712428753781,+,0.128,0.8917384134798914,0.013440571,34.5,1
HDAC7,-+-,++++++,NA,0.06415868610219748,0.9485050855009354,+,0.128,0.8917145428318599,0.168697535,34.5,1
SUSD2,+++,NA,NA,0.0642078530264726,0.9424560439904187,+,0.128,0.8913818560570357,0.058629771803703705,34.5,1
BECN2,+++,NA,NA,0.06424115938037277,0.9694461880649634,+,0.128,0.8911566341457995,0.07070680578764278,34.6,1
STK38L,+-+,------,-+++,0.30972661657660167,0.06425636849180423,-,0.129,0.8910538269819643,0.048964061,34.6,1
ST3GAL4,-+-,----+-,----,0.9740511659220165,0.0642845792034012,-,0.129,0.8908631989090661,0.058267208,34.6,1
TECR,++-,++++-+,NA,0.0643027962808382,0.8771630845962605,+,0.129,0.8907401452075587,0.033888103,34.6,1
DBNDD1,++-,++++-+,----,0.06431820153738821,0.2957006687128175,+,0.129,0.8906361121483,0.042898034,34.6,1
RASSF7,++-,-+++++,----,0.5068535402514154,0.0643630776195382,-,0.129,0.8903332019539818,0.027934925,34.6,1
LRPPRC,+-+,-+----,----,0.746795351060439,0.0644497578628221,-,0.129,0.8897487142841107,0.019657403953035935,34.7,1
FGF19,+-+,NA,NA,0.06445182133164572,0.9392696041976373,+,0.129,0.8897348098287992,0.08099268518353435,34.7,1
AFMID,-+-,+-++++,NA,0.06451679685204327,0.49046451976078376,+,0.129,0.8892972070576388,0.014741417,34.7,1
FABP3,++-,-+++--,+---,0.564434343686062,0.0645193009722198,-,0.129,0.8892803509128364,0.006142884,34.7,1
TMEM92,+++,NA,NA,0.06453571510890292,0.9681504680080688,+,0.129,0.8891698775776405,0.09595389996273102,34.7,1
DMXL2,+-+,-++---,----,0.9427187391571388,0.06455369995339508,-,0.129,0.8890488650412122,0.060335861,34.7,1
UPB1,-+-,NA,NA,0.40896672875819595,0.06457513333576535,-,0.129,0.8889046927515645,0.040218709457807915,34.7,1
PPP2R5E,--+,------,---+,0.9050714003253882,0.06459285978115925,-,0.129,0.8887854914342584,0.101163338,34.8,1
CRTC1,+-+,++++++,--+-,0.06459329068703,0.5419075493638805,+,0.129,0.8887825942190197,0.065510368,34.8,1
LETM1,+-+,++++-+,----,0.477438145238195,0.06461238521021509,-,0.129,0.8886542307232732,0.0360397,34.8,1
EIF3D,+--,+++++-,--++,0.06461667912167826,0.8441910589458663,+,0.129,0.888625370001197,0.064572753,34.8,1
CCT5,+--,--++--,---+,0.7457415309773332,0.06465129643447427,-,0.129,0.8883927662457761,0.021232387840266098,34.8,1
BOK,-+-,---+++,++-+,0.0646741279152325,0.2066400818274094,+,0.129,0.8882394230611725,0.010045318,34.8,1
ALOX5,+++,++++++,NA,0.06469985029969245,0.998415434583125,+,0.129,0.8880667285219199,0.177666821,34.8,1
SLC25A11,++-,+++++-,--+-,0.06470839117076803,0.4089033632673047,+,0.129,0.8880094021392722,0.006577035,34.8,1
MS4A5,-++,NA,NA,0.06473703244964063,0.568045187834792,+,0.129,0.8878172169043814,0.03986635712771652,34.8,1
PTOV1,++-,++++++,+-+-,0.06475795967218774,0.596305217196993,+,0.13,0.8876768473471658,0.017230437,34.8,1
RFC1,-+-,----+-,+--+,0.8825993327240085,0.06478812319458992,-,0.13,0.8874746050055855,0.061328928,34.9,1
PRKCQ,---,---+++,++++,0.06479229552061963,0.4997620542397154,+,0.13,0.8874466375365806,0.017825468,34.9,1
CDC42EP5,++-,NA,NA,0.06484603894543786,0.6510427661730205,+,0.13,0.8870865515439551,0.02482223728378007,34.9,1
VARS,+--,++++++,+--+,0.06484782813225548,0.9842505545635175,+,0.13,0.8870745689578923,0.075216902,34.9,1
TMEM229B,++-,-+++-+,NA,0.06489094917149138,0.9704744696181675,+,0.13,0.8867858776279312,0.063930966,34.9,1
HUS1,--+,++--++,-+-+,0.794088556177447,0.06490290312974963,-,0.13,0.886705880955807,0.02126206778951174,34.9,1
CCDC91,++-,++-+-+,++--,0.0649070354824244,0.929627902916613,+,0.13,0.8866782304078794,0.02686565,34.9,1
VAC14,+--,++++++,+-+-,0.06491599004815785,0.5854569769727649,+,0.13,0.8866183193331506,0.067228697,34.9,1
UNG,+--,------,-++-,0.7603331364442996,0.06496475596232013,-,0.13,0.8862921929584351,0.059895814,35,1
C14orf79,+--,+++++-,--+-,0.6750638627707983,0.06498596823710347,-,0.13,0.886150410386224,0.0148,35,1
CNOT8,+--,------,-+-+,0.38778509149940654,0.06498672797524839,-,0.13,0.88614533316472055,0.062533818,35,1
TK2,+-+,++++++,--++,0.06499135427264859,0.09496652990168726,+,0.13,0.8861144175611256,0.005853933,35,1
CEP44,-++,+++-++,-+-+,0.06504018533830931,0.5080046864596542,+,0.13,0.8857882341840425,0.028386236,35,1
ZNF121,-++,------,-++-,0.625460591949591,0.06504552736047184,-,0.13,0.8857525652285428,0.044920599,35,1
SORBS1,+--,++--+-,--+-,0.9023364258124063,0.06507679324306676,-,0.13,0.8855438600581902,0.04281676,35,1
ITGB2,-+-,++++++,+-++,0.06509977717370942,0.8846650199470114,+,0.13,0.8853905022869365,0.024360955,35,1
SLC44A1,---,----+-,++++,0.06510015884267376,0.15701741929048335,+,0.13,0.8853879560994314,0.06685927,35,1
PPM1L,+-+,--+--+,NA,0.6576201821255045,0.0651139933499786,-,0.13,0.8852956735002857,0.012025494,35,1
RPS19BP1,-+-,-+++-+,---+,0.06512055991001538,0.599653279613916,+,0.13,0.8852518783519154,0.021805957,35,1
TRIP11,-+-,+---++,++++,0.06512122915162417,0.28424171249530966,+,0.13,0.8852474151463674,0.02018661,35,1
CRHR2,+--,++-+-+,NA,0.06518895174462264,0.5057553592564056,+,0.13,0.8847960068084301,0.033525160387832605,35.1,1
SCYL2,+-+,------,++++,0.15938664681247117,0.06519043799441082,-,0.13,0.8847861053955908,0.009861245559817412,35.1,1
WNT8B,--+,NA,NA,0.7620765934683534,0.06519137015815114,-,0.13,0.8847798954254363,0.03070030160220604,35.1,1
USP7,+-+,+-+-+-,----,0.9254071473884802,0.06524862032283947,-,0.13,0.884398671352711,0.10863048903656147,35.1,1
TTC9C,+++,++++++,-+++,0.06526805072007437,0.9958223106621112,+,0.131,0.8842693619810389,0.124568587,35.1,1
ATAD3B,-++,++++++,+---,0.06529429111947353,0.5250297415051565,+,0.131,0.8840947931022203,0.06625182573510838,35.1,1
LSM2,-+-,++++++,+-++,0.0653231696448634,0.8529788515181544,+,0.131,0.883902754697044,0.022561846,35.1,1
ANKRD13A,-+-,----+-,+--+,0.1942419517863267,0.06534364518672009,-,0.131,0.8837666464598212,0.005989794,35.2,1
CCNE2,---,---++-,NA,0.9860730181319329,0.06539670105192535,-,0.131,0.8834141635206365,0.13529234232854798,35.2,1
GGT7,+-+,+++++-,+++-,0.06541454628331024,0.9914331668563248,+,0.131,0.8832956708722641,0.073949301,35.2,1
SYNJ2,-+-,----++,+++-,0.17700574977325237,0.06541875538345449,-,0.131,0.8832677270851126,0.026351764,35.2,1
AASDH,-++,------,++-+,0.6421353047682257,0.06544199402750772,-,0.131,0.883113480452249,0.06170669934830647,35.2,1
NAV2,---,++-+++,+-+-,0.06544647914753167,0.5083021259250257,+,0.131,0.8830837167483783,0.012246067,35.2,1
MZT2A,++-,-+++-+,----,0.08589270805942245,0.06546039253667471,-,0.131,0.8829913990866023,0.013984235,35.2,1
LRRC27,++-,+++++-,--+-,0.06548281271370864,0.1951587787176494,+,0.131,0.8828426787426079,0.016581159,35.2,1
ARNTL2,+++,+++---,NA,0.06548769525001781,0.9766988222302733,+,0.131,0.8828102980393379,0.030924584,35.2,1
NOV,+-+,--++--,+--+,0.8706931955566963,0.06554218645596356,-,0.131,0.8824490791919933,0.006010955,35.3,1
HMOX2,++-,-+++++,----,0.5286210299362539,0.06554276655547023,-,0.131,0.8824452353638663,0.09370929027998749,35.3,1
RASA1,+-+,--+---,---+,0.693339887217273,0.06554720242183687,-,0.131,0.8824158437589822,0.029932584,35.3,1
CD19,++-,NA,NA,0.06554918510778782,0.9396728405493922,+,0.131,0.8824027073242698,0.10144347584860505,35.3,1
CNTRL,-+-,+---++,+---,0.5115733629786718,0.06556707506788478,-,0.131,0.8822841940141832,0.016080626,35.3,1
ETHE1,++-,++-+++,+-++,0.0655854441720964,0.8956990556571544,+,0.131,0.8821625402221706,0.06321579539528926,35.3,1
RUNX3,-+-,NA,NA,0.8370531045593357,0.06559312542035431,-,0.131,0.8821116794185085,0.05092843995347641,35.3,1
OR2B2,++-,NA,NA,0.06560347355890415,0.8209574496841481,+,0.131,0.8820431694187914,0.036770280505366376,35.3,1
PPL,+++,++++-+,+---,0.06561995792202074,0.6754994014657535,+,0.131,0.8819340567718184,0.013356071,35.3,1
SIRT2,-+-,--++++,+-++,0.06564471495713163,0.6709590132041542,+,0.131,0.8817702374649385,0.04768839,35.3,1
WHSC1,+-+,++++++,+-+-,0.06568387025793844,0.6712300793678095,+,0.131,0.8815112697534738,0.05206573,35.3,1
HAS3,--+,---+++,NA,0.8731809772342092,0.06570612447002622,-,0.131,0.8813641522865577,0.012148187660194393,35.3,1
TIMM44,-+-,--+++-,----,0.9183372986647181,0.06571775592020707,-,0.131,0.8812872792764432,0.032831835,35.4,1
C12orf60,-++,------,NA,0.7283791229362018,0.06577278543353833,-,0.132,0.88092377000603,0.005541237,35.4,1
FAM208A,--+,----++,NA,0.9571033096535724,0.06577376237980345,-,0.132,0.8809173193255808,0.013832165,35.4,1
ZBTB14,---,----++,----,0.9930528638060965,0.06579294180230263,-,0.132,0.8807906988790435,0.037081143,35.4,1
SLC35D2,-+-,---+++,+---,0.8353299107670524,0.06579783697448541,-,0.132,0.8807583874011773,0.014169663,35.4,1
ARHGAP15,-++,++++++,NA,0.0658104101770912,0.9563970440514146,+,0.132,0.8806754066967557,0.004573214,35.4,1
CPNE4,+-+,--+---,---+,0.7716522040747628,0.06585131302145994,-,0.132,0.8804055654742132,0.005133614,35.4,1
CPD,--+,------,++-+,0.37582583720381524,0.06585619553102816,-,0.132,0.8803733661411973,0.0337103,35.4,1
MT1H,-+-,NA,----,0.6677815318128075,0.06586554918329787,-,0.132,0.880311687037538,0.042399625,35.4,1
RBM23,+++,++-+++,+-+-,0.06586900062481686,0.9645021266313003,+,0.132,0.8802889300309846,0.09411966843271226,35.4,1
FBXO3,+-+,----+-,++++,0.3230747474605583,0.06590581435278275,-,0.132,0.8800462736579511,0.024425961,35.5,1
PKIA,+-+,+++++-,--++,0.06593023949211554,0.7620739612991025,+,0.132,0.8798853510113162,0.028742416,35.5,1
PAQR6,-+-,---+++,+++-,0.06594414555225948,0.8944397453031829,+,0.132,0.8797937589222856,0.03126623,35.5,1
PTPRD,--+,----++,+---,0.5747519695438764,0.06596417586685921,-,0.132,0.8796618634501164,0.01248118,35.5,1
ATP8B2,+-+,++++++,+-+-,0.06596834467641412,0.2819120201262394,+,0.132,0.8796344177380365,0.007701779,35.5,1
FBXW9,+--,-++---,----,0.6285511816251538,0.06596921244404332,-,0.132,0.8796287049341743,0.011964232,35.5,1
LAG3,++-,NA,NA,0.0659844310731039,0.8689323108232391,+,0.132,0.8795285278344555,0.04685427655601196,35.5,1
CALB1,+-+,++-++-,--++,0.0659844365242103,0.6866447591324585,+,0.132,0.8795284919565174,0.009145034,35.5,1
ANLN,---,---++-,++-+,0.2711956551218819,0.0659872474761046,-,0.132,0.8795099913075937,0.006347004,35.5,1
HPR,---,++++++,+++-,0.7156791625544707,0.06602618702971896,-,0.132,0.8792537865687918,0.07464203831197307,35.5,1
DHX34,-+-,++++++,+---,0.06602962688074861,0.2592041748899397,+,0.132,0.8792311611609912,0.07297829,35.5,1
STYK1,+-+,--+-++,---+,0.5668545124631625,0.06609235697028289,-,0.132,0.8788187644804833,0.012793071,35.6,1
ANKS3,-+-,++++++,+-+-,0.06611562252881956,0.6000896666933989,+,0.132,0.8786659128321418,0.068329142,35.6,1
NDUFS7,-+-,-+++-+,----,0.33095123100722185,0.06611917171265562,-,0.132,0.8786425998914823,0.025436094,35.6,1
SLC25A37,++-,+---+-,+++-,0.06616730523307462,0.7863437199083279,+,0.132,0.8783265566538406,0.021689232,35.6,1
IRF4,-+-,NA,---+,0.4530458444059958,0.0662056520816678,-,0.132,0.8780749369039146,0.026073783,35.6,1
CHTOP,---,++-+++,--++,0.4766009643424894,0.06621771748103479,-,0.132,0.8779957977550038,0.042992817953396295,35.6,1
GLYATL1,+++,NA,NA,0.06623614642105066,0.9426667047428463,+,0.132,0.8778749468145771,0.07065993510660018,35.6,1
TNFSF4,-+-,----+-,NA,0.9854513265419013,0.06626435169519333,-,0.133,0.8776900509797704,0.168975969,35.7,1
ORM1,+--,NA,NA,0.350118491744747,0.0662661384824796,-,0.133,0.8776783405898403,0.03659405152778049,35.7,1
ALDH7A1,+++,++-+++,-+++,0.06628440419464104,0.9917018100388779,+,0.133,0.877558647408813,0.057228652,35.7,1
AKAP11,+-+,------,-+-+,0.8415746353503054,0.06634322048466805,-,0.133,0.8771734547773227,0.049945213746242334,35.7,1
RBMS1,++-,----++,+---,0.72126332539545,0.06634738485300079,-,0.133,0.8771461949395443,0.037926793,35.7,1
YIPF1,++-,-++---,--+-,0.7409407539042812,0.06635081086946311,-,0.133,0.8771237696151195,0.040310019,35.7,1
EDIL3,---,---++-,+---,0.9576059120801925,0.06637918810290877,-,0.133,0.8769380681733909,0.086042978,35.7,1
COL1A2,++-,++-++-,++-+,0.06639835339425687,0.9867618263931391,+,0.133,0.8768126948573843,0.02717589027844175,35.7,1
KRAS,+-+,--+---,+--+,0.8351944480529755,0.0664876524589922,-,0.133,0.8762290051506705,0.049557804,35.8,1
CHFR,-+-,++++++,-++-,0.06649515100317828,0.6004289469401521,+,0.133,0.8761800277448558,0.104601315,35.8,1
ZNF600,-+-,++++++,NA,0.06649755120789906,0.5243881935537426,+,0.133,0.8761643517619115,0.06286632278149744,35.8,1
VILL,++-,++++++,--+-,0.06650065265627203,0.4369398898932032,+,0.133,0.8761440967227396,0.072252985,35.8,1
SMAD9,-++,++-++-,+-++,0.06650269379520182,0.8622400753715027,+,0.133,0.8761307669021339,0.018705805,35.8,1
CX3CL1,+--,--+++-,--+-,0.8758915112262108,0.0665113040530293,-,0.133,0.8760745414292069,0.036913202,35.8,1
KIRREL3,+-+,++++++,---+,0.06654095790350935,0.895874460154038,+,0.133,0.8758809557861742,0.01836152,35.8,1
CCDC18,-+-,+---++,NA,0.7753022692990938,0.06655473581662637,-,0.133,0.8757910404554375,0.0221505,35.8,1
CSF3,---,NA,+--+,0.8396234725174225,0.06658556628276122,-,0.133,0.8755899067439308,0.05957529395418572,35.8,1
NFIB,-++,------,--++,0.11329684043957299,0.06660581217355747,-,0.133,0.8754578759950391,0.001618352,35.8,1
SERPINB2,++-,NA,NA,0.5664372750530888,0.06663759361658829,-,0.133,0.875250698678982,0.012891803329737302,35.9,1
POMGNT2,+--,-++++-,--+-,0.528954549170841,0.06669008450137388,-,0.133,0.8749087366331081,0.047728108096332544,35.9,1
ASPA,-+-,---+++,++++,0.06670379892290167,0.5838150811766495,+,0.133,0.87481943572275,0.009766386,35.9,1
DMRT2,---,---++-,NA,0.9398944338738816,0.06670874340646313,-,0.133,0.8747872444176434,0.023509723407469756,35.9,1
SLC22A17,+-+,-++++-,-++-,0.06673447501414853,0.8416882157169161,+,0.133,0.8746197560207201,0.029577929,35.9,1
C9orf92,-+-,NA,NA,0.06676052206055778,0.21976903641061551,+,0.134,0.8744502801764286,0.008110753571073978,35.9,1
BCL6,+--,-----+,-++-,0.49200133713877586,0.06677954982867408,-,0.134,0.8743265172544104,0.036636159,35.9,1
CLP1,+--,----+-,-+--,0.9669380968039427,0.06678537318956591,-,0.134,0.8742886472291685,0.112110088,35.9,1
NME2,++-,+--++-,NA,0.06682226840141905,0.8996661637668149,+,0.134,0.8740487898806971,0.02788489362352652,36,1
RSRC2,-+-,------,++-+,0.47419786229759103,0.06686306825260432,-,0.134,0.8737837024563638,0.08307849,36,1
RUSC1-AS1,NA,++-+++,NA,0.06689645067098576,0.977474784200759,+,0.134,0.8735669283454323,0.068067647,36,1
BAIAP2L1,+++,++-+-+,NA,0.06691356504295065,0.9880222191317293,+,0.134,0.8734558353557713,0.015488239000000001,36,1
OSBPL8,--+,------,++-+,0.48195074436665886,0.06692924273848737,-,0.134,0.8733540930686129,0.037279961,36,1
EPB41L5,+-+,++++++,++++,0.06696830586012176,0.9656198919191412,+,0.134,0.8731006918849379,0.068849625,36,1
VPS13A,+-+,+-+---,--++,0.4716017489958951,0.06700075858687062,-,0.134,0.8728902844974772,0.001919476,36,1
KRT1,-++,NA,NA,0.06700851111189524,0.35528543490440884,+,0.134,0.8728400360504804,0.043510955978926485,36.1,1
CALB2,+++,++--++,----,0.06703925356147405,0.8395484771577054,+,0.134,0.8726408342737275,0.001441219,36.1,1
CCP110,---,---+++,++--,0.7022061314411419,0.06704932994628793,-,0.134,0.8725755622242217,0.033041854,36.1,1
CCP110,---,---+++,+---,0.7022061314411419,0.06704932994628793,-,0.134,0.8725755622242217,0.033041854,36.1,1
PMEPA1,++-,-----+,----,0.606455101774714,0.06705132273682898,-,0.134,0.872562654636998,0.075599455,36.1,1
ZNF135,-+-,++++++,++--,0.06707630885306781,0.666713410935656,+,0.134,0.8724008485661144,0.030383557876232335,36.1,1
RPS6KA2,+++,++++++,--+-,0.06708332757488493,0.699092291532977,+,0.134,0.8723554072957126,0.020810861,36.1,1
COL4A2,-+-,+++++-,-+-+,0.06710485395090462,0.6293600109693309,+,0.134,0.8722160688488446,0.004167433,36.1,1
SASH1,-+-,----++,--+-,0.9808696458245294,0.06711311820217694,-,0.134,0.8721625869094055,0.017005431,36.1,1
PGAM2,-++,++-+++,NA,0.06714231656777077,0.9045117981055806,+,0.134,0.871973682984888,0.009141705,36.1,1
TM9SF2,+-+,------,++++,0.4518165383041792,0.06722363154006583,-,0.134,0.8714480342089541,0.036287842007720054,36.2,1
MYH14,-+-,+--+++,----,0.6029848772725979,0.06723611990899146,-,0.134,0.8713673612987409,0.052201775549291916,36.2,1
LVRN,--+,+-----,NA,0.9593052984591922,0.06725517532645972,-,0.135,0.8712442951523748,0.118086465,36.2,1
POLE3,+--,-+++++,-+-+,0.06727193853332092,0.9056255255717094,+,0.135,0.8711360616808074,0.03986724144594171,36.2,1
CPNE7,++-,+++--+,----,0.06728593515551286,0.2620426672867537,+,0.135,0.8710457116234153,0.009754364,36.2,1
