gene_symbol,RamakerDir,LabonteDir,DingDir,meta_meta_higher_in_MDD_pvalue,meta_meta_lower_in_MDD_pvalue,meta_direction,meta_p,minp,Corrected_p,Bonferroni_Correction
ST8SIA3,++++,---+----,++-+-+,0.28095990924935904,0.7394387893633562,+,0.5619198184987181,0.102808989,151.15643117615517,1
THAP8,+++-,++++++++,++-+++,0.28100742555937014,0.4414630511053009,+,0.5620148511187403,0.005825489,151.18199495094115,1
CTDSPL,+-++,--------,+-+---,0.28109728806936357,0.3662203397656711,+,0.5621945761387271,0.09458809,151.2303409813176,1
EDN2,---+,NA,NA,0.846534261937359,0.2811011989125051,-,0.5622023978250102,0.15355092993167513,151.23244501492775,1
ZBTB42,+++-,NA,NA,0.2811648204237642,0.7733420272821888,+,0.5623296408475283,0.22554189611934744,151.26667338798512,1
EMILIN1,++--,--++---+,NA,0.28125612140756967,0.9560062336784432,+,0.5625122428151393,0.15424158108547326,151.3157933172725,1
MCCC1,-+++,+++-++++,---+++,0.9757606864668413,0.2812599145720276,-,0.5625198291440552,0.078117322,151.31783403975084,1
VMP1,-+++,-+-+++-+,-++--+,0.5359803425316353,0.28132881297781903,-,0.5626576259556381,0.050257909,151.35490138206663,1
SPG7,+-+-,++--+-++,+-+--+,0.37344575925226897,0.2814404861938803,-,0.5628809723877606,0.020809738,151.4149815723076,1
KIF28P,----,NA,NA,0.7705879071597157,0.281444659816904,-,0.562889319633808,0.09051129687777226,151.41722698149434,1
POLDIP3,-++-,--+-----,-+---+,0.28151778567986996,0.6176706454235477,+,0.5630355713597399,0.039118914,151.45656869577004,1
OR51M1,+++-,NA,NA,0.2815297783588761,0.9099794285728056,+,0.5630595567177522,0.10705566761093649,151.46302075707536,1
AMICA1,---+,+---++++,NA,0.9931796473589883,0.2815856748161541,-,0.5631713496323082,0.231795359,151.4930930510909,1
ANGPT4,+-+-,NA,NA,0.6606259510768248,0.2817802663414019,-,0.5635605326828038,0.08131058879953888,151.59778329167423,1
SULT1E1,+-++,NA,NA,0.8745636610207855,0.28181756894497556,-,0.5636351378899511,0.2481352505857642,151.61785209239684,1
SPPL2C,++++,NA,NA,0.2818342887196717,0.7897444832995597,+,0.5636685774393434,0.2107675277024157,151.62684733118337,1
LMF2,+---,+-+-++++,+-+---,0.2818371635249044,0.35894554445613,+,0.5636743270498088,0.025019476,151.62839397639857,1
ADAM7,-+++,NA,NA,0.40095370835258337,0.2818710891245414,-,0.5637421782490828,0.047956957822620175,151.64664594900327,1
DUSP26,+-+-,-+--++++,-++---,0.5875035579646413,0.2819211646242643,-,0.5638423292485286,0.03408061524233256,151.6735865678542,1
TCF24,-+--,NA,NA,0.2820048379164246,0.7748654748973328,+,0.5640096758328492,0.18343525343009495,151.71860279903643,1
ARHGEF26,++-+,+++-----,+-+-+-,0.28207565607567203,0.7651121134898929,+,0.5641513121513441,0.024345599,151.75670296871155,1
SPATC1,+---,NA,NA,0.4814045981746966,0.282113236448353,-,0.564226472896706,0.11649114848177604,151.77692120921392,1
MORN2,+-++,-+++++++,+---++,0.8796510236774441,0.2821389135522162,-,0.5642778271044324,0.105320131,151.7907354910923,1
PRSS41,++-+,NA,NA,0.6581618310042838,0.2822171788386859,-,0.5644343576773718,0.1298373022867354,151.83284221521302,1
BAZ2B,----,+-+-+---,--++--,0.2822234793099971,0.4213518689951649,+,0.5644469586199942,0.013601592,151.83623186877844,1
INTS4,-+--,+-+-++--,--+-++,0.28243610946506775,0.377106306166542,+,0.5648722189301355,0.006819007,151.95062689220646,1
PPP1R1B,+-++,+-+-++-+,+-+-+-,0.318262126921487,0.28254931926359356,-,0.5650986385271871,0.031976498,152.01153376381333,1
B3GALT2,--++,++-+--+-,---+-+,0.5553513290820232,0.28257386612901986,-,0.5651477322580397,0.025011891,152.02473997741268,1
PPP1R8,+++-,++---+--,---+++,0.37145236179552255,0.28268850803302126,-,0.5653770160660425,0.028689232,152.08641732176542,1
PABPC1L,+--+,----++-+,NA,0.6568458259356772,0.28277381150348613,-,0.5655476230069723,0.07729166,152.13231058887553,1
VAV3,-+++,--+-----,NA,0.2827752953489,0.8400930303473596,+,0.5655505906978,0.081810162,152.1331088977082,1
NCR3LG1,++++,----+-+-,NA,0.5448989881699657,0.28279655713480606,-,0.5655931142696121,0.055046114,152.14454773852566,1
C1D,+++-,--++----,++--++,0.28299064709104443,0.6681514180057216,+,0.5659812941820889,0.008838015,152.2489681349819,1
NR5A2,+-+-,NA,NA,0.89035427694774,0.2830462893368828,-,0.5660925786737656,0.2612602604344886,152.27890366324294,1
DAOA,++-+,NA,NA,0.6420462090412737,0.28309070173954376,-,0.5661814034790875,0.15645913678157852,152.30279753587453,1
CST8,++++,NA,NA,0.5530947748207126,0.2831850712889296,-,0.5663701425778592,0.10180320459906476,152.35356835344413,1
FAM221B,----,NA,NA,0.7126848161095959,0.2832322031179729,-,0.5664644062359458,0.10319787452519313,152.37892527746942,1
TMEM18,++--,+-++++-+,++-+++,0.45421451997325074,0.28325463684213753,-,0.5665092736842751,0.00769279,152.39099462106998,1
CCNJL,--+-,-----++-,NA,0.9848421612288687,0.28332420750222786,-,0.5666484150044557,0.087510803,152.4284236361986,1
FCHO2,-+-+,-+--++-+,NA,0.2833333471089,0.312711994167766,+,0.5666666942178,0.004563189,152.4333407445882,1
C1orf68,-++-,NA,NA,0.6751484370368517,0.28335552877349296,-,0.5667110575469859,0.026535943043883757,152.4452744801392,1
KIR3DL1,-++-,NA,NA,0.2835417055555751,0.8012327395521264,+,0.5670834111111502,0.21986550025377902,152.5454375888994,1
ZNF213,+++-,+-++++++,++--+-,0.4032834076687747,0.2835850982595588,-,0.5671701965191176,0.004494212,152.56878286364264,1
TRIM39,+++-,--++++--,--+++-,0.2836302827367129,0.694811476619374,+,0.5672605654734258,0.057673408,152.59309211235154,1
MIIP,+---,+++-++++,NA,0.7129434087004449,0.2836350943664827,-,0.5672701887329654,0.109144586,152.5956807691677,1
CRYZ,-+--,++++++++,-----+,0.28365768025711935,0.5293706383478721,+,0.5673153605142387,0.025225685,152.6078319783302,1
CEP89,+---,+---++-+,NA,0.7043680439098141,0.2837123521994306,-,0.5674247043988612,0.11365385,152.63724548329367,1
C6orf223,++--,NA,NA,0.28379406033829196,0.8741465843787275,+,0.5675881206765839,0.19465874113735945,152.6812044620011,1
CACNG1,+-++,NA,--+-++,0.422872100933066,0.283891246131738,-,0.567782492263476,0.0359654686998131,152.73349041887505,1
ARL6IP1,++++,++++-+++,-+-+++,0.2839123317806082,0.3024504268066085,+,0.5678246635612164,0.010688067,152.74483449796722,1
CLDN24,-+-+,NA,NA,0.7875875917175057,0.283925676161674,-,0.567851352323348,0.14716838704451832,152.7520137749806,1
CRB2,----,-++-++-+,NA,0.6120432535492475,0.2839660988908562,-,0.5679321977817124,0.021736688154918672,152.77376120328066,1
FABP4,--++,NA,NA,0.8766542298636613,0.2839976050577317,-,0.5679952101154634,0.10711211580633552,152.79071152105965,1
WDR26,-+++,----+---,------,0.28412233307711626,0.4141111387080301,+,0.5682446661542325,0.036193639,152.85781519548854,1
HDHD2,+++-,+-++-++-,+---+-,0.2842012626842102,0.840320039561712,+,0.5684025253684204,0.041329572,152.9002793241051,1
NAT10,++++,----++-+,++-++-,0.5161116380816624,0.284219535119673,-,0.568439070239346,0.10965833754371572,152.91010989438408,1
MANEAL,+++-,-+++--+-,---+-+,0.38813896637821965,0.28427132098421215,-,0.5685426419684243,0.033127247,152.93797068950613,1
CNTF,-+--,-++--+-+,NA,0.28448920744106404,0.9641480074397977,+,0.5689784148821281,0.1670044989378766,153.05519360329245,1
FUT3,+---,NA,NA,0.4910328577534748,0.2846448748278592,-,0.5692897496557184,0.10154218811794216,153.13894265738827,1
HSPB11,---+,+---+---,NA,0.5337942511676246,0.28472023976750654,-,0.5694404795350131,0.113088831,153.17948899491853,1
TAX1BP3,----,--++-+--,--+++-,0.9482574719498733,0.2848313224150984,-,0.5696626448301968,0.097394101,153.23925145932293,1
SHF,+--+,++----+-,--+---,0.28491960425382845,0.42496528544091045,+,0.5698392085076569,0.011237539487767179,153.2867470885597,1
NKAPL,--+-,+-+----+,NA,0.8134165287835639,0.2849649369125834,-,0.5699298738251668,0.10082669640885622,153.31113605896988,1
S1PR2,---+,NA,NA,0.6126951676732499,0.2850176858365054,-,0.5700353716730108,0.09139180454185294,153.3395149800399,1
SEL1L2,-+++,NA,NA,0.9047255532056687,0.28502694902889125,-,0.5700538980577825,0.17893255394626553,153.3444985775435,1
THYN1,+-+-,++++++++,-+-+-+,0.5844325842723401,0.2850737086067526,-,0.5701474172135051,0.037861423,153.3696552304329,1
CAV2,--++,-+-++---,+-++--,0.38085371301851245,0.2851038139441446,-,0.5702076278882892,0.035285815,153.3858519019498,1
RFPL4B,++++,NA,NA,0.2851559728030126,0.5035730412700448,+,0.5703119456060252,0.013753661600933097,153.41391336802076,1
CDH26,----,+++-+--+,NA,0.2852081158151872,0.5247363495333424,+,0.5704162316303744,0.010301064244982953,153.4419663085707,1
RGPD3,---+,++-+++++,NA,0.8519436621496427,0.2852116647833963,-,0.5704233295667926,0.110533501,153.44387565346722,1
TRIM37,++++,++-+-+++,-+----,0.2852273435168894,0.8979032998628478,+,0.5704546870337788,0.091041282,153.4523108120865,1
CCDC53,++--,++++++-+,---+-+,0.28527583091850983,0.3993618809395123,+,0.5705516618370197,0.038663013,153.4783970341583,1
GPN1,++++,++-++---,NA,0.28529704879543405,0.8439482500745085,+,0.5705940975908681,0.11389323317733141,153.4898122519435,1
SPPL2B,+---,+-+-++++,++----,0.7152026613984596,0.28537378299945637,-,0.5707475659989127,0.023375468,153.53109525370752,1
CHMP3,++++,++++++++,-+--++,0.48521553060222616,0.2854376460665198,-,0.5708752921330396,0.03956604559409739,153.56545358378764,1
OR6B2,+++-,NA,NA,0.28545522559303566,0.7876507335910972,+,0.5709104511860713,0.18423295715385532,153.57491136905318,1
TBL2,+-+-,++++--++,-+++++,0.28549221577119915,0.6849830281635636,+,0.5709844315423983,0.035711248,153.59481208490516,1
SLC22A24,---+,NA,NA,0.28555758220311617,0.5325399995747379,+,0.5711151644062323,0.11239637695886019,153.6299792252765,1
DNAJC25,++++,+-++----,NA,0.28556776188536875,0.9482613395966539,+,0.5711355237707375,0.038782519,153.6354558943284,1
ZNF682,++--,--+---+-,+--+++,0.4774768035356725,0.2855745230885778,-,0.5711490461771556,0.074207865,153.63909342165485,1
SLC28A3,++++,NA,NA,0.2855847272700286,0.8845812534256925,+,0.5711694545400572,0.12495984945673477,153.6445832712754,1
PNPO,++++,+-+-++++,+++-++,0.3670518327954547,0.2856510280921188,-,0.5713020561842376,0.016905618,153.6802531135599,1
PINK1,+-+-,++++-+++,-----+,0.309285030131737,0.2856584825679874,-,0.5713169651359749,0.016600081,153.68426362157723,1
ZNF717,-+--,+++-+---,NA,0.2856807767707849,0.9744379911730677,+,0.5713615535415698,0.12803548576629317,153.69625790268228,1
CHST14,++--,--+--+-+,---+++,0.935372861712789,0.28570743913459534,-,0.5714148782691907,0.023285955,153.7106022544123,1
TXNDC15,+-+-,++++++-+,+-++-+,0.28573872769053316,0.8898540187310697,+,0.5714774553810663,0.082447311,153.72743549750683,1
TRPT1,+-+-,+++-++++,+--+--,0.8951772776964392,0.2857388430131417,-,0.5714776860262833,0.050462640728320136,153.72749754107022,1
APBA2,+-+-,-----+++,--++--,0.5385276982808109,0.28577875156908766,-,0.5715575031381753,0.028829893,153.74896834416916,1
WDR81,++++,--++++++,-++---,0.627042709712843,0.2858099647525457,-,0.5716199295050914,0.052012522,153.7657610368696,1
CHKB,+---,--+-++++,-+++--,0.7902731229976458,0.28586729109708214,-,0.5717345821941643,0.029932629,153.7966026102302,1
DDIAS,+--+,+++++++-,NA,0.8879392693575967,0.2859151572716733,-,0.5718303145433467,0.047544812,153.82235461216024,1
TDP2,-+++,-+--+--+,++--++,0.3054582540604434,0.28599999961613953,-,0.5719999992322791,0.019031648,153.86799979348308,1
STAT2,-+--,--+-+--+,+-++--,0.2860457874857734,0.7906559275248394,+,0.5720915749715468,0.088840449,153.8926336673461,1
EIF3A,-+--,+-++----,-+++-+,0.2860856242811201,0.4132458493671808,+,0.5721712485622402,0.005803797,153.91406586324263,1
C11orf85,++++,NA,NA,0.286098369029665,0.41782968505511875,+,0.57219673805933,0.06568429284179003,153.92092253795977,1
RHPN2,++-+,++++--+-,+--++-,0.28611772464379287,0.5377266945027032,+,0.5722354492875857,0.014071708867971933,153.93133585836057,1
MCHR1,--+-,++++-++-,++---+,0.2861538078827706,0.35928695799086086,+,0.5723076157655412,0.029932491,153.95074864093058,1
TAF1L,-+-+,NA,NA,0.8778194508433659,0.28616054486321546,-,0.5723210897264309,0.1874992734427568,153.9543731364099,1
AQP6,----,-+++-+-+,-+++--,0.4965114568568782,0.2861870114221552,-,0.5723740228443104,0.023687828,153.9686121451195,1
HFE,----,+++++---,NA,0.286194714649689,0.43265064239546946,+,0.572389429299378,0.0938687856058925,153.97275648153268,1
P3H3,+---,-----++-,NA,0.9076144432654913,0.28621197456898306,-,0.5724239491379661,0.060075877452622085,153.9820423181129,1
DCAF13,----,+++-+---,NA,0.28621376187153313,0.8521468397947223,+,0.5724275237430663,0.051945847,153.98300388688483,1
LATS2,-+--,--+-+--+,NA,0.286257553767209,0.7185898724840916,+,0.572515107534418,0.11131978315827316,154.00656392675845,1
CPA6,--+-,NA,NA,0.9050928103947875,0.28629106263017523,-,0.5725821252603505,0.18781684609465898,154.02459169503427,1
IKBIP,+---,+++++++-,NA,0.28630785026559935,0.8560627944973966,+,0.5726157005311987,0.019897904,154.03362344289246,1
DAPP1,-+++,-+++++++,NA,0.7124862522001636,0.2864303290164177,-,0.5728606580328354,0.119114235,154.09951701083273,1
RNF186,+++-,NA,NA,0.6197073252043644,0.2864372461018027,-,0.5728744922036054,0.14750870035363278,154.10323840276985,1
ALDH7A1,++++,+-+-++-+,--+-++,0.9780133186129675,0.28650568768664464,-,0.5730113753732893,0.057228652,154.14005997541483,1
METTL21C,++-+,NA,NA,0.2865654410336262,0.9371764376829792,+,0.5731308820672524,0.24958638505621175,154.1722072760909,1
MYOZ2,+++-,----++++,NA,0.6182525125165295,0.28662615166337935,-,0.5732523033267587,0.06404150714864407,154.2048695948981,1
DDX59,-+--,++++-+--,--+++-,0.2866740192860432,0.7182930750636902,+,0.5733480385720864,0.02714382,154.23062237589124,1
TCERG1,++-+,+---++--,+-+-+-,0.28667759874044235,0.7551261846580981,+,0.5733551974808847,0.088098886,154.232548122358,1
AVEN,+++-,--+--+++,+-++-+,0.9035934675038284,0.28672356111908154,-,0.5734471222381631,0.021515842,154.25727588206587,1
SPRR3,-+++,NA,NA,0.7662446727034825,0.2867928880801427,-,0.5735857761602854,0.15950191249371812,154.29457378711678,1
TCP10,---+,NA,NA,0.6523816672642367,0.2868341012376971,-,0.5736682024753942,0.10599154266233843,154.31674646588104,1
FAM155A,++++,------+-,-+++-+,0.2870054514969437,0.7325811740994161,+,0.5740109029938874,0.033353452,154.4089329053557,1
GRAMD1B,++++,------+-,NA,0.2870354974338592,0.5713195835203548,+,0.5740709948677184,0.1069417964414113,154.42509761941625,1
TRHDE,-+++,++-+--++,++--++,0.8704273179711264,0.2870800396542613,-,0.5741600793085226,0.019313202,154.4490613339926,1
OAZ2,+++-,-+--++-+,NA,0.4500387591432398,0.28714289064029647,-,0.5742857812805929,0.050384386,154.4828751644795,1
CNTN3,++++,+---+-+-,-++---,0.287154488027319,0.28759084094533477,+,0.574308976054638,0.022816188,154.48911455869762,1
MRPL3,+++-,+++++++-,-+---+,0.28729939863717163,0.5745633940704531,+,0.5745987972743433,0.017056086,154.56707646679834,1
FPR1,++--,+++++-++,NA,0.28736422417510554,0.9631356452862891,+,0.5747284483502111,0.08257948503972928,154.6019526062068,1
NXT1,--++,++++-++-,++--+-,0.2875702931686263,0.5499481864011819,+,0.5751405863372526,0.10861597678321504,154.71281772472096,1
FES,+++-,++++++++,-+-+--,0.28768663680681156,0.6530816325516459,+,0.5753732736136231,0.019602661,154.77541060206462,1
SMR3B,++--,NA,NA,0.287708519318248,0.8974559366251657,+,0.575417038636496,0.2767346291057993,154.78718339321742,1
VSIG8,----,NA,NA,0.8653410904139879,0.2877189037568011,-,0.5754378075136022,0.11214199356663716,154.79277022115897,1
HOXB7,+---,NA,NA,0.8560464178274163,0.28778963537741603,-,0.5755792707548321,0.1293797066653831,154.83082383304983,1
CRYGN,+-++,NA,NA,0.8182568545032418,0.2878083006719732,-,0.5756166013439464,0.15364713007351544,154.8408657615216,1
HSPBAP1,---+,+++-+---,+-++-+,0.28781763765399027,0.7890751344984361,+,0.5756352753079805,0.014980993,154.84588905784676,1
KCNK6,+---,+-+++-+-,NA,0.8769665572873087,0.2878258209786886,-,0.5756516419573772,0.04034384982692137,154.85029168653446,1
NEK5,+--+,+++-++-+,NA,0.860035624617522,0.28783138890860516,-,0.5756627778172103,0.05403322596761284,154.8532872328296,1
PTPRS,-+--,---+++++,------,0.6505933982578426,0.2880134927474865,-,0.576026985494973,0.066284551,154.95125909814774,1
OR52E2,-+++,NA,NA,0.7454182479505332,0.2880421145785332,-,0.5760842291570664,0.18734305463876993,154.96665764325084,1
CTNNBL1,+-+-,+-+-+-++,+++---,0.4827302795416472,0.28807824802312554,-,0.5761564960462511,0.006514974196472391,154.98609743644153,1
UXS1,+-+-,----+--+,++----,0.2881193843902077,0.5543871514651745,+,0.5762387687804154,0.132393522,155.00822880193172,1
CRB3,-++-,NA,++++--,0.28824411013081086,0.6742781953737667,+,0.5764882202616217,0.100355805,155.07533125037625,1
ZNF608,-+--,+-+-+---,------,0.28825034636064584,0.55395078230433,+,0.5765006927212917,0.009292416,155.07868634202745,1
TAAR6,+-+-,NA,NA,0.2882574199742913,0.795382000081439,+,0.5765148399485825,0.19571654757843535,155.08249194616872,1
BMP6,++++,+-+-++++,NA,0.2883734744576474,0.4149928991802391,+,0.5767469489152948,0.01782321709305365,155.1449292582143,1
TTC7A,----,+-+-+-++,NA,0.78960779740337,0.28844390858104507,-,0.5768878171620901,0.13672652800000001,155.18282281660225,1
MRGPRX2,+++-,NA,NA,0.2885633534635504,0.6947248345431627,+,0.5771267069271008,0.048113297600406675,155.2470841633901,1
SPIN1,++++,++++++++,-----+,0.28861619947559924,0.5658143975748176,+,0.5772323989511985,0.068389388,155.2755153178724,1
MCC,-+--,+++-----,--++-+,0.28871178857119006,0.6089049771759526,+,0.5774235771423801,0.018673502,155.32694225130027,1
CCDC79,+---,-++-+--+,NA,0.288779225317004,0.4959924567198938,+,0.577558450634008,0.011456175,155.36322322054815,1
ASB5,++++,++++-+++,NA,0.8442304367930714,0.288779571232744,-,0.577559142465488,0.096111339,155.36340932321627,1
FILIP1L,++--,------+-,+---+-,0.32603286052057123,0.2888818039025448,-,0.5777636078050896,0.044645171,155.41841049956912,1
NNAT,--+-,+-++-+-+,---+--,0.2889016557654974,0.5199844795459901,+,0.5778033115309948,0.011984738,155.42909080183762,1
LYZL2,-+-+,NA,NA,0.8753434844898906,0.2889058893068428,-,0.5778117786136856,0.09003364419035374,155.43136844708144,1
AXIN1,----,+---+-++,+++---,0.28898282147916915,0.29666718264807107,+,0.5779656429583383,0.027344218,155.47275795579301,1
WDR55,-+--,+-----+-,-+---+,0.28907027280554487,0.5313652430139587,+,0.5781405456110897,0.0099603,155.51980676938314,1
KRT14,+---,NA,NA,0.752434325272914,0.28909635625874175,-,0.5781927125174835,0.049580865706530156,155.53383966720307,1
TNK1,+-+-,+++++--+,NA,0.2891439660407883,0.7849462671234899,+,0.5782879320815766,0.125692739,155.5594537299441,1
LY6D,+-+-,NA,NA,0.611395685203497,0.28915110420365053,-,0.5783022084073011,0.06296122766358271,155.563294061564,1
DYX1C1,---+,-+---+--,NA,0.9496849081974333,0.2891720529758277,-,0.5783441059516554,0.10103109,155.5745645009953,1
NRSN2,+-+-,--++--++,+-++--,0.2891840066877844,0.38441601907990797,+,0.5783680133755688,0.020352871,155.58099559802798,1
P4HA3,+-+-,++-+-+--,NA,0.4508414938115017,0.2892636267434833,-,0.5785272534869667,0.032552885515517875,155.62383118799403,1
NEU3,-+++,+-+-++--,NA,0.2893116088721593,0.9516663202925655,+,0.5786232177443186,0.08134951463831899,155.6496455732217,1
APOBEC3A,+---,NA,NA,0.3118268046237078,0.28949868408347057,-,0.5789973681669411,0.04602285011605746,155.75029203690715,1
KLHL26,--+-,-+-+-+++,-+----,0.6596225279169061,0.2895119862879461,-,0.5790239725758922,0.018829713,155.757448622915,1
SLC3A2,--+-,++++++--,+---+-,0.389992972294911,0.289521067565122,-,0.579042135130244,0.072867346,155.76233435003564,1
SLC39A7,+-+-,+++---++,+-----,0.28952455984293063,0.9454063731778557,+,0.5790491196858613,0.039501015,155.76421319549667,1
CNOT7,++++,-+-+-++-,+----+,0.3661087405283308,0.2896023731348033,-,0.5792047462696066,0.032038015,155.80607674652418,1
EIF5A,+-+-,------++,-++-++,0.34123318928832624,0.2896838108734716,-,0.5793676217469432,0.04497558010630054,155.84989024992774,1
PURA,++-+,-------+,+++++-,0.28968388791328886,0.9559344750463871,+,0.5793677758265777,0.04507876,155.8499316973494,1
PTH,++-+,NA,NA,0.28970842246196965,0.9510983673642641,+,0.5794168449239393,0.23446062271130527,155.86313128453966,1
TMEM180,+---,----+---,--+--+,0.2897163214625423,0.7060476190138345,+,0.5794326429250846,0.108423404,155.86738094684776,1
CCDC14,---+,++--+---,--++--,0.31121018918140686,0.2897440828761143,-,0.5794881657522286,0.016566948,155.8823165873495,1
GFOD1,++++,-----+++,+++---,0.28988649591444937,0.5979956157188592,+,0.5797729918288987,0.104060908,155.95893480197375,1
PAX7,+++-,-+-++-++,NA,0.8418789398583668,0.28989859551174146,-,0.5797971910234829,0.062459908,155.9654443853169,1
SNTG2,+--+,++-+++-+,NA,0.289929966788046,0.3576187701371982,+,0.579859933576092,0.011026882,155.98232213196874,1
TMEM43,++++,+++++---,--+++-,0.34672215223333863,0.28997844316155824,-,0.5799568863231165,0.005467884,156.00840242091834,1
MEMO1,++++,--------,+--+--,0.7878879975185343,0.2900815458263075,-,0.580163091652615,0.004272191,156.06387165455345,1
PGP,+-+-,-++-++++,NA,0.7426326545987685,0.2902707148840195,-,0.580541429768039,0.034302091,156.1656446076025,1
VEZT,-+++,-+--++--,+--+++,0.7301420906787506,0.2904113024517775,-,0.580822604903555,0.078068476,156.24128071905628,1
NCOA2,-+++,-+---+--,NA,0.2904988090497657,0.4722657490782536,+,0.5809976180995314,0.033768999,156.28835926877395,1
PRDM5,--++,+++-++--,NA,0.29052141968359785,0.627258151201759,+,0.5810428393671957,0.016727401,156.30052378977564,1
CYYR1-AS1,NA,-+++++++,NA,0.9135968584668271,0.2905851506216448,-,0.5811703012432896,0.236619595,156.3348110344449,1
TAAR1,++++,NA,NA,0.9013497265132163,0.29059207617444927,-,0.5811841523488985,0.09243507822406377,156.3385369818537,1
SMPD3,--+-,----+--+,--+---,0.32241059791971316,0.29062740520556446,-,0.5812548104111289,0.014030805,156.3575440005937,1
TXNDC2,+-+-,NA,NA,0.29076627840362396,0.30918407763074895,+,0.5815325568072479,0.07389963073487497,156.4322577811497,1
C4orf50,--++,----+--+,NA,0.7849049331882286,0.290835406113146,-,0.581670812226292,0.088391874,156.46944848887256,1
FOXI3,+---,NA,NA,0.2908727916861465,0.5932464354624447,+,0.581745583372293,0.06210566198630328,156.4895619271468,1
BOLL,+---,NA,NA,0.2908977352344226,0.459334814158542,+,0.5817954704688452,0.04202409926817341,156.50298155611935,1
G6PC,+--+,NA,NA,0.7928824389554556,0.290926598488796,-,0.581853196977592,0.21804817031777787,156.51850998697225,1
NPPB,++-+,NA,NA,0.2909277796605945,0.8728656763446154,+,0.581855559321189,0.17394585034881302,156.51914545739984,1
C11orf16,----,NA,NA,0.5025972947722701,0.29103978186025803,-,0.5820795637205161,0.0770219318939772,156.5794026408188,1
HERC2,-+-+,--+-+-+-,++-+--,0.29105085487013904,0.7181781794462513,+,0.5821017097402781,0.032425,156.5853599201348,1
PRR7,---+,----++++,++----,0.2944956097695477,0.2910584280398686,-,0.5821168560797372,0.021642509,156.5894342854493,1
MAGEF1,+-+-,+++++-++,-++--+,0.2910984595260371,0.47282884943941234,+,0.5821969190520742,0.016017228,156.61097122500794,1
FAAH,----,++++++++,--++--,0.2911449065526338,0.7433830926123641,+,0.5822898131052676,0.10264018016302716,156.63595972531698,1
ITGA1,-+--,+++++++-,NA,0.6010533269694699,0.29115684628917937,-,0.5823136925783587,0.031543655,156.6423833035785,1
APITD1-CORT,----,NA,NA,0.8041198512961439,0.29116148523935603,-,0.5823229704787121,0.16719790542385612,156.64487905877354,1
ST6GALNAC5,++++,-+-++-+-,-+--++,0.29125545540302356,0.31614984435213234,+,0.5825109108060471,0.023060955,156.69543500682667,1
LOXL3,----,+++-++++,--++-+,0.965079218166339,0.2912628035168439,-,0.5825256070336878,0.14115510080330762,156.69938829206203,1
PNPLA1,+---,NA,NA,0.2914083694111533,0.6295843104501008,+,0.5828167388223066,0.13693209326505437,156.77770274320045,1
C10orf71,-+--,NA,NA,0.29142476901221537,0.8111190643134125,+,0.5828495380244307,0.21567044845125258,156.78652572857186,1
BMI1,-+++,-+++----,++--++,0.29146317615459494,0.35931307887801245,+,0.5829263523091899,0.080756091,156.80718877117206,1
ANKH,-+++,------+-,++--++,0.29146633049293125,0.3066603756436849,+,0.5829326609858625,0.017541563,156.808885805197,1
CNTLN,----,+-+-++-+,NA,0.7614468886418452,0.2915384246404188,-,0.5830768492808376,0.044386617,156.8476724565453,1
HS3ST3A1,--++,NA,NA,0.6769941771810701,0.29166058432941677,-,0.5833211686588335,0.0935810097727422,156.9133943692262,1
MARCH11,+-+-,-+--+++-,NA,0.8011691478011231,0.29171967450836356,-,0.5834393490167271,0.11990227086831831,156.9451848854996,1
LPIN3,+---,--++-+++,NA,0.8962677553788099,0.2917334016507063,-,0.5834668033014127,0.13448397378200533,156.95257008808,1
ZNF726,---+,-++-+++-,NA,0.927494347880545,0.29176606690601464,-,0.5835321338120293,0.062630432,156.97014399543588,1
LCE1B,+++-,NA,NA,0.29177086164083293,0.7271777957271983,+,0.5835417232816659,0.20779585477328655,156.97272356276812,1
ERN1,-+--,--+----+,NA,0.3064829958119336,0.2917948519817243,-,0.5835897039634486,0.011899218,156.98563036616767,1
PBXIP1,+-+-,++++++--,++++++,0.2918203758331871,0.3407614200478438,+,0.5836407516663742,0.011657584,156.99936219825466,1
KRT31,+-+-,NA,NA,0.29184097070087406,0.8483431730536146,+,0.5836819414017481,0.1522039197878691,157.01044223707024,1
CLPSL1,--+-,NA,NA,0.29188090527368543,0.43297059874098487,+,0.5837618105473709,0.0637520986814395,157.03192703724275,1
FBXW9,+-+-,-++--++-,------,0.30869317568404203,0.2919618799171997,-,0.5839237598343994,0.011964232,157.07549139545344,1
CDC14A,-+-+,-+------,NA,0.29197108332607474,0.8947460315733965,+,0.5839421666521495,0.057084421,157.08044282942822,1
SLC5A2,+---,++-+-+++,NA,0.29205058970704345,0.8098723318046186,+,0.5841011794140869,0.039003892,157.12321726238937,1
SPAG17,++-+,--+--+-+,NA,0.2920564701730996,0.5508777902197179,+,0.5841129403461992,0.05401756435225317,157.12638095312758,1
FAM19A5,--+-,-+-+-+++,+++---,0.3686727535058969,0.292178850305388,-,0.584357700610776,0.01765809356122224,157.19222146429874,1
SPTA1,++-+,NA,NA,0.2923410112972236,0.8544902508224334,+,0.5846820225944472,0.10360053221890672,157.2794640779063,1
ZNF415,-+--,++++++++,---+++,0.2923435340867198,0.31462756990576235,+,0.5846870681734396,0.029193690357834107,157.28082133865527,1
